Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Киришская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК  522	УИК  523	УИК  524	УИК  525	УИК  526	УИК  527	УИК  528	УИК  529	УИК  530	УИК  531	УИК  532	УИК  533	УИК  534	УИК  535	УИК  536	УИК  537	УИК  538	УИК  539	УИК  540	УИК  541	УИК  542	УИК  543	УИК  544	УИК  545	УИК  546	УИК  547	УИК  548	УИК  549	УИК  550	УИК  551	УИК  552	УИК  553	УИК  554	УИК  555	УИК  556					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	970	21	21	46	40	31	31	13	36	37	54	51	42	47	49	39	53	55	53	21	19	41	20	2	7	8	0	20	3	6	16	3	8	39	34	4					
		3.56%	1.58%	1.63%	3.42%	3.34%	2.91%	2.82%	1.06%	3.36%	3.26%	3.63%	3.90%	4.03%	3.64%	4.29%	3.28%	4.32%	4.09%	3.78%	6.30%	5.13%	6.51%	12.98%	2.17%	6.03%	6.66%	0.0%	3.66%	3.70%	4.54%	3.71%	2.94%	3.37%	3.93%	8.78%	1.60%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1265	69	68	64	54	46	55	67	67	62	61	81	43	64	66	48	56	77	88	15	18	20	9	2	3	3	2	10	0	1	7	0	2	19	6	12					
		4.65%	5.21%	5.30%	4.75%	4.51%	4.31%	5.00%	5.49%	6.26%	5.47%	4.10%	6.20%	4.13%	4.96%	5.78%	4.04%	4.57%	5.73%	6.28%	4.50%	4.86%	3.17%	5.84%	2.17%	2.58%	2.5%	2.53%	1.83%	0.0%	0.75%	1.62%	0.0%	0.84%	1.91%	1.55%	4.81%					
22	"5. ""За Русь Святую"""	131	5	6	6	2	1	8	11	4	4	3	2	5	8	9	10	5	10	2	1	5	2	5	2	0	0	0	2	3	1	4	1	0	2	1	1					
		0.48%	0.37%	0.46%	0.44%	0.16%	0.09%	0.72%	0.90%	0.37%	0.35%	0.20%	0.15%	0.48%	0.62%	0.78%	0.84%	0.40%	0.74%	0.14%	0.30%	1.35%	0.31%	3.24%	2.17%	0.0%	0.0%	0.0%	0.36%	3.70%	0.75%	0.92%	0.98%	0.0%	0.20%	0.25%	0.40%					
23	"6. ""Объединенная Российская партия ""Русь"""	60	1	3	3	5	3	2	1	3	1	1	0	1	3	3	1	2	1	2	0	0	2	4	0	1	0	1	5	0	2	3	2	1	2	0	1					
		0.22%	0.07%	0.23%	0.22%	0.41%	0.28%	0.18%	0.08%	0.28%	0.08%	0.06%	0.0%	0.09%	0.23%	0.26%	0.08%	0.16%	0.07%	0.14%	0.0%	0.0%	0.31%	2.59%	0.0%	0.86%	0.0%	1.26%	0.91%	0.0%	1.51%	0.69%	1.96%	0.42%	0.20%	0.0%	0.40%					
24	"7. ""Новый курс - Автомобильная Россия"""	273	22	15	13	12	11	9	19	17	11	14	12	7	15	16	14	8	17	13	3	2	4	1	0	1	1	0	4	1	0	2	0	0	4	2	3					
		1.00%	1.66%	1.17%	0.96%	1.00%	1.03%	0.81%	1.55%	1.58%	0.97%	0.94%	0.91%	0.67%	1.16%	1.40%	1.17%	0.65%	1.26%	0.92%	0.90%	0.54%	0.63%	0.64%	0.0%	0.86%	0.83%	0.0%	0.73%	1.23%	0.0%	0.46%	0.0%	0.0%	0.40%	0.51%	1.20%					
25	"8. ""Народно-республиканская партия России"""	45	1	2	0	4	2	0	0	0	2	3	1	3	3	3	2	2	2	0	1	1	0	2	0	0	1	0	3	0	1	1	1	1	2	1	0					
		0.16%	0.07%	0.15%	0.0%	0.33%	0.18%	0.0%	0.0%	0.0%	0.17%	0.20%	0.07%	0.28%	0.23%	0.26%	0.16%	0.16%	0.14%	0.0%	0.30%	0.27%	0.0%	1.29%	0.0%	0.0%	0.83%	0.0%	0.54%	0.0%	0.75%	0.23%	0.98%	0.42%	0.20%	0.25%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	92	1	9	4	3	5	5	3	2	4	5	4	0	6	5	8	5	2	8	0	1	2	1	0	0	0	0	1	0	0	1	0	0	4	2	1					
		0.33%	0.07%	0.70%	0.29%	0.25%	0.46%	0.45%	0.24%	0.18%	0.35%	0.33%	0.30%	0.0%	0.46%	0.43%	0.67%	0.40%	0.14%	0.57%	0.0%	0.27%	0.31%	0.64%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.23%	0.0%	0.0%	0.40%	0.51%	0.40%					
27	"10. ""Аграрная партия России"""	712	14	25	21	32	16	21	18	22	16	37	28	23	39	19	20	38	30	36	16	16	31	3	8	9	2	0	18	5	5	19	4	11	71	30	9					
		2.61%	1.05%	1.95%	1.56%	2.67%	1.50%	1.91%	1.47%	2.05%	1.41%	2.48%	2.14%	2.20%	3.02%	1.66%	1.68%	3.10%	2.23%	2.56%	4.80%	4.32%	4.92%	1.94%	8.69%	7.75%	1.66%	0.0%	3.29%	6.17%	3.78%	4.40%	3.92%	4.64%	7.16%	7.75%	3.61%					
28	"11. ""Истинные патриоты России"""	25	1	0	1	2	0	0	1	3	0	3	1	1	1	1	1	1	0	0	0	0	0	2	0	1	3	0	0	0	1	0	0	0	1	0	0					
		0.09%	0.07%	0.0%	0.07%	0.16%	0.0%	0.0%	0.08%	0.28%	0.0%	0.20%	0.07%	0.09%	0.07%	0.08%	0.08%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	1.29%	0.0%	0.86%	2.5%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	507	26	24	42	26	16	17	1	19	24	38	30	21	28	20	25	12	29	24	6	8	12	1	1	1	7	0	7	2	3	13	1	4	16	1	2					
		1.86%	1.96%	1.87%	3.12%	2.17%	1.50%	1.54%	0.08%	1.77%	2.12%	2.55%	2.29%	2.01%	2.17%	1.75%	2.10%	0.97%	2.16%	1.71%	1.80%	2.16%	1.90%	0.64%	1.08%	0.86%	5.83%	0.0%	1.28%	2.46%	2.27%	3.01%	0.98%	1.68%	1.61%	0.25%	0.80%					
30	"13. ""Демократическая партия России"""	81	2	2	5	2	2	2	28	6	4	4	0	3	0	2	3	0	0	5	0	0	1	0	1	0	0	0	0	0	0	4	0	1	3	1	0					
		0.29%	0.15%	0.15%	0.37%	0.16%	0.18%	0.18%	2.29%	0.56%	0.35%	0.26%	0.0%	0.28%	0.0%	0.17%	0.25%	0.0%	0.0%	0.35%	0.0%	0.0%	0.15%	0.0%	1.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.92%	0.0%	0.42%	0.30%	0.25%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	53	2	0	0	0	0	1	0	3	14	0	5	5	7	1	1	1	0	1	0	0	2	2	0	0	1	0	4	0	1	2	0	0	0	0	0					
		0.19%	0.15%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.28%	1.23%	0.0%	0.38%	0.48%	0.54%	0.08%	0.08%	0.08%	0.0%	0.07%	0.0%	0.0%	0.31%	1.29%	0.0%	0.0%	0.83%	0.0%	0.73%	0.0%	0.75%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	29	3	2	2	1	2	5	1	4	1	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	0					
		0.10%	0.22%	0.15%	0.14%	0.08%	0.18%	0.45%	0.08%	0.37%	0.08%	0.06%	0.07%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	2.46%	0.0%	0.0%	0.0%	0.42%	0.10%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2820	129	156	178	145	87	136	155	113	111	159	165	107	136	118	148	127	136	150	26	34	81	7	6	8	6	7	39	10	7	26	3	17	55	16	16					
		10.36%	9.75%	12.16%	13.23%	12.12%	8.16%	12.38%	12.70%	10.56%	9.80%	10.69%	12.64%	10.27%	10.55%	10.34%	12.46%	10.36%	10.13%	10.70%	7.80%	9.18%	12.87%	4.54%	6.52%	6.89%	5.0%	8.86%	7.14%	12.34%	5.30%	6.03%	2.94%	7.17%	5.54%	4.13%	6.42%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	39	0	1	0	1	1	4	1	1	1	2	1	2	1	1	0	2	2	3	0	1	1	1	0	0	0	1	0	1	0	3	1	2	2	1	1					
		0.14%	0.0%	0.07%	0.0%	0.08%	0.09%	0.36%	0.08%	0.09%	0.08%	0.13%	0.07%	0.19%	0.07%	0.08%	0.0%	0.16%	0.14%	0.21%	0.0%	0.27%	0.15%	0.64%	0.0%	0.0%	0.0%	1.26%	0.0%	1.23%	0.0%	0.69%	0.98%	0.84%	0.20%	0.25%	0.40%					
35	"18. ""ЛДПР"""	3147	180	186	132	152	142	117	138	112	129	171	147	95	120	137	131	127	137	170	34	49	62	12	10	5	9	12	79	10	6	74	18	23	131	70	20					
		11.57%	13.60%	14.50%	9.81%	12.70%	13.33%	10.65%	11.31%	10.46%	11.39%	11.49%	11.26%	9.12%	9.31%	12.00%	11.03%	10.36%	10.20%	12.13%	10.21%	13.24%	9.85%	7.79%	10.86%	4.31%	7.5%	15.18%	14.46%	12.34%	4.54%	17.16%	17.64%	9.70%	13.21%	18.08%	8.03%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	725	27	34	25	29	29	22	25	23	41	58	23	27	32	34	29	31	30	26	12	12	12	4	1	5	0	6	19	1	12	13	3	14	47	8	11					
		2.66%	2.04%	2.65%	1.85%	2.42%	2.72%	2.00%	2.04%	2.14%	3.62%	3.90%	1.76%	2.59%	2.48%	2.97%	2.44%	2.53%	2.23%	1.85%	3.60%	3.24%	1.90%	2.59%	1.08%	4.31%	0.0%	7.59%	3.47%	1.23%	9.09%	3.01%	2.94%	5.90%	4.74%	2.06%	4.41%					
37	"20. ""Политическая партия ""Единая Россия"""	11134	599	542	514	476	487	449	523	415	449	565	529	444	539	433	463	491	558	549	130	155	248	33	42	63	58	35	244	34	57	165	52	108	437	144	104					
		40.93%	45.27%	42.27%	38.21%	39.79%	45.72%	40.89%	42.86%	38.78%	39.66%	37.99%	40.53%	42.65%	41.84%	37.94%	39.00%	40.08%	41.57%	39.18%	39.03%	41.89%	39.42%	21.42%	45.65%	54.31%	48.33%	44.30%	44.68%	41.97%	43.18%	38.28%	50.98%	45.56%	44.09%	37.20%	41.76%					
38	"21. ""Российская Конституционно-демократическая партия"""	32	0	2	3	0	1	0	1	1	2	0	2	2	0	1	1	3	0	4	0	0	0	1	0	0	0	1	1	0	0	0	0	1	3	2	0					
		0.11%	0.0%	0.15%	0.22%	0.0%	0.09%	0.0%	0.08%	0.09%	0.17%	0.0%	0.15%	0.19%	0.0%	0.08%	0.08%	0.24%	0.0%	0.28%	0.0%	0.0%	0.0%	0.64%	0.0%	0.0%	0.0%	1.26%	0.18%	0.0%	0.0%	0.0%	0.0%	0.42%	0.30%	0.51%	0.0%					
39	"22. ""Развитие предпринимательства"""	211	10	8	15	11	6	5	10	14	21	14	7	13	3	14	10	14	3	11	2	1	7	1	0	0	0	0	0	0	3	1	0	0	5	0	2					
		0.77%	0.75%	0.62%	1.11%	0.91%	0.56%	0.45%	0.81%	1.30%	1.85%	0.94%	0.53%	1.24%	0.23%	1.22%	0.84%	1.14%	0.22%	0.78%	0.60%	0.27%	1.11%	0.64%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.27%	0.23%	0.0%	0.0%	0.50%	0.0%	0.80%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2138	58	56	133	93	71	109	74	92	110	138	96	86	137	101	96	122	124	117	33	13	34	7	9	9	14	3	29	3	9	23	8	12	70	32	17					
		7.86%	4.38%	4.36%	9.88%	7.77%	6.66%	9.92%	6.06%	8.59%	9.71%	9.28%	7.35%	8.26%	10.63%	8.85%	8.08%	9.95%	9.23%	8.35%	9.90%	3.51%	5.40%	4.54%	9.78%	7.75%	11.66%	3.79%	5.31%	3.70%	6.81%	5.33%	7.84%	5.06%	7.06%	8.26%	6.82%					
																																										
41	Против всех	988	57	50	52	45	41	43	49	42	21	46	44	44	36	41	58	42	57	63	12	9	16	0	2	2	0	1	15	0	4	17	1	12	27	17	22					
		3.63%	4.30%	3.90%	3.86%	3.76%	3.84%	3.91%	4.01%	3.92%	1.85%	3.09%	3.37%	4.22%	2.79%	3.59%	4.88%	3.42%	4.24%	4.49%	3.60%	2.43%	2.54%	0.0%	2.17%	1.72%	0.0%	1.26%	2.74%	0.0%	3.03%	3.94%	0.98%	5.06%	2.72%	4.39%	8.83%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
