Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Сампурская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615									
		5.97%	11.19%	5.92%	2.47%	0.80%	4.44%	5.84%	1.67%	3.03%	4.15%	4.50%	3.02%	2.45%	7.85%	8.32%	3.48%	6.42%	9.27%	6.45%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	127	27	5	24	1	6	5	8	2	5	5	4	1	6	8	4	6	5	5									
		2.05%	3.21%	2.96%	2.19%	0.80%	4.44%	3.65%	2.22%	1.21%	1.89%	2.50%	1.72%	0.61%	2.48%	0.62%	3.48%	2.75%	1.60%	4.03%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	55	15	3	5	1	1	1	1	0	6	2	5	3	2	2	1	4	3	0									
		0.89%	1.79%	1.78%	0.46%	0.80%	0.74%	0.73%	0.28%	0.00%	2.26%	1.00%	2.16%	1.84%	0.83%	0.16%	0.87%	1.83%	0.96%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4211	412	112	806	102	80	86	282	135	175	132	174	127	126	986	72	135	188	81									
		68.11%	49.05%	66.27%	73.67%	81.60%	59.26%	62.77%	78.33%	81.82%	66.04%	66.00%	75.00%	77.91%	52.07%	76.67%	62.61%	61.93%	60.06%	65.32%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	1	0	4	1	0	0	1	0	0	0	0	0	0	4	0	0	0	0									
		0.18%	0.12%	0.00%	0.37%	0.80%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	2	0	0	0	0	0	0	0	0	0	0	2	2	1	0	1	1	0									
		0.15%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.83%	0.08%	0.00%	0.46%	0.32%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	548	116	16	104	7	15	13	18	10	36	29	16	10	28	39	15	20	46	10									
		8.86%	13.81%	9.47%	9.51%	5.60%	11.11%	9.49%	5.00%	6.06%	13.58%	14.50%	6.90%	6.13%	11.57%	3.03%	13.04%	9.17%	14.70%	8.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	2	1	2	1	0	1	0	1	1	1	0	0	1	3	0	1	0	0									
		0.24%	0.24%	0.59%	0.18%	0.80%	0.00%	0.73%	0.00%	0.61%	0.38%	0.50%	0.00%	0.00%	0.41%	0.23%	0.00%	0.46%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	3	2	3	0	2	0	0	0	0	0	0	0	3	7	1	0	1	0									
		0.36%	0.36%	1.18%	0.27%	0.00%	1.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.24%	0.54%	0.87%	0.00%	0.32%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	1	3	0	1	1	0	1	1	0	0	1	0	3	0	0	0	1									
		0.21%	0.00%	0.59%	0.27%	0.00%	0.74%	0.73%	0.00%	0.61%	0.38%	0.00%	0.00%	0.61%	0.00%	0.23%	0.00%	0.00%	0.00%	0.81%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	31	8	1	2	0	0	2	2	0	2	1	4	1	0	6	0	0	2	0									
		0.50%	0.95%	0.59%	0.18%	0.00%	0.00%	1.46%	0.56%	0.00%	0.75%	0.50%	1.72%	0.61%	0.00%	0.47%	0.00%	0.00%	0.64%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	438	95	12	73	6	17	13	31	8	18	10	13	9	25	45	12	14	27	10									
		7.08%	11.31%	7.10%	6.67%	4.80%	12.59%	9.49%	8.61%	4.85%	6.79%	5.00%	5.60%	5.52%	10.33%	3.50%	10.43%	6.42%	8.63%	8.06%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	16	4	0	2	0	0	0	0	1	0	3	0	1	0	4	0	1	0	0									
		0.26%	0.48%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	1.50%	0.00%	0.61%	0.00%	0.31%	0.00%	0.46%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	183	23	4	27	4	4	6	6	1	5	2	4	4	18	57	2	6	8	2									
		2.96%	2.74%	2.37%	2.47%	3.20%	2.96%	4.38%	1.67%	0.61%	1.89%	1.00%	1.72%	2.45%	7.44%	4.43%	1.74%	2.75%	2.56%	1.61%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
