Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																						
Дата голосования: 04.12.2011																																																						
																																																						
"Наименование Избирательной комиссии:    Кемерово, Ленинская"																																																						
																																																						
Сводная таблица результатов выборов																																																						
																																																						
		Сумма	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	2863	50	52	50	50	60	50	80	65	50	50	50	58	70	298	49	51	70	70	70	50	50	50	50	50	50	50	70	60	70	50	80	60	50	40	50	50	50	50	50	50	50	70	50	50	50	70	50					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	2863	50	52	50	50	60	50	80	65	50	50	50	58	70	298	49	51	70	70	70	50	50	50	50	50	50	50	70	60	70	50	80	60	50	40	50	50	50	50	50	50	50	70	50	50	50	70	50					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1215	40	18	25	24	40	24	27	19	24	15	22	17	16	61	37	16	11	34	127	71	9	12	7	17	45	17	28	31	6	34	24	16	28	26	22	28	30	15	14	23	7	25	22	17	18	18	8					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	137	1	2	4	6	5	1	4	5	3	1	7	6	5	2	4	4	0	8	3	3	1	2	0	3	2	2	2	1	0	9	7	5	3	1	1	4	2	2	1	4	1	2	1	3	1	0	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8250	188	188	169	196	216	181	166	181	170	193	69	322	203	369	164	205	168	134	265	100	96	248	213	233	112	78	78	216	212	208	199	240	129	124	178	179	10	167	162	124	206	154	130	104	203	207	193					
		11.91%	14.94%	17.42%	17.24%	12.96%	12.66%	13.02%	8.82%	10.88%	10.46%	12.20%	3.75%	14.52%	11.53%	19.46%	13.29%	15.21%	8.93%	9.71%	14.95%	11.83%	6.74%	17.34%	13.23%	15.49%	7.34%	5.31%	3.99%	12.68%	15.84%	17.51%	15.27%	11.66%	6.65%	14.55%	14.63%	14.02%	0.59%	14.51%	11.86%	9.02%	12.55%	13.95%	10.82%	13.27%	14.63%	15.27%	12.42%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7362	137	123	127	229	215	150	158	130	131	182	156	201	152	311	161	186	165	139	259	133	176	145	118	191	119	116	156	147	172	167	138	198	195	130	133	155	169	135	113	148	138	154	85	104	155	151	109					
		10.63%	10.89%	11.40%	12.96%	15.15%	12.60%	10.79%	8.39%	7.82%	8.06%	11.50%	8.49%	9.06%	8.63%	16.40%	13.05%	13.80%	8.77%	10.07%	14.61%	15.74%	12.36%	10.14%	7.33%	12.70%	7.80%	7.89%	7.98%	8.63%	12.86%	14.06%	10.59%	9.62%	10.06%	15.26%	10.93%	12.14%	9.95%	11.73%	8.27%	10.76%	8.41%	13.95%	7.08%	13.27%	11.17%	11.14%	7.01%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	847	14	18	18	11	18	21	13	12	17	34	18	66	34	19	13	20	48	19	17	6	14	15	12	19	25	7	18	4	26	18	19	13	26	6	11	8	16	13	12	15	27	13	14	15	15	21	9					
		1.22%	1.11%	1.67%	1.84%	0.73%	1.06%	1.51%	0.69%	0.72%	1.05%	2.15%	0.98%	2.98%	1.93%	1.00%	1.05%	1.48%	2.55%	1.38%	0.96%	0.71%	0.98%	1.05%	0.75%	1.26%	1.64%	0.48%	0.92%	0.23%	1.94%	1.52%	1.46%	0.63%	1.34%	0.70%	0.90%	0.63%	0.94%	1.13%	0.88%	1.09%	1.65%	1.18%	1.17%	1.91%	1.08%	1.55%	0.58%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	10966	189	212	206	263	319	276	305	259	218	286	257	315	252	303	224	288	253	219	242	122	128	98	213	285	274	190	161	327	275	231	237	257	313	160	212	215	191	190	229	166	246	245	135	171	297	258	254					
		15.83%	15.02%	19.65%	21.02%	17.39%	18.70%	19.86%	16.20%	15.57%	13.42%	18.08%	13.98%	14.20%	14.31%	15.98%	18.15%	21.36%	13.45%	15.87%	13.65%	14.44%	8.99%	6.85%	13.23%	18.95%	17.96%	12.93%	8.23%	19.20%	20.55%	19.44%	18.19%	12.48%	16.14%	18.78%	17.42%	16.84%	11.25%	16.51%	16.76%	12.07%	14.99%	22.19%	11.24%	21.81%	21.40%	19.03%	16.34%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3193	57	63	38	89	96	65	77	77	84	113	103	156	101	102	65	54	67	73	87	29	35	91	0	97	88	30	0	6	100	65	130	56	26	38	74	59	35	54	56	46	102	80	47	46	105	92	39					
		4.61%	4.53%	5.84%	3.88%	5.89%	5.63%	4.68%	4.09%	4.63%	5.17%	7.14%	5.60%	7.03%	5.74%	5.38%	5.27%	4.01%	3.56%	5.29%	4.91%	3.43%	2.46%	6.36%	0.00%	6.45%	5.77%	2.04%	0.00%	0.35%	7.47%	5.47%	9.98%	2.72%	1.34%	4.46%	6.08%	4.62%	2.06%	4.69%	4.10%	3.35%	6.22%	7.25%	3.91%	5.87%	7.56%	6.78%	2.51%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	37198	650	455	394	693	813	638	1142	979	975	747	1223	1112	979	758	552	572	1138	771	870	428	950	813	1032	654	871	1030	1510	954	517	496	456	1259	1164	377	575	639	1249	568	776	860	895	425	785	330	593	599	932					
		53.70%	51.67%	42.17%	40.20%	45.83%	47.66%	45.90%	60.65%	58.87%	60.00%	47.22%	66.54%	50.14%	55.59%	39.98%	44.73%	42.43%	60.50%	55.87%	49.07%	50.65%	66.71%	56.85%	64.10%	43.48%	57.08%	70.07%	77.20%	56.02%	38.64%	41.75%	34.99%	61.15%	60.03%	44.25%	47.25%	50.04%	73.56%	49.35%	56.81%	62.55%	54.54%	38.50%	65.36%	42.09%	42.72%	44.17%	59.97%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	473	10	10	9	7	5	19	8	6	12	9	12	18	23	21	12	7	11	8	17	6	8	9	9	6	16	9	7	14	11	3	16	6	11	6	7	5	8	9	6	3	14	13	5	6	13	15	8					
		0.68%	0.79%	0.93%	0.92%	0.46%	0.29%	1.37%	0.42%	0.36%	0.74%	0.57%	0.65%	0.81%	1.31%	1.11%	0.97%	0.52%	0.58%	0.58%	0.96%	0.71%	0.56%	0.63%	0.56%	0.40%	1.05%	0.61%	0.36%	0.82%	0.82%	0.25%	1.23%	0.29%	0.57%	0.70%	0.58%	0.39%	0.47%	0.78%	0.44%	0.22%	0.85%	1.18%	0.42%	0.77%	0.94%	1.11%	0.51%					
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
																																																						
