Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																												
Дата голосования: 07.12.2003 0:00:00																																												
																																												
"Наименование Избирательной комиссии:    Ярославль, Ленинская"																																												
																																												
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																												
																																												
		Сумма	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2696	74	123	88	118	175	129	178	151	109	119	116	99	85	94	94	87	80	62	90	58	57	47	63	87	98	86	92	2	6	0	3	0	8	2	8	7	1					
		7.79%	7.10%	10.89%	8.86%	11.67%	11.06%	8.79%	12.20%	9.24%	7.62%	8.47%	8.68%	8.11%	6.31%	7.08%	7.04%	6.46%	6.28%	4.98%	6.90%	5.10%	5.33%	4.27%	5.76%	8.44%	7.08%	7.87%	8.45%	1.96%	7.89%	0.0%	10.0%	0.0%	19.04%	7.69%	6.29%	4.19%	1.19%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1150	20	46	30	19	45	59	44	37	48	41	44	57	52	48	50	45	35	42	60	41	41	27	44	23	41	46	33	1	4	0	1	4	1	1	7	8	5					
		3.32%	1.92%	4.07%	3.02%	1.87%	2.84%	4.02%	3.01%	2.26%	3.35%	2.92%	3.29%	4.67%	3.86%	3.61%	3.74%	3.34%	2.75%	3.37%	4.60%	3.60%	3.83%	2.45%	4.02%	2.23%	2.96%	4.21%	3.03%	0.98%	5.26%	0.0%	3.33%	8.33%	2.38%	3.84%	5.51%	4.79%	5.95%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2183	59	76	71	77	127	113	128	114	93	114	105	57	64	87	94	76	89	66	59	51	49	63	64	67	78	60	49	3	4	0	2	0	1	2	6	12	3					
		6.31%	5.66%	6.73%	7.15%	7.61%	8.03%	7.70%	8.77%	6.97%	6.50%	8.11%	7.86%	4.67%	4.75%	6.56%	7.04%	5.65%	6.99%	5.30%	4.52%	4.48%	4.58%	5.73%	5.86%	6.50%	5.63%	5.49%	4.50%	2.94%	5.26%	0.0%	6.66%	0.0%	2.38%	7.69%	4.72%	7.18%	3.57%					
22	"5. ""За Русь Святую"""	201	3	2	2	2	13	6	13	21	7	6	8	4	6	16	4	6	13	6	5	7	6	6	7	9	7	6	1	2	1	0	0	0	0	1	2	1	2					
		0.58%	0.28%	0.17%	0.20%	0.19%	0.82%	0.40%	0.89%	1.28%	0.48%	0.42%	0.59%	0.32%	0.44%	1.20%	0.29%	0.44%	1.02%	0.48%	0.38%	0.61%	0.56%	0.54%	0.64%	0.87%	0.50%	0.54%	0.09%	1.96%	1.31%	0.0%	0.0%	0.0%	0.0%	3.84%	1.57%	0.59%	2.38%					
23	"6. ""Объединенная Российская партия ""Русь"""	79	4	0	2	3	3	2	6	3	4	2	3	1	4	0	3	4	2	1	7	1	3	2	2	5	4	4	0	0	2	0	0	1	0	0	1	0	0					
		0.22%	0.38%	0.0%	0.20%	0.29%	0.18%	0.13%	0.41%	0.18%	0.27%	0.14%	0.22%	0.08%	0.29%	0.0%	0.22%	0.29%	0.15%	0.08%	0.53%	0.08%	0.28%	0.18%	0.18%	0.48%	0.28%	0.36%	0.0%	0.0%	2.63%	0.0%	0.0%	2.08%	0.0%	0.0%	0.78%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	330	6	18	5	9	15	17	12	13	12	8	22	12	17	11	11	14	14	5	11	7	6	7	23	14	14	9	16	0	0	0	0	0	0	0	0	1	1					
		0.95%	0.57%	1.59%	0.50%	0.89%	0.94%	1.15%	0.82%	0.79%	0.83%	0.56%	1.64%	0.98%	1.26%	0.82%	0.82%	1.04%	1.10%	0.40%	0.84%	0.61%	0.56%	0.63%	2.10%	1.35%	1.01%	0.82%	1.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	1.19%					
25	"8. ""Народно-республиканская партия России"""	39	0	2	0	1	1	0	1	2	0	2	0	0	0	0	0	1	2	1	2	7	0	3	1	5	1	3	1	0	0	0	1	1	0	0	0	1	0					
		0.11%	0.0%	0.17%	0.0%	0.09%	0.06%	0.0%	0.06%	0.12%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.07%	0.15%	0.08%	0.15%	0.61%	0.0%	0.27%	0.09%	0.48%	0.07%	0.27%	0.09%	0.0%	0.0%	0.0%	3.33%	2.08%	0.0%	0.0%	0.0%	0.59%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	297	9	10	6	8	17	12	8	15	7	15	10	15	6	5	8	11	10	13	14	7	15	10	6	9	21	12	15	0	1	0	0	1	0	0	0	1	0					
		0.85%	0.86%	0.88%	0.60%	0.79%	1.07%	0.81%	0.54%	0.91%	0.48%	1.06%	0.74%	1.22%	0.44%	0.37%	0.59%	0.81%	0.78%	1.04%	1.07%	0.61%	1.40%	0.90%	0.54%	0.87%	1.51%	1.09%	1.37%	0.0%	1.31%	0.0%	0.0%	2.08%	0.0%	0.0%	0.0%	0.59%	0.0%					
27	"10. ""Аграрная партия России"""	1127	21	50	18	31	42	65	52	52	53	55	30	43	59	62	46	46	53	32	43	49	35	30	21	30	34	28	25	8	2	0	2	2	0	0	3	2	3					
		3.25%	2.01%	4.42%	1.81%	3.06%	2.65%	4.43%	3.56%	3.18%	3.70%	3.91%	2.24%	3.52%	4.38%	4.67%	3.44%	3.42%	4.16%	2.57%	3.30%	4.30%	3.27%	2.72%	1.92%	2.91%	2.45%	2.56%	2.29%	7.84%	2.63%	0.0%	6.66%	4.16%	0.0%	0.0%	2.36%	1.19%	3.57%					
28	"11. ""Истинные патриоты России"""	28	1	1	2	3	1	0	0	0	0	3	0	3	0	2	1	5	1	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0					
		0.08%	0.09%	0.08%	0.20%	0.29%	0.06%	0.0%	0.0%	0.0%	0.0%	0.21%	0.0%	0.24%	0.0%	0.15%	0.07%	0.37%	0.07%	0.0%	0.0%	0.0%	0.0%	0.09%	0.09%	0.09%	0.0%	0.09%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	441	12	8	11	8	10	9	16	33	27	21	19	20	15	11	23	20	29	13	12	12	19	18	13	10	13	13	18	1	0	0	0	2	1	1	0	2	1					
		1.27%	1.15%	0.70%	1.10%	0.79%	0.63%	0.61%	1.09%	2.01%	1.88%	1.49%	1.42%	1.63%	1.11%	0.82%	1.72%	1.48%	2.27%	1.04%	0.92%	1.05%	1.77%	1.63%	1.19%	0.97%	0.93%	1.19%	1.65%	0.98%	0.0%	0.0%	0.0%	4.16%	2.38%	3.84%	0.0%	1.19%	1.19%					
30	"13. ""Демократическая партия России"""	61	4	0	2	0	0	2	1	1	3	2	3	2	3	3	6	1	4	0	4	4	3	1	4	1	2	2	1	1	0	0	0	0	0	0	1	0	0					
		0.17%	0.38%	0.0%	0.20%	0.0%	0.0%	0.13%	0.06%	0.06%	0.20%	0.14%	0.22%	0.16%	0.22%	0.22%	0.44%	0.07%	0.31%	0.0%	0.30%	0.35%	0.28%	0.09%	0.36%	0.09%	0.14%	0.18%	0.09%	0.98%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	88	6	3	3	7	2	3	2	5	5	3	2	0	2	1	4	6	5	2	5	3	4	4	0	1	1	0	6	0	1	0	0	0	1	0	0	1	0					
		0.25%	0.57%	0.26%	0.30%	0.69%	0.12%	0.20%	0.13%	0.30%	0.34%	0.21%	0.14%	0.0%	0.14%	0.07%	0.29%	0.44%	0.39%	0.16%	0.38%	0.26%	0.37%	0.36%	0.0%	0.09%	0.07%	0.0%	0.55%	0.0%	1.31%	0.0%	0.0%	0.0%	2.38%	0.0%	0.0%	0.59%	0.0%					
32	"15. ""Партия СЛОН"""	86	3	2	4	1	3	5	1	5	2	7	10	2	4	3	4	5	4	3	1	3	0	3	1	2	4	0	3	0	1	0	0	0	0	0	0	0	0					
		0.24%	0.28%	0.17%	0.40%	0.09%	0.18%	0.34%	0.06%	0.30%	0.13%	0.49%	0.74%	0.16%	0.29%	0.22%	0.29%	0.37%	0.31%	0.24%	0.07%	0.26%	0.0%	0.27%	0.09%	0.19%	0.28%	0.0%	0.27%	0.0%	1.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3961	100	121	114	113	187	165	197	188	168	161	158	153	135	173	139	153	170	168	161	135	137	110	132	101	152	120	110	5	5	2	3	3	0	2	6	6	8					
		11.45%	9.60%	10.71%	11.48%	11.17%	11.82%	11.24%	13.50%	11.50%	11.75%	11.46%	11.83%	12.54%	10.02%	13.04%	10.41%	11.37%	13.36%	13.50%	12.35%	11.87%	12.81%	10.00%	12.08%	9.80%	10.99%	10.98%	10.11%	4.90%	6.57%	9.52%	10.0%	6.25%	0.0%	7.69%	4.72%	3.59%	9.52%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	84	1	1	1	2	1	1	4	9	6	9	4	6	3	4	2	1	0	1	2	3	2	4	3	1	2	5	5	0	0	0	0	0	0	0	0	1	0					
		0.24%	0.09%	0.08%	0.10%	0.19%	0.06%	0.06%	0.27%	0.55%	0.41%	0.64%	0.29%	0.49%	0.22%	0.30%	0.14%	0.07%	0.0%	0.08%	0.15%	0.26%	0.18%	0.36%	0.27%	0.09%	0.14%	0.45%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%					
35	"18. ""ЛДПР"""	3340	110	91	108	99	87	110	107	164	133	110	123	126	152	148	107	178	119	110	112	94	101	117	112	117	183	135	107	2	9	1	3	3	7	1	18	26	10					
		9.65%	10.56%	8.06%	10.87%	9.79%	5.50%	7.49%	7.33%	10.03%	9.30%	7.83%	9.21%	10.32%	11.29%	11.16%	8.01%	13.23%	9.35%	8.84%	8.59%	8.26%	9.44%	10.64%	10.25%	11.35%	13.23%	12.36%	9.83%	1.96%	11.84%	4.76%	10.0%	6.25%	16.66%	3.84%	14.17%	15.56%	11.90%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	644	19	20	14	22	30	20	19	26	30	19	22	19	25	17	32	27	24	21	26	20	17	29	29	18	36	25	23	1	0	0	0	2	0	1	3	4	4					
		1.86%	1.82%	1.77%	1.40%	2.17%	1.89%	1.36%	1.30%	1.59%	2.09%	1.35%	1.64%	1.55%	1.85%	1.28%	2.39%	2.00%	1.88%	1.68%	1.99%	1.75%	1.59%	2.63%	2.65%	1.74%	2.60%	2.28%	2.11%	0.98%	0.0%	0.0%	0.0%	4.16%	0.0%	3.84%	2.36%	2.39%	4.76%					
37	"20. ""Политическая партия ""Единая Россия"""	11431	379	364	332	353	449	477	420	527	472	463	430	400	433	427	465	417	408	447	453	398	378	374	368	368	447	362	399	10	19	10	6	18	16	8	43	63	28					
		33.04%	36.40%	32.24%	33.43%	34.91%	28.39%	32.51%	28.78%	32.25%	33.03%	32.97%	32.20%	32.78%	32.16%	32.20%	34.83%	31.00%	32.07%	35.93%	34.76%	35.00%	35.36%	34.03%	33.69%	35.72%	32.32%	33.15%	36.67%	9.80%	25.0%	47.61%	20.0%	37.5%	38.09%	30.76%	33.85%	37.72%	33.33%					
38	"21. ""Российская Конституционно-демократическая партия"""	40	2	1	0	1	2	3	2	0	3	2	0	1	2	0	1	3	2	1	2	2	1	1	2	0	3	0	1	0	0	0	0	1	0	0	1	0	0					
		0.11%	0.19%	0.08%	0.0%	0.09%	0.12%	0.20%	0.13%	0.0%	0.20%	0.14%	0.0%	0.08%	0.14%	0.0%	0.07%	0.22%	0.15%	0.08%	0.15%	0.17%	0.09%	0.09%	0.18%	0.0%	0.21%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	2.08%	0.0%	0.0%	0.78%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	104	5	1	2	2	1	6	8	4	5	4	4	3	3	3	3	5	3	3	2	3	4	3	6	1	10	2	6	0	0	0	0	0	0	0	0	2	0					
		0.30%	0.48%	0.08%	0.20%	0.19%	0.06%	0.40%	0.54%	0.24%	0.34%	0.28%	0.29%	0.24%	0.22%	0.22%	0.22%	0.37%	0.23%	0.24%	0.15%	0.26%	0.37%	0.27%	0.54%	0.09%	0.72%	0.18%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.19%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3276	105	103	89	75	132	169	131	130	130	106	118	118	141	125	121	111	97	145	146	144	94	137	89	78	135	92	92	59	3	3	5	3	2	3	13	23	9					
		9.47%	10.08%	9.12%	8.96%	7.41%	8.34%	11.52%	8.97%	7.95%	9.09%	7.54%	8.83%	9.67%	10.47%	9.42%	9.06%	8.25%	7.62%	11.65%	11.20%	12.66%	8.79%	12.46%	8.15%	7.57%	9.76%	8.42%	8.45%	57.84%	3.94%	14.28%	16.66%	6.25%	4.76%	11.53%	10.23%	13.77%	10.71%					
																																												
41	Против всех	1925	77	66	61	44	87	67	84	104	86	103	84	44	75	65	89	74	69	70	60	51	64	47	75	42	65	54	66	3	13	3	2	6	5	2	11	5	2					
		5.56%	7.39%	5.84%	6.14%	4.35%	5.50%	4.56%	5.75%	6.36%	6.01%	7.33%	6.29%	3.60%	5.57%	4.90%	6.66%	5.50%	5.42%	5.62%	4.60%	4.48%	5.98%	4.27%	6.86%	4.07%	4.69%	4.94%	6.06%	2.94%	17.10%	14.28%	6.66%	12.5%	11.90%	7.69%	8.66%	2.99%	2.38%					
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
