Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
"Наименование Избирательной комиссии:    Ульяновск, Железнодорожная"																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №3401	УИК №3402	УИК №3403	УИК №3404	УИК №3405	УИК №3406	УИК №3407	УИК №3408	УИК №3409	УИК №3410	УИК №3411	УИК №3412	УИК №3413	УИК №3414	УИК №3415	УИК №3416	УИК №3417	УИК №3418	УИК №3419	УИК №3420	УИК №3421	УИК №3422	УИК №3423	УИК №3424	УИК №3425	УИК №3426	УИК №3427	УИК №3428	УИК №3429	УИК №3430	УИК №3431	УИК №3432	УИК №3433	УИК №3434	УИК №3435	УИК №3436	УИК №3437	УИК №3438	УИК №3439	УИК №3440									
		1.80%	1.95%	2.67%	2.55%	3.47%	3.11%	4.45%	1.44%	2.11%	2.16%	0.86%	3.05%	2.32%	1.34%	0.89%	1.72%	1.64%	1.34%	1.51%	1.20%	1.07%	1.43%	1.60%	1.62%	1.05%	0.66%	1.40%	1.50%	3.03%	1.41%	1.59%	2.49%	0.47%	2.75%	0.58%	0.00%	0.91%	0.52%	1.30%	1.40%	1.13%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	6877	118	197	252	292	315	321	95	204	119	126	197	120	221	151	88	280	240	158	151	173	157	182	298	306	248	309	139	240	72	117	50	178	76	93	27	20	129	166	138	114									
		23.28%	17.74%	27.71%	20.76%	28.19%	29.72%	26.46%	22.84%	26.84%	19.73%	21.69%	21.48%	25.26%	22.85%	19.19%	21.57%	21.89%	24.69%	19.92%	22.74%	23.07%	24.88%	24.30%	28.35%	26.89%	23.46%	26.96%	23.09%	29.09%	20.34%	20.71%	12.47%	20.92%	23.24%	18.13%	19.85%	18.18%	16.65%	21.64%	21.40%	18.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	146	2	4	1	6	7	5	1	4	3	5	1	2	1	4	1	8	2	4	1	4	6	5	2	10	11	7	4	4	0	3	5	3	1	7	1	1	1	3	3	3									
		0.49%	0.30%	0.56%	0.08%	0.58%	0.66%	0.41%	0.24%	0.53%	0.50%	0.86%	0.11%	0.42%	0.10%	0.51%	0.25%	0.63%	0.21%	0.50%	0.15%	0.53%	0.95%	0.67%	0.19%	0.88%	1.04%	0.61%	0.66%	0.48%	0.00%	0.53%	1.25%	0.35%	0.31%	1.36%	0.74%	0.91%	0.13%	0.39%	0.47%	0.48%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1349	27	41	34	48	55	49	20	32	30	34	42	18	35	50	11	58	54	49	28	42	14	37	45	64	60	81	35	40	17	25	13	34	8	20	3	3	20	33	22	18									
		4.57%	4.06%	5.77%	2.80%	4.63%	5.19%	4.04%	4.81%	4.21%	4.98%	5.85%	4.58%	3.79%	3.62%	6.35%	2.70%	4.53%	5.56%	6.18%	4.22%	5.60%	2.22%	4.94%	4.28%	5.62%	5.68%	7.07%	5.81%	4.85%	4.80%	4.42%	3.24%	3.99%	2.45%	3.90%	2.21%	2.73%	2.58%	4.30%	3.41%	2.89%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
