Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Баганская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №1021	УИК №1103									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	0	0	0	0	0	2	1	20	4	7	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	3	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	56	0	1	0	0	4	3	6	10	3	8	0	0	2	0	0	0	0	3	0	1	0	0	0	0	1	0	1	4	0	0	1	1	0	1	0	0	2	1	0	0	0	1	2	0									
		0.94%	0.00%	0.95%	0.00%	0.00%	2.01%	1.99%	2.41%	1.61%	0.75%	1.59%	0.00%	0.00%	3.92%	0.00%	0.00%	0.00%	0.00%	1.44%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	2.63%	0.00%	2.08%	1.56%	0.00%	0.00%	1.37%	0.64%	0.00%	1.18%	0.00%	0.00%	1.11%	0.56%	0.00%	0.00%	0.00%	0.74%	1.41%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	234	8	0	1	3	3	9	8	25	16	20	6	7	6	1	4	1	2	6	2	3	4	7	4	2	3	0	4	10	5	2	5	4	4	5	2	3	9	8	1	2	1	5	5	8									
		3.94%	3.39%	0.00%	2.44%	13.64%	1.51%	5.96%	3.21%	4.03%	4.02%	3.97%	8.22%	9.72%	11.76%	1.12%	1.39%	2.13%	3.70%	2.88%	2.27%	3.16%	2.44%	6.80%	8.16%	3.51%	7.89%	0.00%	8.33%	3.91%	4.42%	2.04%	6.85%	2.55%	8.33%	5.88%	4.65%	5.56%	5.00%	4.44%	1.82%	4.55%	1.96%	3.68%	3.52%	6.30%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	96	6	0	0	0	2	5	6	16	4	9	0	1	2	0	0	0	0	5	2	1	6	2	1	3	0	0	2	1	2	1	1	3	0	0	1	1	6	2	0	0	0	3	2	0									
		1.62%	2.54%	0.00%	0.00%	0.00%	1.01%	3.31%	2.41%	2.58%	1.01%	1.79%	0.00%	1.39%	3.92%	0.00%	0.00%	0.00%	0.00%	2.40%	2.27%	1.05%	3.66%	1.94%	2.04%	5.26%	0.00%	0.00%	4.17%	0.39%	1.77%	1.02%	1.37%	1.91%	0.00%	0.00%	2.33%	1.85%	3.33%	1.11%	0.00%	0.00%	0.00%	2.21%	1.41%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2905	109	76	16	13	84	51	94	261	171	231	42	31	23	56	190	40	27	107	56	68	105	38	23	25	17	24	10	136	61	74	41	60	25	49	18	16	72	68	35	21	23	62	94	62									
		48.92%	46.19%	72.38%	39.02%	59.09%	42.21%	33.77%	37.75%	42.03%	42.96%	45.83%	57.53%	43.06%	45.10%	62.92%	66.20%	85.11%	50.00%	51.44%	63.64%	71.58%	64.02%	36.89%	46.94%	43.86%	44.74%	51.06%	20.83%	53.13%	53.98%	75.51%	56.16%	38.22%	52.08%	57.65%	41.86%	29.63%	40.00%	37.78%	63.64%	47.73%	45.10%	45.59%	66.20%	48.82%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	1	0	0	1	1	4	1	1	3	3	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0									
		0.45%	0.42%	0.00%	0.00%	4.55%	0.50%	2.65%	0.40%	0.16%	0.75%	0.60%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	0.00%	0.00%	1.11%	1.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0									
		0.15%	0.00%	0.00%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	2.08%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.00%	0.00%	1.85%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1497	66	18	9	3	78	46	82	156	111	98	16	20	4	21	68	6	16	58	23	19	21	32	14	12	5	7	7	60	34	14	13	51	16	19	10	21	53	56	14	6	19	24	25	46									
		25.21%	27.97%	17.14%	21.95%	13.64%	39.20%	30.46%	32.93%	25.12%	27.89%	19.44%	21.92%	27.78%	7.84%	23.60%	23.69%	12.77%	29.63%	27.88%	26.14%	20.00%	12.80%	31.07%	28.57%	21.05%	13.16%	14.89%	14.58%	23.44%	30.09%	14.29%	17.81%	32.48%	33.33%	22.35%	23.26%	38.89%	29.44%	31.11%	25.45%	13.64%	37.25%	17.65%	17.61%	36.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	15	0	0	0	0	0	1	0	4	1	3	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.64%	0.25%	0.60%	1.37%	1.39%	0.00%	1.12%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.37%	0.00%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	0	0	0	0	3	1	2	2	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	1	1	0	0	0	1	0	0									
		0.32%	0.00%	0.00%	0.00%	0.00%	1.51%	0.66%	0.80%	0.32%	0.25%	0.00%	0.00%	1.39%	0.00%	1.12%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	2.04%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	2.35%	0.00%	0.00%	0.56%	0.56%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	1	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.15%	0.42%	0.00%	4.88%	0.00%	0.00%	0.00%	0.40%	0.00%	0.25%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	33	0	0	0	0	2	2	5	5	1	5	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	2	1	0	0	0	2	0	0	1	0	1	0	0									
		0.56%	0.00%	0.00%	0.00%	0.00%	1.01%	1.32%	2.01%	0.81%	0.25%	0.99%	0.00%	0.00%	1.96%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.51%	0.00%	0.00%	0.00%	0.00%	0.88%	0.00%	1.37%	1.27%	2.08%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	2.27%	0.00%	0.74%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	749	36	6	12	0	13	23	30	103	58	85	5	8	7	4	15	0	8	17	5	3	16	18	5	12	12	16	21	32	5	7	7	18	2	6	8	7	23	30	2	14	7	28	9	6									
		12.61%	15.25%	5.71%	29.27%	0.00%	6.53%	15.23%	12.05%	16.59%	14.57%	16.87%	6.85%	11.11%	13.73%	4.49%	5.23%	0.00%	14.81%	8.17%	5.68%	3.16%	9.76%	17.48%	10.20%	21.05%	31.58%	34.04%	43.75%	12.50%	4.42%	7.14%	9.59%	11.46%	4.17%	7.06%	18.60%	12.96%	12.78%	16.67%	3.64%	31.82%	13.73%	20.59%	6.34%	4.72%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	0	0	0	0	0	1	5	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0									
		0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.81%	0.50%	0.40%	0.00%	1.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	0.70%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	146	3	1	0	2	2	4	7	21	14	30	3	1	5	1	6	0	1	3	0	0	5	1	0	0	0	0	0	6	3	0	0	5	0	1	1	3	3	5	1	0	0	6	1	1									
		2.46%	1.27%	0.95%	0.00%	9.09%	1.01%	2.65%	2.81%	3.38%	3.52%	5.95%	4.11%	1.39%	9.80%	1.12%	2.09%	0.00%	1.85%	1.44%	0.00%	0.00%	3.05%	0.97%	0.00%	0.00%	0.00%	0.00%	0.00%	2.34%	2.65%	0.00%	0.00%	3.18%	0.00%	1.18%	2.33%	5.56%	1.67%	2.78%	1.82%	0.00%	0.00%	4.41%	0.70%	0.79%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
