Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Ядринская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339	УИК №2340	УИК №2341									
		1.42%	0.84%	1.23%	1.25%	0.72%	1.66%	1.70%	0.58%	0.52%	1.89%	1.02%	1.29%	1.27%	0.57%	0.31%	0.91%	0.49%	2.63%	0.83%	1.59%	1.40%	1.27%	2.02%	1.74%	0.95%	1.76%	1.28%	0.00%	1.61%	1.01%	3.24%	2.25%	0.00%	1.31%	0.45%	2.41%	8.13%	0.87%	3.70%	1.54%	2.97%	1.03%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	228	10	18	13	32	8	4	8	3	2	5	5	1	3	5	5	1	5	3	3	9	2	10	5	3	13	1	2	0	4	2	2	1	5	1	5	2	8	5	6	3	5									
		1.64%	1.39%	1.70%	1.35%	2.54%	1.66%	1.36%	4.65%	0.78%	1.26%	1.69%	1.62%	0.42%	1.70%	1.56%	1.52%	0.49%	2.63%	2.48%	2.38%	4.19%	1.27%	2.88%	1.09%	0.71%	3.27%	0.32%	1.06%	0.00%	2.02%	0.65%	1.12%	0.42%	1.64%	0.45%	1.34%	0.81%	1.74%	1.85%	3.08%	1.12%	2.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6957	248	404	355	524	237	158	89	243	83	195	208	127	109	207	190	163	116	60	67	107	86	175	259	304	195	185	120	74	109	139	84	128	114	101	191	175	240	104	68	112	104									
		50.14%	34.54%	38.08%	36.98%	41.65%	49.27%	53.74%	51.74%	63.28%	52.20%	66.10%	67.31%	53.81%	61.93%	64.69%	57.93%	79.13%	61.05%	49.59%	53.17%	49.77%	54.78%	50.43%	56.30%	72.21%	48.99%	59.29%	63.83%	59.68%	55.05%	44.98%	47.19%	53.78%	37.38%	45.09%	51.07%	71.14%	52.29%	38.52%	34.87%	41.64%	53.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	58	4	3	4	3	0	2	2	3	1	1	1	0	1	0	1	3	0	0	1	0	1	3	0	2	1	0	1	1	0	2	1	0	2	0	2	2	5	2	1	2	0									
		0.42%	0.56%	0.28%	0.42%	0.24%	0.00%	0.68%	1.16%	0.78%	0.63%	0.34%	0.32%	0.00%	0.57%	0.00%	0.30%	1.46%	0.00%	0.00%	0.79%	0.00%	0.64%	0.86%	0.00%	0.48%	0.25%	0.00%	0.53%	0.81%	0.00%	0.65%	0.56%	0.00%	0.66%	0.00%	0.53%	0.81%	1.09%	0.74%	0.51%	0.74%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	93	7	19	6	12	4	2	1	1	1	0	1	1	1	1	1	1	1	0	3	1	0	2	0	0	3	0	0	1	1	4	1	0	3	0	2	4	1	1	2	3	1									
		0.67%	0.97%	1.79%	0.63%	0.95%	0.83%	0.68%	0.58%	0.26%	0.63%	0.00%	0.32%	0.42%	0.57%	0.31%	0.30%	0.49%	0.53%	0.00%	2.38%	0.47%	0.00%	0.58%	0.00%	0.00%	0.75%	0.00%	0.00%	0.81%	0.51%	1.29%	0.56%	0.00%	0.98%	0.00%	0.53%	1.63%	0.22%	0.37%	1.03%	1.12%	0.51%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1629	121	183	142	170	76	32	29	42	14	24	29	20	11	36	27	7	20	23	15	20	22	40	51	23	57	22	19	14	10	26	18	24	26	19	41	18	45	34	31	25	23									
		11.74%	16.85%	17.25%	14.79%	13.51%	15.80%	10.88%	16.86%	10.94%	8.81%	8.14%	9.39%	8.47%	6.25%	11.25%	8.23%	3.40%	10.53%	19.01%	11.90%	9.30%	14.01%	11.53%	11.09%	5.46%	14.32%	7.05%	10.11%	11.29%	5.05%	8.41%	10.11%	10.08%	8.52%	8.48%	10.96%	7.32%	9.80%	12.59%	15.90%	9.29%	11.79%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	59	3	6	5	5	3	2	0	2	0	1	1	3	1	1	1	1	2	1	1	1	1	2	3	0	0	0	0	1	1	2	0	1	1	1	2	0	0	0	0	3	1									
		0.43%	0.42%	0.57%	0.52%	0.40%	0.62%	0.68%	0.00%	0.52%	0.00%	0.34%	0.32%	1.27%	0.57%	0.31%	0.30%	0.49%	1.05%	0.83%	0.79%	0.47%	0.64%	0.58%	0.65%	0.00%	0.00%	0.00%	0.00%	0.81%	0.51%	0.65%	0.00%	0.42%	0.33%	0.45%	0.53%	0.00%	0.00%	0.00%	0.00%	1.12%	0.51%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	105	7	7	10	9	3	4	2	2	0	2	2	0	1	4	2	0	0	0	0	3	0	3	0	2	2	3	0	3	0	2	1	2	3	2	4	1	5	2	5	2	5									
		0.76%	0.97%	0.66%	1.04%	0.72%	0.62%	1.36%	1.16%	0.52%	0.00%	0.68%	0.65%	0.00%	0.57%	1.25%	0.61%	0.00%	0.00%	0.00%	0.00%	1.40%	0.00%	0.86%	0.00%	0.48%	0.50%	0.96%	0.00%	2.42%	0.00%	0.65%	0.56%	0.84%	0.98%	0.89%	1.07%	0.41%	1.09%	0.74%	2.56%	0.74%	2.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	37	1	1	2	1	1	1	1	2	1	0	0	1	0	0	4	1	1	0	0	3	0	4	0	0	0	1	1	1	0	2	1	1	1	0	1	2	0	0	1	0	0									
		0.27%	0.14%	0.09%	0.21%	0.08%	0.21%	0.34%	0.58%	0.52%	0.63%	0.00%	0.00%	0.42%	0.00%	0.00%	1.22%	0.49%	0.53%	0.00%	0.00%	1.40%	0.00%	1.15%	0.00%	0.00%	0.00%	0.32%	0.53%	0.81%	0.00%	0.65%	0.56%	0.42%	0.33%	0.00%	0.27%	0.81%	0.00%	0.00%	0.51%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	3	11	11	12	0	4	4	0	0	0	0	3	0	2	0	0	1	2	1	4	0	7	3	1	2	0	0	2	1	0	1	0	1	0	4	2	3	3	2	1	4									
		0.68%	0.42%	1.04%	1.15%	0.95%	0.00%	1.36%	2.33%	0.00%	0.00%	0.00%	0.00%	1.27%	0.00%	0.63%	0.00%	0.00%	0.53%	1.65%	0.79%	1.86%	0.00%	2.02%	0.65%	0.24%	0.50%	0.00%	0.00%	1.61%	0.51%	0.00%	0.56%	0.00%	0.33%	0.00%	1.07%	0.81%	0.65%	1.11%	1.03%	0.37%	2.05%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1370	78	99	81	115	47	20	17	35	13	31	22	17	15	20	20	11	17	18	8	26	20	25	58	44	53	25	10	12	33	49	29	18	54	30	48	0	35	24	23	59	11									
		9.87%	10.86%	9.33%	8.44%	9.14%	9.77%	6.80%	9.88%	9.11%	8.18%	10.51%	7.12%	7.20%	8.52%	6.25%	6.10%	5.34%	8.95%	14.88%	6.35%	12.09%	12.74%	7.20%	12.61%	10.45%	13.32%	8.01%	5.32%	9.68%	16.67%	15.86%	16.29%	7.56%	17.70%	13.39%	12.83%	0.00%	7.63%	8.89%	11.79%	21.93%	5.64%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	5	6	3	3	1	2	0	2	0	1	1	0	2	0	2	0	0	0	1	3	0	1	3	4	3	0	0	2	0	1	0	1	3	0	0	0	5	4	1	1	0									
		0.44%	0.70%	0.57%	0.31%	0.24%	0.21%	0.68%	0.00%	0.52%	0.00%	0.34%	0.32%	0.00%	1.14%	0.00%	0.61%	0.00%	0.00%	0.00%	0.79%	1.40%	0.00%	0.29%	0.65%	0.95%	0.75%	0.00%	0.00%	1.61%	0.00%	0.32%	0.00%	0.42%	0.98%	0.00%	0.00%	0.00%	1.09%	1.48%	0.51%	0.37%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2435	188	247	266	316	75	39	14	36	31	27	25	51	22	39	54	13	20	4	12	32	13	53	47	31	45	57	30	10	25	62	32	48	75	47	46	18	95	73	49	37	31									
		17.55%	26.18%	23.28%	27.71%	25.12%	15.59%	13.27%	8.14%	9.38%	19.50%	9.15%	8.09%	21.61%	12.50%	12.19%	16.46%	6.31%	10.53%	3.31%	9.52%	14.88%	8.28%	15.27%	10.22%	7.36%	11.31%	18.27%	15.96%	8.06%	12.63%	20.06%	17.98%	20.17%	24.59%	20.98%	12.30%	7.32%	20.70%	27.04%	25.13%	13.75%	15.90%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
