Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Новоуренгойская городская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636	УИК №637	УИК №638	УИК №639	УИК №640	УИК №641									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1460	0	35	45	35	45	35	25	50	45	45	35	30	45	35	35	35	35	25	25	35	35	40	45	35	35	45	45	45	30	35	35	35	35	45	45	10	25	30	20	45	50									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	1455	0	35	45	35	45	35	25	50	45	45	35	30	45	35	35	35	35	25	25	33	35	40	45	35	35	42	45	45	30	35	35	35	35	45	45	10	25	30	20	45	50									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	169	3	7	9	25	7	6	5	1	0	1	5	0	4	11	2	7	4	0	0	4	5	5	0	2	3	7	1	8	0	0	3	8	4	5	2	1	1	11	0	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1529	0	30	50	39	53	45	10	19	38	45	31	29	34	34	40	54	38	3	7	54	47	74	70	51	57	50	50	54	43	38	60	58	49	45	17	2	9	17	8	54	23									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	484	1	22	16	36	6	8	2	9	12	16	13	8	19	7	3	7	5	6	6	17	10	20	6	4	15	24	12	29	10	15	21	25	9	11	9	0	6	16	4	10	9									
		1.07%	1.12%	2.22%	1.00%	2.76%	0.37%	0.59%	1.14%	1.36%	1.32%	0.95%	1.17%	1.44%	1.91%	0.55%	0.26%	0.54%	0.35%	2.79%	2.00%	1.24%	0.94%	1.31%	0.34%	0.24%	1.27%	1.42%	0.76%	1.95%	1.09%	0.93%	1.48%	1.64%	0.66%	1.14%	1.09%	0.00%	0.90%	1.25%	0.90%	0.78%	1.22%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	728	5	16	20	15	23	13	2	15	11	20	5	10	30	15	57	21	4	11	12	20	14	20	3	46	8	24	30	14	18	30	22	21	23	5	13	1	19	34	11	24	23									
		1.61%	5.62%	1.61%	1.25%	1.15%	1.43%	0.95%	1.14%	2.26%	1.21%	1.18%	0.45%	1.80%	3.01%	1.17%	4.95%	1.63%	0.28%	5.12%	4.00%	1.46%	1.32%	1.31%	0.17%	2.76%	0.68%	1.42%	1.91%	0.94%	1.96%	1.86%	1.55%	1.38%	1.69%	0.52%	1.58%	0.56%	2.85%	2.65%	2.47%	1.86%	3.12%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	552	1	17	24	6	11	2	2	12	0	15	7	7	19	5	2	17	12	4	8	22	13	31	10	1	22	27	8	5	11	29	20	31	22	23	16	0	14	29	7	26	14									
		1.22%	1.12%	1.71%	1.50%	0.46%	0.69%	0.15%	1.14%	1.81%	0.00%	0.89%	0.63%	1.26%	1.91%	0.39%	0.17%	1.32%	0.85%	1.86%	2.67%	1.61%	1.22%	2.02%	0.57%	0.06%	1.86%	1.60%	0.51%	0.34%	1.20%	1.79%	1.41%	2.04%	1.61%	2.38%	1.95%	0.00%	2.10%	2.26%	1.57%	2.02%	1.90%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	29846	49	496	1016	837	1126	935	103	332	682	1266	768	351	434	1143	820	933	1010	110	129	994	651	992	1197	1420	751	1110	1112	1023	645	1067	962	909	854	653	364	120	448	715	213	736	370									
		65.97%	55.06%	50.00%	63.54%	64.14%	70.16%	68.50%	58.86%	50.00%	74.78%	74.78%	69.00%	63.24%	43.53%	89.44%	71.18%	72.38%	71.23%	51.16%	43.00%	72.61%	61.24%	64.75%	68.60%	85.23%	63.43%	65.80%	70.83%	68.84%	70.11%	66.03%	67.94%	59.80%	62.66%	67.53%	44.28%	67.80%	67.27%	55.73%	47.76%	57.10%	50.20%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	361	2	6	19	15	9	3	2	14	4	6	15	6	10	4	32	4	10	1	3	4	8	13	7	4	3	14	3	2	5	45	10	13	12	6	6	0	3	10	2	17	9									
		0.80%	2.25%	0.60%	1.19%	1.15%	0.56%	0.22%	1.14%	2.11%	0.44%	0.35%	1.35%	1.08%	1.00%	0.31%	2.78%	0.31%	0.71%	0.47%	1.00%	0.29%	0.75%	0.85%	0.40%	0.24%	0.25%	0.83%	0.19%	0.13%	0.54%	2.78%	0.71%	0.86%	0.88%	0.62%	0.73%	0.00%	0.45%	0.78%	0.45%	1.32%	1.22%									
24	"6. Политическая партия ""Гражданская Платформа"""	146	0	3	4	12	8	2	0	2	5	3	11	3	2	4	7	2	5	0	1	3	3	1	11	5	1	3	0	6	3	11	2	3	5	3	2	0	1	2	2	3	2									
		0.32%	0.00%	0.30%	0.25%	0.92%	0.50%	0.15%	0.00%	0.30%	0.55%	0.18%	0.99%	0.54%	0.20%	0.31%	0.61%	0.16%	0.35%	0.00%	0.33%	0.22%	0.28%	0.07%	0.63%	0.30%	0.08%	0.18%	0.00%	0.40%	0.33%	0.68%	0.14%	0.20%	0.37%	0.31%	0.24%	0.00%	0.15%	0.16%	0.45%	0.23%	0.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	6845	19	256	266	141	207	216	43	154	106	188	115	103	252	31	120	166	196	58	85	190	184	220	225	50	185	284	220	217	120	188	205	292	273	135	264	32	92	251	112	212	172									
		15.13%	21.35%	25.81%	16.64%	10.80%	12.90%	15.82%	24.57%	23.19%	11.62%	11.10%	10.33%	18.56%	25.28%	2.43%	10.42%	12.88%	13.82%	26.98%	28.33%	13.88%	17.31%	14.36%	12.89%	3.00%	15.63%	16.83%	14.01%	14.60%	13.04%	11.63%	14.48%	19.21%	20.03%	13.96%	32.12%	18.08%	13.81%	19.56%	25.11%	16.45%	23.34%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	276	0	7	11	11	8	5	0	4	5	5	3	0	11	9	21	6	23	1	1	4	7	9	9	10	4	7	2	8	6	19	2	11	6	6	5	2	4	8	0	12	4									
		0.61%	0.00%	0.71%	0.69%	0.84%	0.50%	0.37%	0.00%	0.60%	0.55%	0.30%	0.27%	0.00%	1.10%	0.70%	1.82%	0.47%	1.62%	0.47%	0.33%	0.29%	0.66%	0.59%	0.52%	0.60%	0.34%	0.41%	0.13%	0.54%	0.65%	1.18%	0.14%	0.72%	0.44%	0.62%	0.61%	1.13%	0.60%	0.62%	0.00%	0.93%	0.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	462	2	17	19	35	13	8	0	13	8	16	15	4	20	7	9	11	12	1	9	10	9	19	7	3	8	16	7	5	9	20	13	10	18	17	18	0	4	12	1	23	14									
		1.02%	2.25%	1.71%	1.19%	2.68%	0.81%	0.59%	0.00%	1.96%	0.88%	0.95%	1.35%	0.72%	2.01%	0.55%	0.78%	0.85%	0.85%	0.47%	3.00%	0.73%	0.85%	1.24%	0.40%	0.18%	0.68%	0.95%	0.45%	0.34%	0.98%	1.24%	0.92%	0.66%	1.32%	1.76%	2.19%	0.00%	0.60%	0.94%	0.22%	1.78%	1.90%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	158	0	3	1	2	11	2	2	3	3	1	3	1	6	5	2	6	14	0	0	4	4	3	27	5	1	4	4	4	1	10	5	5	3	3	2	0	1	0	0	4	3									
		0.35%	0.00%	0.30%	0.06%	0.15%	0.69%	0.15%	1.14%	0.45%	0.33%	0.06%	0.27%	0.18%	0.60%	0.39%	0.17%	0.47%	0.99%	0.00%	0.00%	0.29%	0.38%	0.20%	1.55%	0.30%	0.08%	0.24%	0.25%	0.27%	0.11%	0.62%	0.35%	0.33%	0.22%	0.31%	0.24%	0.00%	0.15%	0.00%	0.00%	0.31%	0.41%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	487	1	25	20	24	20	8	2	9	15	12	9	1	10	7	14	12	7	3	2	8	11	23	36	11	17	14	10	18	7	26	11	17	12	7	9	0	5	11	3	17	13									
		1.08%	1.12%	2.52%	1.25%	1.84%	1.25%	0.59%	1.14%	1.36%	1.64%	0.71%	0.81%	0.18%	1.00%	0.55%	1.22%	0.93%	0.49%	1.40%	0.67%	0.58%	1.03%	1.50%	2.06%	0.66%	1.44%	0.83%	0.64%	1.21%	0.76%	1.61%	0.78%	1.12%	0.88%	0.72%	1.09%	0.00%	0.75%	0.86%	0.67%	1.32%	1.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2845	7	71	105	108	79	89	12	52	19	75	79	45	113	18	45	76	70	11	29	54	87	95	92	48	128	105	78	88	40	80	99	104	82	48	89	17	34	143	62	115	54									
		6.29%	7.87%	7.16%	6.57%	8.28%	4.92%	6.52%	6.86%	7.83%	2.08%	4.43%	7.10%	8.11%	11.33%	1.41%	3.91%	5.90%	4.94%	5.12%	9.67%	3.94%	8.18%	6.20%	5.27%	2.88%	10.81%	6.22%	4.97%	5.92%	4.35%	4.95%	6.99%	6.84%	6.02%	4.96%	10.83%	9.60%	5.11%	11.15%	13.90%	8.92%	7.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	329	0	9	5	35	9	6	0	4	6	15	12	2	12	4	2	4	3	1	2	4	14	5	69	5	2	15	7	8	8	12	3	9	5	5	4	1	4	5	1	11	1									
		0.73%	0.00%	0.91%	0.31%	2.68%	0.56%	0.44%	0.00%	0.60%	0.66%	0.89%	1.08%	0.36%	1.20%	0.31%	0.17%	0.31%	0.21%	0.47%	0.67%	0.29%	1.32%	0.33%	3.95%	0.30%	0.17%	0.89%	0.45%	0.54%	0.87%	0.74%	0.21%	0.59%	0.37%	0.52%	0.49%	0.56%	0.60%	0.39%	0.22%	0.85%	0.14%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1389	0	39	62	24	64	61	3	22	31	51	54	11	40	11	13	21	45	5	8	28	34	64	34	49	33	31	72	59	30	64	34	44	34	38	21	3	26	25	12	54	35									
		3.07%	0.00%	3.93%	3.88%	1.84%	3.99%	4.47%	1.71%	3.31%	3.40%	3.01%	4.85%	1.98%	4.01%	0.86%	1.13%	1.63%	3.17%	2.33%	2.67%	2.05%	3.20%	4.18%	1.95%	2.94%	2.79%	1.84%	4.59%	3.97%	3.26%	3.96%	2.40%	2.89%	2.49%	3.93%	2.55%	1.69%	3.90%	1.95%	2.69%	4.19%	4.75%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
