Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																								
Дата голосования: 07.12.2003 0:00:00																								
																								
Наименование Избирательной комиссии:    Ключевская																								
																								
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																								
																								
		Сумма	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	21	8	0	2	1	3	1	2	0	1	0	0	0	1	0	2	0	0					
14	Число погашенных открепительных удостоверений	128	8	5	10	5	0	7	8	10	8	10	7	10	5	9	9	10	7					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																								
18	"1. ""ЕДИНЕНИЕ"""	113	16	17	12	4	14	5	0	7	6	2	5	1	2	9	7	1	5					
		1.07%	1.01%	1.05%	0.97%	0.51%	1.43%	0.71%	0.0%	1.64%	0.91%	0.97%	1.44%	0.67%	0.92%	2.04%	1.24%	0.78%	1.60%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	167	42	21	20	6	5	14	3	8	24	0	1	2	3	12	4	1	1					
		1.59%	2.65%	1.30%	1.63%	0.76%	0.51%	2.01%	1.72%	1.88%	3.67%	0.0%	0.28%	1.35%	1.38%	2.72%	0.71%	0.78%	0.32%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	230	27	38	38	15	25	19	3	3	25	4	11	2	0	4	9	2	5					
		2.19%	1.70%	2.35%	3.09%	1.91%	2.55%	2.73%	1.72%	0.70%	3.82%	1.95%	3.18%	1.35%	0.0%	0.90%	1.60%	1.56%	1.60%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	103	31	24	15	8	5	4	0	0	5	0	4	0	1	3	1	1	1					
		0.98%	1.96%	1.48%	1.22%	1.02%	0.51%	0.57%	0.0%	0.0%	0.76%	0.0%	1.15%	0.0%	0.46%	0.68%	0.17%	0.78%	0.32%					
22	"5. ""За Русь Святую"""	21	2	3	6	2	2	1	1	0	2	0	1	0	0	0	0	1	0					
		0.20%	0.12%	0.18%	0.48%	0.25%	0.20%	0.14%	0.57%	0.0%	0.30%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	24	4	1	5	2	1	5	0	0	1	0	3	0	0	0	0	1	1					
		0.22%	0.25%	0.06%	0.40%	0.25%	0.10%	0.71%	0.0%	0.0%	0.15%	0.0%	0.86%	0.0%	0.0%	0.0%	0.0%	0.78%	0.32%					
24	"7. ""Новый курс - Автомобильная Россия"""	30	1	3	7	3	4	2	0	1	2	0	1	0	0	3	1	1	1					
		0.28%	0.06%	0.18%	0.57%	0.38%	0.40%	0.28%	0.0%	0.23%	0.30%	0.0%	0.28%	0.0%	0.0%	0.68%	0.17%	0.78%	0.32%					
25	"8. ""Народно-республиканская партия России"""	8	0	3	2	0	0	1	0	1	0	0	0	0	0	0	1	0	0					
		0.07%	0.0%	0.18%	0.16%	0.0%	0.0%	0.14%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	3	4	5	1	3	0	0	0	1	0	0	1	0	1	1	0	1					
		0.20%	0.18%	0.24%	0.40%	0.12%	0.30%	0.0%	0.0%	0.0%	0.15%	0.0%	0.0%	0.67%	0.0%	0.22%	0.17%	0.0%	0.32%					
27	"10. ""Аграрная партия России"""	2120	197	234	174	150	190	192	63	145	167	38	54	47	42	84	248	42	53					
		20.22%	12.46%	14.52%	14.19%	19.18%	19.44%	27.62%	36.20%	34.11%	25.57%	18.53%	15.65%	31.75%	19.35%	19.04%	44.28%	32.81%	16.98%					
28	"11. ""Истинные патриоты России"""	2	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.0%	0.06%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	74	16	13	1	8	8	8	0	1	6	0	3	2	0	6	0	1	1					
		0.70%	1.01%	0.80%	0.08%	1.02%	0.81%	1.15%	0.0%	0.23%	0.91%	0.0%	0.86%	1.35%	0.0%	1.36%	0.0%	0.78%	0.32%					
30	"13. ""Демократическая партия России"""	25	5	2	1	1	8	1	0	0	4	0	2	0	0	1	0	0	0					
		0.23%	0.31%	0.12%	0.08%	0.12%	0.81%	0.14%	0.0%	0.0%	0.61%	0.0%	0.57%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	1	2	0	1	3	0	0	1	1	0	0	0	0	0	0	0	0					
		0.08%	0.06%	0.12%	0.0%	0.12%	0.30%	0.0%	0.0%	0.23%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	1	1	2	1	1	0	0	1	0	0	0	1	0	0	0	1					
		0.08%	0.0%	0.06%	0.08%	0.25%	0.10%	0.14%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.32%					
33	"16. ""Родина"" (народно-патриотический союз)"""	420	87	68	66	26	36	18	3	10	17	10	15	5	3	20	14	11	11					
		4.00%	5.50%	4.22%	5.38%	3.32%	3.68%	2.58%	1.72%	2.35%	2.60%	4.87%	4.34%	3.37%	1.38%	4.53%	2.49%	8.59%	3.52%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	20	2	2	1	1	2	2	0	1	2	0	3	0	1	0	2	1	0					
		0.19%	0.12%	0.12%	0.08%	0.12%	0.20%	0.28%	0.0%	0.23%	0.30%	0.0%	0.86%	0.0%	0.46%	0.0%	0.35%	0.78%	0.0%					
35	"18. ""ЛДПР"""	1596	282	271	210	111	114	77	10	58	95	44	81	29	30	59	54	27	44					
		15.22%	17.83%	16.82%	17.12%	14.19%	11.66%	11.07%	5.74%	13.64%	14.54%	21.46%	23.47%	19.59%	13.82%	13.37%	9.64%	21.09%	14.10%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	158	14	35	27	10	6	8	1	2	14	4	0	1	3	8	9	2	14					
		1.50%	0.88%	2.17%	2.20%	1.27%	0.61%	1.15%	0.57%	0.47%	2.14%	1.95%	0.0%	0.67%	1.38%	1.81%	1.60%	1.56%	4.48%					
37	"20. ""Политическая партия ""Единая Россия"""	3410	530	574	443	266	397	228	18	120	175	59	101	35	90	137	102	23	112					
		32.53%	33.52%	35.63%	36.13%	34.01%	40.63%	32.80%	10.34%	28.23%	26.79%	28.78%	29.27%	23.64%	41.47%	31.06%	18.21%	17.96%	35.89%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	3	0	1	1	3	2	0	0	1	0	0	0	0	1	2	0	0					
		0.13%	0.18%	0.0%	0.08%	0.12%	0.30%	0.28%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.22%	0.35%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	15	3	0	1	2	0	1	5	0	1	0	0	0	0	1	1	0	0					
		0.14%	0.18%	0.0%	0.08%	0.25%	0.0%	0.14%	2.87%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.22%	0.17%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1523	244	240	155	140	125	86	57	56	86	44	41	14	28	73	78	4	52					
		14.53%	15.43%	14.89%	12.64%	17.90%	12.79%	12.37%	32.75%	13.17%	13.16%	21.46%	11.88%	9.45%	12.90%	16.55%	13.92%	3.12%	16.66%					
																								
41	Против всех	240	47	37	16	17	12	13	7	9	15	0	17	6	7	14	14	4	5					
		2.29%	2.97%	2.29%	1.30%	2.17%	1.22%	1.87%	4.02%	2.11%	2.29%	0.0%	4.92%	4.05%	3.22%	3.17%	2.49%	3.12%	1.60%					
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
