Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																										
Дата голосования: 18.09.2016																																																										
																																																										
"Наименование Избирательной комиссии:    Кемерово, Ленинская"																																																										
																																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																																										
																																																										
		Сумма	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1415	30	30	30	30	30	30	30	30	30	30	30	35	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	761	13	13	15	19	18	17	21	22	23	25	19	35	23	6	15	17	17	9	11	30	7	20	15	18	11	16	27	15	20	19	5	11	23	5	17	11	12	11	9	16	30	20	1	10	20	15	9									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	204	7	3	4	2	0	15	9	7	14	0	0	0	6	0	0	0	13	0	0	0	7	10	2	0	12	0	3	0	5	16	3	5	14	2	2	2	4	5	4	0	3	0	0	10	6	0	9									
14	Число погашенных неиспользованных открепительных удостоверений	654	17	17	15	11	12	13	9	8	7	5	11	0	7	24	15	13	13	21	19	0	23	10	15	12	19	14	3	15	10	11	25	19	7	25	13	19	18	19	21	14	0	10	29	20	10	15	21									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	0	0	0	1	2	5	1	0	0	1	2	2	0	1	3	2	1	0	1	0	0	2	2	0	0	0	1	0	4	0	0	2	1	0	2	0	1	0	1	2	0	1	1	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	58	0	2	1	4	1	19	2	0	2	0	0	1	0	2	0	1	0	2	0	1	0	1	3	1	0	0	1	0	1	0	0	1	0	1	1	0	2	2	0	2	0	0	1	0	1	0	2									
		0.08%	0.00%	0.15%	0.07%	0.24%	0.05%	0.96%	0.12%	0.00%	0.13%	0.00%	0.00%	0.05%	0.00%	0.21%	0.00%	0.05%	0.00%	0.14%	0.00%	0.13%	0.00%	0.07%	0.18%	0.05%	0.00%	0.00%	0.05%	0.00%	0.06%	0.00%	0.00%	0.05%	0.00%	0.10%	0.07%	0.00%	0.15%	0.14%	0.00%	0.11%	0.00%	0.00%	0.09%	0.00%	0.05%	0.00%	0.11%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	322	7	7	7	21	9	37	4	7	8	9	0	5	5	4	10	4	4	7	7	4	5	7	8	8	3	7	5	8	4	4	5	6	4	8	6	9	5	7	4	2	8	5	5	7	5	7	4									
		0.43%	0.49%	0.53%	0.50%	1.25%	0.49%	1.86%	0.23%	0.47%	0.52%	0.42%	0.00%	0.25%	0.32%	0.42%	0.53%	0.20%	0.21%	0.48%	0.54%	0.51%	0.61%	0.46%	0.48%	0.41%	0.20%	0.51%	0.26%	0.52%	0.26%	0.24%	0.25%	0.28%	0.18%	0.78%	0.40%	0.66%	0.36%	0.48%	0.25%	0.11%	0.47%	0.32%	0.43%	0.53%	0.25%	0.44%	0.22%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	99	1	1	2	28	0	31	0	1	0	1	0	0	1	1	3	1	2	0	1	0	1	0	1	0	2	3	0	2	0	1	2	0	1	0	0	1	0	1	1	4	1	1	0	2	0	1	0									
		0.13%	0.07%	0.08%	0.14%	1.67%	0.00%	1.56%	0.00%	0.07%	0.00%	0.05%	0.00%	0.00%	0.06%	0.10%	0.16%	0.05%	0.10%	0.00%	0.08%	0.00%	0.12%	0.00%	0.06%	0.00%	0.14%	0.22%	0.00%	0.13%	0.00%	0.06%	0.10%	0.00%	0.04%	0.00%	0.00%	0.07%	0.00%	0.07%	0.06%	0.23%	0.06%	0.06%	0.00%	0.15%	0.00%	0.06%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	57422	1110	1000	1064	1108	1368	1366	1384	1131	1148	1604	1210	1504	1193	757	1417	1521	1487	1123	986	613	600	1145	1294	1508	1113	1027	1470	1236	1251	1129	1596	1706	1804	801	1131	1021	1041	1179	1246	1387	1328	1210	893	1015	1524	1267	1406									
		76.41%	76.98%	75.64%	76.38%	66.07%	75.16%	68.71%	80.70%	75.45%	74.11%	74.81%	75.53%	74.98%	75.55%	79.35%	75.37%	75.60%	77.49%	77.13%	75.73%	78.29%	72.99%	75.33%	76.98%	76.94%	76.02%	75.35%	75.81%	80.52%	81.23%	66.92%	78.31%	79.20%	81.12%	78.22%	75.25%	75.24%	75.93%	80.42%	76.54%	78.90%	78.67%	78.37%	76.06%	77.07%	77.60%	78.89%	78.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	90	2	1	2	13	3	13	1	2	1	1	0	3	1	0	4	0	0	2	4	2	3	1	1	1	2	1	0	2	1	2	1	2	1	3	0	1	2	1	0	1	1	0	2	4	0	0	2									
		0.12%	0.14%	0.08%	0.14%	0.78%	0.16%	0.65%	0.06%	0.13%	0.06%	0.05%	0.00%	0.15%	0.06%	0.00%	0.21%	0.00%	0.00%	0.14%	0.31%	0.26%	0.36%	0.07%	0.06%	0.05%	0.14%	0.07%	0.00%	0.13%	0.06%	0.12%	0.05%	0.09%	0.04%	0.29%	0.00%	0.07%	0.15%	0.07%	0.00%	0.06%	0.06%	0.00%	0.17%	0.30%	0.00%	0.00%	0.11%									
24	"6. Политическая партия ""Гражданская Платформа"""	59	2	2	3	8	0	0	3	0	2	1	0	1	1	0	4	1	0	5	1	0	0	4	0	1	0	0	2	1	6	0	1	1	0	0	1	1	0	1	0	2	0	2	0	1	0	1	0									
		0.08%	0.14%	0.15%	0.22%	0.48%	0.00%	0.00%	0.17%	0.00%	0.13%	0.05%	0.00%	0.05%	0.06%	0.00%	0.21%	0.05%	0.00%	0.34%	0.08%	0.00%	0.00%	0.26%	0.00%	0.05%	0.00%	0.00%	0.10%	0.07%	0.39%	0.00%	0.05%	0.05%	0.00%	0.00%	0.07%	0.07%	0.00%	0.07%	0.00%	0.11%	0.00%	0.13%	0.00%	0.08%	0.00%	0.06%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5508	108	116	112	138	164	170	86	134	137	194	190	183	141	58	107	157	141	109	112	61	76	102	107	113	118	120	154	72	82	109	161	119	127	78	135	120	121	78	105	76	78	71	101	58	152	122	135									
		7.33%	7.49%	8.77%	8.04%	8.23%	9.01%	8.55%	5.01%	8.94%	8.84%	9.05%	11.86%	9.12%	8.93%	6.08%	5.69%	7.80%	7.35%	7.49%	8.60%	7.79%	9.25%	6.71%	6.37%	5.77%	8.06%	8.80%	7.94%	4.69%	5.32%	6.46%	7.90%	5.52%	5.71%	7.62%	8.98%	8.84%	8.83%	5.32%	6.45%	4.32%	4.62%	4.60%	8.60%	4.40%	7.74%	7.60%	7.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	69	1	2	1	10	1	4	1	2	1	2	0	2	1	1	3	2	1	1	1	2	0	2	2	1	2	0	0	2	3	0	2	2	0	3	1	2	0	2	1	2	0	0	1	0	1	0	1									
		0.09%	0.07%	0.15%	0.07%	0.60%	0.05%	0.20%	0.06%	0.13%	0.06%	0.09%	0.00%	0.10%	0.06%	0.10%	0.16%	0.10%	0.05%	0.07%	0.08%	0.26%	0.00%	0.13%	0.12%	0.05%	0.14%	0.00%	0.00%	0.13%	0.19%	0.00%	0.10%	0.09%	0.00%	0.29%	0.07%	0.15%	0.00%	0.14%	0.06%	0.11%	0.00%	0.00%	0.09%	0.00%	0.05%	0.00%	0.06%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	79	0	1	0	23	1	6	1	2	1	1	0	2	1	2	2	1	1	1	2	0	3	1	1	2	2	0	3	1	1	0	1	0	2	1	1	1	1	1	2	0	2	1	2	1	0	1	0									
		0.11%	0.00%	0.08%	0.00%	1.37%	0.05%	0.30%	0.06%	0.13%	0.06%	0.05%	0.00%	0.10%	0.06%	0.21%	0.11%	0.05%	0.05%	0.07%	0.15%	0.00%	0.36%	0.07%	0.06%	0.10%	0.14%	0.00%	0.15%	0.07%	0.06%	0.00%	0.05%	0.00%	0.09%	0.10%	0.07%	0.07%	0.07%	0.07%	0.12%	0.00%	0.12%	0.06%	0.17%	0.08%	0.00%	0.06%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	42	0	0	1	3	1	0	2	0	1	1	0	1	1	2	0	1	0	1	1	0	2	1	0	0	1	0	2	1	1	0	2	0	1	0	5	3	0	1	0	0	1	0	2	0	2	0	1									
		0.06%	0.00%	0.00%	0.07%	0.18%	0.05%	0.00%	0.12%	0.00%	0.06%	0.05%	0.00%	0.05%	0.06%	0.21%	0.00%	0.05%	0.00%	0.07%	0.08%	0.00%	0.24%	0.07%	0.00%	0.00%	0.07%	0.00%	0.10%	0.07%	0.06%	0.00%	0.10%	0.00%	0.04%	0.00%	0.33%	0.22%	0.00%	0.07%	0.00%	0.00%	0.06%	0.00%	0.17%	0.00%	0.10%	0.00%	0.06%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	268	4	4	4	23	4	12	4	5	5	6	23	6	5	4	5	5	5	4	4	2	2	5	4	3	15	4	4	4	3	6	6	4	5	3	3	5	5	9	7	5	5	3	4	5	4	5	6									
		0.36%	0.28%	0.30%	0.29%	1.37%	0.22%	0.60%	0.23%	0.33%	0.32%	0.28%	1.44%	0.30%	0.32%	0.42%	0.27%	0.25%	0.26%	0.27%	0.31%	0.26%	0.24%	0.33%	0.24%	0.15%	1.02%	0.29%	0.21%	0.26%	0.19%	0.36%	0.29%	0.19%	0.22%	0.29%	0.20%	0.37%	0.36%	0.61%	0.43%	0.28%	0.30%	0.19%	0.34%	0.38%	0.20%	0.31%	0.34%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5338	102	111	106	112	162	164	80	130	154	196	106	182	138	47	144	155	146	105	109	55	80	101	113	150	113	116	145	86	76	130	157	114	80	74	130	115	116	62	101	65	76	81	96	53	150	119	135									
		7.10%	7.07%	8.40%	7.61%	6.68%	8.90%	8.25%	4.66%	8.67%	9.94%	9.14%	6.62%	9.07%	8.74%	4.93%	7.66%	7.70%	7.61%	7.21%	8.37%	7.02%	9.73%	6.64%	6.72%	7.65%	7.72%	8.51%	7.48%	5.60%	4.94%	7.71%	7.70%	5.29%	3.60%	7.23%	8.65%	8.47%	8.46%	4.23%	6.20%	3.70%	4.50%	5.25%	8.18%	4.02%	7.64%	7.41%	7.58%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	336	6	6	6	7	8	8	8	7	7	10	7	9	7	4	18	8	8	6	6	4	3	7	7	8	3	6	8	8	8	9	9	8	9	4	8	6	6	7	7	9	7	6	6	5	8	7	7									
		0.45%	0.42%	0.45%	0.43%	0.42%	0.44%	0.40%	0.47%	0.47%	0.45%	0.47%	0.44%	0.45%	0.44%	0.42%	0.96%	0.40%	0.42%	0.41%	0.46%	0.51%	0.36%	0.46%	0.42%	0.41%	0.20%	0.44%	0.41%	0.52%	0.52%	0.53%	0.44%	0.37%	0.40%	0.39%	0.53%	0.44%	0.44%	0.48%	0.43%	0.51%	0.41%	0.39%	0.51%	0.38%	0.41%	0.44%	0.39%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5173	85	66	81	162	95	128	128	76	79	113	61	105	81	62	155	131	119	86	65	36	45	139	137	159	85	76	135	106	100	293	92	181	188	45	78	69	70	105	129	201	177	162	58	164	114	72	79									
		6.88%	5.89%	4.99%	5.81%	9.66%	5.22%	6.44%	7.46%	5.07%	5.10%	5.27%	3.81%	5.23%	5.13%	6.50%	8.24%	6.51%	6.20%	5.91%	4.99%	4.60%	5.47%	9.14%	8.15%	8.11%	5.81%	5.58%	6.96%	6.91%	6.49%	17.37%	4.51%	8.40%	8.45%	4.39%	5.19%	5.08%	5.11%	7.16%	7.92%	11.43%	10.49%	10.49%	4.94%	12.45%	5.80%	4.48%	4.44%									
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
