Выборы Президента Российской Федерации																																																																
																																																																
Наименование Избирательной комиссии:    Большереченская																																																																
																																																																
Итоги голосования 																																																																
																																																																
		Сумма	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85					
11	Число полученных открепительных  удостоверений	687	25	35	25	30	20	15	25	25	50	15	0	30	5	20	5	5	20	5	5	5	20	5	5	5	20	5	5	5	15	5	3	5	5	3	15	3	5	5	20	5	5	5	20	20	5	5	15	5	5	5	20	3	5	5	30	5	5					
12	Число выданных открепительных удостоверений	415	21	35	20	18	17	11	21	25	45	12	0	30	0	16	1	0	10	2	0	0	10	0	0	0	13	2	0	3	15	5	0	0	0	0	4	0	3	2	11	0	1	0	5	1	0	1	10	3	0	1	20	0	1	3	12	4	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	194	7	12	8	7	5	6	2	2	1	2	0	6	2	11	2	4	1	4	8	1	4	2	1	2	3	5	2	3	4	1	0	3	1	2	7	2	2	2	1	3	5	3	2	2	2	2	10	2	1	1	7	2	1	2	4	2	5					
14	Число неиспользованных открепительных удостоверений	272	4	0	5	12	3	4	4	0	5	3	0	0	5	4	4	5	10	3	5	5	10	5	5	5	7	3	5	2	0	0	3	5	5	3	11	3	2	3	9	5	4	5	15	19	5	4	5	2	5	4	0	3	4	2	18	1	4					
15	"Число открепительных удостоверений, выданных в ТИК"	13	1	0	1	1	1	2	0	3	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																
18	. Глазьев Сергей Юрьевич	472	24	42	22	26	9	18	19	20	25	24	2	20	1	17	2	0	30	0	6	3	6	0	4	3	10	8	1	0	25	4	4	1	0	1	9	3	3	1	6	0	0	0	10	16	3	0	9	1	1	0	4	1	0	8	19	0	1					
		2.37%	3.25%	5.43%	2.72%	3.12%	1.65%	3.53%	5.76%	2.57%	2.94%	4.44%	1.56%	1.65%	0.52%	1.99%	3.23%	0.00%	3.39%	0.00%	3.23%	3.41%	1.16%	0.00%	4.82%	1.76%	1.11%	3.42%	0.99%	0.00%	4.64%	2.76%	6.15%	1.02%	0.00%	1.09%	1.64%	4.48%	1.51%	0.70%	1.35%	0.00%	0.00%	0.00%	1.96%	3.82%	1.31%	0.00%	2.11%	0.81%	0.60%	0.00%	1.08%	1.32%	0.00%	4.37%	1.92%	0.00%	0.50%					
19	. Малышкин Олег Александрович	847	46	25	36	29	26	33	39	40	54	44	1	48	9	26	0	3	29	5	15	0	22	6	1	2	16	7	0	2	40	10	0	1	7	1	7	8	1	3	34	2	18	8	25	20	19	3	6	0	0	3	10	0	5	6	29	9	8					
		4.25%	6.22%	3.23%	4.44%	3.48%	4.77%	6.47%	11.82%	5.13%	6.35%	8.15%	0.78%	3.96%	4.64%	3.04%	0.00%	1.82%	3.28%	5.68%	8.06%	0.00%	4.26%	7.69%	1.20%	1.18%	1.78%	2.99%	0.00%	1.47%	7.42%	6.90%	0.00%	1.02%	4.79%	1.09%	1.27%	11.94%	0.50%	2.11%	7.67%	2.02%	8.96%	10.13%	4.91%	4.77%	8.30%	2.42%	1.41%	0.00%	0.00%	4.23%	2.71%	0.00%	3.38%	3.28%	2.93%	3.85%	4.00%					
20	. Миронов Сергей Михайлович	153	9	6	4	5	9	2	2	8	4	5	1	11	0	8	0	0	5	1	8	0	4	1	0	0	6	4	2	0	5	1	0	0	2	0	5	0	1	0	3	1	0	0	2	2	0	1	1	2	1	0	4	1	3	5	4	4	0					
		0.77%	1.22%	0.78%	0.49%	0.60%	1.65%	0.39%	0.61%	1.03%	0.47%	0.93%	0.78%	0.91%	0.00%	0.94%	0.00%	0.00%	0.57%	1.14%	4.30%	0.00%	0.78%	1.28%	0.00%	0.00%	0.67%	1.71%	1.98%	0.00%	0.93%	0.69%	0.00%	0.00%	1.37%	0.00%	0.91%	0.00%	0.50%	0.00%	0.68%	1.01%	0.00%	0.00%	0.39%	0.48%	0.00%	0.81%	0.23%	1.63%	0.60%	0.00%	1.08%	1.32%	2.03%	2.73%	0.40%	1.71%	0.00%					
21	. Путин Владимир Владимирович	12265	429	463	525	540	304	284	178	501	489	310	91	658	129	445	38	127	544	69	130	48	187	45	53	115	584	142	67	114	327	72	50	78	74	64	272	47	98	127	336	68	159	56	342	293	173	107	151	90	83	43	226	25	84	100	768	183	160					
		61.55%	58.05%	59.82%	64.81%	64.75%	55.78%	55.69%	53.94%	64.31%	57.46%	57.41%	71.09%	54.25%	66.49%	52.11%	61.29%	76.97%	61.54%	78.41%	69.89%	54.55%	36.24%	57.69%	63.86%	67.65%	64.82%	60.68%	66.34%	83.82%	60.67%	49.66%	76.92%	79.59%	50.68%	69.57%	49.45%	70.15%	49.25%	89.44%	75.85%	68.69%	79.10%	70.89%	67.19%	69.93%	75.55%	86.29%	35.45%	73.17%	50.00%	60.56%	61.25%	32.89%	56.76%	54.64%	77.50%	78.21%	80.00%					
22	. Хакамада Ирина Муцуовна	412	26	16	10	17	15	15	3	15	25	18	3	27	2	20	0	4	22	0	2	0	12	3	2	3	18	2	1	0	22	6	0	0	1	0	4	0	5	1	6	1	5	0	11	3	4	0	9	0	5	0	5	17	1	5	17	2	1					
		2.07%	3.52%	2.07%	1.23%	2.04%	2.75%	2.94%	0.91%	1.93%	2.94%	3.33%	2.34%	2.23%	1.03%	2.34%	0.00%	2.42%	2.49%	0.00%	1.08%	0.00%	2.33%	3.85%	2.41%	1.76%	2.00%	0.85%	0.99%	0.00%	4.08%	4.14%	0.00%	0.00%	0.68%	0.00%	0.73%	0.00%	2.51%	0.70%	1.35%	1.01%	2.49%	0.00%	2.16%	0.72%	1.75%	0.00%	2.11%	0.00%	3.01%	0.00%	1.36%	22.37%	0.68%	2.73%	1.72%	0.85%	0.50%					
23	. Харитонов Николай Михайлович	5200	177	206	186	191	158	140	79	175	226	121	24	407	49	326	22	28	230	11	23	36	272	21	22	45	184	67	30	18	100	49	11	18	60	24	234	9	91	10	50	27	13	13	94	75	18	10	235	28	74	25	118	32	51	54	140	33	30					
		26.10%	23.95%	26.61%	22.96%	22.90%	28.99%	27.45%	23.94%	22.46%	26.56%	22.41%	18.75%	33.55%	25.26%	38.17%	35.48%	16.97%	26.02%	12.50%	12.37%	40.91%	52.71%	26.92%	26.51%	26.47%	20.42%	28.63%	29.70%	13.24%	18.55%	33.79%	16.92%	18.37%	41.10%	26.09%	42.55%	13.43%	45.73%	7.04%	11.29%	27.27%	6.47%	16.46%	18.47%	17.90%	7.86%	8.06%	55.16%	22.76%	44.58%	35.21%	31.98%	42.11%	34.46%	29.51%	14.13%	14.10%	15.00%					
																																																																
24	Против всех	312	17	12	18	20	18	13	8	11	17	16	6	21	2	6	0	2	14	1	1	1	3	1	1	2	10	1	0	1	14	1	0	0	0	1	16	0	0	0	4	0	5	2	10	5	8	1	5	0	2	0	1	0	4	2	8	0	0					
		1.57%	2.30%	1.55%	2.22%	2.40%	3.30%	2.55%	2.42%	1.41%	2.00%	2.96%	4.69%	1.73%	1.03%	0.70%	0.00%	1.21%	1.58%	1.14%	0.54%	1.14%	0.58%	1.28%	1.20%	1.18%	1.11%	0.43%	0.00%	0.74%	2.60%	0.69%	0.00%	0.00%	0.00%	1.09%	2.91%	0.00%	0.00%	0.00%	0.90%	0.00%	2.49%	2.53%	1.96%	1.19%	3.49%	0.81%	1.17%	0.00%	1.20%	0.00%	0.27%	0.00%	2.70%	1.09%	0.81%	0.00%	0.00%					
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
																																																																
