Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																												
Дата голосования: 04.12.2011																																																																												
																																																																												
"Наименование Избирательной комиссии:    Липецк, Советская"																																																																												
																																																																												
Сводная таблица результатов выборов																																																																												
																																																																												
		Сумма	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1552	15	15	15	5	25	25	15	20	15	25	15	20	25	20	15	90	50	20	30	30	25	20	20	15	25	65	25	20	30	15	30	15	15	30	0	0	0	20	35	20	15	15	30	15	15	15	40	25	15	15	20	20	25	25	40	25	20	25	15	20	20	25	25	39	20	20	15	25	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	832	2	9	7	5	11	11	6	15	11	24	9	4	9	10	13	90	25	13	14	13	7	9	10	10	17	59	10	11	2	8	3	8	11	18	0	0	0	4	2	6	7	11	10	10	6	14	12	6	15	9	13	6	20	18	21	7	6	15	8	9	7	14	14	38	7	3	12	5	13					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	309	1	3	5	1	3	5	1	5	11	8	7	4	9	4	7	7	9	2	3	5	4	5	2	4	1	7	10	8	2	5	2	3	4	4	1	16	16	5	6	3	3	1	0	2	5	6	6	4	0	7	4	5	5	2	5	3	6	0	3	5	1	5	2	3	5	6	2	1	4					
14	Число погашенных неиспользованных открепительных удостоверений	720	13	6	8	0	14	14	9	5	4	1	6	16	16	10	2	0	25	7	16	17	18	11	10	5	8	6	15	9	28	7	27	7	4	12	0	0	0	16	33	14	8	4	20	5	9	1	28	19	0	6	7	14	5	7	19	18	14	10	7	11	13	11	11	1	13	17	3	20	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	0	1	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	0	2	0	0	0	0	1	0	0	3	0	2	0	0	1	0	1	0	0	0	0	0	0	1	1	2					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	15375	170	127	152	138	303	252	168	277	283	267	214	177	276	238	225	277	318	308	224	199	134	191	225	250	180	201	246	238	265	238	241	233	216	289	20	7	45	196	251	212	249	201	253	271	199	308	398	217	182	216	226	241	325	277	247	243	205	276	212	252	222	284	277	136	190	205	148	200	244					
		21.75%	22.55%	19.91%	20.19%	24.86%	21.38%	21.88%	19.07%	22.85%	23.84%	20.62%	23.06%	16.64%	20.92%	25.32%	22.10%	14.66%	19.46%	22.99%	22.72%	20.64%	18.48%	22.85%	24.04%	24.90%	22.06%	20.94%	21.10%	22.91%	24.40%	23.56%	21.03%	24.84%	22.76%	21.44%	17.39%	13.46%	25.14%	20.92%	21.75%	21.90%	23.12%	20.55%	19.87%	22.49%	19.96%	24.66%	27.13%	23.46%	23.51%	21.69%	21.59%	23.58%	25.06%	22.45%	22.09%	25.13%	22.63%	25.05%	22.46%	22.09%	22.33%	22.24%	23.40%	20.99%	16.32%	18.40%	14.79%	17.02%	21.86%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	10706	92	79	76	78	160	118	102	165	160	148	113	137	165	126	140	463	227	177	115	166	117	108	155	146	123	155	175	196	160	107	188	124	170	198	34	9	17	137	195	173	176	170	204	167	156	184	201	150	103	174	152	126	190	171	162	156	149	156	139	199	130	205	174	134	195	202	211	269	207					
		15.15%	12.20%	12.38%	10.09%	14.05%	11.29%	10.24%	11.58%	13.61%	13.48%	11.43%	12.18%	12.88%	12.51%	13.40%	13.75%	24.50%	13.89%	13.21%	11.66%	17.22%	16.14%	12.92%	16.56%	14.54%	15.07%	16.15%	15.01%	18.86%	14.73%	10.59%	16.40%	13.22%	17.91%	14.69%	29.57%	17.31%	9.50%	14.62%	16.90%	17.87%	16.34%	17.38%	16.03%	13.86%	15.65%	14.73%	13.70%	16.22%	13.31%	17.47%	14.52%	12.33%	14.65%	13.86%	14.49%	16.13%	16.45%	14.16%	14.72%	17.44%	13.08%	16.05%	14.70%	20.68%	16.75%	18.13%	21.08%	22.89%	18.55%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	839	7	6	7	3	25	14	11	12	19	21	7	12	15	9	14	26	27	22	13	11	7	10	8	18	7	13	23	8	8	7	13	9	13	13	4	0	1	10	11	10	9	9	13	21	11	16	17	13	9	7	16	15	11	14	15	12	9	9	8	14	18	15	7	13	13	14	12	9	16					
		1.19%	0.93%	0.94%	0.93%	0.54%	1.76%	1.22%	1.25%	0.99%	1.60%	1.62%	0.75%	1.13%	1.14%	0.96%	1.38%	1.38%	1.65%	1.64%	1.32%	1.14%	0.97%	1.20%	0.85%	1.79%	0.86%	1.35%	1.97%	0.77%	0.74%	0.69%	1.13%	0.96%	1.37%	0.96%	3.48%	0.00%	0.56%	1.07%	0.95%	1.03%	0.84%	0.92%	1.02%	1.74%	1.10%	1.28%	1.16%	1.41%	1.16%	0.70%	1.53%	1.47%	0.85%	1.13%	1.34%	1.24%	0.99%	0.82%	0.85%	1.23%	1.81%	1.17%	0.59%	2.01%	1.12%	1.26%	1.20%	0.77%	1.43%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	19558	219	202	268	175	389	370	290	372	285	356	292	314	398	261	313	407	569	347	320	279	244	239	259	241	222	256	336	230	261	286	346	254	246	409	18	5	53	282	306	231	275	272	355	348	280	363	395	236	197	255	283	310	327	359	282	238	237	282	265	298	273	305	325	133	349	311	261	318	276					
		27.67%	29.05%	31.66%	35.59%	31.53%	27.45%	32.12%	32.92%	30.69%	24.01%	27.49%	31.47%	29.51%	30.17%	27.77%	30.75%	21.53%	34.82%	25.90%	32.45%	28.94%	33.66%	28.59%	27.67%	24.00%	27.21%	26.67%	28.82%	22.14%	24.03%	28.32%	30.19%	27.08%	25.92%	30.34%	15.65%	9.62%	29.61%	30.10%	26.52%	23.86%	25.53%	27.81%	27.89%	28.88%	28.08%	29.06%	26.93%	25.51%	25.45%	25.60%	27.03%	30.33%	25.21%	29.09%	25.22%	24.61%	26.16%	25.59%	28.07%	26.12%	27.46%	23.88%	27.45%	20.52%	29.98%	27.92%	26.07%	27.06%	24.73%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3331	43	31	59	19	101	77	54	91	91	121	69	63	89	68	53	74	103	69	52	43	25	35	50	61	31	41	42	35	55	55	47	44	38	70	2	0	3	34	31	22	45	38	62	58	30	33	64	34	27	45	59	46	47	55	63	29	35	50	43	40	37	44	51	29	46	42	23	26	39					
		4.71%	5.70%	4.86%	7.84%	3.42%	7.13%	6.68%	6.13%	7.51%	7.67%	9.34%	7.44%	5.92%	6.75%	7.23%	5.21%	3.92%	6.30%	5.15%	5.27%	4.46%	3.45%	4.19%	5.34%	6.08%	3.80%	4.27%	3.60%	3.37%	5.06%	5.45%	4.10%	4.69%	4.00%	5.19%	1.74%	0.00%	1.68%	3.63%	2.69%	2.27%	4.18%	3.89%	4.87%	4.81%	3.01%	2.64%	4.36%	3.68%	3.49%	4.52%	5.64%	4.50%	3.62%	4.46%	5.64%	2.99%	3.86%	4.54%	4.56%	3.51%	3.72%	3.45%	4.31%	4.48%	3.95%	3.77%	2.30%	2.21%	3.49%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18881	203	169	171	123	400	279	233	270	321	353	218	271	338	228	251	596	351	386	240	246	180	232	211	266	223	272	318	273	303	295	284	246	237	309	35	30	52	259	317	283	288	264	350	317	297	311	354	248	227	276	276	254	353	317	319	269	239	304	258	314	290	359	313	191	351	307	321	339	303					
		26.71%	26.92%	26.49%	22.71%	22.16%	28.23%	24.22%	26.45%	22.28%	27.04%	27.26%	23.49%	25.47%	25.63%	24.26%	24.66%	31.53%	21.48%	28.81%	24.34%	25.52%	24.83%	27.75%	22.54%	26.49%	27.33%	28.33%	27.27%	26.28%	27.90%	29.21%	24.78%	26.23%	24.97%	22.92%	30.43%	57.69%	29.05%	27.64%	27.47%	29.24%	26.74%	26.99%	27.49%	26.31%	29.79%	24.90%	24.13%	26.81%	29.33%	27.71%	26.36%	24.85%	27.22%	25.69%	28.53%	27.82%	26.38%	27.59%	27.33%	27.52%	29.18%	28.11%	26.44%	29.48%	30.15%	27.56%	32.07%	28.85%	27.15%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	441	3	4	7	6	9	8	5	6	14	9	5	10	8	5	7	13	8	4	3	5	1	3	5	7	3	4	2	22	3	6	10	3	6	9	0	0	3	3	8	2	6	4	8	4	6	1	5	9	5	5	9	5	13	9	6	3	5	4	4	7	5	45	5	5	0	10	3	4	7					
		0.62%	0.40%	0.63%	0.93%	1.08%	0.64%	0.69%	0.57%	0.50%	1.18%	0.69%	0.54%	0.94%	0.61%	0.53%	0.69%	0.69%	0.49%	0.30%	0.30%	0.52%	0.14%	0.36%	0.53%	0.70%	0.37%	0.42%	0.17%	2.12%	0.28%	0.59%	0.87%	0.32%	0.63%	0.67%	0.00%	0.00%	1.68%	0.32%	0.69%	0.21%	0.56%	0.41%	0.63%	0.33%	0.60%	0.08%	0.34%	0.97%	0.65%	0.50%	0.86%	0.49%	1.00%	0.73%	0.54%	0.31%	0.55%	0.36%	0.42%	0.61%	0.50%	3.52%	0.42%	0.77%	0.00%	0.90%	0.30%	0.34%	0.63%					
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
																																																																												
