Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																								
Дата голосования: 18.09.2016																																																								
																																																								
Наименование Избирательной комиссии:    Азовская городская																																																								
																																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																																								
																																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	550	23	19	20	53	4	10	10	1	17	19	5	4	7	10	14	10	14	17	9	10	9	16	9	9	2	19	9	9	17	5	16	11	10	12	18	6	5	15	14	24	10	12	11	6	0									
		1.99%	3.28%	3.78%	1.47%	3.56%	1.52%	2.51%	2.28%	0.93%	3.43%	2.60%	0.68%	0.98%	1.26%	1.45%	1.93%	1.86%	2.06%	3.03%	1.37%	1.57%	1.60%	2.50%	1.37%	2.19%	0.46%	3.18%	1.62%	1.13%	2.17%	0.95%	2.25%	1.75%	1.94%	2.15%	2.40%	1.12%	1.79%	2.04%	1.75%	2.58%	2.43%	1.25%	2.45%	0.97%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	816	33	12	46	92	7	13	17	4	14	28	12	3	12	18	28	21	17	15	13	19	16	16	10	11	5	26	12	13	18	8	30	17	12	20	27	13	13	18	9	22	7	22	20	24	3									
		2.96%	4.70%	2.39%	3.38%	6.17%	2.66%	3.27%	3.88%	3.74%	2.83%	3.83%	1.64%	0.73%	2.16%	2.61%	3.86%	3.90%	2.51%	2.67%	1.98%	2.98%	2.84%	2.50%	1.52%	2.68%	1.15%	4.36%	2.15%	1.64%	2.30%	1.53%	4.21%	2.70%	2.33%	3.59%	3.60%	2.42%	4.64%	2.44%	1.13%	2.37%	1.70%	2.29%	4.45%	3.90%	3.80%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	475	15	8	12	8	0	6	8	0	7	15	7	2	2	24	16	27	11	11	6	8	6	14	13	4	6	17	14	10	5	14	18	6	7	10	19	11	12	9	10	15	6	19	18	18	1									
		1.72%	2.14%	1.59%	0.88%	0.54%	0.00%	1.51%	1.83%	0.00%	1.41%	2.05%	0.96%	0.49%	0.36%	3.48%	2.21%	5.01%	1.62%	1.96%	0.91%	1.25%	1.06%	2.19%	1.97%	0.97%	1.38%	2.85%	2.51%	1.26%	0.64%	2.67%	2.53%	0.95%	1.36%	1.80%	2.54%	2.05%	4.29%	1.22%	1.25%	1.61%	1.46%	1.98%	4.01%	2.92%	1.27%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14846	292	287	831	800	184	191	244	70	223	304	438	257	391	271	357	264	293	274	321	346	399	314	443	201	256	248	331	513	429	263	287	349	283	235	377	301	132	410	576	596	182	572	178	283	50									
		53.79%	41.60%	57.06%	61.15%	53.69%	69.96%	47.99%	55.71%	65.42%	45.05%	41.53%	60.00%	62.68%	70.32%	39.33%	49.24%	48.98%	43.22%	48.84%	48.78%	54.23%	70.74%	49.14%	67.22%	48.91%	58.72%	41.54%	59.43%	64.53%	54.79%	50.19%	40.31%	55.40%	54.95%	42.19%	50.33%	56.05%	47.14%	55.63%	72.18%	64.09%	44.17%	59.52%	39.64%	45.94%	63.29%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	184	7	3	6	10	0	3	6	0	8	8	6	0	2	5	5	4	8	5	3	4	3	2	6	0	4	2	5	0	10	8	10	5	5	5	3	3	0	3	5	4	1	2	3	1	1									
		0.67%	0.99%	0.60%	0.44%	0.67%	0.00%	0.75%	1.37%	0.00%	1.62%	1.09%	0.82%	0.00%	0.36%	0.73%	0.69%	0.74%	1.18%	0.89%	0.46%	0.63%	0.53%	0.31%	0.91%	0.00%	0.92%	0.34%	0.90%	0.00%	1.28%	1.53%	1.40%	0.79%	0.97%	0.90%	0.40%	0.56%	0.00%	0.41%	0.63%	0.43%	0.24%	0.21%	0.67%	0.16%	1.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	36	0	1	1	1	1	1	0	0	2	2	1	0	1	0	1	2	4	0	0	0	1	0	4	2	0	0	2	2	0	0	1	0	1	2	0	0	0	0	0	0	1	1	0	1	0									
		0.13%	0.00%	0.20%	0.07%	0.07%	0.38%	0.25%	0.00%	0.00%	0.40%	0.27%	0.14%	0.00%	0.18%	0.00%	0.14%	0.37%	0.59%	0.00%	0.00%	0.00%	0.18%	0.00%	0.61%	0.49%	0.00%	0.00%	0.36%	0.25%	0.00%	0.00%	0.14%	0.00%	0.19%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.10%	0.00%	0.16%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3549	105	66	172	194	38	51	62	15	82	85	71	61	46	140	89	53	92	79	83	73	36	96	44	61	60	83	71	81	95	79	89	71	55	89	106	71	46	110	66	94	69	115	88	108	9									
		12.86%	14.96%	13.12%	12.66%	13.02%	14.45%	12.81%	14.16%	14.02%	16.57%	11.61%	9.73%	14.88%	8.27%	20.32%	12.28%	9.83%	13.57%	14.08%	12.61%	11.44%	6.38%	15.02%	6.68%	14.84%	13.76%	13.90%	12.75%	10.19%	12.13%	15.08%	12.50%	11.27%	10.68%	15.98%	14.15%	13.22%	16.43%	14.93%	8.27%	10.11%	16.75%	11.97%	19.60%	17.53%	11.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	181	13	4	4	8	1	0	3	0	5	6	6	2	2	9	3	3	6	5	5	1	4	3	8	4	4	8	1	4	6	2	6	3	2	8	5	3	2	2	3	2	5	5	2	3	0									
		0.66%	1.85%	0.80%	0.29%	0.54%	0.38%	0.00%	0.68%	0.00%	1.01%	0.82%	0.82%	0.49%	0.36%	1.31%	0.41%	0.56%	0.88%	0.89%	0.76%	0.16%	0.71%	0.47%	1.21%	0.97%	0.92%	1.34%	0.18%	0.50%	0.77%	0.38%	0.84%	0.48%	0.39%	1.44%	0.67%	0.56%	0.71%	0.27%	0.38%	0.22%	1.21%	0.52%	0.45%	0.49%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	335	21	3	14	7	0	5	11	0	7	12	5	2	3	10	7	11	7	19	11	9	7	16	10	8	4	7	4	9	10	7	7	8	11	7	6	6	0	10	6	5	8	4	4	7	0									
		1.21%	2.99%	0.60%	1.03%	0.47%	0.00%	1.26%	2.51%	0.00%	1.41%	1.64%	0.68%	0.49%	0.54%	1.45%	0.97%	2.04%	1.03%	3.39%	1.67%	1.41%	1.24%	2.50%	1.52%	1.95%	0.92%	1.17%	0.72%	1.13%	1.28%	1.34%	0.98%	1.27%	2.14%	1.26%	0.80%	1.12%	0.00%	1.36%	0.75%	0.54%	1.94%	0.42%	0.89%	1.14%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	29	1	2	1	0	0	2	1	0	0	0	1	0	1	1	2	0	0	0	0	3	0	2	0	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	1	3	1	0	0									
		0.11%	0.14%	0.40%	0.07%	0.00%	0.00%	0.50%	0.23%	0.00%	0.00%	0.00%	0.14%	0.00%	0.18%	0.15%	0.28%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.31%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.13%	0.19%	0.00%	0.00%	0.19%	0.18%	0.00%	0.00%	0.36%	0.00%	0.00%	0.11%	0.24%	0.31%	0.22%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	441	17	5	16	10	2	5	7	0	4	11	10	1	4	17	12	18	13	17	11	11	11	10	9	15	18	5	8	15	15	6	11	14	3	10	12	6	6	17	10	11	8	14	7	9	0									
		1.60%	2.42%	0.99%	1.18%	0.67%	0.76%	1.26%	1.60%	0.00%	0.81%	1.50%	1.37%	0.24%	0.72%	2.47%	1.66%	3.34%	1.92%	3.03%	1.67%	1.72%	1.95%	1.56%	1.37%	3.65%	4.13%	0.84%	1.44%	1.89%	1.92%	1.15%	1.54%	2.22%	0.58%	1.80%	1.60%	1.12%	2.14%	2.31%	1.25%	1.18%	1.94%	1.46%	1.56%	1.46%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4221	111	74	176	212	20	79	32	9	85	158	131	53	50	118	133	81	155	81	137	112	62	100	79	63	45	113	79	106	115	84	182	70	90	105	129	70	43	91	73	104	77	138	71	112	13									
		15.29%	15.81%	14.71%	12.95%	14.23%	7.60%	19.85%	7.31%	8.41%	17.17%	21.58%	17.95%	12.93%	8.99%	17.13%	18.34%	15.03%	22.86%	14.44%	20.82%	17.55%	10.99%	15.65%	11.99%	15.33%	10.32%	18.93%	14.18%	13.33%	14.69%	16.03%	25.56%	11.11%	17.48%	18.85%	17.22%	13.04%	15.36%	12.35%	9.15%	11.18%	18.69%	14.36%	15.81%	18.18%	16.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	129	6	2	5	8	2	3	0	0	2	4	2	1	2	2	5	3	5	3	4	2	2	1	4	0	2	6	1	1	4	2	9	5	2	3	3	2	1	4	2	1	1	7	4	1	0									
		0.47%	0.85%	0.40%	0.37%	0.54%	0.76%	0.75%	0.00%	0.00%	0.40%	0.55%	0.27%	0.24%	0.36%	0.29%	0.69%	0.56%	0.74%	0.53%	0.61%	0.31%	0.35%	0.16%	0.61%	0.00%	0.46%	1.01%	0.18%	0.13%	0.51%	0.38%	1.26%	0.79%	0.39%	0.54%	0.40%	0.37%	0.36%	0.54%	0.25%	0.11%	0.24%	0.73%	0.89%	0.16%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1413	41	14	55	73	1	18	30	5	26	57	35	19	25	55	34	29	43	24	43	29	4	36	19	19	23	52	17	28	45	40	38	48	25	45	40	30	16	35	24	48	22	41	28	33	1									
		5.12%	5.84%	2.78%	4.05%	4.90%	0.38%	4.52%	6.85%	4.67%	5.25%	7.79%	4.79%	4.63%	4.50%	7.98%	4.69%	5.38%	6.34%	4.28%	6.53%	4.55%	0.71%	5.63%	2.88%	4.62%	5.28%	8.71%	3.05%	3.52%	5.75%	7.63%	5.34%	7.62%	4.85%	8.08%	5.34%	5.59%	5.71%	4.75%	3.01%	5.16%	5.34%	4.27%	6.24%	5.36%	1.27%									
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
