Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
Наименование Избирательной комиссии:    Усть-Коксинская																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180									
		1.15%	0.93%	0.32%	0.00%	4.46%	2.34%	1.88%	0.79%	0.73%	1.07%	0.81%	0.63%	1.41%	1.28%	1.50%	1.92%	0.00%	0.00%	1.75%	7.23%	1.65%	0.69%	1.09%	1.09%	1.18%	1.03%	0.00%	1.69%	0.89%	0.65%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2895	110	159	113	47	65	133	74	92	143	454	69	46	47	86	48	49	33	133	35	63	138	47	38	96	45	48	134	184	100	66									
		49.61%	50.93%	51.29%	60.43%	41.96%	50.78%	41.56%	58.73%	67.15%	38.24%	46.19%	43.40%	64.79%	60.26%	43.00%	46.15%	40.16%	39.76%	58.33%	42.17%	52.07%	47.42%	51.09%	41.30%	56.47%	46.39%	57.14%	45.27%	54.76%	65.36%	79.52%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	26	2	0	1	1	2	0	3	0	2	3	1	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	1									
		0.45%	0.93%	0.00%	0.53%	0.89%	1.56%	0.00%	2.38%	0.00%	0.53%	0.31%	0.63%	0.00%	0.00%	0.50%	0.96%	0.82%	0.00%	0.44%	0.00%	0.83%	0.34%	0.00%	1.09%	0.59%	0.00%	0.00%	0.34%	0.30%	0.00%	1.20%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	868	9	47	27	11	8	33	11	10	66	185	24	11	2	36	23	16	28	37	15	7	68	18	18	31	14	16	43	43	9	2									
		14.87%	4.17%	15.16%	14.44%	9.82%	6.25%	10.31%	8.73%	7.30%	17.65%	18.82%	15.09%	15.49%	2.56%	18.00%	22.12%	13.11%	33.73%	16.23%	18.07%	5.79%	23.37%	19.57%	19.57%	18.24%	14.43%	19.05%	14.53%	12.80%	5.88%	2.41%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	3	1	0	1	1	0	0	0	2	3	1	0	1	0	0	0	0	1	2	2	5	0	0	2	0	0	0	0	0	0									
		0.43%	1.39%	0.32%	0.00%	0.89%	0.78%	0.00%	0.00%	0.00%	0.53%	0.31%	0.63%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.44%	2.41%	1.65%	1.72%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	15	2	0	0	0	1	2	0	0	0	5	2	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0									
		0.26%	0.93%	0.00%	0.00%	0.00%	0.78%	0.63%	0.00%	0.00%	0.00%	0.51%	1.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0									
		0.10%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	1	2	0	0	0	0	0	0	3	3	0	1	0	2	1	0	0	2	0	0	2	1	0	0	0	0	1	2	0	1									
		0.38%	0.46%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.31%	0.00%	1.41%	0.00%	1.00%	0.96%	0.00%	0.00%	0.88%	0.00%	0.00%	0.69%	1.09%	0.00%	0.00%	0.00%	0.00%	0.34%	0.60%	0.00%	1.20%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1088	62	62	25	26	29	70	21	22	94	198	32	7	16	43	15	50	8	21	11	19	28	13	15	25	20	15	69	48	18	6									
		18.64%	28.70%	20.00%	13.37%	23.21%	22.66%	21.88%	16.67%	16.06%	25.13%	20.14%	20.13%	9.86%	20.51%	21.50%	14.42%	40.98%	9.64%	9.21%	13.25%	15.70%	9.62%	14.13%	16.30%	14.71%	20.62%	17.86%	23.31%	14.29%	11.76%	7.23%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	33	2	2	3	2	0	0	0	0	3	6	0	0	0	3	0	0	1	2	0	1	3	0	0	0	2	0	0	3	0	0									
		0.57%	0.93%	0.65%	1.60%	1.79%	0.00%	0.00%	0.00%	0.00%	0.80%	0.61%	0.00%	0.00%	0.00%	1.50%	0.00%	0.00%	1.20%	0.88%	0.00%	0.83%	1.03%	0.00%	0.00%	0.00%	2.06%	0.00%	0.00%	0.89%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	99	3	10	2	3	0	4	0	1	12	21	5	1	0	7	2	1	1	1	1	4	2	1	1	0	5	1	4	1	3	2									
		1.70%	1.39%	3.23%	1.07%	2.68%	0.00%	1.25%	0.00%	0.73%	3.21%	2.14%	3.14%	1.41%	0.00%	3.50%	1.92%	0.82%	1.20%	0.44%	1.20%	3.31%	0.69%	1.09%	1.09%	0.00%	5.15%	1.19%	1.35%	0.30%	1.96%	2.41%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
