Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Череповецкая																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №819	УИК №820	УИК №821	УИК №822	УИК №823	УИК №824	УИК №825	УИК №826	УИК №827	УИК №828	УИК №829	УИК №830	УИК №831	УИК №832	УИК №833	УИК №834	УИК №835	УИК №836	УИК №837	УИК №839	УИК №840	УИК №841	УИК №842	УИК №843	УИК №844	УИК №845									
		39.53%	45.02%	47.28%	35.47%	50.52%	51.04%	49.39%	34.20%	41.18%	34.32%	33.62%	42.11%	56.12%	43.03%	40.00%	35.09%	36.00%	39.78%	44.22%	47.06%	35.62%	31.66%	39.79%	43.08%	36.63%	39.44%	33.33%	35.58%	37.04%	57.23%	40.44%	45.17%	36.79%	48.80%	43.64%	50.98%	60.00%	41.33%	46.15%	60.08%	37.67%	43.23%	44.12%	46.73%	35.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	95	0	1	5	1	1	2	3	3	3	7	0	0	4	3	2	2	0	0	0	8	4	2	0	1	0	7	11	1	0	0	4	1	4	2	0	0	2	0	1	4	0	1	1	4									
		0.77%	0.00%	0.25%	1.23%	1.03%	1.04%	1.22%	0.46%	2.52%	0.37%	1.53%	0.00%	0.00%	0.70%	0.73%	0.46%	2.00%	0.00%	0.00%	0.00%	1.34%	0.87%	0.42%	0.00%	0.99%	0.00%	1.06%	1.64%	0.74%	0.00%	0.00%	1.38%	0.94%	2.41%	1.21%	0.00%	0.00%	1.02%	0.00%	0.38%	0.91%	0.00%	1.47%	0.93%	0.50%									
24	"6. Политическая партия ""Гражданская Платформа"""	22	0	1	1	1	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	3									
		0.18%	0.00%	0.25%	0.25%	1.03%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.22%	0.00%	0.00%	0.00%	0.00%	0.15%	0.45%	0.74%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.68%	0.00%	0.00%	0.00%	0.37%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2608	64	85	64	16	23	28	142	28	150	88	24	12	104	108	120	36	21	30	21	112	103	109	21	20	34	180	160	37	22	59	59	19	46	29	5	9	54	35	25	88	38	9	18	153									
		21.18%	19.34%	21.04%	15.76%	16.49%	23.96%	17.07%	21.78%	23.53%	18.52%	19.21%	21.05%	12.24%	18.12%	26.34%	27.52%	36.00%	22.58%	20.41%	24.71%	18.73%	22.49%	22.71%	32.31%	19.80%	23.94%	27.27%	23.92%	27.41%	13.84%	32.24%	20.34%	17.92%	27.71%	17.58%	9.80%	16.36%	27.55%	20.71%	9.51%	20.09%	19.79%	13.24%	16.82%	18.98%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	76	2	1	2	1	0	1	10	0	7	1	1	0	2	6	3	1	0	0	0	3	0	5	0	1	0	8	1	0	0	4	3	2	0	0	1	1	0	0	0	2	0	0	0	7									
		0.62%	0.60%	0.25%	0.49%	1.03%	0.00%	0.61%	1.53%	0.00%	0.86%	0.22%	0.88%	0.00%	0.35%	1.46%	0.69%	1.00%	0.00%	0.00%	0.00%	0.50%	0.00%	1.04%	0.00%	0.99%	0.00%	1.21%	0.15%	0.00%	0.00%	2.19%	1.03%	1.89%	0.00%	0.00%	1.96%	1.82%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.87%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	129	0	1	1	1	2	2	11	1	10	5	0	0	5	7	10	0	0	0	2	9	5	4	0	1	0	9	4	0	3	1	4	6	3	2	0	0	3	1	2	2	1	1	0	10									
		1.05%	0.00%	0.25%	0.25%	1.03%	2.08%	1.22%	1.69%	0.84%	1.23%	1.09%	0.00%	0.00%	0.87%	1.71%	2.29%	0.00%	0.00%	0.00%	2.35%	1.51%	1.09%	0.83%	0.00%	0.99%	0.00%	1.36%	0.60%	0.00%	1.89%	0.55%	1.38%	5.66%	1.81%	1.21%	0.00%	0.00%	1.53%	0.59%	0.76%	0.46%	0.52%	1.47%	0.00%	1.24%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	0	1	0	0	0	4	0	0	1	1	0	0	0	1	0	0	0	1	3	0	1	0	0	1	4	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3									
		0.20%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.61%	0.00%	0.00%	0.22%	0.88%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	1.18%	0.50%	0.00%	0.21%	0.00%	0.00%	0.70%	0.61%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.23%	0.00%	1.47%	0.00%	0.37%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	132	5	3	2	0	0	1	13	1	6	9	3	1	4	3	3	1	3	2	0	2	9	2	1	1	3	9	9	1	0	1	3	4	0	1	0	0	2	3	2	3	0	1	5	10									
		1.07%	1.51%	0.74%	0.49%	0.00%	0.00%	0.61%	1.99%	0.84%	0.74%	1.97%	2.63%	1.02%	0.70%	0.73%	0.69%	1.00%	3.23%	1.36%	0.00%	0.33%	1.97%	0.42%	1.54%	0.99%	2.11%	1.36%	1.35%	0.74%	0.00%	0.55%	1.03%	3.77%	0.00%	0.61%	0.00%	0.00%	1.02%	1.78%	0.76%	0.68%	0.00%	1.47%	4.67%	1.24%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1615	38	35	58	11	8	20	73	10	122	72	20	12	59	42	45	8	15	18	12	79	86	49	5	19	13	83	79	14	28	24	38	19	12	21	9	2	27	24	40	66	36	7	20	137									
		13.11%	11.48%	8.66%	14.29%	11.34%	8.33%	12.20%	11.20%	8.40%	15.06%	15.72%	17.54%	12.24%	10.28%	10.24%	10.32%	8.00%	16.13%	12.24%	14.12%	13.21%	18.78%	10.21%	7.69%	18.81%	9.15%	12.58%	11.81%	10.37%	17.61%	13.11%	13.10%	17.92%	7.23%	12.73%	17.65%	3.64%	13.78%	14.20%	15.21%	15.07%	18.75%	10.29%	18.69%	16.99%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	40	3	1	3	0	0	1	1	0	2	3	0	0	1	2	2	0	0	1	0	0	1	1	0	0	2	0	1	2	0	1	0	0	2	3	0	0	0	0	1	2	1	1	1	1									
		0.32%	0.91%	0.25%	0.74%	0.00%	0.00%	0.61%	0.15%	0.00%	0.25%	0.66%	0.00%	0.00%	0.17%	0.49%	0.46%	0.00%	0.00%	0.68%	0.00%	0.00%	0.22%	0.21%	0.00%	0.00%	1.41%	0.00%	0.15%	1.48%	0.00%	0.55%	0.00%	0.00%	1.20%	1.82%	0.00%	0.00%	0.00%	0.00%	0.38%	0.46%	0.52%	1.47%	0.93%	0.12%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1568	43	60	97	12	4	9	110	16	164	73	9	8	104	32	58	5	5	6	4	101	62	78	5	5	17	81	92	20	4	11	15	9	7	17	6	6	11	11	15	56	9	6	0	105									
		12.73%	12.99%	14.85%	23.89%	12.37%	4.17%	5.49%	16.87%	13.45%	20.25%	15.94%	7.89%	8.16%	18.12%	7.80%	13.30%	5.00%	5.38%	4.08%	4.71%	16.89%	13.54%	16.25%	7.69%	4.95%	11.97%	12.27%	13.75%	14.81%	2.52%	6.01%	5.17%	8.49%	4.22%	10.30%	11.76%	10.91%	5.61%	6.51%	5.70%	12.79%	4.69%	8.82%	0.00%	13.03%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
