Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Крыловская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537									
14	Число погашенных неиспользованных открепительных удостоверений	42	0	0	0	0	8	2	0	0	0	0	6	3	0	6	0	2	0	1	0	0	0	2	0	2	1	0	0	5	0	2	0	0	0	0	0	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	5	2	2	1	0	1	0	0	4	1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	171	7	14	7	7	11	10	2	4	8	5	10	12	7	13	11	1	2	1	1	1	0	0	3	0	0	1	9	0	0	2	0	0	9	1	0	1	11									
		1.46%	1.26%	2.85%	1.51%	1.15%	2.76%	2.64%	1.64%	1.64%	1.39%	1.02%	1.48%	2.44%	1.91%	1.54%	2.91%	0.53%	2.33%	0.93%	0.79%	0.96%	0.00%	0.00%	0.61%	0.00%	0.00%	1.64%	1.16%	0.00%	0.00%	1.55%	0.00%	0.00%	1.15%	0.42%	0.00%	0.95%	1.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	360	17	16	11	19	19	16	4	3	34	9	20	15	9	25	15	6	2	5	7	2	2	1	13	6	0	4	23	1	0	1	1	0	20	6	4	2	22									
		3.06%	3.06%	3.25%	2.37%	3.11%	4.77%	4.22%	3.28%	1.23%	5.90%	1.84%	2.96%	3.05%	2.46%	2.97%	3.97%	3.19%	2.33%	4.67%	5.56%	1.92%	2.86%	1.14%	2.66%	2.93%	0.00%	6.56%	2.96%	0.78%	0.00%	0.78%	1.43%	0.00%	2.56%	2.50%	7.69%	1.90%	3.87%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	288	11	12	13	24	7	8	2	6	29	14	21	10	10	16	10	0	1	0	2	1	5	1	12	1	1	3	9	1	0	3	0	0	38	2	1	0	14									
		2.45%	1.98%	2.44%	2.80%	3.93%	1.76%	2.11%	1.64%	2.46%	5.03%	2.87%	3.11%	2.03%	2.73%	1.90%	2.65%	0.00%	1.16%	0.00%	1.59%	0.96%	7.14%	1.14%	2.46%	0.49%	0.63%	4.92%	1.16%	0.78%	0.00%	2.33%	0.00%	0.00%	4.86%	0.83%	1.92%	0.00%	2.46%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6252	243	202	196	264	166	169	71	103	327	221	373	265	196	474	170	139	59	63	54	63	30	42	276	157	82	39	452	102	56	90	53	50	467	190	32	69	247									
		53.20%	43.78%	41.06%	42.15%	43.21%	41.71%	44.59%	58.20%	42.21%	56.77%	45.29%	55.18%	53.86%	53.55%	56.29%	44.97%	73.94%	68.60%	58.88%	42.86%	60.58%	42.86%	47.73%	56.56%	76.59%	51.25%	63.93%	58.17%	79.69%	77.78%	69.77%	75.71%	83.33%	59.72%	79.17%	61.54%	65.71%	43.41%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	56	7	0	0	4	4	0	0	0	8	1	0	4	1	4	2	0	1	0	1	1	0	0	3	0	1	0	5	1	0	0	0	1	1	0	0	0	6									
		0.48%	1.26%	0.00%	0.00%	0.65%	1.01%	0.00%	0.00%	0.00%	1.39%	0.20%	0.00%	0.81%	0.27%	0.48%	0.53%	0.00%	1.16%	0.00%	0.79%	0.96%	0.00%	0.00%	0.61%	0.00%	0.63%	0.00%	0.64%	0.78%	0.00%	0.00%	0.00%	1.67%	0.13%	0.00%	0.00%	0.00%	1.05%									
24	"6. Политическая партия ""Гражданская Платформа"""	26	2	0	0	1	1	1	0	1	2	1	1	2	1	1	0	0	2	0	0	0	0	0	6	0	1	0	3	0	0	0	0	0	0	0	0	0	0									
		0.22%	0.36%	0.00%	0.00%	0.16%	0.25%	0.26%	0.00%	0.41%	0.35%	0.20%	0.15%	0.41%	0.27%	0.12%	0.00%	0.00%	2.33%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.00%	0.63%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2255	126	130	113	124	75	77	16	63	70	141	116	92	63	152	77	24	9	13	33	21	21	19	82	25	42	7	132	14	11	24	6	8	142	32	10	22	123									
		19.19%	22.70%	26.42%	24.30%	20.29%	18.84%	20.32%	13.11%	25.82%	12.15%	28.89%	17.16%	18.70%	17.21%	18.05%	20.37%	12.77%	10.47%	12.15%	26.19%	20.19%	30.00%	21.59%	16.80%	12.20%	26.25%	11.48%	16.99%	10.94%	15.28%	18.60%	8.57%	13.33%	18.16%	13.33%	19.23%	20.95%	21.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	43	8	0	4	5	1	3	0	1	1	5	2	1	0	2	0	0	0	1	0	0	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	4									
		0.37%	1.44%	0.00%	0.86%	0.82%	0.25%	0.79%	0.00%	0.41%	0.17%	1.02%	0.30%	0.20%	0.00%	0.24%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	1.14%	0.41%	0.49%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	80	9	0	3	8	2	3	1	0	0	7	5	2	1	5	2	2	0	2	1	0	0	1	5	0	1	0	9	0	0	1	0	0	5	0	0	0	5									
		0.68%	1.62%	0.00%	0.65%	1.31%	0.50%	0.79%	0.82%	0.00%	0.00%	1.43%	0.74%	0.41%	0.27%	0.59%	0.53%	1.06%	0.00%	1.87%	0.79%	0.00%	0.00%	1.14%	1.02%	0.00%	0.63%	0.00%	1.16%	0.00%	0.00%	0.78%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.88%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	3	0	0	0	0	0	1	1	0	0	0	2	1	0	0	0	1	0	0	1	0	1	0	0	2	0	0	0	0	0	3	0	0	2	0									
		0.15%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.20%	0.00%	0.00%	0.00%	0.24%	0.26%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	1.14%	0.00%	0.49%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	1.90%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	70	6	0	4	7	3	3	0	1	4	2	6	3	0	2	3	1	0	1	0	0	0	0	0	0	13	1	2	0	0	0	0	0	4	0	0	0	4									
		0.60%	1.08%	0.00%	0.86%	1.15%	0.75%	0.79%	0.00%	0.41%	0.69%	0.41%	0.89%	0.61%	0.00%	0.24%	0.79%	0.53%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.13%	1.64%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.70%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1416	77	73	71	107	70	58	10	37	41	62	91	68	41	105	64	11	1	19	15	12	2	14	61	13	13	4	86	7	4	5	5	0	65	5	2	5	92									
		12.05%	13.87%	14.84%	15.27%	17.51%	17.59%	15.30%	8.20%	15.16%	7.12%	12.70%	13.46%	13.82%	11.20%	12.47%	16.93%	5.85%	1.16%	17.76%	11.90%	11.54%	2.86%	15.91%	12.50%	6.34%	8.13%	6.56%	11.07%	5.47%	5.56%	3.88%	7.14%	0.00%	8.31%	2.08%	3.85%	4.76%	16.17%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	64	5	0	0	0	2	2	1	2	13	3	6	2	4	2	2	0	0	0	0	0	1	1	4	0	1	0	2	2	0	0	0	0	3	0	0	0	6									
		0.54%	0.90%	0.00%	0.00%	0.00%	0.50%	0.53%	0.82%	0.82%	2.26%	0.61%	0.89%	0.41%	1.09%	0.24%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	1.43%	1.14%	0.82%	0.00%	0.63%	0.00%	0.26%	1.56%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	1.05%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	467	26	36	27	32	32	21	14	5	29	11	16	11	29	26	14	3	9	2	5	3	9	6	19	0	1	1	21	0	1	1	5	0	20	2	2	4	24									
		3.97%	4.68%	7.32%	5.81%	5.24%	8.04%	5.54%	11.48%	2.05%	5.03%	2.25%	2.37%	2.24%	7.92%	3.09%	3.70%	1.60%	10.47%	1.87%	3.97%	2.88%	12.86%	6.82%	3.89%	0.00%	0.63%	1.64%	2.70%	0.00%	1.39%	0.78%	7.14%	0.00%	2.56%	0.83%	3.85%	3.81%	4.22%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
