Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																						
Дата голосования: 04.12.2011																																																																						
																																																																						
Наименование Избирательной комиссии:    Холмская судовая																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №453	УИК №454	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	148	0	1	2	1	0	0	0	1	3	1	8	0	4	5	0	3	0	0	2	0	1	3	4	4	2	7	0	15	14	7	6	0	1	3	1	0	9	0	0	1	1	1	0	2	0	3	1	2	3	8	0	0	0	0	1	8	2	2	2	1	0	1	1					
		10.39%	0.00%	5.56%	11.11%	6.25%	0.00%	0.00%	0.00%	5.26%	17.65%	5.88%	17.78%	0.00%	10.26%	14.71%	0.00%	16.67%	0.00%	0.00%	11.76%	0.00%	5.56%	17.65%	23.53%	33.33%	7.69%	13.21%	0.00%	34.09%	50.00%	41.18%	23.08%	0.00%	6.25%	2.11%	14.29%	0.00%	13.04%	0.00%	0.00%	5.88%	5.56%	6.25%	0.00%	100.00%	0.00%	60.00%	10.00%	12.50%	16.67%	40.00%	0.00%	0.00%	0.00%	0.00%	5.26%	40.00%	10.53%	13.33%	8.00%	6.25%	0.00%	6.25%	6.67%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	281	0	3	4	3	4	1	0	2	2	0	8	3	12	7	0	2	1	1	6	4	3	7	1	0	1	6	1	1	2	2	4	15	3	59	3	0	22	3	9	2	5	3	0	0	2	0	6	1	6	0	1	2	3	0	5	3	5	4	10	3	7	6	2					
		19.72%	0.00%	16.67%	22.22%	18.75%	100.00%	5.88%	0.00%	10.53%	11.76%	0.00%	17.78%	6.98%	30.77%	20.59%	0.00%	11.11%	5.26%	5.88%	35.29%	21.05%	16.67%	41.18%	5.88%	0.00%	3.85%	11.32%	1.85%	2.27%	7.14%	11.76%	15.38%	62.50%	18.75%	41.55%	42.86%	0.00%	31.88%	16.67%	37.50%	11.76%	27.78%	18.75%	0.00%	0.00%	50.00%	0.00%	60.00%	6.25%	33.33%	0.00%	12.50%	22.22%	50.00%	0.00%	26.32%	15.00%	26.32%	26.67%	40.00%	18.75%	50.00%	37.50%	13.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	28	0	0	0	1	0	0	0	0	3	0	1	0	1	2	0	0	0	0	1	0	0	0	1	0	3	1	0	2	1	0	0	2	0	1	0	0	1	1	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0					
		1.96%	0.00%	0.00%	0.00%	6.25%	0.00%	0.00%	0.00%	0.00%	17.65%	0.00%	2.22%	0.00%	2.56%	5.88%	0.00%	0.00%	0.00%	0.00%	5.88%	0.00%	0.00%	0.00%	5.88%	0.00%	11.54%	1.89%	0.00%	4.55%	3.57%	0.00%	0.00%	8.33%	0.00%	0.70%	0.00%	0.00%	1.45%	5.56%	16.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%	16.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	257	0	11	5	1	0	0	1	7	3	1	9	1	8	11	0	5	8	2	4	1	7	3	3	0	3	11	0	18	6	0	15	2	12	6	1	0	4	3	8	2	3	2	0	0	0	0	0	6	0	10	6	7	2	2	9	3	10	4	1	1	1	8	0					
		18.04%	0.00%	61.11%	27.78%	6.25%	0.00%	0.00%	9.09%	36.84%	17.65%	5.88%	20.00%	2.33%	20.51%	32.35%	0.00%	27.78%	42.11%	11.76%	23.53%	5.26%	38.89%	17.65%	17.65%	0.00%	11.54%	20.75%	0.00%	40.91%	21.43%	0.00%	57.69%	8.33%	75.00%	4.23%	14.29%	0.00%	5.80%	16.67%	33.33%	11.76%	16.67%	12.50%	0.00%	0.00%	0.00%	0.00%	0.00%	37.50%	0.00%	50.00%	75.00%	77.78%	33.33%	40.00%	47.37%	15.00%	52.63%	26.67%	4.00%	6.25%	7.14%	50.00%	0.00%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	49	0	0	2	0	0	0	0	1	1	0	5	0	2	1	0	0	0	0	1	2	0	1	2	5	0	2	0	0	3	0	0	0	0	3	0	0	3	2	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	1	1	1	1	1	0	3					
		3.44%	0.00%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	5.26%	5.88%	0.00%	11.11%	0.00%	5.13%	2.94%	0.00%	0.00%	0.00%	0.00%	5.88%	10.53%	0.00%	5.88%	11.76%	41.67%	0.00%	3.77%	0.00%	0.00%	10.71%	0.00%	0.00%	0.00%	0.00%	2.11%	0.00%	0.00%	4.35%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	12.50%	5.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	10.00%	5.26%	6.67%	4.00%	6.25%	7.14%	0.00%	20.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	627	19	3	5	10	0	16	10	8	5	15	12	39	12	8	17	7	8	14	3	12	6	3	6	3	12	25	52	5	2	7	1	5	0	67	2	37	29	8	3	12	8	9	39	0	2	2	2	5	6	2	1	0	0	0	3	4	1	4	9	9	4	0	9					
		44.00%	100.00%	16.67%	27.78%	62.50%	0.00%	94.12%	90.91%	42.11%	29.41%	88.24%	26.67%	90.70%	30.77%	23.53%	100.00%	38.89%	42.11%	82.35%	17.65%	63.16%	33.33%	17.65%	35.29%	25.00%	46.15%	47.17%	96.30%	11.36%	7.14%	41.18%	3.85%	20.83%	0.00%	47.18%	28.57%	100.00%	42.03%	44.44%	12.50%	70.59%	44.44%	56.25%	100.00%	0.00%	50.00%	40.00%	20.00%	31.25%	33.33%	10.00%	12.50%	0.00%	0.00%	0.00%	15.79%	20.00%	5.26%	26.67%	36.00%	56.25%	28.57%	0.00%	60.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	0	0	0	5	1	1	3	0	1	0	0	0	3	0	0	0	1	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	3	0	0	0	0	2	1	0	0	0					
		2.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.56%	10.53%	0.00%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%	19.23%	1.89%	1.85%	6.82%	0.00%	5.88%	0.00%	0.00%	0.00%	2.11%	0.00%	0.00%	0.00%	5.56%	0.00%	0.00%	5.56%	6.25%	0.00%	0.00%	0.00%	0.00%	10.00%	0.00%	5.56%	0.00%	0.00%	0.00%	0.00%	60.00%	0.00%	0.00%	0.00%	0.00%	8.00%	6.25%	0.00%	0.00%	0.00%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
