Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
Наименование Избирательной комиссии:    Лесозаводская городская																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №1601	УИК №1602	УИК №1603	УИК №1604	УИК №1605	УИК №1606	УИК №1607	УИК №1608	УИК №1609	УИК №1610	УИК №1611	УИК №1612	УИК №1613	УИК №1614	УИК №1615	УИК №1616	УИК №1617	УИК №1618	УИК №1619	УИК №1620	УИК №1621	УИК №1622	УИК №1623	УИК №1624	УИК №1625	УИК №1626	УИК №1627	УИК №1628	УИК №1629	УИК №1630	УИК №1631	УИК №1632	УИК №1633	УИК №1634	УИК №1635	УИК №1636	УИК №1637	УИК №1680	УИК №1681									
		0.40%	0.29%	0.38%	0.13%	1.08%	1.20%	0.56%	0.32%	0.92%	0.48%	0.53%	0.33%	0.21%	0.80%	0.00%	0.34%	0.18%	0.96%	0.00%	0.16%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.74%	0.00%	0.46%	0.00%	0.32%	0.37%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	0	0	2	1	2	0	1	2	2	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	0	0	1	0	0	0	2	1	0	1	0	0	1	0	0									
		0.15%	0.00%	0.00%	0.27%	0.22%	0.27%	0.00%	0.11%	0.31%	0.97%	0.18%	0.00%	0.00%	0.00%	0.34%	0.17%	0.00%	0.19%	0.00%	0.16%	0.16%	0.00%	1.96%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	1.63%	0.46%	0.00%	0.32%	0.00%	0.00%	0.47%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5053	135	275	274	175	252	198	294	189	61	168	279	156	215	101	182	211	211	139	274	232	41	16	97	54	70	17	71	26	36	77	40	82	37	102	83	60	86	16	21									
		34.01%	38.90%	35.12%	36.93%	37.72%	33.60%	27.69%	31.82%	28.90%	29.47%	29.47%	30.49%	32.64%	34.46%	34.59%	30.54%	38.93%	40.34%	41.12%	44.48%	36.59%	39.42%	31.37%	21.60%	32.93%	32.26%	33.33%	34.47%	38.81%	24.83%	28.62%	32.52%	37.79%	35.24%	32.38%	30.51%	59.41%	40.76%	57.14%	43.75%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	83	2	4	3	4	5	16	9	3	0	3	5	1	4	0	3	2	1	2	6	5	0	0	0	0	0	0	0	2	0	1	0	1	0	1	0	0	0	0	0									
		0.56%	0.58%	0.51%	0.40%	0.86%	0.67%	2.24%	0.97%	0.46%	0.00%	0.53%	0.55%	0.21%	0.64%	0.00%	0.50%	0.37%	0.19%	0.59%	0.97%	0.79%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.99%	0.00%	0.37%	0.00%	0.46%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	142	8	8	3	1	7	17	11	9	4	9	10	4	3	2	6	3	6	2	0	4	0	1	1	1	2	0	1	0	6	4	1	0	1	0	4	2	1	0	0									
		0.96%	2.31%	1.02%	0.40%	0.22%	0.93%	2.38%	1.19%	1.38%	1.93%	1.58%	1.09%	0.84%	0.48%	0.68%	1.01%	0.55%	1.15%	0.59%	0.00%	0.63%	0.00%	1.96%	0.22%	0.61%	0.92%	0.00%	0.49%	0.00%	4.14%	1.49%	0.81%	0.00%	0.95%	0.00%	1.47%	1.98%	0.47%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	0	0	0	1	1	0	1	1	0	1	1	1	1	0	1	2	1	1	0	1	0	0	1	0	1	2	1	0	0	2	0	1	0	2	0	0	0	0	0									
		0.16%	0.00%	0.00%	0.00%	0.22%	0.13%	0.00%	0.11%	0.15%	0.00%	0.18%	0.11%	0.21%	0.16%	0.00%	0.17%	0.37%	0.19%	0.30%	0.00%	0.16%	0.00%	0.00%	0.22%	0.00%	0.46%	3.92%	0.49%	0.00%	0.00%	0.74%	0.00%	0.46%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	153	2	8	5	7	4	9	16	4	2	8	24	8	6	1	2	6	1	0	4	9	0	0	2	1	3	0	2	0	0	3	3	4	0	2	5	0	2	0	0									
		1.03%	0.58%	1.02%	0.67%	1.51%	0.53%	1.26%	1.73%	0.61%	0.97%	1.40%	2.62%	1.67%	0.96%	0.34%	0.34%	1.11%	0.19%	0.00%	0.65%	1.42%	0.00%	0.00%	0.45%	0.61%	1.38%	0.00%	0.97%	0.00%	0.00%	1.12%	2.44%	1.84%	0.00%	0.63%	1.84%	0.00%	0.95%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2291	43	130	96	49	104	130	172	121	45	119	178	68	89	40	43	87	84	53	115	130	21	21	59	13	32	3	41	2	33	19	7	25	9	28	28	10	30	4	10									
		15.42%	12.39%	16.60%	12.94%	10.56%	13.87%	18.18%	18.61%	18.50%	21.74%	20.88%	19.45%	14.23%	14.26%	13.70%	7.21%	16.05%	16.06%	15.68%	18.67%	20.50%	20.19%	41.18%	13.14%	7.93%	14.75%	5.88%	19.90%	2.99%	22.76%	7.06%	5.69%	11.52%	8.57%	8.89%	10.29%	9.90%	14.22%	14.29%	20.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	53	0	6	3	1	4	3	5	2	0	0	3	1	3	3	1	3	1	0	1	3	0	0	1	0	0	0	1	0	2	0	0	0	0	1	1	0	4	0	0									
		0.36%	0.00%	0.77%	0.40%	0.22%	0.53%	0.42%	0.54%	0.31%	0.00%	0.00%	0.33%	0.21%	0.48%	1.03%	0.17%	0.55%	0.19%	0.00%	0.16%	0.47%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.49%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.32%	0.37%	0.00%	1.90%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	410	11	27	18	11	19	31	28	26	3	22	35	19	27	7	11	12	13	7	17	11	1	1	6	2	7	0	1	0	3	5	0	2	0	7	4	2	12	1	1									
		2.76%	3.17%	3.45%	2.43%	2.37%	2.53%	4.34%	3.03%	3.98%	1.45%	3.86%	3.83%	3.97%	4.33%	2.40%	1.85%	2.21%	2.49%	2.07%	2.76%	1.74%	0.96%	1.96%	1.34%	1.22%	3.23%	0.00%	0.49%	0.00%	2.07%	1.86%	0.00%	0.92%	0.00%	2.22%	1.47%	1.98%	5.69%	3.57%	2.08%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
