Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    район Новогиреево 																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №1094	УИК №1095	УИК №1096	УИК №1097	УИК №1098	УИК №1099	УИК №1100	УИК №1101	УИК №1102	УИК №1103	УИК №1104	УИК №1105	УИК №1106	УИК №1107	УИК №1108	УИК №1109	УИК №1110	УИК №1111	УИК №1112	УИК №1113	УИК №1114	УИК №1115	УИК №1116	УИК №1117	УИК №1118	УИК №1119	УИК №1120	УИК №3679									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1488	52	53	33	37	54	49	43	21	68	66	62	42	85	54	84	65	23	63	55	35	48	69	52	55	76	45	81	18									
		7.30%	5.86%	8.53%	6.78%	5.46%	7.28%	5.57%	5.96%	5.05%	8.90%	8.86%	8.12%	7.34%	10.37%	8.56%	6.89%	9.33%	4.98%	6.43%	6.35%	6.73%	8.68%	7.05%	6.89%	8.55%	8.24%	5.72%	8.30%	6.02%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
