Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    район Зябликово																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №3722									
		48.87%	42.31%	37.79%	42.98%	53.35%	52.23%	50.97%	57.95%	50.56%	40.80%	61.29%	58.79%	65.37%	55.33%	62.57%	48.74%	52.67%	65.97%	35.87%	38.96%	38.35%	45.22%	35.14%	39.08%	50.93%	32.79%	44.52%	43.39%	54.33%	39.16%	57.09%	53.02%	50.49%	40.83%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	375	21	11	3	17	17	10	3	22	17	4	7	12	9	5	3	12	22	16	14	13	12	11	13	11	23	8	14	13	8	15	7	0	2									
		1.38%	2.02%	1.60%	0.52%	1.87%	2.29%	1.21%	0.36%	1.89%	1.75%	0.47%	0.76%	1.55%	1.28%	0.53%	0.94%	1.23%	2.18%	1.62%	1.78%	2.15%	1.53%	1.39%	1.43%	1.27%	2.48%	0.85%	1.68%	1.24%	0.91%	1.41%	0.94%	0.00%	0.92%									
24	"6. Политическая партия ""Гражданская Платформа"""	72	4	0	1	3	0	3	0	3	2	0	2	3	14	0	0	4	0	2	3	2	5	1	1	3	3	3	2	4	0	0	1	2	1									
		0.26%	0.38%	0.00%	0.17%	0.33%	0.00%	0.36%	0.00%	0.26%	0.21%	0.00%	0.22%	0.39%	1.99%	0.00%	0.00%	0.41%	0.00%	0.20%	0.38%	0.33%	0.64%	0.13%	0.11%	0.35%	0.32%	0.32%	0.24%	0.38%	0.00%	0.00%	0.13%	0.33%	0.46%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3387	129	114	72	102	106	81	83	120	132	73	100	51	84	148	51	123	74	150	101	80	109	118	126	112	124	151	126	113	139	117	86	79	13									
		12.42%	12.40%	16.57%	12.48%	11.20%	14.30%	9.83%	9.92%	10.28%	13.57%	8.59%	10.79%	6.59%	11.95%	15.56%	16.04%	12.65%	7.34%	15.20%	12.82%	13.22%	13.89%	14.86%	13.83%	12.96%	13.38%	16.08%	15.14%	10.75%	15.87%	10.99%	11.54%	12.87%	5.96%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	435	34	9	12	12	1	6	19	8	20	0	14	8	6	3	5	19	23	24	13	17	10	21	17	11	22	18	14	15	17	13	10	13	1									
		1.60%	3.27%	1.31%	2.08%	1.32%	0.13%	0.73%	2.27%	0.69%	2.06%	0.00%	1.51%	1.03%	0.85%	0.32%	1.57%	1.95%	2.28%	2.43%	1.65%	2.81%	1.27%	2.64%	1.87%	1.27%	2.37%	1.92%	1.68%	1.43%	1.94%	1.22%	1.34%	2.12%	0.46%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	685	35	19	21	12	17	22	23	34	32	9	22	12	5	8	6	15	20	42	37	14	22	22	39	16	34	25	26	19	24	15	16	20	2									
		2.51%	3.37%	2.76%	3.64%	1.32%	2.29%	2.67%	2.75%	2.91%	3.29%	1.06%	2.37%	1.55%	0.71%	0.84%	1.89%	1.54%	1.98%	4.26%	4.70%	2.31%	2.80%	2.77%	4.28%	1.85%	3.67%	2.66%	3.13%	1.81%	2.74%	1.41%	2.15%	3.26%	0.92%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	38	0	3	0	1	2	1	0	0	3	3	1	1	7	0	0	1	0	0	1	1	0	1	0	1	3	1	1	1	0	2	3	0	0									
		0.14%	0.00%	0.44%	0.00%	0.11%	0.27%	0.12%	0.00%	0.00%	0.31%	0.35%	0.11%	0.13%	0.99%	0.00%	0.00%	0.10%	0.00%	0.00%	0.13%	0.17%	0.00%	0.13%	0.00%	0.12%	0.32%	0.11%	0.12%	0.10%	0.00%	0.19%	0.40%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1520	83	46	30	34	40	32	54	75	69	21	37	22	9	29	13	23	52	66	62	33	45	68	73	37	110	71	49	48	53	49	36	47	4									
		5.58%	7.98%	6.69%	5.20%	3.73%	5.40%	3.88%	6.45%	6.43%	7.09%	2.47%	3.99%	2.84%	1.28%	3.05%	4.09%	2.37%	5.16%	6.69%	7.87%	5.45%	5.73%	8.56%	8.01%	4.28%	11.87%	7.56%	5.89%	4.57%	6.05%	4.60%	4.83%	7.65%	1.83%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3474	132	103	94	136	86	136	72	162	139	124	91	97	97	70	33	156	40	161	100	85	113	137	137	122	133	103	102	111	132	106	79	71	14									
		12.74%	12.69%	14.97%	16.29%	14.93%	11.61%	16.50%	8.60%	13.88%	14.29%	14.59%	9.82%	12.53%	13.80%	7.36%	10.38%	16.05%	3.97%	16.31%	12.69%	14.05%	14.39%	17.25%	15.04%	14.12%	14.35%	10.97%	12.26%	10.56%	15.07%	9.95%	10.60%	11.56%	6.42%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	158	7	2	5	1	4	4	2	7	6	9	4	3	4	5	2	4	5	5	5	5	4	2	7	7	7	6	1	14	7	7	3	3	1									
		0.58%	0.67%	0.29%	0.87%	0.11%	0.54%	0.49%	0.24%	0.60%	0.62%	1.06%	0.43%	0.39%	0.57%	0.53%	0.63%	0.41%	0.50%	0.51%	0.63%	0.83%	0.51%	0.25%	0.77%	0.81%	0.76%	0.64%	0.12%	1.33%	0.80%	0.66%	0.40%	0.49%	0.46%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1514	57	54	30	33	28	37	50	51	64	59	28	20	37	26	23	33	51	63	73	54	52	58	52	46	54	57	58	59	53	53	56	33	12									
		5.55%	5.48%	7.85%	5.20%	3.62%	3.78%	4.49%	5.97%	4.37%	6.58%	6.94%	3.02%	2.58%	5.26%	2.73%	7.23%	3.40%	5.06%	6.38%	9.26%	8.93%	6.62%	7.30%	5.71%	5.32%	5.83%	6.07%	6.97%	5.61%	6.05%	4.98%	7.52%	5.37%	5.50%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
