Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Тонкинская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №2293	УИК №2294	УИК №2295	УИК №2296	УИК №2297	УИК №2298	УИК №2299	УИК №2300	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2495					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																					
18	"1. ""ЕДИНЕНИЕ"""	74	14	19	2	7	4	4	3	7	2	3	1	5	3	0					
		1.45%	1.30%	1.38%	1.11%	1.54%	1.57%	1.68%	1.23%	3.34%	0.79%	1.28%	0.52%	5.10%	2.05%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	53	11	15	1	2	1	1	0	2	2	8	7	1	2	0					
		1.04%	1.02%	1.09%	0.55%	0.44%	0.39%	0.42%	0.0%	0.95%	0.79%	3.43%	3.66%	1.02%	1.36%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	85	16	17	4	10	0	0	6	4	6	2	1	9	0	10					
		1.67%	1.48%	1.23%	2.22%	2.20%	0.0%	0.0%	2.47%	1.91%	2.37%	0.85%	0.52%	9.18%	0.0%	7.19%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	32	6	11	4	0	3	2	2	2	0	0	1	0	1	0					
		0.62%	0.55%	0.80%	2.22%	0.0%	1.18%	0.84%	0.82%	0.95%	0.0%	0.0%	0.52%	0.0%	0.68%	0.0%					
22	"5. ""За Русь Святую"""	28	7	5	1	5	2	3	2	1	1	0	1	0	0	0					
		0.55%	0.65%	0.36%	0.55%	1.10%	0.78%	1.26%	0.82%	0.47%	0.39%	0.0%	0.52%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	12	0	3	1	3	1	0	0	1	2	0	0	0	1	0					
		0.23%	0.0%	0.21%	0.55%	0.66%	0.39%	0.0%	0.0%	0.47%	0.79%	0.0%	0.0%	0.0%	0.68%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	15	4	2	1	1	0	1	1	0	1	0	1	2	0	1					
		0.29%	0.37%	0.14%	0.55%	0.22%	0.0%	0.42%	0.41%	0.0%	0.39%	0.0%	0.52%	2.04%	0.0%	0.71%					
25	"8. ""Народно-республиканская партия России"""	10	2	1	4	0	0	0	0	1	0	0	0	1	0	1					
		0.19%	0.18%	0.07%	2.22%	0.0%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	1.02%	0.0%	0.71%					
26	"9. ""Российская экологическая партия ""Зеленые"""	13	5	1	0	2	0	0	1	0	1	0	0	0	1	2					
		0.25%	0.46%	0.07%	0.0%	0.44%	0.0%	0.0%	0.41%	0.0%	0.39%	0.0%	0.0%	0.0%	0.68%	1.43%					
27	"10. ""Аграрная партия России"""	491	83	86	12	33	36	33	20	12	91	30	28	10	9	8					
		9.65%	7.72%	6.26%	6.66%	7.26%	14.17%	13.86%	8.26%	5.74%	35.96%	12.87%	14.65%	10.20%	6.16%	5.75%					
28	"11. ""Истинные патриоты России"""	4	1	0	1	0	1	0	0	0	0	1	0	0	0	0					
		0.07%	0.09%	0.0%	0.55%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	43	9	12	1	2	0	0	3	2	2	6	3	1	2	0					
		0.84%	0.83%	0.87%	0.55%	0.44%	0.0%	0.0%	1.23%	0.95%	0.79%	2.57%	1.57%	1.02%	1.36%	0.0%					
30	"13. ""Демократическая партия России"""	9	3	2	0	0	0	0	2	1	0	1	0	0	0	0					
		0.17%	0.27%	0.14%	0.0%	0.0%	0.0%	0.0%	0.82%	0.47%	0.0%	0.42%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	13	1	6	0	0	1	1	2	0	0	0	1	0	1	0					
		0.25%	0.09%	0.43%	0.0%	0.0%	0.39%	0.42%	0.82%	0.0%	0.0%	0.0%	0.52%	0.0%	0.68%	0.0%					
32	"15. ""Партия СЛОН"""	7	1	1	0	0	1	0	0	1	2	0	0	0	1	0					
		0.13%	0.09%	0.07%	0.0%	0.0%	0.39%	0.0%	0.0%	0.47%	0.79%	0.0%	0.0%	0.0%	0.68%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	210	53	80	1	25	9	3	4	7	8	7	5	1	5	2					
		4.12%	4.93%	5.82%	0.55%	5.50%	3.54%	1.26%	1.65%	3.34%	3.16%	3.00%	2.61%	1.02%	3.42%	1.43%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	25	4	2	2	4	2	3	0	0	1	0	4	2	0	1					
		0.49%	0.37%	0.14%	1.11%	0.88%	0.78%	1.26%	0.0%	0.0%	0.39%	0.0%	2.09%	2.04%	0.0%	0.71%					
35	"18. ""ЛДПР"""	476	113	155	17	37	19	17	21	19	19	16	22	9	1	11					
		9.36%	10.51%	11.28%	9.44%	8.14%	7.48%	7.14%	8.67%	9.09%	7.50%	6.86%	11.51%	9.18%	0.68%	7.91%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	62	18	16	1	3	3	5	1	0	1	7	1	1	4	1					
		1.21%	1.67%	1.16%	0.55%	0.66%	1.18%	2.10%	0.41%	0.0%	0.39%	3.00%	0.52%	1.02%	2.73%	0.71%					
37	"20. ""Политическая партия ""Единая Россия"""	2640	509	736	87	247	137	145	117	124	100	132	93	43	95	75					
		51.91%	47.34%	53.60%	48.33%	54.40%	53.93%	60.92%	48.34%	59.33%	39.52%	56.65%	48.69%	43.87%	65.06%	53.95%					
38	"21. ""Российская Конституционно-демократическая партия"""	13	2	1	4	2	0	1	0	0	1	1	0	0	1	0					
		0.25%	0.18%	0.07%	2.22%	0.44%	0.0%	0.42%	0.0%	0.0%	0.39%	0.42%	0.0%	0.0%	0.68%	0.0%					
39	"22. ""Развитие предпринимательства"""	9	1	3	0	1	0	1	2	0	0	0	0	0	1	0					
		0.17%	0.09%	0.21%	0.0%	0.22%	0.0%	0.42%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	569	158	139	33	49	26	17	41	21	10	12	18	11	11	23					
		11.18%	14.69%	10.12%	18.33%	10.79%	10.23%	7.14%	16.94%	10.04%	3.95%	5.15%	9.42%	11.22%	7.53%	16.54%					
																					
41	Против всех	120	43	40	2	11	2	1	6	0	2	3	2	2	4	2					
		2.35%	4.0%	2.91%	1.11%	2.42%	0.78%	0.42%	2.47%	0.0%	0.79%	1.28%	1.04%	2.04%	2.73%	1.43%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
