Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Торбеевская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №793	УИК №794									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	106	0	0	41	7	0	0	0	0	5	0	0	0	0	0	0	10	10	0	0	13	6	0	1	3	0	0	0	0	10									
		0.72%	0.00%	0.00%	4.02%	0.34%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.72%	2.92%	0.00%	0.00%	1.74%	2.56%	0.00%	0.74%	1.35%	0.00%	0.00%	0.00%	0.00%	2.25%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	16	0	4	0	9	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.11%	0.00%	0.20%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.22%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13619	819	1827	918	1858	614	266	299	459	1002	189	40	158	205	374	105	353	329	116	257	696	223	389	133	217	256	393	231	483	410									
		92.32%	89.90%	91.30%	89.91%	90.63%	88.60%	91.41%	96.14%	92.73%	91.59%	94.50%	97.56%	96.34%	94.91%	94.92%	98.13%	96.19%	95.92%	98.31%	94.83%	93.05%	95.30%	92.62%	97.79%	97.31%	93.43%	94.47%	93.52%	92.71%	92.13%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	10	0	0	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0									
		0.07%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	7	0	2	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.10%	0.00%	0.20%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	382	42	39	32	38	55	6	5	20	40	4	1	2	0	8	1	3	2	1	4	18	5	4	0	0	5	11	6	20	10									
		2.59%	4.61%	1.95%	3.13%	1.85%	7.94%	2.06%	1.61%	4.04%	3.66%	2.00%	2.44%	1.22%	0.00%	2.03%	0.93%	0.82%	0.58%	0.85%	1.48%	2.41%	2.14%	0.95%	0.00%	0.00%	1.82%	2.64%	2.43%	3.84%	2.25%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	5	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.90%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	5	0	1	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.05%	0.00%	0.15%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	6	0	1	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.00%	0.05%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	397	29	101	0	79	18	16	5	14	31	4	0	2	8	12	0	0	0	1	6	18	0	2	2	1	10	12	7	13	6									
		2.69%	3.18%	5.05%	0.00%	3.85%	2.60%	5.50%	1.61%	2.83%	2.83%	2.00%	0.00%	1.22%	3.70%	3.05%	0.00%	0.00%	0.00%	0.85%	2.21%	2.41%	0.00%	0.48%	1.47%	0.45%	3.65%	2.88%	2.83%	2.50%	1.35%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	2	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.06%	0.00%	0.10%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	138	21	22	26	21	6	1	1	2	9	3	0	0	0	0	0	0	2	0	4	0	0	0	0	0	3	0	3	5	9									
		0.94%	2.31%	1.10%	2.55%	1.02%	0.87%	0.34%	0.32%	0.40%	0.82%	1.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.58%	0.00%	1.48%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	1.21%	0.96%	2.02%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
