Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																												
Дата голосования: 04.12.2011																																																												
																																																												
Наименование Избирательной комиссии:    Рузаевская																																																												
																																																												
Сводная таблица результатов выборов																																																												
																																																												
		Сумма	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556					
		2.82%	0.92%	0.88%	9.82%	5.30%	0.81%	0.92%	0.71%	11.44%	4.29%	1.73%	13.31%	0.65%	2.17%	5.59%	6.81%	0.63%	0.91%	1.08%	0.54%	0.26%	0.86%	0.39%	0.51%	2.69%	0.53%	1.72%	0.39%	7.52%	7.50%	0.44%	11.18%	5.41%	1.49%	0.21%	2.24%	6.42%	5.19%	0.40%	6.93%	0.00%	0.22%	0.21%	0.00%	2.64%	2.27%	5.32%	3.68%	0.24%	0.33%	0.37%	4.97%	1.91%	0.53%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	0	2	4	2	1	0	4	3	5	2	5	2	12	6	1	0	0	0	2	0	1	0	0	2	1	2	0	13	5	0	1	3	5	2	2	6	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1					
		0.22%	0.00%	0.25%	0.38%	0.13%	0.12%	0.00%	0.28%	0.73%	0.32%	0.25%	0.98%	0.16%	0.93%	0.42%	0.21%	0.00%	0.00%	0.00%	0.36%	0.00%	0.17%	0.00%	0.00%	0.22%	0.13%	0.57%	0.00%	0.95%	0.35%	0.00%	0.16%	0.48%	0.30%	0.10%	0.12%	0.65%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.08%	0.00%	0.00%	0.00%	0.00%	0.27%	0.18%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4319	184	122	151	253	52	32	209	87	208	42	85	220	72	123	59	8	9	6	5	63	20	11	10	22	37	43	109	300	285	99	148	94	189	349	96	167	83	4	13	4	21	2	17	9	11	5	81	32	7	10	29	15	7					
		9.54%	11.29%	15.38%	14.53%	16.57%	6.03%	4.91%	14.88%	21.17%	13.31%	5.20%	16.63%	17.77%	5.58%	8.60%	12.55%	2.53%	1.64%	1.62%	0.90%	8.10%	3.43%	2.14%	1.69%	2.37%	4.95%	12.36%	8.60%	21.91%	19.99%	7.24%	24.34%	14.97%	11.25%	18.01%	5.65%	18.17%	6.42%	0.79%	6.44%	2.48%	1.52%	0.43%	1.92%	2.37%	3.57%	5.32%	6.21%	2.56%	1.14%	3.72%	7.59%	4.09%	1.23%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	177	0	2	16	13	2	1	5	4	17	6	8	1	0	5	6	0	0	0	2	0	1	0	0	6	2	1	0	8	18	0	5	2	3	0	5	11	18	1	2	0	0	0	0	0	0	1	2	0	0	0	2	0	1					
		0.39%	0.00%	0.25%	1.54%	0.85%	0.23%	0.15%	0.36%	0.97%	1.09%	0.74%	1.57%	0.08%	0.00%	0.35%	1.28%	0.00%	0.00%	0.00%	0.36%	0.00%	0.17%	0.00%	0.00%	0.65%	0.27%	0.29%	0.00%	0.58%	1.26%	0.00%	0.82%	0.32%	0.18%	0.00%	0.29%	1.20%	1.39%	0.20%	0.99%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.06%	0.15%	0.00%	0.00%	0.00%	0.52%	0.00%	0.18%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	37961	1413	656	684	1071	793	599	1124	223	1182	719	311	999	1135	1146	347	301	513	360	541	704	551	502	576	845	696	291	1145	815	885	1249	323	476	1423	1570	1526	603	1047	496	168	157	1355	461	867	357	285	81	1125	1217	603	256	314	324	551					
		83.89%	86.69%	82.72%	65.83%	70.14%	91.89%	91.87%	80.00%	54.26%	75.62%	89.10%	60.86%	80.69%	87.92%	80.08%	73.83%	95.25%	93.44%	97.30%	96.95%	90.49%	94.51%	97.48%	97.30%	90.86%	93.05%	83.62%	90.37%	59.53%	62.06%	91.30%	53.13%	75.80%	84.70%	81.01%	89.82%	65.61%	81.04%	98.41%	83.17%	97.52%	98.12%	98.29%	98.08%	94.20%	92.53%	86.17%	86.27%	97.20%	98.37%	95.17%	82.20%	88.28%	97.01%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	62	0	0	5	6	1	0	2	3	0	1	0	0	0	10	1	0	0	0	0	0	1	0	1	3	0	0	0	6	2	0	1	0	3	1	4	5	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0					
		0.14%	0.00%	0.00%	0.48%	0.39%	0.12%	0.00%	0.14%	0.73%	0.00%	0.12%	0.00%	0.00%	0.00%	0.70%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.17%	0.32%	0.00%	0.00%	0.00%	0.44%	0.14%	0.00%	0.16%	0.00%	0.18%	0.05%	0.24%	0.54%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
																																																												
