Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																															
Дата голосования: 02.12.2007																																																															
																																																															
Наименование Избирательной комиссии:    Рузаевская																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584					
14	Число погашенных неиспользованных открепительных удостоверений	642	15	19	0	0	2	5	4	16	19	16	13	5	3	16	15	15	7	15	4	4	19	0	27	18	23	0	0	8	11	19	14	22	25	8	11	20	17	1	19	0	13	9	9	9	14	10	14	10	4	19	15	22	9	15	15	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	1.Политическая партия «Аграрная партия России»	199	2	7	10	10	1	2	9	2	0	4	2	7	13	5	0	1	4	2	0	2	5	0	0	0	13	0	1	5	0	8	0	14	0	4	4	4	5	7	19	0	0	0	0	0	6	8	2	2	0	3	0	1	1	0	4	0					
		0.41%	0.12%	0.80%	0.64%	0.67%	0.12%	0.28%	0.63%	0.25%	0.00%	0.42%	0.31%	0.42%	0.82%	0.36%	0.00%	0.16%	1.20%	0.36%	0.00%	0.36%	0.67%	0.00%	0.00%	0.00%	1.43%	0.00%	2.08%	0.68%	0.00%	0.76%	0.00%	0.85%	0.00%	0.48%	0.70%	0.25%	0.38%	0.40%	1.88%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	1.03%	0.51%	0.61%	0.00%	0.26%	0.00%	0.16%	0.36%	0.00%	1.06%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	87	0	3	2	6	0	0	4	2	0	1	2	4	9	5	0	2	0	0	0	0	2	0	0	0	0	0	0	1	0	2	10	5	0	2	0	3	5	5	4	0	0	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0					
		0.18%	0.00%	0.34%	0.13%	0.40%	0.00%	0.00%	0.28%	0.25%	0.00%	0.11%	0.31%	0.24%	0.57%	0.36%	0.00%	0.33%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.19%	0.56%	0.30%	0.00%	0.24%	0.00%	0.18%	0.38%	0.28%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	48	0	1	5	3	0	0	2	0	0	2	1	0	2	2	0	1	0	0	0	0	1	0	2	0	2	0	0	0	0	1	4	7	0	2	0	0	0	3	3	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0					
		0.10%	0.00%	0.11%	0.32%	0.20%	0.00%	0.00%	0.14%	0.00%	0.00%	0.21%	0.16%	0.00%	0.13%	0.14%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.38%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.10%	0.22%	0.42%	0.00%	0.24%	0.00%	0.00%	0.00%	0.17%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3194	41	123	146	122	15	33	277	88	71	70	53	115	174	59	6	8	6	11	7	7	52	32	13	11	14	7	4	85	13	131	203	152	37	96	84	124	177	143	62	36	3	4	3	35	7	76	13	14	4	31	46	5	15	5	7	18					
		6.59%	2.46%	14.12%	9.35%	8.19%	1.75%	4.58%	19.40%	10.96%	8.31%	7.43%	8.23%	6.89%	10.98%	4.26%	1.11%	1.31%	1.80%	1.97%	1.98%	1.26%	6.99%	5.44%	2.50%	1.84%	1.54%	3.37%	8.33%	11.60%	3.14%	12.46%	11.40%	9.18%	2.14%	11.57%	14.66%	7.60%	13.43%	8.08%	6.14%	1.98%	0.61%	1.86%	1.76%	2.48%	1.50%	9.76%	3.34%	4.28%	3.51%	2.71%	3.48%	0.78%	5.43%	1.08%	1.86%	3.17%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	55	1	1	5	7	0	1	0	0	1	1	6	2	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	0	0	9	2	0	1	0	1	1	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0					
		0.11%	0.06%	0.11%	0.32%	0.47%	0.00%	0.14%	0.00%	0.00%	0.12%	0.11%	0.93%	0.12%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.51%	0.12%	0.00%	0.12%	0.00%	0.06%	0.08%	0.23%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	21	0	2	3	0	0	0	2	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
		0.04%	0.00%	0.23%	0.19%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.11%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.12%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	991	4	36	55	60	7	12	57	24	19	15	17	40	46	60	12	7	3	1	4	3	20	14	2	3	14	11	2	26	2	37	58	58	2	28	25	15	30	6	19	20	0	2	1	3	4	36	7	9	0	13	22	3	0	0	7	10					
		2.04%	0.24%	4.13%	3.52%	4.03%	0.82%	1.66%	3.99%	2.99%	2.22%	1.59%	2.64%	2.40%	2.90%	4.34%	2.22%	1.14%	0.90%	0.18%	1.13%	0.54%	2.69%	2.38%	0.38%	0.50%	1.54%	5.29%	4.17%	3.55%	0.48%	3.52%	3.26%	3.50%	0.12%	3.37%	4.36%	0.92%	2.28%	0.34%	1.88%	1.10%	0.00%	0.93%	0.59%	0.21%	0.86%	4.62%	1.80%	2.75%	0.00%	1.14%	1.67%	0.47%	0.00%	0.00%	1.86%	1.76%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	818	7	27	54	0	2	10	55	27	15	12	20	56	56	35	9	5	3	0	3	3	9	5	2	3	0	5	4	23	0	40	55	49	4	18	23	20	23	13	44	0	1	0	1	0	5	20	2	5	2	12	14	1	0	4	7	5					
		1.69%	0.42%	3.10%	3.46%	0.00%	0.23%	1.39%	3.85%	3.36%	1.76%	1.27%	3.11%	3.35%	3.54%	2.53%	1.67%	0.82%	0.90%	0.00%	0.85%	0.54%	1.21%	0.85%	0.38%	0.50%	0.00%	2.40%	8.33%	3.14%	0.00%	3.81%	3.09%	2.96%	0.23%	2.17%	4.01%	1.23%	1.75%	0.73%	4.36%	0.00%	0.20%	0.00%	0.59%	0.00%	1.07%	2.57%	0.51%	1.53%	1.75%	1.05%	1.06%	0.16%	0.00%	0.87%	1.86%	0.88%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	134	2	5	7	3	1	0	5	0	2	2	3	11	6	4	0	1	0	0	0	0	1	0	1	0	2	1	0	3	0	4	8	24	0	6	4	2	2	6	6	0	3	0	1	0	0	2	0	0	0	2	4	0	0	0	0	0					
		0.28%	0.12%	0.57%	0.45%	0.20%	0.12%	0.00%	0.35%	0.00%	0.23%	0.21%	0.47%	0.66%	0.38%	0.29%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.19%	0.00%	0.22%	0.48%	0.00%	0.41%	0.00%	0.38%	0.45%	1.45%	0.00%	0.72%	0.70%	0.12%	0.15%	0.34%	0.59%	0.00%	0.61%	0.00%	0.59%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.17%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	42300	1605	659	1248	1266	823	659	979	657	736	800	532	1425	1252	1198	510	577	308	542	338	509	640	532	500	580	837	181	35	575	399	803	1414	1305	1687	635	412	1455	1058	1579	802	1746	480	209	164	1370	445	603	356	293	108	1079	1192	625	260	446	339	533					
		87.22%	96.40%	75.66%	79.90%	84.97%	96.26%	91.40%	68.56%	81.82%	86.18%	84.93%	82.61%	85.33%	79.04%	86.56%	94.44%	94.13%	92.22%	97.13%	95.75%	91.88%	86.14%	90.48%	96.15%	97.15%	92.18%	87.02%	72.92%	78.44%	96.38%	76.40%	79.39%	78.85%	97.51%	76.51%	71.90%	89.21%	80.27%	89.26%	79.41%	96.04%	98.36%	97.21%	96.47%	96.96%	95.29%	77.41%	91.52%	89.60%	94.74%	94.24%	90.30%	97.96%	94.20%	96.54%	90.16%	94.00%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	118	1	5	6	5	3	4	8	0	3	6	3	7	9	5	0	0	0	0	0	1	1	0	0	0	3	0	1	3	0	7	3	4	0	2	2	4	4	3	6	0	1	0	0	0	0	0	0	1	0	3	4	0	0	0	0	0					
		0.24%	0.06%	0.57%	0.38%	0.34%	0.35%	0.55%	0.56%	0.00%	0.35%	0.64%	0.47%	0.42%	0.57%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.13%	0.00%	0.00%	0.00%	0.33%	0.00%	2.08%	0.41%	0.00%	0.67%	0.17%	0.24%	0.00%	0.24%	0.35%	0.25%	0.30%	0.17%	0.59%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.26%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
