Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																														
Дата голосования: 07.12.2003 0:00:00																														
																														
Наименование Избирательной комиссии:    Горно-Алтайская городская																														
																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																														
																														
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23					
35	"18. ""ЛДПР"""	2339	144	109	87	85	99	100	103	123	100	81	116	113	105	158	103	70	134	82	119	110	134	40	24					
		11.55%	14.31%	11.55%	10.40%	11.72%	10.13%	11.13%	10.85%	11.24%	9.82%	7.93%	11.67%	11.22%	10.05%	15.22%	8.94%	10.54%	15.03%	11.42%	14.38%	13.03%	14.83%	14.38%	5.70%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	300	13	16	13	11	10	13	15	21	13	12	22	16	23	17	16	14	15	7	8	5	17	1	2					
		1.48%	1.29%	1.69%	1.55%	1.51%	1.02%	1.44%	1.58%	1.91%	1.27%	1.17%	2.21%	1.58%	2.20%	1.63%	1.38%	2.10%	1.68%	0.97%	0.96%	0.59%	1.88%	0.35%	0.47%					
37	"20. ""Политическая партия ""Единая Россия"""	6253	300	297	288	183	319	312	276	346	327	286	273	286	302	297	394	249	299	223	251	285	294	81	85					
		30.88%	29.82%	31.49%	34.44%	25.24%	32.65%	34.74%	29.08%	31.62%	32.12%	28.01%	27.46%	28.40%	28.92%	28.61%	34.20%	37.5%	33.55%	31.05%	30.35%	33.76%	32.55%	29.13%	20.19%					
38	"21. ""Российская Конституционно-демократическая партия"""	26	2	3	0	1	1	2	2	0	1	2	0	1	0	1	0	3	1	0	0	1	1	0	4					
		0.12%	0.19%	0.31%	0.0%	0.13%	0.10%	0.22%	0.21%	0.0%	0.09%	0.19%	0.0%	0.09%	0.0%	0.09%	0.0%	0.45%	0.11%	0.0%	0.0%	0.11%	0.11%	0.0%	0.95%					
39	"22. ""Развитие предпринимательства"""	42	1	0	0	1	2	3	5	3	1	1	1	0	4	1	4	3	3	3	1	3	2	0	0					
		0.20%	0.09%	0.0%	0.0%	0.13%	0.20%	0.33%	0.52%	0.27%	0.09%	0.09%	0.10%	0.0%	0.38%	0.09%	0.34%	0.45%	0.33%	0.41%	0.12%	0.35%	0.22%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2829	152	129	122	158	129	117	151	150	128	134	160	125	169	136	115	60	105	109	128	116	131	24	81					
		13.97%	15.10%	13.67%	14.59%	21.79%	13.20%	13.02%	15.91%	13.71%	12.57%	13.12%	16.09%	12.41%	16.18%	13.10%	9.98%	9.03%	11.78%	15.18%	15.47%	13.74%	14.50%	8.63%	19.23%					
																														
41	Против всех	673	37	51	28	28	43	20	27	38	42	34	16	29	31	29	38	25	23	20	23	26	27	5	33					
		3.32%	3.67%	5.40%	3.34%	3.86%	4.40%	2.22%	2.84%	3.47%	4.12%	3.33%	1.60%	2.87%	2.96%	2.79%	3.29%	3.76%	2.58%	2.78%	2.78%	3.08%	2.99%	1.79%	7.83%					
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
																														
