Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																													
Дата голосования: 07.12.2003 0:00:00																																																													
																																																													
Наименование Избирательной комиссии:    Тетюшская																																																													
																																																													
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																													
																																																													
		Сумма	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689	УИК №2690	УИК №2691	УИК №2692	УИК №2693	УИК №2694	УИК №2695					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	128	4	3	2	41	1	0	1	3	7	4	1	1	1	2	0	2	2	2	1	2	1	1	2	0	2	1	1	0	3	1	1	2	4	1	1	1	0	0	1	2	3	1	0	5	2	1	2	1	1	1	2	1	1	2					
14	Число погашенных открепительных удостоверений	146	0	1	2	0	0	1	6	5	7	9	5	0	5	3	5	4	2	2	3	10	6	1	5	3	3	2	1	3	3	0	2	2	2	2	3	3	0	3	0	0	1	3	3	0	2	5	0	3	0	3	5	0	4	3					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	"1. ""ЕДИНЕНИЕ"""	79	11	4	2	0	2	3	0	10	1	5	0	1	0	0	4	12	0	0	8	0	1	0	2	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	2	0	1	0					
		0.44%	1.28%	0.73%	0.32%	0.0%	0.21%	0.43%	0.0%	1.85%	0.12%	0.48%	0.0%	0.27%	0.0%	0.0%	0.81%	3.04%	0.0%	0.0%	1.95%	0.0%	0.31%	0.0%	0.41%	0.54%	0.0%	0.0%	0.0%	0.36%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	2.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	1.86%	0.0%	0.57%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	26	9	3	0	0	1	0	0	5	1	1	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	1.04%	0.54%	0.0%	0.0%	0.10%	0.0%	0.0%	0.92%	0.12%	0.09%	0.0%	0.0%	0.0%	0.0%	0.20%	0.25%	0.0%	0.0%	0.24%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.86%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	69	15	8	0	0	2	2	0	16	2	3	0	0	0	0	2	1	0	0	3	0	1	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	1	0	0	0	1	0	0	1	0	0	0	1	0					
		0.38%	1.74%	1.46%	0.0%	0.0%	0.21%	0.29%	0.0%	2.96%	0.25%	0.29%	0.0%	0.0%	0.0%	0.0%	0.40%	0.25%	0.0%	0.0%	0.73%	0.0%	0.31%	0.0%	0.82%	0.0%	0.0%	0.0%	1.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	1.23%	0.0%	0.57%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.57%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	57	6	2	0	0	1	1	0	6	1	0	0	0	0	0	9	13	0	0	2	0	1	0	3	0	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	1	0	3	0	0	0	1	0	0	1	0	0	0	0	0					
		0.31%	0.69%	0.36%	0.0%	0.0%	0.10%	0.14%	0.0%	1.11%	0.12%	0.0%	0.0%	0.0%	0.0%	0.0%	1.82%	3.29%	0.0%	0.0%	0.48%	0.0%	0.31%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%	1.86%	0.0%	0.0%	0.41%	0.0%	1.72%	0.0%	0.0%	0.0%	0.38%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%					
22	"5. ""За Русь Святую"""	20	2	4	0	0	1	2	0	1	0	5	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	0.23%	0.73%	0.0%	0.0%	0.10%	0.29%	0.0%	0.18%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	20	10	0	0	0	1	0	0	3	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.11%	1.16%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.55%	0.0%	0.09%	0.0%	0.27%	0.0%	0.0%	0.20%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	25	5	3	0	0	1	1	0	6	0	1	0	1	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
		0.14%	0.58%	0.54%	0.0%	0.0%	0.10%	0.14%	0.0%	1.11%	0.0%	0.09%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	11	2	1	0	0	1	0	0	1	0	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.23%	0.18%	0.0%	0.0%	0.10%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.40%	0.25%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.03%	0.34%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	79	9	8	1	0	1	0	0	5	1	1	0	0	0	0	5	4	0	0	8	5	0	0	6	0	1	1	4	2	0	0	1	0	0	2	0	0	1	1	0	5	0	1	0	0	0	0	2	0	0	0	2	0	1	1					
		0.44%	1.04%	1.46%	0.16%	0.0%	0.10%	0.0%	0.0%	0.92%	0.12%	0.09%	0.0%	0.0%	0.0%	0.0%	1.01%	1.01%	0.0%	0.0%	1.95%	3.37%	0.0%	0.0%	1.23%	0.0%	0.56%	0.36%	2.70%	0.73%	0.0%	0.0%	0.28%	0.0%	0.0%	1.80%	0.0%	0.0%	0.93%	0.36%	0.0%	2.06%	0.0%	0.57%	0.0%	0.0%	0.0%	0.0%	0.53%	0.0%	0.0%	0.0%	1.86%	0.0%	0.57%	0.96%					
28	"11. ""Истинные патриоты России"""	12	4	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.06%	0.46%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	33	7	6	0	0	1	0	0	5	0	4	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.18%	0.81%	1.09%	0.0%	0.0%	0.10%	0.0%	0.0%	0.92%	0.0%	0.39%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.24%	0.0%	0.31%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	3.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	12	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.11%	0.0%	0.0%	0.0%	0.10%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.25%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	12	1	1	0	0	0	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0					
		0.06%	0.11%	0.18%	0.0%	0.0%	0.0%	0.14%	0.0%	0.92%	0.0%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	103	24	20	3	0	3	0	3	22	0	7	0	0	0	0	5	2	0	0	3	0	1	0	1	0	0	0	1	3	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0					
		0.57%	2.79%	3.65%	0.48%	0.0%	0.32%	0.0%	1.59%	4.08%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	1.01%	0.50%	0.0%	0.0%	0.73%	0.0%	0.31%	0.0%	0.20%	0.0%	0.0%	0.0%	0.67%	1.10%	0.5%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.44%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	12	2	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.06%	0.23%	0.0%	0.16%	0.0%	0.10%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
35	"18. ""ЛДПР"""	304	55	55	2	0	18	7	1	41	3	16	0	1	0	3	15	5	0	0	0	3	0	0	23	1	1	0	13	1	5	3	2	0	5	0	0	1	1	0	0	5	0	0	1	0	0	1	0	0	3	0	4	3	1	5					
		1.70%	6.41%	10.05%	0.32%	0.0%	1.95%	1.02%	0.53%	7.60%	0.38%	1.56%	0.0%	0.27%	0.0%	1.5%	3.04%	1.26%	0.0%	0.0%	0.0%	2.02%	0.0%	0.0%	4.73%	0.54%	0.56%	0.0%	8.78%	0.36%	2.5%	2.01%	0.56%	0.0%	1.56%	0.0%	0.0%	0.68%	0.93%	0.0%	0.0%	2.06%	0.0%	0.0%	0.44%	0.0%	0.0%	0.38%	0.0%	0.0%	0.68%	0.0%	3.73%	1.07%	0.57%	4.80%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	713	36	25	19	83	48	38	0	42	50	3	7	7	0	1	119	72	0	1	24	6	14	0	34	15	1	1	0	4	1	5	1	0	5	0	2	0	6	0	0	6	13	17	1	0	0	2	0	0	2	0	0	1	0	1					
		4.00%	4.19%	4.57%	3.09%	11.15%	5.21%	5.56%	0.0%	7.79%	6.34%	0.29%	4.43%	1.92%	0.0%	0.5%	24.18%	18.27%	0.0%	0.48%	5.86%	4.05%	4.34%	0.0%	6.99%	8.10%	0.56%	0.36%	0.0%	1.47%	0.5%	3.35%	0.28%	0.0%	1.56%	0.0%	1.61%	0.0%	5.60%	0.0%	0.0%	2.47%	3.14%	9.77%	0.44%	0.0%	0.0%	0.76%	0.0%	0.0%	0.45%	0.0%	0.0%	0.35%	0.0%	0.96%					
37	"20. ""Политическая партия ""Единая Россия"""	14577	515	267	546	596	736	567	169	285	651	939	147	330	248	182	270	224	371	200	280	127	258	263	305	167	172	270	99	248	176	106	348	270	294	109	87	143	75	272	143	199	363	129	218	182	260	210	343	115	405	119	90	233	164	92					
		81.79%	60.02%	48.81%	88.92%	80.10%	79.99%	83.01%	89.89%	52.87%	82.61%	91.96%	93.03%	90.65%	98.41%	91.0%	54.87%	56.85%	99.19%	97.56%	68.45%	85.81%	80.12%	99.24%	62.75%	90.27%	97.72%	98.54%	66.89%	91.51%	88.0%	71.14%	98.02%	72.77%	91.87%	98.19%	70.16%	97.94%	70.09%	98.90%	96.62%	82.23%	87.89%	74.13%	97.32%	91.91%	98.11%	80.45%	92.20%	99.13%	91.83%	98.34%	84.11%	83.21%	94.79%	88.46%					
38	"21. ""Российская Конституционно-демократическая партия"""	18	2	0	0	0	2	0	0	4	0	1	0	0	0	0	1	1	0	0	1	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0					
		0.10%	0.23%	0.0%	0.0%	0.0%	0.21%	0.0%	0.0%	0.74%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.20%	0.25%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	14	4	5	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.07%	0.46%	0.91%	0.0%	0.0%	0.10%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	999	103	38	33	65	64	55	5	49	59	27	4	21	2	10	22	19	2	3	55	0	32	0	78	0	1	2	21	6	8	20	1	21	8	0	31	1	10	1	5	6	24	9	3	13	2	8	16	0	24	2	5	0	1	4					
		5.60%	12.00%	6.94%	5.37%	8.73%	6.95%	8.05%	2.65%	9.09%	7.48%	2.64%	2.53%	5.76%	0.79%	5.0%	4.47%	4.82%	0.53%	1.46%	13.44%	0.0%	9.93%	0.0%	16.04%	0.0%	0.56%	0.72%	14.18%	2.21%	4.0%	13.42%	0.28%	5.66%	2.5%	0.0%	25.0%	0.68%	9.34%	0.36%	3.37%	2.47%	5.81%	5.17%	1.33%	6.56%	0.75%	3.06%	4.30%	0.0%	5.44%	1.65%	4.67%	0.0%	0.57%	3.84%					
																																																													
41	Против всех	197	27	17	3	0	27	0	2	22	15	6	0	0	0	0	9	9	1	0	9	2	6	0	8	0	0	0	0	1	3	5	1	0	5	0	2	0	4	0	0	1	5	0	0	0	0	0	0	1	1	0	2	0	2	1					
		1.10%	3.14%	3.10%	0.48%	0.0%	2.93%	0.0%	1.06%	4.08%	1.90%	0.58%	0.0%	0.0%	0.0%	0.0%	1.82%	2.28%	0.26%	0.0%	2.20%	1.35%	1.86%	0.0%	1.64%	0.0%	0.0%	0.0%	0.0%	0.36%	1.5%	3.35%	0.28%	0.0%	1.56%	0.0%	1.61%	0.0%	3.73%	0.0%	0.0%	0.41%	1.21%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.22%	0.0%	1.86%	0.0%	1.15%	0.96%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
