Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Кудымкарская районная																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №5101	УИК №5102	УИК №5103	УИК №5104	УИК №5105	УИК №5106	УИК №5107	УИК №5108	УИК №5109	УИК №5110	УИК №5111	УИК №5112	УИК №5113	УИК №5114	УИК №5115	УИК №5116	УИК №5117	УИК №5118	УИК №5119	УИК №5120	УИК №5121	УИК №5122	УИК №5123	УИК №5124	УИК №5125	УИК №5126	УИК №5127	УИК №5129	УИК №5130	УИК №5131	УИК №5132	УИК №5133	УИК №5134	УИК №5135	УИК №5137	УИК №5138	УИК №5139	УИК №5140	УИК №5141	УИК №5142									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	555	20	10	10	10	10	10	20	10	10	10	20	5	10	10	10	10	10	10	10	20	20	10	10	20	10	20	20	10	10	20	20	20	10	20	10	10	20	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	54	8	3	0	0	0	1	1	0	0	1	0	1	0	2	0	0	1	0	0	0	2	0	2	0	3	4	0	0	0	1	4	3	1	1	3	0	3	2	6	1									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	34	4	1	0	2	0	2	0	0	0	0	0	0	0	1	0	1	1	0	0	1	4	0	0	0	0	5	1	4	0	0	2	1	0	0	0	0	0	3	1	0									
14	Число погашенных неиспользованных открепительных удостоверений	501	12	7	10	10	10	9	19	10	10	9	20	4	10	8	10	10	9	10	10	20	18	10	8	20	7	16	20	10	10	19	16	17	9	19	7	10	17	18	14	19									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	8	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																			
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	64	3	0	0	1	0	0	2	1	0	1	2	0	3	3	2	3	4	2	2	1	1	1	1	2	0	3	5	0	0	3	6	0	3	4	1	0	1	1	2	0									
		0.85%	0.67%	0.00%	0.00%	1.47%	0.00%	0.00%	0.74%	1.85%	0.00%	1.64%	0.38%	0.00%	1.61%	1.72%	1.11%	1.30%	6.45%	2.15%	1.69%	0.28%	0.45%	1.20%	0.61%	0.96%	0.00%	1.05%	1.56%	0.00%	0.00%	1.97%	1.41%	0.00%	2.78%	1.73%	0.75%	0.00%	0.29%	0.26%	1.23%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	228	8	0	3	2	1	3	10	5	1	2	22	4	6	5	19	8	0	3	2	6	5	6	1	6	2	14	9	3	2	6	5	8	3	8	3	0	9	20	3	5									
		3.02%	1.79%	0.00%	3.00%	2.94%	1.61%	4.62%	3.68%	9.26%	1.30%	3.28%	4.16%	3.39%	3.23%	2.87%	10.56%	3.46%	0.00%	3.23%	1.69%	1.65%	2.25%	7.23%	0.61%	2.88%	1.19%	4.91%	2.81%	3.61%	3.39%	3.95%	1.17%	3.83%	2.78%	3.46%	2.26%	0.00%	2.59%	5.13%	1.85%	1.40%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	152	8	6	1	1	1	0	11	0	1	2	12	5	4	6	2	4	0	2	4	12	3	0	5	1	2	4	5	5	2	9	4	4	1	3	3	1	2	6	4	6									
		2.01%	1.79%	5.41%	1.00%	1.47%	1.61%	0.00%	4.04%	0.00%	1.30%	3.28%	2.27%	4.24%	2.15%	3.45%	1.11%	1.73%	0.00%	2.15%	3.39%	3.31%	1.35%	0.00%	3.03%	0.48%	1.19%	1.40%	1.56%	6.02%	3.39%	5.92%	0.94%	1.91%	0.93%	1.30%	2.26%	1.61%	0.57%	1.54%	2.47%	1.68%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3898	238	66	69	31	35	26	153	33	48	30	218	64	76	81	113	142	39	53	62	180	96	52	88	107	88	124	166	51	34	72	232	120	59	103	81	28	174	174	89	203									
		51.66%	53.13%	59.46%	69.00%	45.59%	56.45%	40.00%	56.25%	61.11%	62.34%	49.18%	41.21%	54.24%	40.86%	46.55%	62.78%	61.47%	62.90%	56.99%	52.54%	49.59%	43.24%	62.65%	53.33%	51.44%	52.38%	43.51%	51.88%	61.45%	57.63%	47.37%	54.33%	57.42%	54.63%	44.59%	60.90%	45.16%	50.00%	44.62%	54.94%	56.70%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	1	0	0	1	0	0	0	0	0	0	2	0	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	0	0	1	0	0	0	1	2	0	2	1	0	1									
		0.36%	0.22%	0.00%	0.00%	1.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.54%	0.57%	0.56%	0.43%	1.61%	1.08%	0.85%	0.55%	0.45%	0.00%	0.61%	0.48%	0.60%	0.35%	0.31%	0.00%	0.00%	0.66%	0.00%	0.00%	0.00%	0.43%	1.50%	0.00%	0.57%	0.26%	0.00%	0.28%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	1	0	1	1	1	0	0	0	0	2	1	0	1	0	1	0	0	0	1	1	3	1	1	3	3	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1									
		0.37%	0.22%	0.00%	1.00%	1.47%	1.61%	0.00%	0.00%	0.00%	0.00%	3.28%	0.19%	0.00%	0.54%	0.00%	0.56%	0.00%	0.00%	0.00%	0.85%	0.28%	1.35%	1.20%	0.61%	1.44%	1.79%	0.00%	0.31%	0.00%	0.00%	0.66%	0.23%	0.00%	0.93%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1261	71	19	9	7	15	13	41	5	13	6	109	23	34	22	16	21	6	15	20	85	56	5	34	43	28	24	46	16	11	21	95	22	15	28	14	15	73	75	28	62									
		16.71%	15.85%	17.12%	9.00%	10.29%	24.19%	20.00%	15.07%	9.26%	16.88%	9.84%	20.60%	19.49%	18.28%	12.64%	8.89%	9.09%	9.68%	16.13%	16.95%	23.42%	25.23%	6.02%	20.61%	20.67%	16.67%	8.42%	14.38%	19.28%	18.64%	13.82%	22.25%	10.53%	13.89%	12.12%	10.53%	24.19%	20.98%	19.23%	17.28%	17.32%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	29	2	0	1	0	0	0	1	0	0	1	4	0	0	0	1	0	0	0	1	2	0	0	0	1	2	2	2	0	0	1	1	1	0	2	0	0	3	0	0	1									
		0.38%	0.45%	0.00%	1.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	1.64%	0.76%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.00%	0.85%	0.55%	0.00%	0.00%	0.00%	0.48%	1.19%	0.70%	0.63%	0.00%	0.00%	0.66%	0.23%	0.48%	0.00%	0.87%	0.00%	0.00%	0.86%	0.00%	0.00%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	40	4	0	0	0	1	0	3	0	1	0	3	0	0	0	2	0	0	0	0	3	0	1	0	1	1	2	4	0	0	1	1	1	1	1	1	0	0	3	1	4									
		0.53%	0.89%	0.00%	0.00%	0.00%	1.61%	0.00%	1.10%	0.00%	1.30%	0.00%	0.57%	0.00%	0.00%	0.00%	1.11%	0.00%	0.00%	0.00%	0.00%	0.83%	0.00%	1.20%	0.00%	0.48%	0.60%	0.70%	1.25%	0.00%	0.00%	0.66%	0.23%	0.48%	0.93%	0.43%	0.75%	0.00%	0.00%	0.77%	0.62%	1.12%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	1	2	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	1	1	2	3	1	0	1	2	0	1									
		0.30%	0.22%	1.80%	0.00%	0.00%	1.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.85%	0.00%	0.57%	0.56%	0.43%	0.00%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.31%	0.00%	0.00%	0.00%	0.23%	0.48%	1.85%	1.30%	0.75%	0.00%	0.29%	0.51%	0.00%	0.28%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	52	5	0	0	0	0	0	4	1	1	3	3	0	2	0	2	0	0	0	2	5	0	0	1	0	0	4	3	0	0	2	2	3	1	4	1	0	1	2	0	0									
		0.69%	1.12%	0.00%	0.00%	0.00%	0.00%	0.00%	1.47%	1.85%	1.30%	4.92%	0.57%	0.00%	1.08%	0.00%	1.11%	0.00%	0.00%	0.00%	1.69%	1.38%	0.00%	0.00%	0.61%	0.00%	0.00%	1.40%	0.94%	0.00%	0.00%	1.32%	0.47%	1.44%	0.93%	1.73%	0.75%	0.00%	0.29%	0.51%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	901	59	9	11	12	1	17	22	5	9	8	103	11	24	32	6	22	7	9	15	32	28	11	17	17	19	60	34	2	6	22	26	25	13	55	15	14	37	41	14	31									
		11.94%	13.17%	8.11%	11.00%	17.65%	1.61%	26.15%	8.09%	9.26%	11.69%	13.11%	19.47%	9.32%	12.90%	18.39%	3.33%	9.52%	11.29%	9.68%	12.71%	8.82%	12.61%	13.25%	10.30%	8.17%	11.31%	21.05%	10.63%	2.41%	10.17%	14.47%	6.09%	11.96%	12.04%	23.81%	11.28%	22.58%	10.63%	10.51%	8.64%	8.66%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	14	0	0	0	0	0	1	2	0	0	0	1	0	0	2	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	1	0									
		0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	1.54%	0.74%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	1.15%	0.00%	0.00%	0.00%	0.00%	0.85%	0.28%	0.45%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.62%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	430	32	5	3	5	2	2	13	2	1	3	29	7	9	11	6	7	3	7	4	15	14	2	4	12	16	27	25	5	1	5	21	17	2	11	7	4	17	41	12	21									
		5.70%	7.14%	4.50%	3.00%	7.35%	3.23%	3.08%	4.78%	3.70%	1.30%	4.92%	5.48%	5.93%	4.84%	6.32%	3.33%	3.03%	4.84%	7.53%	3.39%	4.13%	6.31%	2.41%	2.42%	5.77%	9.52%	9.47%	7.81%	6.02%	1.69%	3.29%	4.92%	8.13%	1.85%	4.76%	5.26%	6.45%	4.89%	10.51%	7.41%	5.87%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
