Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																								
Дата голосования: 04.12.2011																																																								
																																																								
Наименование Избирательной комиссии:    Новоузенская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №1179	УИК №1180	УИК №1181	УИК №1182	УИК №1183	УИК №1184	УИК №1185	УИК №1186	УИК №1187	УИК №1188	УИК №1189	УИК №1190	УИК №1191	УИК №1192	УИК №1193	УИК №1194	УИК №1195	УИК №1196	УИК №1197	УИК №1198	УИК №1199	УИК №1200	УИК №1201	УИК №1202	УИК №1203	УИК №1204	УИК №1205	УИК №1206	УИК №1207	УИК №1208	УИК №1209	УИК №1210	УИК №1211	УИК №1212	УИК №1213	УИК №1214	УИК №1215	УИК №1216	УИК №1217	УИК №1218	УИК №1219	УИК №1220	УИК №1221	УИК №1222	УИК №1223	УИК №1224	УИК №1225	УИК №1226	УИК №1227					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	478	6	25	16	10	11	13	15	16	2	18	25	15	10	13	24	3	10	13	2	2	2	2	10	5	10	2	2	15	4	2	10	2	2	5	15	35	20	13	2	7	4	10	35	2	3	4	2	2	2					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	414	6	21	16	7	11	12	14	16	0	16	23	13	10	11	24	3	6	13	1	2	1	0	10	5	4	0	1	15	4	1	6	0	1	0	13	35	15	13	2	7	0	10	35	1	3	4	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	104	1	2	1	2	5	4	10	0	2	2	2	4	4	3	1	3	1	1	1	1	1	0	3	0	2	1	1	2	0	0	2	0	0	0	0	6	7	0	0	2	1	3	6	3	4	2	5	3	0					
14	Число погашенных неиспользованных открепительных удостоверений	64	0	4	0	3	0	1	1	0	2	2	2	2	0	2	0	0	4	0	1	0	1	2	0	0	6	2	1	0	0	1	4	2	1	5	2	0	5	0	0	0	4	0	0	1	0	0	0	1	2					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	43	2	4	3	0	2	2	0	1	0	1	2	1	2	1	0	0	2	4	0	0	2	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	0	4	1	1	0	1	0	1	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																								
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1765	52	74	59	57	65	85	50	80	31	94	105	100	63	48	44	23	90	5	11	1	2	1	3	1	88	9	0	46	2	5	31	15	6	17	27	130	7	46	6	32	2	42	83	1	0	0	1	12	13					
		10.11%	13.58%	11.53%	11.30%	8.41%	12.72%	18.76%	7.76%	22.66%	12.76%	19.87%	17.68%	16.75%	11.52%	9.92%	16.00%	13.14%	20.18%	0.57%	10.58%	0.75%	0.95%	0.77%	0.90%	0.93%	12.75%	9.78%	0.00%	10.82%	2.67%	6.67%	9.84%	11.03%	4.00%	8.59%	6.80%	10.92%	0.79%	16.37%	5.22%	7.64%	1.52%	10.66%	15.46%	0.50%	0.00%	0.00%	1.92%	5.17%	6.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1168	59	54	44	55	44	51	44	47	4	41	49	59	39	62	24	24	70	3	2	0	1	0	2	2	71	4	1	11	2	7	9	2	4	3	41	87	8	9	10	17	1	33	60	1	0	0	1	4	2					
		6.69%	15.40%	8.41%	8.43%	8.11%	8.61%	11.26%	6.83%	13.31%	1.65%	8.67%	8.25%	9.88%	7.13%	12.81%	8.73%	13.71%	15.70%	0.34%	1.92%	0.00%	0.48%	0.00%	0.60%	1.87%	10.29%	4.35%	0.79%	2.59%	2.67%	9.33%	2.86%	1.47%	2.67%	1.52%	10.33%	7.31%	0.90%	3.20%	8.70%	4.06%	0.76%	8.38%	11.17%	0.50%	0.00%	0.00%	1.92%	1.72%	0.98%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	70	1	3	0	3	2	4	0	1	2	4	3	4	3	11	4	0	9	0	2	0	0	0	0	0	2	0	0	2	0	1	2	0	0	1	2	1	0	1	0	1	0	0	0	0	0	1	0	0	0					
		0.40%	0.26%	0.47%	0.00%	0.44%	0.39%	0.88%	0.00%	0.28%	0.82%	0.85%	0.51%	0.67%	0.55%	2.27%	1.45%	0.00%	2.02%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.47%	0.00%	1.33%	0.63%	0.00%	0.00%	0.51%	0.50%	0.08%	0.00%	0.36%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2266	70	61	80	37	63	67	53	65	22	126	85	105	69	78	56	24	81	28	40	2	3	1	4	1	59	2	2	193	29	21	36	10	5	30	59	251	17	28	23	40	18	47	113	2	1	2	1	12	44					
		12.98%	18.28%	9.50%	15.33%	5.46%	12.33%	14.79%	8.23%	18.41%	9.05%	26.64%	14.31%	17.59%	12.61%	16.12%	20.36%	13.71%	18.16%	3.20%	38.46%	1.49%	1.43%	0.77%	1.20%	0.93%	8.55%	2.17%	1.57%	45.41%	38.67%	28.00%	11.43%	7.35%	3.33%	15.15%	14.86%	21.09%	1.92%	9.96%	20.00%	9.55%	13.64%	11.93%	21.04%	0.99%	1.12%	1.44%	1.92%	5.17%	21.46%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	113	3	4	5	4	4	4	15	1	1	6	12	17	6	4	1	0	6	0	0	0	0	0	0	0	1	0	0	1	1	2	3	0	0	1	0	3	0	0	0	1	0	1	4	0	0	0	0	2	0					
		0.65%	0.78%	0.62%	0.96%	0.59%	0.78%	0.88%	2.33%	0.28%	0.41%	1.27%	2.02%	2.85%	1.10%	0.83%	0.36%	0.00%	1.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.24%	1.33%	2.67%	0.95%	0.00%	0.00%	0.51%	0.00%	0.25%	0.00%	0.00%	0.00%	0.24%	0.00%	0.25%	0.74%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11762	189	437	234	515	322	233	476	155	176	196	329	306	361	269	140	104	184	830	47	130	204	128	321	103	458	75	123	165	41	39	232	109	135	139	265	703	852	195	76	322	109	255	268	197	86	136	48	200	145					
		67.36%	49.35%	68.07%	44.83%	75.96%	63.01%	51.43%	73.91%	43.91%	72.43%	41.44%	55.39%	51.26%	65.99%	55.58%	50.91%	59.43%	41.26%	94.97%	45.19%	97.01%	97.14%	98.46%	96.69%	96.26%	66.38%	81.52%	96.85%	38.82%	54.67%	52.00%	73.65%	80.15%	90.00%	70.20%	66.75%	59.08%	96.38%	69.40%	66.09%	76.85%	82.58%	64.72%	49.91%	98.01%	96.63%	97.84%	92.31%	86.21%	70.73%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	31	1	0	2	4	2	1	0	1	3	1	4	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0					
		0.18%	0.26%	0.00%	0.38%	0.59%	0.39%	0.22%	0.00%	0.28%	1.23%	0.21%	0.67%	0.17%	0.18%	0.21%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	1.09%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
