Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Лесная																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617	УИК №618	УИК №619	УИК №620	УИК №621	УИК №622	УИК №623	УИК №624	УИК №625					
24	"7. ""Новый курс - Автомобильная Россия"""	29	0	0	0	3	1	1	9	2	2	4	1	6	0					
		0.79%	0.0%	0.0%	0.0%	1.40%	0.49%	0.41%	1.00%	0.80%	0.99%	1.48%	0.28%	1.82%	0.0%					
25	"8. ""Народно-республиканская партия России"""	9	0	0	1	1	1	1	0	0	3	1	0	0	1					
		0.24%	0.0%	0.0%	0.56%	0.46%	0.49%	0.41%	0.0%	0.0%	1.48%	0.37%	0.0%	0.0%	0.48%					
26	"9. ""Российская экологическая партия ""Зеленые"""	9	1	0	0	1	0	0	4	1	0	1	1	0	0					
		0.24%	0.53%	0.0%	0.0%	0.46%	0.0%	0.0%	0.44%	0.40%	0.0%	0.37%	0.28%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	517	19	7	25	24	36	64	105	31	49	23	65	47	22					
		14.24%	10.21%	6.42%	14.12%	11.21%	17.64%	26.33%	11.75%	12.44%	24.25%	8.55%	18.73%	14.32%	10.57%					
28	"11. ""Истинные патриоты России"""	5	0	0	1	0	1	0	0	1	0	0	1	1	0					
		0.13%	0.0%	0.0%	0.56%	0.0%	0.49%	0.0%	0.0%	0.40%	0.0%	0.0%	0.28%	0.30%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	49	1	2	1	3	6	1	12	4	1	6	2	4	6					
		1.35%	0.53%	1.83%	0.56%	1.40%	2.94%	0.41%	1.34%	1.60%	0.49%	2.23%	0.57%	1.21%	2.88%					
30	"13. ""Демократическая партия России"""	10	0	0	0	1	0	1	3	0	1	2	1	1	0					
		0.27%	0.0%	0.0%	0.0%	0.46%	0.0%	0.41%	0.33%	0.0%	0.49%	0.74%	0.28%	0.30%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	0	1	1	0	0	0	4	1	2	2	0	0	0					
		0.30%	0.0%	0.91%	0.56%	0.0%	0.0%	0.0%	0.44%	0.40%	0.99%	0.74%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	5	0	0	0	0	1	0	3	0	0	0	1	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.33%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	214	14	3	6	14	10	8	91	9	4	13	12	15	15					
		5.89%	7.52%	2.75%	3.38%	6.54%	4.90%	3.29%	10.19%	3.61%	1.98%	4.83%	3.45%	4.57%	7.21%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	16	1	0	0	0	2	2	4	0	0	0	4	1	2					
		0.44%	0.53%	0.0%	0.0%	0.0%	0.98%	0.82%	0.44%	0.0%	0.0%	0.0%	1.15%	0.30%	0.96%					
35	"18. ""ЛДПР"""	412	9	7	20	34	29	41	103	31	18	19	46	31	24					
		11.35%	4.83%	6.42%	11.29%	15.88%	14.21%	16.87%	11.53%	12.44%	8.91%	7.06%	13.25%	9.45%	11.53%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	101	13	2	7	4	7	7	17	12	2	10	5	11	4					
		2.78%	6.98%	1.83%	3.95%	1.86%	3.43%	2.88%	1.90%	4.81%	0.99%	3.71%	1.44%	3.35%	1.92%					
37	"20. ""Политическая партия ""Единая Россия"""	1239	80	56	67	73	55	59	282	82	66	117	120	106	76					
		34.14%	43.01%	51.37%	37.85%	34.11%	26.96%	24.27%	31.57%	32.93%	32.67%	43.49%	34.58%	32.31%	36.53%					
38	"21. ""Российская Конституционно-демократическая партия"""	8	2	0	0	1	0	0	1	0	1	0	0	2	1					
		0.22%	1.07%	0.0%	0.0%	0.46%	0.0%	0.0%	0.11%	0.0%	0.49%	0.0%	0.0%	0.60%	0.48%					
39	"22. ""Развитие предпринимательства"""	4	0	0	0	0	0	1	2	0	0	0	1	0	0					
		0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.22%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	521	16	22	14	27	25	43	137	52	20	34	35	69	27					
		14.35%	8.60%	20.18%	7.90%	12.61%	12.25%	17.69%	15.34%	20.88%	9.90%	12.63%	10.08%	21.03%	12.98%					
																				
41	Против всех	87	4	1	2	6	12	4	34	4	3	1	7	3	6					
		2.39%	2.15%	0.91%	1.12%	2.80%	5.88%	1.64%	3.80%	1.60%	1.48%	0.37%	2.01%	0.91%	2.88%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
