Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Краснознаменская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335					
		0.94%	0.85%	0.42%	0.92%	2.59%	0.48%	1.50%	1.87%	0.0%	0.46%	2.18%	0.75%	0.76%	0.37%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	99	35	20	7	1	1	4	4	0	1	5	6	12	3					
		2.02%	2.30%	2.83%	2.16%	0.37%	0.48%	2.01%	1.25%	0.0%	0.46%	2.73%	2.27%	4.61%	1.12%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	89	32	11	4	7	0	14	1	2	3	2	2	6	5					
		1.82%	2.10%	1.55%	1.23%	2.59%	0.0%	7.03%	0.31%	1.29%	1.40%	1.09%	0.75%	2.30%	1.87%					
22	"5. ""За Русь Святую"""	25	12	1	1	1	1	1	1	1	3	0	3	0	0					
		0.51%	0.78%	0.14%	0.30%	0.37%	0.48%	0.50%	0.31%	0.64%	1.40%	0.0%	1.13%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	11	2	1	2	0	2	0	1	1	0	0	0	2	0					
		0.22%	0.13%	0.14%	0.61%	0.0%	0.97%	0.0%	0.31%	0.64%	0.0%	0.0%	0.0%	0.76%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	28	9	4	1	2	1	0	3	0	0	2	2	2	2					
		0.57%	0.59%	0.56%	0.30%	0.74%	0.48%	0.0%	0.93%	0.0%	0.0%	1.09%	0.75%	0.76%	0.75%					
25	"8. ""Народно-республиканская партия России"""	17	1	6	0	5	1	0	0	1	0	2	1	0	0					
		0.34%	0.06%	0.84%	0.0%	1.85%	0.48%	0.0%	0.0%	0.64%	0.0%	1.09%	0.37%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	8	4	1	0	0	1	0	0	0	1	0	0	0	1					
		0.16%	0.26%	0.14%	0.0%	0.0%	0.48%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.37%					
27	"10. ""Аграрная партия России"""	331	64	34	17	48	22	16	41	15	25	11	26	10	2					
		6.77%	4.20%	4.81%	5.24%	17.77%	10.67%	8.04%	12.81%	9.67%	11.68%	6.01%	9.84%	3.84%	0.75%					
28	"11. ""Истинные патриоты России"""	10	3	2	0	0	1	1	1	0	1	1	0	0	0					
		0.20%	0.19%	0.28%	0.0%	0.0%	0.48%	0.50%	0.31%	0.0%	0.46%	0.54%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	41	14	4	2	0	3	0	5	2	0	2	5	1	3					
		0.83%	0.92%	0.56%	0.61%	0.0%	1.45%	0.0%	1.56%	1.29%	0.0%	1.09%	1.89%	0.38%	1.12%					
30	"13. ""Демократическая партия России"""	49	9	7	3	4	0	8	5	0	4	1	1	1	6					
		1.00%	0.59%	0.99%	0.92%	1.48%	0.0%	4.02%	1.56%	0.0%	1.86%	0.54%	0.37%	0.38%	2.25%					
31	"14. ""Великая Россия - Евразийский Союз"""	10	1	2	1	2	0	0	2	0	0	0	0	1	1					
		0.20%	0.06%	0.28%	0.30%	0.74%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	0.0%	0.38%	0.37%					
32	"15. ""Партия СЛОН"""	8	3	0	0	0	1	0	1	0	0	0	0	0	3					
		0.16%	0.19%	0.0%	0.0%	0.0%	0.48%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	1.12%					
33	"16. ""Родина"" (народно-патриотический союз)"""	293	127	40	22	10	17	8	13	1	21	7	7	8	12					
		5.99%	8.34%	5.66%	6.79%	3.70%	8.25%	4.02%	4.06%	0.64%	9.81%	3.82%	2.65%	3.07%	4.51%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	15	4	3	0	0	0	1	2	0	0	0	0	2	3					
		0.30%	0.26%	0.42%	0.0%	0.0%	0.0%	0.50%	0.62%	0.0%	0.0%	0.0%	0.0%	0.76%	1.12%					
35	"18. ""ЛДПР"""	751	234	100	37	33	32	17	55	20	44	34	48	50	47					
		15.36%	15.38%	14.16%	11.41%	12.22%	15.53%	8.54%	17.18%	12.90%	20.56%	18.57%	18.18%	19.23%	17.66%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	103	40	14	9	3	5	2	4	3	1	4	8	2	8					
		2.10%	2.62%	1.98%	2.77%	1.11%	2.42%	1.00%	1.25%	1.93%	0.46%	2.18%	3.03%	0.76%	3.00%					
37	"20. ""Политическая партия ""Единая Россия"""	2080	604	319	170	122	87	80	131	92	68	85	103	115	104					
		42.55%	39.71%	45.18%	52.46%	45.18%	42.23%	40.20%	40.93%	59.35%	31.77%	46.44%	39.01%	44.23%	39.09%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	2	2	0	0	1	0	0	1	0	1	0	2	0					
		0.18%	0.13%	0.28%	0.0%	0.0%	0.48%	0.0%	0.0%	0.64%	0.0%	0.54%	0.0%	0.76%	0.0%					
39	"22. ""Развитие предпринимательства"""	12	5	2	0	1	2	0	0	0	0	0	2	0	0					
		0.24%	0.32%	0.28%	0.0%	0.37%	0.97%	0.0%	0.0%	0.0%	0.0%	0.0%	0.75%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	499	195	80	17	8	20	24	13	10	32	10	26	25	39					
		10.20%	12.82%	11.33%	5.24%	2.96%	9.70%	12.06%	4.06%	6.45%	14.95%	5.46%	9.84%	9.61%	14.66%					
																				
41	Против всех	193	69	23	16	7	3	8	18	3	5	10	10	13	8					
		3.94%	4.53%	3.25%	4.93%	2.59%	1.45%	4.02%	5.62%	1.93%	2.33%	5.46%	3.78%	5.0%	3.00%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
