Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																			
Дата голосования: 04.12.2011																																																																			
																																																																			
Наименование Избирательной комиссии:    Анжеро-Судженская городская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	997	15	5	20	10	13	30	25	20	10	20	20	23	20	12	20	25	5	25	20	21	11	20	20	25	20	10	15	10	5	11	10	9	10	20	13	20	25	10	25	20	11	20	10	10	5	20	20	20	5	5	36	20	20	20	20	35	25	7	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	885	14	3	11	7	13	30	25	15	8	12	20	23	20	12	12	25	5	11	17	21	11	20	18	25	20	10	13	10	5	9	6	6	8	17	9	20	25	10	25	17	11	20	10	6	0	20	13	20	3	3	36	15	17	20	20	35	22	7	9	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	632	16	3	4	11	10	9	5	9	3	4	3	10	6	13	7	7	5	7	5	6	3	23	12	4	0	4	6	8	7	0	5	3	1	9	0	10	12	10	7	10	4	3	8	8	1	5	12	31	155	5	11	15	13	5	14	7	13	34	5	6					
14	Число погашенных неиспользованных открепительных удостоверений	112	1	2	9	3	0	0	0	5	2	8	0	0	0	0	8	0	0	14	3	0	0	0	2	0	0	0	2	0	0	2	4	3	2	3	4	0	0	0	0	3	0	0	0	4	5	0	7	0	2	2	0	5	3	0	0	0	3	0	1	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3311	25	46	59	30	20	64	17	38	50	131	70	99	113	81	60	17	10	28	29	77	64	56	99	68	119	41	60	68	25	22	41	42	49	38	33	48	68	24	29	78	45	24	54	42	15	46	49	43	37	9	102	25	102	60	102	136	71	84	45	84					
		7.35%	3.94%	12.85%	10.30%	4.24%	2.45%	4.84%	1.28%	2.95%	8.98%	14.49%	9.06%	11.70%	9.98%	10.79%	10.19%	1.36%	2.46%	4.71%	3.05%	9.32%	11.90%	8.96%	13.47%	8.85%	10.22%	7.37%	14.32%	10.56%	7.40%	4.63%	7.93%	8.70%	8.46%	4.51%	7.66%	6.11%	11.74%	3.00%	5.19%	11.98%	6.88%	4.76%	6.61%	7.54%	6.07%	10.95%	5.27%	4.49%	7.34%	4.76%	11.05%	2.31%	11.70%	4.32%	11.87%	11.57%	4.84%	8.97%	5.96%	11.48%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4881	40	67	86	32	53	77	69	49	55	122	104	100	113	112	74	211	47	7	37	154	85	99	69	133	117	72	66	89	45	30	48	107	75	49	64	40	81	32	39	102	56	28	44	116	27	54	137	93	94	16	113	42	117	60	148	198	74	170	107	136					
		10.83%	6.30%	18.72%	15.01%	4.53%	6.49%	5.82%	5.20%	3.80%	9.87%	13.50%	13.45%	11.82%	9.98%	14.91%	12.56%	16.85%	11.55%	1.18%	3.89%	18.64%	15.80%	15.84%	9.39%	17.32%	10.05%	12.95%	15.75%	13.82%	13.31%	6.32%	9.28%	22.15%	12.95%	5.81%	14.85%	5.09%	13.99%	4.00%	6.98%	15.67%	8.56%	5.56%	5.39%	20.83%	10.93%	12.86%	14.73%	9.71%	18.65%	8.47%	12.24%	3.87%	13.42%	4.32%	17.23%	16.85%	5.05%	18.16%	14.17%	18.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	444	8	9	3	10	0	18	4	8	9	9	6	17	11	5	4	7	9	3	14	8	6	15	10	10	5	3	3	5	5	0	2	1	7	5	2	5	5	8	5	4	7	5	3	5	0	4	12	8	7	2	11	3	14	12	10	37	13	8	6	9					
		0.99%	1.26%	2.51%	0.52%	1.41%	0.00%	1.36%	0.30%	0.62%	1.62%	0.99%	0.78%	2.01%	0.97%	0.67%	0.68%	0.56%	2.21%	0.50%	1.47%	0.97%	1.12%	2.40%	1.36%	1.30%	0.43%	0.54%	0.72%	0.78%	1.48%	0.00%	0.39%	0.21%	1.21%	0.59%	0.46%	0.64%	0.86%	1.00%	0.89%	0.61%	1.07%	0.99%	0.37%	0.90%	0.00%	0.95%	1.29%	0.84%	1.39%	1.06%	1.19%	0.28%	1.61%	0.86%	1.16%	3.15%	0.89%	0.85%	0.79%	1.23%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4351	34	35	62	46	54	76	96	46	90	137	126	140	132	87	69	13	24	30	36	118	69	78	129	107	108	51	37	58	37	34	50	37	41	40	33	45	84	36	27	100	56	29	59	81	17	61	95	71	67	18	149	130	165	58	105	200	103	69	71	95					
		9.65%	5.35%	9.78%	10.82%	6.51%	6.61%	5.74%	7.23%	3.57%	16.16%	15.15%	16.30%	16.55%	11.66%	11.58%	11.71%	1.04%	5.90%	5.04%	3.78%	14.29%	12.83%	12.48%	17.55%	13.93%	9.28%	9.17%	8.83%	9.01%	10.95%	7.16%	9.67%	7.66%	7.08%	4.74%	7.66%	5.73%	14.51%	4.50%	4.83%	15.36%	8.56%	5.75%	7.22%	14.54%	6.88%	14.52%	10.22%	7.41%	13.29%	9.52%	16.14%	11.99%	18.92%	4.17%	12.22%	17.02%	7.03%	7.37%	9.40%	12.98%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	667	10	2	11	9	12	23	2	12	6	17	24	21	15	13	6	5	5	10	13	13	15	11	22	9	18	12	3	19	2	10	3	8	2	8	4	6	10	16	4	13	13	8	5	8	6	6	17	2	7	2	35	9	29	13	14	14	24	13	7	11					
		1.48%	1.57%	0.56%	1.92%	1.27%	1.47%	1.74%	0.15%	0.93%	1.08%	1.88%	3.10%	2.48%	1.33%	1.73%	1.02%	0.40%	1.23%	1.68%	1.37%	1.57%	2.79%	1.76%	2.99%	1.17%	1.55%	2.16%	0.72%	2.95%	0.59%	2.11%	0.58%	1.66%	0.35%	0.95%	0.93%	0.76%	1.73%	2.00%	0.72%	1.99%	1.99%	1.59%	0.61%	1.44%	2.43%	1.43%	1.83%	0.21%	1.39%	1.06%	3.79%	0.83%	3.33%	0.94%	1.63%	1.19%	1.64%	1.39%	0.93%	1.50%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	30140	485	193	340	564	667	1045	1119	1094	301	466	423	444	722	439	358	984	306	507	816	439	286	356	376	415	776	362	241	245	216	323	364	274	392	698	280	622	320	681	370	341	468	372	596	286	175	238	609	730	283	139	482	869	428	1170	457	564	1167	579	500	378					
		66.87%	76.38%	53.91%	59.34%	79.77%	81.64%	78.99%	84.33%	84.94%	54.04%	51.55%	54.72%	52.48%	63.78%	58.46%	60.78%	78.59%	75.18%	85.21%	85.71%	53.15%	53.16%	56.96%	51.16%	54.04%	66.67%	65.11%	57.52%	38.04%	63.91%	68.00%	70.41%	56.73%	67.70%	82.80%	64.97%	79.13%	55.27%	85.13%	66.19%	52.38%	71.56%	73.81%	72.95%	51.35%	70.85%	56.67%	65.48%	76.20%	56.15%	73.54%	52.22%	80.17%	49.08%	84.17%	53.20%	48.00%	79.60%	61.86%	66.23%	51.64%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	143	1	0	1	0	2	7	1	4	1	4	3	8	5	2	2	1	0	10	7	0	0	0	4	2	4	1	1	1	0	0	2	3	0	1	2	3	1	1	2	3	0	3	4	2	1	1	3	1	4	1	6	0	2	3	1	3	6	4	2	6					
		0.32%	0.16%	0.00%	0.17%	0.00%	0.24%	0.53%	0.08%	0.31%	0.18%	0.44%	0.39%	0.95%	0.44%	0.27%	0.34%	0.08%	0.00%	1.68%	0.74%	0.00%	0.00%	0.00%	0.54%	0.26%	0.34%	0.18%	0.24%	0.16%	0.00%	0.00%	0.39%	0.62%	0.00%	0.12%	0.46%	0.38%	0.17%	0.13%	0.36%	0.46%	0.00%	0.60%	0.49%	0.36%	0.40%	0.24%	0.32%	0.10%	0.79%	0.53%	0.65%	0.00%	0.23%	0.22%	0.12%	0.26%	0.41%	0.43%	0.26%	0.82%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
