Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																			
Дата голосования: 02.12.2007																																																																			
																																																																			
Наименование Избирательной комиссии:    Анжеро-Судженская городская																																																																			
																																																																			
Сводная таблица результатов выборов																																																																			
																																																																			
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	1.Политическая партия «Аграрная партия России»	577	10	3	5	45	9	8	11	5	5	12	11	19	11	5	8	14	9	11	9	10	12	8	12	15	15	4	4	10	3	2	9	4	1	8	2	6	11	6	10	0	8	5	8	2	2	5	14	26	6	2	11	23	16	9	13	26	17	4	7	11					
		1.09%	1.32%	0.46%	0.53%	6.08%	1.10%	0.71%	0.83%	0.38%	0.49%	0.82%	1.71%	1.90%	1.13%	0.64%	1.05%	1.38%	1.75%	1.22%	0.83%	0.72%	1.44%	0.62%	1.15%	1.32%	1.50%	0.58%	0.70%	1.03%	0.87%	0.38%	1.46%	0.60%	0.13%	0.77%	0.27%	0.74%	1.62%	0.71%	1.32%	0.00%	1.45%	0.85%	0.89%	0.25%	1.02%	0.70%	1.46%	2.26%	1.04%	0.67%	0.86%	2.40%	1.58%	0.68%	0.86%	1.84%	1.35%	0.59%	0.75%	1.18%					
19	2.Всероссийская политическая партия «Гражданская Сила»	224	1	1	1	9	3	14	7	3	3	6	5	3	11	3	3	5	3	1	3	1	3	2	5	7	3	3	2	3	1	1	1	2	3	5	0	2	2	0	2	1	2	3	6	1	0	5	7	4	0	0	3	10	8	4	10	10	7	7	0	3					
		0.42%	0.13%	0.15%	0.11%	1.22%	0.37%	1.24%	0.53%	0.23%	0.29%	0.41%	0.78%	0.30%	1.13%	0.39%	0.39%	0.49%	0.58%	0.11%	0.28%	0.07%	0.36%	0.16%	0.48%	0.62%	0.30%	0.44%	0.35%	0.31%	0.29%	0.19%	0.16%	0.30%	0.38%	0.48%	0.00%	0.25%	0.29%	0.00%	0.26%	0.20%	0.36%	0.51%	0.67%	0.13%	0.00%	0.70%	0.73%	0.35%	0.00%	0.00%	0.24%	1.04%	0.79%	0.30%	0.66%	0.71%	0.56%	1.04%	0.00%	0.32%					
20	3.Политическая партия «Демократическая партия России»	59	0	1	1	5	0	1	0	1	0	4	0	2	2	0	0	1	1	2	1	0	2	0	0	4	1	0	1	0	0	0	0	4	0	3	0	1	1	1	2	0	0	0	2	0	1	1	3	3	0	0	0	1	0	2	0	3	0	1	0	0					
		0.11%	0.00%	0.15%	0.11%	0.68%	0.00%	0.09%	0.00%	0.08%	0.00%	0.27%	0.00%	0.20%	0.20%	0.00%	0.00%	0.10%	0.19%	0.22%	0.09%	0.00%	0.24%	0.00%	0.00%	0.35%	0.10%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.29%	0.00%	0.12%	0.15%	0.12%	0.26%	0.00%	0.00%	0.00%	0.22%	0.00%	0.51%	0.14%	0.31%	0.26%	0.00%	0.00%	0.00%	0.10%	0.00%	0.15%	0.00%	0.21%	0.00%	0.15%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3621	53	28	31	41	48	102	127	57	37	152	70	77	80	64	39	58	39	42	50	77	42	51	100	78	69	48	24	50	12	35	36	34	21	93	46	124	91	40	38	22	27	33	71	23	20	40	99	84	19	25	135	120	114	87	92	106	86	18	37	59					
		6.82%	6.98%	4.31%	3.26%	5.54%	5.86%	9.04%	9.59%	4.30%	3.60%	10.40%	10.90%	7.71%	8.19%	8.22%	5.10%	5.73%	7.59%	4.68%	4.64%	5.51%	5.05%	3.97%	9.55%	6.87%	6.90%	6.99%	4.20%	5.15%	3.50%	6.72%	5.85%	5.06%	2.63%	9.00%	6.15%	15.38%	13.36%	4.71%	5.00%	4.43%	4.89%	5.63%	7.93%	2.92%	10.15%	5.63%	10.33%	7.31%	3.30%	8.33%	10.60%	12.53%	11.25%	6.55%	6.12%	7.51%	6.83%	2.66%	3.96%	6.33%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	185	4	4	1	3	2	4	3	3	1	5	3	2	4	5	9	4	2	0	6	1	0	2	6	4	4	5	1	2	2	1	1	7	1	6	6	5	1	2	1	3	2	1	1	0	0	1	3	3	0	0	5	9	6	5	3	3	10	3	1	3					
		0.35%	0.53%	0.62%	0.11%	0.41%	0.24%	0.35%	0.23%	0.23%	0.10%	0.34%	0.47%	0.20%	0.41%	0.64%	1.18%	0.40%	0.39%	0.00%	0.56%	0.07%	0.00%	0.16%	0.57%	0.35%	0.40%	0.73%	0.18%	0.21%	0.58%	0.19%	0.16%	1.04%	0.13%	0.58%	0.80%	0.62%	0.15%	0.24%	0.13%	0.60%	0.36%	0.17%	0.11%	0.00%	0.00%	0.14%	0.31%	0.26%	0.00%	0.00%	0.39%	0.94%	0.59%	0.38%	0.20%	0.21%	0.79%	0.44%	0.11%	0.32%					
23	6.Политическая партия «Партия социальной справедливости»	62	0	0	1	5	0	2	0	1	0	4	0	2	0	0	0	1	3	0	0	2	1	2	1	0	1	3	1	3	1	2	0	0	0	1	0	1	1	0	1	0	1	1	0	0	0	2	3	1	0	0	3	0	0	3	0	4	2	0	2	0					
		0.12%	0.00%	0.00%	0.11%	0.68%	0.00%	0.18%	0.00%	0.08%	0.00%	0.27%	0.00%	0.20%	0.00%	0.00%	0.00%	0.10%	0.58%	0.00%	0.00%	0.14%	0.12%	0.16%	0.10%	0.00%	0.10%	0.44%	0.18%	0.31%	0.29%	0.38%	0.00%	0.00%	0.00%	0.10%	0.00%	0.12%	0.15%	0.00%	0.13%	0.00%	0.18%	0.17%	0.00%	0.00%	0.00%	0.28%	0.31%	0.09%	0.00%	0.00%	0.24%	0.00%	0.00%	0.23%	0.00%	0.28%	0.16%	0.00%	0.21%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3633	53	38	35	39	57	101	72	72	49	144	42	84	76	146	42	78	44	67	65	74	40	77	61	89	80	49	28	62	19	21	46	51	37	61	54	44	39	60	30	34	27	44	71	14	25	35	87	107	26	15	72	43	94	85	103	168	83	43	54	77					
		6.84%	6.98%	5.85%	3.68%	5.27%	6.96%	8.95%	5.44%	5.43%	4.77%	9.86%	6.54%	8.41%	7.78%	18.74%	5.49%	7.71%	8.56%	7.46%	6.03%	5.29%	4.81%	5.99%	5.83%	7.83%	8.00%	7.14%	4.90%	6.39%	5.54%	4.03%	7.48%	7.59%	4.64%	5.91%	7.22%	5.46%	5.73%	7.06%	3.95%	6.84%	4.89%	7.51%	7.93%	1.78%	12.69%	4.92%	9.08%	9.31%	4.52%	5.00%	5.65%	4.49%	9.28%	6.40%	6.85%	11.91%	6.59%	6.36%	5.78%	8.26%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1944	21	47	13	27	25	47	50	34	22	63	42	56	40	48	29	38	26	35	19	40	19	15	42	56	56	19	17	31	7	27	16	29	13	31	20	37	32	30	23	11	19	18	23	7	7	16	55	53	2	14	62	65	55	44	55	72	53	12	30	29					
		3.66%	2.77%	7.23%	1.37%	3.65%	3.05%	4.17%	3.78%	2.57%	2.14%	4.31%	6.54%	5.61%	4.09%	6.16%	3.79%	3.75%	5.06%	3.90%	1.76%	2.86%	2.29%	1.17%	4.01%	4.93%	5.60%	2.77%	2.98%	3.19%	2.04%	5.18%	2.60%	4.32%	1.63%	3.00%	2.67%	4.59%	4.70%	3.53%	3.03%	2.21%	3.44%	3.07%	2.57%	0.89%	3.55%	2.25%	5.74%	4.61%	0.35%	4.67%	4.87%	6.78%	5.43%	3.31%	3.66%	5.10%	4.21%	1.78%	3.21%	3.11%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	313	3	6	2	15	4	13	10	2	6	16	2	12	6	14	3	3	4	3	8	10	6	2	5	1	2	3	7	7	0	3	3	4	1	16	1	3	4	6	1	2	2	5	10	6	0	9	2	4	2	0	3	7	11	10	5	8	1	0	4	5					
		0.59%	0.40%	0.92%	0.21%	2.03%	0.49%	1.15%	0.76%	0.15%	0.58%	1.10%	0.31%	1.20%	0.61%	1.80%	0.39%	0.30%	0.78%	0.33%	0.74%	0.72%	0.72%	0.16%	0.48%	0.09%	0.20%	0.44%	1.23%	0.72%	0.00%	0.58%	0.49%	0.60%	0.13%	1.55%	0.13%	0.37%	0.59%	0.71%	0.13%	0.40%	0.36%	0.85%	1.12%	0.76%	0.00%	1.27%	0.21%	0.35%	0.35%	0.00%	0.24%	0.73%	1.09%	0.75%	0.33%	0.57%	0.08%	0.00%	0.43%	0.54%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	41693	606	514	835	533	666	809	1033	1133	901	1013	454	733	725	486	628	786	378	726	911	1170	694	1117	786	869	749	547	483	790	288	423	493	534	720	798	613	560	486	688	651	420	458	469	684	649	139	596	674	852	515	242	965	661	689	1068	1202	980	983	585	793	740					
		78.52%	79.84%	79.08%	87.89%	72.03%	81.32%	71.72%	78.02%	85.51%	87.73%	69.34%	70.72%	73.37%	74.21%	62.39%	82.09%	77.67%	73.54%	80.85%	84.51%	83.69%	83.51%	86.86%	75.07%	76.50%	74.90%	79.74%	84.59%	81.36%	83.97%	81.19%	80.16%	79.46%	90.34%	77.25%	81.95%	69.48%	71.37%	80.94%	85.66%	84.51%	82.97%	80.03%	76.42%	82.36%	70.56%	83.83%	70.35%	74.15%	89.57%	80.67%	75.75%	68.99%	68.02%	80.42%	79.92%	69.45%	78.08%	86.54%	84.81%	79.40%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	350	4	3	0	15	1	18	5	5	1	22	9	8	17	3	2	6	2	5	3	9	4	3	8	5	12	2	1	12	1	3	4	1	0	7	4	11	8	11	1	0	4	2	3	2	2	1	9	11	5	1	9	10	13	8	9	11	8	2	1	3					
		0.66%	0.53%	0.46%	0.00%	2.03%	0.12%	1.60%	0.38%	0.38%	0.10%	1.51%	1.40%	0.80%	1.74%	0.39%	0.26%	0.59%	0.39%	0.56%	0.28%	0.64%	0.48%	0.23%	0.76%	0.44%	1.20%	0.29%	0.18%	1.24%	0.29%	0.58%	0.65%	0.15%	0.00%	0.68%	0.53%	1.36%	1.17%	1.29%	0.13%	0.00%	0.72%	0.34%	0.34%	0.25%	1.02%	0.14%	0.94%	0.96%	0.87%	0.33%	0.71%	1.04%	1.28%	0.60%	0.60%	0.78%	0.64%	0.30%	0.11%	0.32%					
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
																																																																			
