Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																		
Дата голосования: 18.09.2016																																																		
																																																		
"Наименование Избирательной комиссии:    Липецк, Правобережная"																																																		
																																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																																		
																																																		
		Сумма	УИК №2301	УИК №2302	УИК №2303	УИК №2304	УИК №2305	УИК №2306	УИК №2307	УИК №2308	УИК №2309	УИК №2310	УИК №2311	УИК №2312	УИК №2313	УИК №2314	УИК №2315	УИК №2316	УИК №2317	УИК №2318	УИК №2319	УИК №2320	УИК №2321	УИК №2322	УИК №2323	УИК №2324	УИК №2325	УИК №2326	УИК №2327	УИК №2328	УИК №2329	УИК №2330	УИК №2331	УИК №2332	УИК №2333	УИК №2334	УИК №2335	УИК №2336	УИК №2337	УИК №2338	УИК №2339									
		4.10%	3.40%	6.20%	4.25%	4.26%	6.00%	3.32%	3.76%	4.03%	4.22%	4.12%	3.71%	4.73%	4.73%	4.34%	2.85%	4.50%	5.32%	2.39%	4.06%	4.32%	5.18%	3.77%	3.82%	3.53%	3.97%	3.78%	2.87%	2.67%	4.35%	4.28%	3.37%	4.59%	2.81%	8.57%	4.71%	7.02%	2.48%	3.70%	1.54%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9387	115	134	297	348	294	279	252	344	427	286	379	187	232	293	251	205	223	191	261	340	251	212	229	278	311	382	215	188	276	312	343	278	236	121	175	50	95	26	71									
		37.01%	48.94%	37.75%	40.68%	39.01%	36.75%	38.64%	41.18%	35.54%	37.52%	33.69%	36.10%	34.00%	35.37%	34.35%	34.10%	31.83%	35.97%	32.59%	32.10%	39.67%	40.61%	38.06%	33.63%	32.71%	33.33%	39.02%	36.32%	38.60%	38.71%	40.47%	37.28%	37.52%	41.48%	38.41%	43.42%	43.86%	39.26%	32.10%	54.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	187	1	4	4	9	4	4	5	5	9	7	11	6	2	8	9	5	4	5	6	5	1	3	9	5	8	8	5	6	1	7	7	5	1	2	3	2	1	0	0									
		0.74%	0.43%	1.13%	0.55%	1.01%	0.50%	0.55%	0.82%	0.52%	0.79%	0.82%	1.05%	1.09%	0.30%	0.94%	1.22%	0.78%	0.65%	0.85%	0.74%	0.58%	0.16%	0.54%	1.32%	0.59%	0.86%	0.82%	0.84%	1.23%	0.14%	0.91%	0.76%	0.67%	0.18%	0.63%	0.74%	1.75%	0.41%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	47	0	0	4	2	2	3	1	2	2	2	3	1	1	1	2	0	4	3	1	0	1	0	0	1	2	0	0	0	0	1	1	1	2	1	2	0	0	1	0									
		0.19%	0.00%	0.00%	0.55%	0.22%	0.25%	0.42%	0.16%	0.21%	0.18%	0.24%	0.29%	0.18%	0.15%	0.12%	0.27%	0.00%	0.65%	0.51%	0.12%	0.00%	0.16%	0.00%	0.00%	0.12%	0.21%	0.00%	0.00%	0.00%	0.00%	0.13%	0.11%	0.13%	0.35%	0.32%	0.50%	0.00%	0.00%	1.23%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3902	36	82	103	155	129	105	78	127	165	114	186	80	100	94	109	77	90	88	126	133	86	106	109	138	117	143	87	88	107	108	144	147	114	44	66	10	78	14	19									
		15.39%	15.32%	23.10%	14.11%	17.38%	16.13%	14.54%	12.75%	13.12%	14.50%	13.43%	17.71%	14.55%	15.24%	11.02%	14.81%	11.96%	14.52%	15.02%	15.50%	15.52%	13.92%	19.03%	16.01%	16.24%	12.54%	14.61%	14.70%	18.07%	15.01%	14.01%	15.65%	19.84%	20.04%	13.97%	16.38%	8.77%	32.23%	17.28%	14.62%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	197	0	1	6	9	3	4	2	5	11	5	17	6	2	6	13	6	4	9	5	3	2	3	11	9	14	4	2	4	2	8	5	3	2	2	2	0	4	1	2									
		0.78%	0.00%	0.28%	0.82%	1.01%	0.38%	0.55%	0.33%	0.52%	0.97%	0.59%	1.62%	1.09%	0.30%	0.70%	1.77%	0.93%	0.65%	1.54%	0.62%	0.35%	0.32%	0.54%	1.62%	1.06%	1.50%	0.41%	0.34%	0.82%	0.28%	1.04%	0.54%	0.40%	0.35%	0.63%	0.50%	0.00%	1.65%	1.23%	1.54%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	330	2	2	8	15	6	15	5	24	13	15	16	6	7	14	14	6	15	13	7	9	8	6	7	3	10	9	6	0	11	10	14	15	7	4	1	0	6	0	1									
		1.30%	0.85%	0.56%	1.10%	1.68%	0.75%	2.08%	0.82%	2.48%	1.14%	1.77%	1.52%	1.09%	1.07%	1.64%	1.90%	0.93%	2.42%	2.22%	0.86%	1.05%	1.29%	1.08%	1.03%	0.35%	1.07%	0.92%	1.01%	0.00%	1.54%	1.30%	1.52%	2.02%	1.23%	1.27%	0.25%	0.00%	2.48%	0.00%	0.77%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	35	0	0	1	1	0	1	0	2	3	1	1	1	3	3	0	1	1	0	0	3	2	2	0	1	1	0	1	0	0	0	0	3	0	0	1	0	2	0	0									
		0.14%	0.00%	0.00%	0.14%	0.11%	0.00%	0.14%	0.00%	0.21%	0.26%	0.12%	0.10%	0.18%	0.46%	0.35%	0.00%	0.16%	0.16%	0.00%	0.00%	0.35%	0.32%	0.36%	0.00%	0.12%	0.11%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%	0.25%	0.00%	0.83%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	650	2	8	10	20	13	19	13	38	47	31	32	12	19	32	33	24	35	24	28	20	15	7	12	7	38	18	13	10	7	20	12	9	8	5	2	1	0	0	6									
		2.56%	0.85%	2.25%	1.37%	2.24%	1.63%	2.63%	2.12%	3.93%	4.13%	3.65%	3.05%	2.18%	2.90%	3.75%	4.48%	3.73%	5.65%	4.10%	3.44%	2.33%	2.43%	1.26%	1.76%	0.82%	4.07%	1.84%	2.20%	2.05%	0.98%	2.59%	1.30%	1.21%	1.41%	1.59%	0.50%	0.88%	0.00%	0.00%	4.62%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4717	44	59	146	153	170	139	131	195	159	179	188	120	132	169	131	147	114	121	152	155	117	96	128	164	159	174	129	90	126	140	193	113	78	57	73	27	16	19	14									
		18.60%	18.72%	16.62%	20.00%	17.15%	21.25%	19.25%	21.41%	20.14%	13.97%	21.08%	17.90%	21.82%	20.12%	19.81%	17.80%	22.83%	18.39%	20.65%	18.70%	18.09%	18.93%	17.24%	18.80%	19.29%	17.04%	17.77%	21.79%	18.48%	17.67%	18.16%	20.98%	15.25%	13.71%	18.10%	18.11%	23.68%	6.61%	23.46%	10.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	207	1	2	8	2	4	4	7	5	9	8	13	6	6	7	10	9	6	4	3	5	6	3	6	8	13	5	2	0	4	7	13	5	6	4	4	2	0	0	0									
		0.82%	0.43%	0.56%	1.10%	0.22%	0.50%	0.55%	1.14%	0.52%	0.79%	0.94%	1.24%	1.09%	0.91%	0.82%	1.36%	1.40%	0.97%	0.68%	0.37%	0.58%	0.97%	0.54%	0.88%	0.94%	1.39%	0.51%	0.34%	0.00%	0.56%	0.91%	1.41%	0.67%	1.05%	1.27%	0.99%	1.75%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2489	11	8	57	68	57	64	47	89	135	82	89	51	64	127	77	69	45	58	96	77	55	51	79	118	156	132	81	46	69	81	76	59	46	19	26	2	9	6	7									
		9.81%	4.68%	2.25%	7.81%	7.62%	7.13%	8.86%	7.68%	9.19%	11.86%	9.66%	8.48%	9.27%	9.76%	14.89%	10.46%	10.71%	7.26%	9.90%	11.81%	8.98%	8.90%	9.16%	11.60%	13.88%	16.72%	13.48%	13.68%	9.45%	9.68%	10.51%	8.26%	7.96%	8.08%	6.03%	6.45%	1.75%	3.72%	7.41%	5.38%									
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
																																																		
