Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Бураевская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №2009	УИК №2010	УИК №2011	УИК №2012	УИК №2013	УИК №2014	УИК №2015	УИК №2016	УИК №2017	УИК №2018	УИК №2019	УИК №2020	УИК №2021	УИК №2022	УИК №2023	УИК №2024	УИК №2025	УИК №2026	УИК №2027	УИК №2028	УИК №2029	УИК №2030	УИК №2031	УИК №2032	УИК №2033	УИК №2034	УИК №2035	УИК №2036	УИК №2037	УИК №2038	УИК №2039	УИК №2040	УИК №2041	УИК №2042	УИК №2043	УИК №2044	УИК №2045	УИК №2046	УИК №2047	УИК №2048	УИК №2049	УИК №2050	УИК №2051	УИК №2052	УИК №2053	УИК №2054	УИК №2055	УИК №2056	УИК №2057	УИК №2058	УИК №2059	УИК №2060	УИК №2061	УИК №2062	УИК №2063	УИК №2064					
		0.32%	0.10%	0.35%	0.45%	0.17%	0.42%	0.31%	0.52%	0.23%	0.0%	0.0%	1.04%	0.0%	0.0%	0.56%	0.18%	0.0%	0.45%	0.20%	0.72%	0.0%	0.0%	0.66%	0.63%	0.30%	0.72%	0.31%	0.65%	0.30%	0.45%	0.53%	0.0%	0.0%	0.59%	0.0%	0.32%	0.46%	0.0%	0.35%	1.0%	0.52%	0.0%	0.0%	0.25%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.50%	0.0%	1.06%					
27	"10. ""Аграрная партия России"""	981	44	46	36	22	31	25	26	22	5	1	23	20	3	24	58	33	6	13	19	5	4	20	11	39	33	13	22	11	15	6	33	4	22	4	9	2	0	22	26	9	9	2	17	4	8	2	22	6	9	14	14	6	25	18	49	9					
		5.31%	4.41%	5.42%	5.47%	3.78%	4.42%	3.99%	3.43%	2.62%	2.34%	1.56%	8.01%	8.47%	2.11%	6.74%	10.64%	10.71%	2.73%	2.62%	4.62%	5.10%	2.59%	6.60%	3.51%	11.78%	7.97%	4.07%	7.21%	3.31%	6.84%	3.19%	13.41%	4.76%	6.50%	2.42%	2.93%	0.92%	0.0%	7.71%	8.66%	4.73%	6.92%	1.65%	4.39%	2.35%	6.01%	1.81%	6.98%	3.20%	2.74%	3.44%	6.57%	4.37%	4.37%	9.04%	15.21%	4.81%					
28	"11. ""Истинные патриоты России"""	81	2	7	1	2	1	1	5	7	4	0	2	2	2	0	1	2	0	1	0	0	1	1	3	3	2	1	0	0	0	0	2	0	0	0	2	3	0	2	2	1	1	1	0	1	0	0	4	2	0	1	0	1	3	2	0	2					
		0.43%	0.20%	0.82%	0.15%	0.34%	0.14%	0.15%	0.66%	0.83%	1.87%	0.0%	0.69%	0.84%	1.40%	0.0%	0.18%	0.64%	0.0%	0.20%	0.0%	0.0%	0.64%	0.33%	0.95%	0.90%	0.48%	0.31%	0.0%	0.0%	0.0%	0.0%	0.81%	0.0%	0.0%	0.0%	0.65%	1.38%	0.0%	0.70%	0.66%	0.52%	0.76%	0.82%	0.0%	0.58%	0.0%	0.0%	1.26%	1.06%	0.0%	0.24%	0.0%	0.72%	0.52%	1.00%	0.0%	1.06%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	231	12	17	19	4	18	9	14	17	0	1	2	5	0	2	5	3	1	5	2	0	0	6	2	5	6	4	3	3	0	3	2	0	6	0	1	0	0	1	4	4	3	1	2	2	1	0	5	3	4	2	0	5	5	4	7	1					
		1.25%	1.20%	2.00%	2.89%	0.68%	2.56%	1.43%	1.85%	2.02%	0.0%	1.56%	0.69%	2.11%	0.0%	0.56%	0.91%	0.97%	0.45%	1.01%	0.48%	0.0%	0.0%	1.98%	0.63%	1.51%	1.44%	1.25%	0.98%	0.90%	0.0%	1.59%	0.81%	0.0%	1.77%	0.0%	0.32%	0.0%	0.0%	0.35%	1.33%	2.10%	2.30%	0.82%	0.51%	1.17%	0.75%	0.0%	1.58%	1.60%	1.21%	0.49%	0.0%	3.64%	0.87%	2.01%	2.17%	0.53%					
30	"13. ""Демократическая партия России"""	107	2	2	5	1	13	2	4	5	0	1	5	3	0	2	1	1	0	4	2	1	0	3	0	2	1	2	2	0	5	1	1	0	4	1	3	0	0	1	0	1	0	2	0	3	1	0	2	2	2	2	0	1	4	5	1	1					
		0.57%	0.20%	0.23%	0.76%	0.17%	1.85%	0.31%	0.52%	0.59%	0.0%	1.56%	1.74%	1.27%	0.0%	0.56%	0.18%	0.32%	0.0%	0.80%	0.48%	1.02%	0.0%	0.99%	0.0%	0.60%	0.24%	0.62%	0.65%	0.0%	2.28%	0.53%	0.40%	0.0%	1.18%	0.60%	0.97%	0.0%	0.0%	0.35%	0.0%	0.52%	0.0%	1.65%	0.0%	1.76%	0.75%	0.0%	0.63%	1.06%	0.60%	0.49%	0.0%	0.72%	0.69%	2.51%	0.31%	0.53%					
31	"14. ""Великая Россия - Евразийский Союз"""	79	5	2	6	4	0	1	2	4	0	0	1	2	0	1	2	1	1	2	1	1	0	7	1	1	4	0	0	0	0	0	0	0	1	4	1	0	1	3	2	1	0	1	1	1	2	0	0	4	2	0	0	1	0	1	2	2					
		0.42%	0.50%	0.23%	0.91%	0.68%	0.0%	0.15%	0.26%	0.47%	0.0%	0.0%	0.34%	0.84%	0.0%	0.28%	0.36%	0.32%	0.45%	0.40%	0.24%	1.02%	0.0%	2.31%	0.31%	0.30%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	2.42%	0.32%	0.0%	0.61%	1.05%	0.66%	0.52%	0.0%	0.82%	0.25%	0.58%	1.50%	0.0%	0.0%	2.13%	0.60%	0.0%	0.0%	0.72%	0.0%	0.50%	0.62%	1.06%					
32	"15. ""Партия СЛОН"""	69	4	5	2	5	6	1	0	3	2	0	0	2	1	0	0	0	3	1	2	0	0	3	1	1	0	1	2	1	1	1	0	0	3	2	0	1	0	1	1	3	1	0	0	0	0	0	0	1	1	0	0	0	2	2	0	3					
		0.37%	0.40%	0.58%	0.30%	0.85%	0.85%	0.15%	0.0%	0.35%	0.93%	0.0%	0.0%	0.84%	0.70%	0.0%	0.0%	0.0%	1.36%	0.20%	0.48%	0.0%	0.0%	0.99%	0.31%	0.30%	0.0%	0.31%	0.65%	0.30%	0.45%	0.53%	0.0%	0.0%	0.88%	1.21%	0.0%	0.46%	0.0%	0.35%	0.33%	1.57%	0.76%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.53%	0.30%	0.0%	0.0%	0.0%	0.34%	1.00%	0.0%	1.60%					
33	"16. ""Родина"" (народно-патриотический союз)"""	379	30	24	22	15	39	18	19	17	4	2	1	7	3	2	7	6	2	2	2	0	1	14	2	1	0	7	4	0	8	6	5	0	3	1	1	0	0	8	13	4	6	3	7	4	6	7	7	1	5	5	0	5	12	1	8	2					
		2.05%	3.00%	2.83%	3.34%	2.57%	5.56%	2.87%	2.51%	2.02%	1.87%	3.12%	0.34%	2.96%	2.11%	0.56%	1.28%	1.94%	0.91%	0.40%	0.48%	0.0%	0.64%	4.62%	0.63%	0.30%	0.0%	2.19%	1.31%	0.0%	3.65%	3.19%	2.03%	0.0%	0.88%	0.60%	0.32%	0.0%	0.0%	2.80%	4.33%	2.10%	4.61%	2.47%	1.80%	2.35%	4.51%	6.36%	2.22%	0.53%	1.52%	1.23%	0.0%	3.64%	2.09%	0.50%	2.48%	1.06%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	257	14	11	15	8	7	4	6	14	2	2	2	4	2	3	3	7	3	2	1	0	2	6	4	13	3	7	4	1	5	4	1	0	6	4	2	2	4	1	6	1	3	9	4	2	1	3	16	9	6	1	0	3	6	7	0	1					
		1.39%	1.40%	1.29%	2.28%	1.37%	0.99%	0.63%	0.79%	1.66%	0.93%	3.12%	0.69%	1.69%	1.40%	0.84%	0.55%	2.27%	1.36%	0.40%	0.24%	0.0%	1.29%	1.98%	1.27%	3.92%	0.72%	2.19%	1.31%	0.30%	2.28%	2.12%	0.40%	0.0%	1.77%	2.42%	0.65%	0.92%	2.46%	0.35%	2.0%	0.52%	2.30%	7.43%	1.03%	1.17%	0.75%	2.72%	5.07%	4.81%	1.82%	0.24%	0.0%	2.18%	1.04%	3.51%	0.0%	0.53%					
35	"18. ""ЛДПР"""	845	72	67	48	30	49	39	43	53	7	1	15	7	4	12	19	10	13	8	4	1	1	19	6	15	14	6	12	17	3	4	15	0	15	5	9	6	1	8	19	7	10	1	13	6	8	4	7	20	15	12	5	10	29	4	14	3					
		4.57%	7.22%	7.90%	7.30%	5.15%	6.99%	6.23%	5.68%	6.31%	3.28%	1.56%	5.22%	2.96%	2.81%	3.37%	3.48%	3.24%	5.93%	1.61%	0.97%	1.02%	0.64%	6.27%	1.91%	4.53%	3.38%	1.88%	3.93%	5.12%	1.36%	2.12%	6.09%	0.0%	4.43%	3.03%	2.93%	2.76%	0.61%	2.80%	6.33%	3.68%	7.69%	0.82%	3.35%	3.52%	6.01%	3.63%	2.22%	10.69%	4.57%	2.95%	2.34%	7.29%	5.06%	2.01%	4.34%	1.60%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	381	34	16	27	18	12	12	28	24	5	0	9	0	3	12	5	4	2	3	6	1	0	9	0	5	11	3	2	12	14	1	7	0	12	6	9	1	0	11	4	2	2	4	5	5	2	1	3	3	4	8	1	1	9	2	0	1					
		2.06%	3.41%	1.88%	4.10%	3.09%	1.71%	1.91%	3.70%	2.86%	2.34%	0.0%	3.13%	0.0%	2.11%	3.37%	0.91%	1.29%	0.91%	0.60%	1.45%	1.02%	0.0%	2.97%	0.0%	1.51%	2.65%	0.94%	0.65%	3.61%	6.39%	0.53%	2.84%	0.0%	3.55%	3.63%	2.93%	0.46%	0.0%	3.85%	1.33%	1.05%	1.53%	3.30%	1.29%	2.94%	1.50%	0.90%	0.95%	1.60%	1.21%	1.97%	0.46%	0.72%	1.57%	1.00%	0.0%	0.53%					
37	"20. ""Политическая партия ""Единая Россия"""	10600	452	393	306	297	334	354	421	392	143	40	168	117	83	221	334	166	145	410	338	77	131	130	219	123	258	189	182	231	110	120	99	78	146	86	214	182	124	138	157	106	59	63	259	100	79	54	177	73	234	322	158	77	359	63	183	126					
		57.39%	45.33%	46.34%	46.57%	51.03%	47.64%	56.54%	55.68%	46.72%	67.13%	62.5%	58.53%	49.57%	58.45%	62.07%	61.28%	53.89%	66.21%	82.82%	82.23%	78.57%	85.06%	42.90%	69.96%	37.16%	62.31%	59.24%	59.67%	69.57%	50.22%	63.82%	40.24%	92.85%	43.19%	52.12%	69.70%	83.87%	76.54%	48.42%	52.33%	55.78%	45.38%	52.06%	66.92%	58.82%	59.39%	49.09%	56.19%	39.03%	71.34%	79.31%	74.17%	56.20%	62.76%	31.65%	56.83%	67.37%					
38	"21. ""Российская Конституционно-демократическая партия"""	104	6	2	6	4	5	1	10	4	1	0	0	0	1	5	2	5	1	0	2	0	0	1	3	1	3	0	2	1	1	0	1	0	3	2	3	2	3	0	0	3	1	2	1	2	2	3	0	1	0	4	2	1	1	0	0	0					
		0.56%	0.60%	0.23%	0.91%	0.68%	0.71%	0.15%	1.32%	0.47%	0.46%	0.0%	0.0%	0.0%	0.70%	1.40%	0.36%	1.62%	0.45%	0.0%	0.48%	0.0%	0.0%	0.33%	0.95%	0.30%	0.72%	0.0%	0.65%	0.30%	0.45%	0.0%	0.40%	0.0%	0.88%	1.21%	0.97%	0.92%	1.85%	0.0%	0.0%	1.57%	0.76%	1.65%	0.25%	1.17%	1.50%	2.72%	0.0%	0.53%	0.0%	0.98%	0.93%	0.72%	0.17%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	72	4	5	5	3	4	5	3	7	1	0	1	0	1	2	1	2	1	0	0	0	0	2	0	2	2	3	0	0	1	1	0	0	2	1	0	0	0	2	1	0	0	1	0	0	0	0	0	0	1	0	0	0	4	1	2	1					
		0.38%	0.40%	0.58%	0.76%	0.51%	0.57%	0.79%	0.39%	0.83%	0.46%	0.0%	0.34%	0.0%	0.70%	0.56%	0.18%	0.64%	0.45%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.60%	0.48%	0.94%	0.0%	0.0%	0.45%	0.53%	0.0%	0.0%	0.59%	0.60%	0.0%	0.0%	0.0%	0.70%	0.33%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.30%	0.0%	0.0%	0.0%	0.69%	0.50%	0.62%	0.53%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1704	111	87	89	85	87	71	72	94	6	3	18	19	18	33	51	32	20	12	14	3	6	14	21	39	24	36	28	24	23	19	47	1	50	19	17	7	7	35	26	22	9	14	46	9	10	13	33	20	26	17	14	2	42	23	27	9					
		9.22%	11.13%	10.25%	13.54%	14.60%	12.41%	11.34%	9.52%	11.20%	2.81%	4.68%	6.27%	8.05%	12.67%	9.26%	9.35%	10.38%	9.13%	2.42%	3.40%	3.06%	3.89%	4.62%	6.70%	11.78%	5.79%	11.28%	9.18%	7.22%	10.50%	10.10%	19.10%	1.19%	14.79%	11.51%	5.53%	3.22%	4.32%	12.28%	8.66%	11.57%	6.92%	11.57%	11.88%	5.29%	7.51%	11.81%	10.47%	10.69%	7.92%	4.18%	6.57%	1.45%	7.34%	11.55%	8.38%	4.81%					
																																																															
41	Против всех	300	27	17	13	12	12	6	19	20	2	2	3	3	0	11	10	2	5	3	0	0	0	4	4	5	6	5	4	1	6	4	12	0	7	2	4	0	2	8	0	4	4	0	11	2	1	6	4	4	0	3	5	0	8	3	4	0					
		1.62%	2.70%	2.00%	1.97%	2.06%	1.71%	0.95%	2.51%	2.38%	0.93%	3.12%	1.04%	1.27%	0.0%	3.08%	1.83%	0.64%	2.28%	0.60%	0.0%	0.0%	0.0%	1.32%	1.27%	1.51%	1.44%	1.56%	1.31%	0.30%	2.73%	2.12%	4.87%	0.0%	2.07%	1.21%	1.30%	0.0%	1.23%	2.80%	0.0%	2.10%	3.07%	0.0%	2.84%	1.17%	0.75%	5.45%	1.26%	2.13%	0.0%	0.73%	2.34%	0.0%	1.39%	1.50%	1.24%	0.0%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
