Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																								
Дата голосования: 04.12.2011																																																																								
																																																																								
Наименование Избирательной комиссии:    Кугарчинская																																																																								
																																																																								
Сводная таблица результатов выборов																																																																								
																																																																								
		Сумма	УИК №2420	УИК №2421	УИК №2422	УИК №2423	УИК №2424	УИК №2425	УИК №2426	УИК №2427	УИК №2428	УИК №2429	УИК №2430	УИК №2431	УИК №2432	УИК №2433	УИК №2434	УИК №2435	УИК №2436	УИК №2437	УИК №2438	УИК №2439	УИК №2440	УИК №2441	УИК №2442	УИК №2443	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	902	57	5	16	102	61	2	0	12	0	8	2	4	2	20	13	32	5	28	7	13	0	0	0	2	11	6	118	74	53	7	0	10	0	0	2	0	4	18	21	3	15	19	2	2	5	1	14	7	15	15	2	12	2	18	5	0	1	1	0	1	2	2	1	36	6					
		4.18%	9.42%	0.24%	1.00%	15.41%	10.50%	2.56%	0.00%	6.42%	0.00%	4.44%	0.48%	1.34%	0.60%	4.10%	3.85%	12.70%	1.40%	14.00%	1.64%	2.86%	0.00%	0.00%	0.00%	1.07%	4.51%	1.33%	12.99%	11.16%	5.05%	13.21%	0.00%	6.85%	0.00%	0.00%	0.80%	0.00%	4.21%	8.49%	9.09%	2.86%	5.68%	3.35%	1.75%	0.71%	0.63%	0.84%	10.22%	6.54%	9.93%	10.14%	0.33%	5.77%	1.74%	7.76%	4.07%	0.00%	0.41%	0.46%	0.00%	0.76%	1.20%	1.75%	1.00%	15.58%	3.28%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	734	34	3	20	50	62	2	1	21	0	12	3	2	4	10	8	16	12	5	6	15	1	0	1	4	28	26	74	58	47	0	2	2	2	0	0	0	1	20	11	4	15	33	4	2	2	2	9	1	4	16	2	23	2	29	11	0	1	2	1	0	2	2	2	2	0					
		3.40%	5.62%	0.14%	1.25%	7.55%	10.67%	2.56%	0.37%	11.23%	0.00%	6.67%	0.72%	0.67%	1.19%	2.05%	2.37%	6.35%	3.35%	2.50%	1.41%	3.30%	0.75%	0.00%	0.85%	2.14%	11.48%	5.76%	8.15%	8.75%	4.48%	0.00%	0.85%	1.37%	0.69%	0.00%	0.00%	0.00%	1.05%	9.43%	4.76%	3.81%	5.68%	5.81%	3.51%	0.71%	0.25%	1.68%	6.57%	0.93%	2.65%	10.81%	0.33%	11.06%	1.74%	12.50%	8.94%	0.00%	0.41%	0.93%	1.01%	0.00%	1.20%	1.75%	2.00%	0.87%	0.00%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	84	9	1	1	12	5	0	0	3	0	0	1	0	1	0	0	1	0	3	2	4	0	0	0	0	0	0	8	2	9	0	3	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	1	0	0	1	2	0	2	0	0	0	0	0	0	0	0	1	1	5					
		0.39%	1.49%	0.05%	0.06%	1.81%	0.86%	0.00%	0.00%	1.60%	0.00%	0.00%	0.24%	0.00%	0.30%	0.00%	0.00%	0.40%	0.00%	1.50%	0.47%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.88%	0.30%	0.86%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.76%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.16%	0.96%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.43%	2.73%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	3592	174	252	173	206	128	9	11	56	12	29	25	15	45	74	89	25	68	17	38	29	38	50	13	11	17	123	311	233	260	8	104	26	9	1	4	2	4	42	40	33	51	74	37	11	90	5	38	5	43	41	4	34	29	67	18	20	8	12	3	6	17	22	37	58	58					
		16.66%	28.76%	12.10%	10.83%	31.12%	22.03%	11.54%	4.07%	29.95%	15.38%	16.11%	5.97%	5.03%	13.39%	15.16%	26.33%	9.92%	18.99%	8.50%	8.90%	6.39%	28.57%	18.59%	11.02%	5.88%	6.97%	27.27%	34.25%	35.14%	24.76%	15.09%	44.44%	17.81%	3.13%	1.72%	1.61%	1.65%	4.21%	19.81%	17.32%	31.43%	19.32%	13.03%	32.46%	3.89%	11.31%	4.20%	27.74%	4.67%	28.48%	27.70%	0.66%	16.35%	25.22%	28.88%	14.63%	5.00%	3.29%	5.56%	3.03%	4.55%	10.18%	19.30%	37.00%	25.11%	31.69%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	5	7	1	14	10	1	0	1	0	0	0	0	3	0	0	3	0	1	0	1	0	0	0	0	0	0	6	10	4	1	0	1	0	0	0	0	0	0	0	0	1	2	3	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0					
		0.38%	0.83%	0.34%	0.06%	2.11%	1.72%	1.28%	0.00%	0.53%	0.00%	0.00%	0.00%	0.00%	0.89%	0.00%	0.00%	1.19%	0.00%	0.50%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	1.51%	0.38%	1.89%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.38%	0.35%	2.63%	0.35%	0.00%	0.00%	0.00%	0.00%	0.66%	0.00%	0.16%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.46%	0.00%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	16020	313	1812	1382	266	298	64	258	92	66	130	382	277	278	381	223	174	273	144	374	391	94	219	104	170	188	296	377	279	650	37	125	106	277	57	243	119	86	130	159	65	180	439	64	263	698	111	76	93	82	76	598	137	82	113	89	380	232	200	95	124	146	88	50	134	111					
		74.28%	51.74%	86.99%	86.48%	40.18%	51.29%	82.05%	95.56%	49.20%	84.62%	72.22%	91.17%	92.95%	82.74%	78.07%	65.98%	69.05%	76.26%	72.00%	87.59%	86.12%	70.68%	81.41%	88.14%	90.91%	77.05%	65.63%	41.52%	42.08%	61.90%	69.81%	53.42%	72.60%	96.18%	98.28%	97.59%	98.35%	90.53%	61.32%	68.83%	61.90%	68.18%	77.29%	56.14%	92.93%	87.69%	93.28%	55.47%	86.92%	54.30%	51.35%	98.19%	65.87%	71.30%	48.71%	72.36%	95.00%	95.47%	92.59%	95.96%	93.94%	87.43%	77.19%	50.00%	58.01%	60.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	50	6	2	1	6	3	0	0	0	0	1	0	0	1	0	5	0	0	2	0	1	0	0	0	0	0	0	7	2	7	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0					
		0.23%	0.99%	0.10%	0.06%	0.91%	0.52%	0.00%	0.00%	0.00%	0.00%	0.56%	0.00%	0.00%	0.30%	0.00%	1.48%	0.00%	0.00%	1.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.77%	0.30%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%					
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
																																																																								
