Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																								
Дата голосования: 02.12.2007																																																								
																																																								
Наименование Избирательной комиссии:    Кугарчинская																																																								
																																																								
Сводная таблица результатов выборов																																																								
																																																								
		Сумма	УИК №2444	УИК №2445	УИК №2446	УИК №2447	УИК №2448	УИК №2449	УИК №2450	УИК №2451	УИК №2452	УИК №2453	УИК №2454	УИК №2455	УИК №2456	УИК №2457	УИК №2458	УИК №2459	УИК №2460	УИК №2461	УИК №2462	УИК №2463	УИК №2464	УИК №2465	УИК №2466	УИК №2467	УИК №2468	УИК №2469	УИК №2470	УИК №2471	УИК №2472	УИК №2473	УИК №2474	УИК №2475	УИК №2476	УИК №2477	УИК №2478	УИК №2479	УИК №2480	УИК №2481	УИК №2482	УИК №2483	УИК №2484	УИК №2485	УИК №2486	УИК №2487	УИК №2488	УИК №2489	УИК №2490	УИК №2491	УИК №2492					
		0.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%					
20	3.Политическая партия «Демократическая партия России»	2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	588	2	2	9	2	0	0	0	3	4	3	0	2	23	131	80	141	1	1	0	1	1	2	2	3	1	2	0	16	2	2	0	2	2	4	2	1	2	14	21	32	53	9	3	1	3	1	0	1	1					
		2.77%	0.66%	0.50%	1.77%	0.57%	0.00%	0.00%	0.00%	0.66%	0.71%	0.87%	0.00%	0.66%	6.73%	13.85%	11.59%	12.38%	0.27%	0.33%	0.00%	0.32%	0.44%	0.78%	0.60%	0.47%	0.31%	0.28%	0.00%	10.60%	1.90%	1.43%	0.00%	0.34%	0.96%	1.70%	0.90%	0.81%	1.01%	2.28%	1.05%	2.18%	7.29%	1.56%	0.71%	0.32%	0.56%	0.41%	0.00%	0.55%	0.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0					
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0					
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	76	0	0	2	1	0	0	0	0	0	0	0	1	6	28	0	12	2	1	0	1	0	0	0	2	1	1	0	2	0	0	1	0	0	0	0	1	1	2	1	2	4	2	1	1	0	0	0	0	0					
		0.36%	0.00%	0.00%	0.39%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	1.75%	2.96%	0.00%	1.05%	0.53%	0.33%	0.00%	0.32%	0.00%	0.00%	0.00%	0.31%	0.31%	0.14%	0.00%	1.32%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.00%	0.81%	0.50%	0.33%	0.05%	0.14%	0.55%	0.35%	0.24%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	92	0	1	2	0	0	0	0	0	2	0	0	1	15	31	0	12	0	0	0	0	0	0	1	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	2	15	3	0	0	0	0	0	0	0					
		0.43%	0.00%	0.25%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.00%	0.33%	4.39%	3.28%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.47%	0.00%	0.14%	0.00%	0.66%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.05%	0.14%	2.06%	0.52%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	11	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	1.46%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	20334	298	393	494	349	508	265	333	449	553	341	186	300	280	723	610	947	374	300	408	306	224	254	333	627	324	708	121	131	102	138	125	584	207	231	220	122	193	596	1963	1427	629	561	420	306	532	242	236	182	179					
		95.71%	99.00%	98.74%	97.24%	98.87%	100.00%	100.00%	100.00%	99.12%	98.22%	99.13%	100.00%	98.36%	81.87%	76.43%	88.41%	83.14%	99.20%	99.01%	99.76%	99.35%	99.56%	99.22%	99.11%	98.28%	99.08%	98.74%	99.18%	86.75%	97.14%	98.57%	99.21%	99.15%	99.04%	98.30%	99.10%	98.39%	96.98%	96.91%	98.35%	97.34%	86.52%	97.06%	99.06%	99.35%	99.44%	99.18%	100.00%	99.45%	98.90%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	14	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0					
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.07%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
																																																								
