Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Бологовская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №1192									
		2.40%	4.00%	2.18%	2.69%	2.15%	2.06%	2.57%	0.82%	2.30%	2.51%	1.97%	2.78%	1.20%	3.74%	1.72%	2.20%	2.66%	3.73%	2.04%	0.45%	3.15%	3.15%	1.60%	3.16%	2.86%	2.45%	2.05%	0.91%	1.73%	1.33%	4.82%	2.57%	0.00%	4.17%	1.86%	3.70%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	301	11	9	23	9	20	15	3	14	14	14	6	4	8	8	14	7	6	8	8	4	20	7	7	15	10	5	2	3	4	7	10	1	1	2	2									
		2.31%	2.75%	1.96%	2.95%	3.23%	2.95%	2.96%	0.82%	2.14%	1.85%	1.97%	1.52%	2.40%	2.49%	1.72%	2.79%	1.86%	3.73%	3.27%	3.57%	3.15%	3.15%	2.80%	3.68%	3.07%	1.88%	2.56%	0.91%	1.73%	1.78%	2.81%	1.07%	1.02%	1.39%	1.24%	7.41%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6162	164	240	318	125	274	213	160	288	338	275	182	89	160	253	214	199	83	116	141	64	323	151	96	208	205	100	132	104	125	138	480	69	36	89	10									
		47.33%	41.00%	52.29%	40.77%	44.80%	40.41%	42.09%	43.72%	44.10%	44.71%	38.73%	45.96%	53.29%	49.84%	54.29%	42.71%	52.93%	51.55%	47.35%	62.95%	50.39%	50.87%	60.40%	50.53%	42.54%	38.61%	51.28%	60.00%	60.12%	55.56%	55.42%	51.45%	70.41%	50.00%	55.28%	37.04%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	77	7	1	3	5	6	6	1	7	6	6	0	0	0	3	2	2	0	1	2	1	2	3	0	4	1	0	1	0	0	1	5	0	0	1	0									
		0.59%	1.75%	0.22%	0.38%	1.79%	0.88%	1.19%	0.27%	1.07%	0.79%	0.85%	0.00%	0.00%	0.00%	0.64%	0.40%	0.53%	0.00%	0.41%	0.89%	0.79%	0.31%	1.20%	0.00%	0.82%	0.19%	0.00%	0.45%	0.00%	0.00%	0.40%	0.54%	0.00%	0.00%	0.62%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	1	1	1	1	0	0	1	0	3	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	4	1	0	1	0									
		0.16%	0.25%	0.22%	0.13%	0.36%	0.00%	0.00%	0.27%	0.00%	0.40%	0.00%	0.00%	0.60%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.16%	0.40%	0.00%	0.20%	0.19%	0.00%	0.00%	0.00%	0.00%	0.00%	0.43%	1.02%	0.00%	0.62%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2367	77	67	133	41	123	98	89	122	114	122	82	25	58	85	87	50	25	31	26	26	108	43	33	116	136	37	25	25	21	38	256	13	7	21	7									
		18.18%	19.25%	14.60%	17.05%	14.70%	18.14%	19.37%	24.32%	18.68%	15.08%	17.18%	20.71%	14.97%	18.07%	18.24%	17.37%	13.30%	15.53%	12.65%	11.61%	20.47%	17.01%	17.20%	17.37%	23.72%	25.61%	18.97%	11.36%	14.45%	9.33%	15.26%	27.44%	13.27%	9.72%	13.04%	25.93%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	72	1	2	10	1	6	5	1	3	2	4	3	0	3	0	5	7	0	5	1	0	7	0	0	0	1	0	0	1	1	0	3	0	0	0	0									
		0.55%	0.25%	0.44%	1.28%	0.36%	0.88%	0.99%	0.27%	0.46%	0.26%	0.56%	0.76%	0.00%	0.93%	0.00%	0.99%	1.86%	0.00%	2.04%	0.45%	0.00%	1.10%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.58%	0.44%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	93	4	3	8	1	9	4	3	7	6	8	2	2	0	3	0	2	2	2	1	2	1	1	1	4	3	4	3	1	0	0	4	1	1	0	0									
		0.71%	1.00%	0.65%	1.03%	0.36%	1.33%	0.79%	0.82%	1.07%	0.79%	1.13%	0.51%	1.20%	0.00%	0.64%	0.00%	0.53%	1.24%	0.82%	0.45%	1.57%	0.16%	0.40%	0.53%	0.82%	0.56%	2.05%	1.36%	0.58%	0.00%	0.00%	0.43%	1.02%	1.39%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	1	3	0	1	0	3	1	2	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	2	0	0	0									
		0.16%	0.00%	0.22%	0.38%	0.00%	0.15%	0.00%	0.82%	0.15%	0.26%	0.00%	0.25%	0.00%	0.00%	0.21%	0.20%	0.00%	0.00%	0.00%	0.00%	0.79%	0.16%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	2.04%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	118	6	6	6	3	5	8	2	9	5	7	4	3	1	2	3	5	0	1	1	0	7	2	0	2	6	3	0	2	3	1	9	1	1	3	1									
		0.91%	1.50%	1.31%	0.77%	1.08%	0.74%	1.58%	0.55%	1.38%	0.66%	0.99%	1.01%	1.80%	0.31%	0.43%	0.60%	1.33%	0.00%	0.41%	0.45%	0.00%	1.10%	0.80%	0.00%	0.41%	1.13%	1.54%	0.00%	1.16%	1.33%	0.40%	0.96%	1.02%	1.39%	1.86%	3.70%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1916	57	61	138	46	127	86	48	98	123	144	65	33	33	53	103	51	24	36	17	8	84	22	32	57	85	27	39	25	46	32	78	7	13	15	3									
		14.72%	14.25%	13.29%	17.69%	16.49%	18.73%	16.99%	13.11%	15.01%	16.27%	20.28%	16.41%	19.76%	10.28%	11.37%	20.56%	13.56%	14.91%	14.69%	7.59%	6.30%	13.23%	8.80%	16.84%	11.66%	16.01%	13.85%	17.73%	14.45%	20.44%	12.85%	8.36%	7.14%	18.06%	9.32%	11.11%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	56	1	2	2	1	5	0	2	3	2	5	2	1	1	1	2	1	0	4	0	1	1	0	1	1	3	3	2	1	1	0	6	0	0	1	0									
		0.43%	0.25%	0.44%	0.26%	0.36%	0.74%	0.00%	0.55%	0.46%	0.26%	0.70%	0.51%	0.60%	0.31%	0.21%	0.40%	0.27%	0.00%	1.63%	0.00%	0.79%	0.16%	0.00%	0.53%	0.20%	0.56%	1.54%	0.91%	0.58%	0.44%	0.00%	0.64%	0.00%	0.00%	0.62%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1082	37	33	87	34	65	39	41	64	98	73	27	6	32	45	48	35	11	26	16	10	40	7	8	48	52	10	7	4	13	11	25	1	4	23	2									
		8.31%	9.25%	7.19%	11.15%	12.19%	9.59%	7.71%	11.20%	9.80%	12.96%	10.28%	6.82%	3.59%	9.97%	9.66%	9.58%	9.31%	6.83%	10.61%	7.14%	7.87%	6.30%	2.80%	4.21%	9.82%	9.79%	5.13%	3.18%	2.31%	5.78%	4.42%	2.68%	1.02%	5.56%	14.29%	7.41%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
