Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Лаганская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.20%	0.17%	0.18%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.18%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.20%	0.34%	0.18%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10507	566	508	432	328	269	603	622	481	571	573	461	405	580	417	306	279	353	599	146	521	453	537	497									
		92.32%	92.94%	93.04%	93.10%	92.92%	93.08%	92.77%	92.84%	93.40%	92.99%	91.97%	92.94%	92.68%	92.95%	91.45%	92.73%	91.78%	91.93%	91.03%	91.25%	90.92%	90.96%	91.79%	91.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	12	0	0	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	2	0	1	1	1	1									
		0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.20%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.17%	0.20%	0.17%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0									
		0.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.20%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	15	0	0	0	0	0	0	3	2	0	0	0	0	2	0	0	0	3	1	0	1	1	1	1									
		0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.39%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.78%	0.15%	0.00%	0.17%	0.20%	0.17%	0.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	598	29	26	22	16	17	33	32	22	36	40	24	21	29	22	20	18	18	37	10	34	29	34	29									
		5.25%	4.76%	4.76%	4.74%	4.53%	5.88%	5.08%	4.78%	4.27%	5.86%	6.42%	4.84%	4.81%	4.65%	4.82%	6.06%	5.92%	4.69%	5.62%	6.25%	5.93%	5.82%	5.81%	5.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	107	8	3	5	4	2	7	8	3	5	7	7	5	7	0	3	5	0	7	2	5	5	4	5									
		0.94%	1.31%	0.55%	1.08%	1.13%	0.69%	1.08%	1.19%	0.58%	0.81%	1.12%	1.41%	1.14%	1.12%	0.00%	0.91%	1.64%	0.00%	1.06%	1.25%	0.87%	1.00%	0.68%	0.92%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	124	6	9	5	5	1	6	2	7	2	3	3	6	3	17	1	2	10	6	2	11	6	5	6									
		1.09%	0.99%	1.65%	1.08%	1.42%	0.35%	0.92%	0.30%	1.36%	0.33%	0.48%	0.60%	1.37%	0.48%	3.73%	0.30%	0.66%	2.60%	0.91%	1.25%	1.92%	1.20%	0.85%	1.10%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
