Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Глушковская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349									
		0.55%	1.04%	0.43%	1.63%	1.08%	0.52%	0.60%	0.40%	0.45%	0.00%	0.50%	0.94%	0.55%	0.00%	0.00%	0.00%	2.17%	0.52%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.76%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	156	19	24	15	12	5	7	6	6	5	3	18	1	2	0	2	2	4	6	1	3	2	2	1	0	0	0	6	3	1									
		1.38%	3.28%	2.56%	1.63%	1.44%	1.31%	2.10%	2.37%	1.36%	2.09%	0.76%	2.41%	0.55%	0.70%	0.00%	0.93%	0.87%	2.06%	0.62%	0.52%	1.65%	0.50%	0.69%	0.32%	0.00%	0.00%	0.00%	1.15%	0.89%	0.76%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
