Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Ардатовская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	26	3	1	3	3	3	2	2	6	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0									
		0.13%	0.22%	0.08%	0.24%	0.22%	0.22%	0.30%	0.29%	0.53%	0.00%	0.21%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	18866	1251	1126	1166	1242	1231	619	653	1055	1062	454	1257	239	206	331	213	82	361	106	95	115	138	158	550	274	190	194	105	134	293	461	652	260	550	140	160	166	210	197	94	517	559									
		93.71%	92.39%	90.08%	92.03%	90.72%	91.59%	94.07%	93.96%	94.03%	94.07%	93.99%	93.95%	95.98%	92.38%	95.94%	87.65%	95.35%	90.02%	97.25%	95.00%	94.26%	97.18%	97.53%	97.00%	96.48%	90.48%	97.00%	97.22%	96.40%	96.07%	96.85%	97.02%	97.01%	91.06%	96.55%	96.97%	97.65%	96.77%	97.04%	92.16%	96.99%	97.39%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	11	1	1	2	2	0	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.07%	0.08%	0.16%	0.15%	0.00%	0.30%	0.29%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	2	0	3	1	0	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.15%	0.00%	0.24%	0.07%	0.00%	0.30%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	323	34	25	10	26	19	8	8	21	22	5	26	2	6	5	12	2	8	1	2	3	1	2	2	2	9	1	1	2	3	10	4	1	20	1	3	1	2	3	4	3	3									
		1.60%	2.51%	2.00%	0.79%	1.90%	1.41%	1.22%	1.15%	1.87%	1.95%	1.04%	1.94%	0.80%	2.69%	1.45%	4.94%	2.33%	1.99%	0.92%	2.00%	2.46%	0.70%	1.23%	0.35%	0.70%	4.29%	0.50%	0.93%	1.44%	0.98%	2.10%	0.60%	0.37%	3.31%	0.69%	1.82%	0.59%	0.92%	1.48%	3.92%	0.56%	0.52%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	11	1	1	4	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.07%	0.08%	0.32%	0.22%	0.00%	0.15%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	11	2	2	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.15%	0.16%	0.24%	0.15%	0.07%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	8	2	1	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.15%	0.08%	0.16%	0.07%	0.00%	0.00%	0.14%	0.00%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	2	2	2	3	2	2	2	6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.12%	0.15%	0.16%	0.16%	0.22%	0.15%	0.30%	0.29%	0.53%	0.09%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	535	29	64	61	57	48	13	13	24	22	9	30	0	8	8	18	0	28	1	3	3	2	2	14	7	7	4	1	1	6	3	0	5	20	3	2	2	0	2	4	11	0									
		2.66%	2.14%	5.12%	4.81%	4.16%	3.57%	1.98%	1.87%	2.14%	1.95%	1.86%	2.24%	0.00%	3.59%	2.32%	7.41%	0.00%	6.98%	0.92%	3.00%	2.46%	1.41%	1.23%	2.47%	2.46%	3.33%	2.00%	0.93%	0.72%	1.97%	0.63%	0.00%	1.87%	3.31%	2.07%	1.21%	1.18%	0.00%	0.99%	3.92%	2.06%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	26	3	2	2	1	2	3	3	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.13%	0.22%	0.16%	0.16%	0.07%	0.15%	0.46%	0.43%	0.45%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	149	7	20	2	19	18	4	4	5	14	2	23	0	1	1	0	0	2	1	0	0	1	0	1	1	2	1	0	2	3	2	2	1	0	1	0	1	4	0	0	2	2									
		0.74%	0.52%	1.60%	0.16%	1.39%	1.34%	0.61%	0.58%	0.45%	1.24%	0.41%	1.72%	0.00%	0.45%	0.29%	0.00%	0.00%	0.50%	0.92%	0.00%	0.00%	0.70%	0.00%	0.18%	0.35%	0.95%	0.50%	0.00%	1.44%	0.98%	0.42%	0.30%	0.37%	0.00%	0.69%	0.00%	0.59%	1.84%	0.00%	0.00%	0.38%	0.35%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
