Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Шпаковская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №1241	УИК №1242	УИК №1243	УИК №1244	УИК №1245	УИК №1246	УИК №1256	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267	УИК №1268	УИК №1269	УИК №1270									
		0.41%	0.42%	0.00%	0.00%	0.55%	0.99%	0.30%	0.45%	0.00%	0.00%	0.88%	0.68%	0.43%	0.33%	0.48%	0.43%	0.00%	0.00%	0.63%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	24	17	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1	1	0									
		0.22%	1.18%	0.00%	0.00%	0.00%	0.27%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.52%	0.19%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	10	0	2	0	13	3	2	0	0	1	1	1	2	0	2	1	0	0									
		0.36%	0.69%	0.00%	0.91%	0.00%	1.18%	0.90%	0.22%	0.00%	0.00%	0.11%	0.14%	0.43%	0.65%	0.00%	0.21%	1.52%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1132	161	88	24	29	128	19	65	131	27	85	70	20	43	40	94	2	78	28									
		10.60%	11.19%	11.80%	10.96%	15.93%	11.60%	5.71%	7.26%	9.24%	10.31%	9.33%	9.52%	8.70%	14.05%	19.23%	10.01%	3.03%	14.72%	17.50%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	27	3	0	0	0	7	0	1	0	1	3	4	0	4	1	2	1	0	0									
		0.25%	0.21%	0.00%	0.00%	0.00%	0.63%	0.00%	0.11%	0.00%	0.38%	0.33%	0.54%	0.00%	1.31%	0.48%	0.21%	1.52%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	367	66	28	11	0	18	4	133	18	5	10	29	3	1	12	15	1	12	1									
		3.44%	4.59%	3.75%	5.02%	0.00%	1.63%	1.20%	14.86%	1.27%	1.91%	1.10%	3.95%	1.30%	0.33%	5.77%	1.60%	1.52%	2.26%	0.63%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
