Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																				
Дата голосования: 07.12.2003 0:00:00																				
																				
Наименование Избирательной комиссии:    Гаринская																				
																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																				
																				
		Сумма	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345					
		0.32%	0.22%	0.0%	0.33%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	3	1	0	1	0	0	0	0	0	0	1	0	0	0					
		0.12%	0.11%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%					
25	"8. ""Народно-республиканская партия России"""	6	1	0	1	0	0	2	0	0	0	2	0	0	0					
		0.24%	0.11%	0.0%	0.33%	0.0%	0.0%	3.77%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	1	0	1	1	2	0	0	0	1	0	0	0	0					
		0.24%	0.11%	0.0%	0.33%	1.0%	0.96%	0.0%	0.0%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	80	36	2	8	0	2	2	1	3	11	12	0	2	1					
		3.23%	4.10%	2.10%	2.65%	0.0%	0.96%	3.77%	2.12%	3.44%	14.28%	2.79%	0.0%	3.38%	0.99%					
28	"11. ""Истинные патриоты России"""	7	1	0	4	0	0	0	0	1	0	1	0	0	0					
		0.28%	0.11%	0.0%	1.32%	0.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.23%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	48	16	11	6	3	3	0	0	5	0	2	1	0	1					
		1.94%	1.82%	11.57%	1.99%	3.0%	1.44%	0.0%	0.0%	5.74%	0.0%	0.46%	2.63%	0.0%	0.99%					
30	"13. ""Демократическая партия России"""	6	1	0	1	0	0	0	0	1	2	0	0	0	1					
		0.24%	0.11%	0.0%	0.33%	0.0%	0.0%	0.0%	0.0%	1.14%	2.59%	0.0%	0.0%	0.0%	0.99%					
31	"14. ""Великая Россия - Евразийский Союз"""	5	2	0	0	0	1	0	1	0	0	0	0	1	0					
		0.20%	0.22%	0.0%	0.0%	0.0%	0.48%	0.0%	2.12%	0.0%	0.0%	0.0%	0.0%	1.69%	0.0%					
32	"15. ""Партия СЛОН"""	4	0	0	1	0	1	1	0	0	0	0	0	1	0					
		0.16%	0.0%	0.0%	0.33%	0.0%	0.48%	1.88%	0.0%	0.0%	0.0%	0.0%	0.0%	1.69%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	96	58	3	6	3	5	0	0	0	2	16	0	3	0					
		3.88%	6.62%	3.15%	1.99%	3.0%	2.41%	0.0%	0.0%	0.0%	2.59%	3.72%	0.0%	5.08%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	11	5	0	1	0	2	0	0	0	0	0	1	2	0					
		0.44%	0.57%	0.0%	0.33%	0.0%	0.96%	0.0%	0.0%	0.0%	0.0%	0.0%	2.63%	3.38%	0.0%					
35	"18. ""ЛДПР"""	383	123	20	40	23	30	6	3	15	20	84	3	6	10					
		15.49%	14.04%	21.05%	13.28%	23.0%	14.49%	11.32%	6.38%	17.24%	25.97%	19.53%	7.89%	10.16%	9.90%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	140	28	1	25	13	26	2	0	1	4	28	5	6	1					
		5.66%	3.19%	1.05%	8.30%	13.0%	12.56%	3.77%	0.0%	1.14%	5.19%	6.51%	13.15%	10.16%	0.99%					
37	"20. ""Политическая партия ""Единая Россия"""	1036	363	32	115	45	104	27	28	4	8	185	23	26	76					
		41.92%	41.43%	33.68%	38.20%	45.0%	50.24%	50.94%	59.57%	4.59%	10.38%	43.02%	60.52%	44.06%	75.24%					
38	"21. ""Российская Конституционно-демократическая партия"""	11	5	1	2	1	0	0	0	0	0	1	0	0	1					
		0.44%	0.57%	1.05%	0.66%	1.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.99%					
39	"22. ""Развитие предпринимательства"""	8	5	0	1	1	0	0	0	1	0	0	0	0	0					
		0.32%	0.57%	0.0%	0.33%	1.0%	0.0%	0.0%	0.0%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	171	73	8	23	3	7	4	12	6	11	20	2	2	0					
		6.92%	8.33%	8.42%	7.64%	3.0%	3.38%	7.54%	25.53%	6.89%	14.28%	4.65%	5.26%	3.38%	0.0%					
																				
41	Против всех	121	51	6	13	3	2	1	1	8	2	29	0	3	2					
		4.89%	5.82%	6.31%	4.31%	3.0%	0.96%	1.88%	2.12%	9.19%	2.59%	6.74%	0.0%	5.08%	1.98%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
