Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																															
Дата голосования: 04.12.2011																																																															
																																																															
"Наименование Избирательной комиссии:    Иркутск, Октябрьская"																																																															
																																																															
Сводная таблица результатов выборов																																																															
																																																															
		Сумма	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	4110	90	80	70	70	90	70	60	100	70	100	90	90	90	70	70	130	40	80	90	90	90	60	80	90	80	80	70	50	80	90	150	50	40	60	100	70	70	70	50	80	80	110	100	60	60	70	100	30	0	40	40	70	70	70	60	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1324	35	22	27	26	29	15	20	27	23	44	29	12	31	13	27	39	7	19	40	24	30	16	18	26	17	27	11	14	26	23	132	47	9	20	12	17	19	24	13	16	21	26	32	24	19	20	26	9	0	15	8	30	27	10	31	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	1207	36	27	31	17	19	36	17	26	36	38	22	20	18	16	26	12	16	16	28	10	37	9	13	23	23	20	12	17	18	9	18	11	40	14	21	7	11	15	18	26	32	44	14	8	16	16	6	16	34	17	14	12	29	15	30	75					
14	Число погашенных неиспользованных открепительных удостоверений	2786	55	58	43	44	61	55	40	73	47	56	61	78	59	57	43	91	33	61	50	66	60	44	62	64	63	53	59	36	54	67	18	3	31	40	88	53	51	46	37	64	59	84	68	36	41	50	74	21	0	25	32	40	43	60	29	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	21	0	0	0	0	0	0	0	1	0	0	0	0	3	1	0	1	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	1	2	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	8213	153	178	220	148	233	157	145	110	149	163	196	156	194	102	172	159	70	194	228	198	192	159	148	232	175	168	102	61	149	132	40	196	122	42	132	159	155	184	108	149	178	246	210	131	124	113	129	110	62	83	69	164	117	94	246	7					
		16.55%	16.05%	17.28%	17.94%	15.71%	19.56%	17.31%	18.35%	19.40%	17.55%	15.99%	16.70%	14.72%	18.05%	13.65%	15.96%	16.03%	16.13%	17.68%	18.23%	17.44%	15.50%	18.07%	15.43%	18.43%	17.62%	15.38%	16.59%	11.64%	13.19%	15.90%	4.53%	16.17%	16.42%	13.17%	18.26%	17.59%	18.15%	18.55%	18.88%	15.41%	15.74%	17.85%	18.87%	17.06%	16.49%	14.21%	15.30%	20.95%	20.00%	16.31%	15.47%	16.82%	14.66%	14.20%	18.48%	9.33%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	7646	191	174	230	136	197	129	123	118	156	191	176	170	158	149	150	147	72	201	192	151	215	111	115	136	136	149	94	101	197	105	180	160	114	72	131	134	105	153	73	170	153	158	162	125	110	110	119	82	50	71	55	127	147	119	180	16					
		15.41%	20.04%	16.89%	18.76%	14.44%	16.54%	14.22%	15.57%	20.81%	18.37%	18.74%	14.99%	16.04%	14.70%	19.95%	13.91%	14.82%	16.59%	18.32%	15.35%	13.30%	17.35%	12.61%	11.99%	10.80%	13.70%	13.64%	15.28%	19.27%	17.43%	12.65%	20.39%	13.20%	15.34%	22.57%	18.12%	14.82%	12.30%	15.42%	12.76%	17.58%	13.53%	11.47%	14.56%	16.28%	14.63%	13.84%	14.12%	15.62%	16.13%	13.95%	12.33%	13.03%	18.42%	17.98%	13.52%	21.33%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	780	8	25	18	14	17	13	7	8	9	22	22	13	17	8	21	20	3	15	22	22	17	15	18	19	17	11	14	6	17	19	9	24	11	6	10	12	15	12	9	23	14	30	14	11	9	14	14	11	2	9	7	16	15	6	16	4					
		1.57%	0.84%	2.43%	1.47%	1.49%	1.43%	1.43%	0.89%	1.41%	1.06%	2.16%	1.87%	1.23%	1.58%	1.07%	1.95%	2.02%	0.69%	1.37%	1.76%	1.94%	1.37%	1.70%	1.88%	1.51%	1.71%	1.01%	2.28%	1.15%	1.50%	2.29%	1.02%	1.98%	1.48%	1.88%	1.38%	1.33%	1.76%	1.21%	1.57%	2.38%	1.24%	2.18%	1.26%	1.43%	1.20%	1.76%	1.66%	2.10%	0.65%	1.77%	1.57%	1.64%	1.88%	0.91%	1.20%	5.33%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	16494	279	317	370	316	409	324	247	167	241	296	343	372	338	246	355	326	155	347	429	417	388	313	358	446	396	399	222	142	414	368	85	519	190	90	194	316	254	335	172	308	401	489	389	240	244	293	313	168	84	187	175	360	273	223	423	29					
		33.24%	29.28%	30.78%	30.18%	33.55%	34.34%	35.72%	31.27%	29.45%	28.39%	29.05%	29.22%	35.09%	31.44%	32.93%	32.93%	32.86%	35.71%	31.63%	34.29%	36.74%	31.32%	35.57%	37.33%	35.42%	39.88%	36.54%	36.10%	27.10%	36.64%	44.34%	9.63%	42.82%	25.57%	28.21%	26.83%	34.96%	29.74%	33.77%	30.07%	31.85%	35.46%	35.49%	34.95%	31.25%	32.45%	36.86%	37.13%	32.00%	27.10%	36.74%	39.24%	36.92%	34.21%	33.69%	31.78%	38.67%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	3943	75	74	142	82	110	75	76	39	61	80	89	88	84	54	91	85	34	109	81	87	100	73	81	115	74	93	43	39	78	43	7	73	38	20	51	76	79	106	44	86	102	127	90	69	75	56	70	31	20	52	43	59	59	36	114	5					
		7.95%	7.87%	7.18%	11.58%	8.70%	9.24%	8.27%	9.62%	6.88%	7.18%	7.85%	7.58%	8.30%	7.81%	7.23%	8.44%	8.57%	7.83%	9.94%	6.47%	7.67%	8.07%	8.30%	8.45%	9.13%	7.45%	8.52%	6.99%	7.44%	6.90%	5.18%	0.79%	6.02%	5.11%	6.27%	7.05%	8.41%	9.25%	10.69%	7.69%	8.89%	9.02%	9.22%	8.09%	8.98%	9.97%	7.04%	8.30%	5.90%	6.45%	10.22%	9.64%	6.05%	7.39%	5.44%	8.56%	6.67%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11616	229	242	228	226	204	195	173	120	215	245	313	246	262	176	265	242	92	216	278	240	307	198	222	290	172	255	132	171	251	151	534	222	253	77	187	196	220	186	144	213	259	305	234	182	176	191	186	116	87	94	88	229	168	168	333	12					
		23.41%	24.03%	23.50%	18.60%	23.99%	17.13%	21.50%	21.90%	21.16%	25.32%	24.04%	26.66%	23.21%	24.37%	23.56%	24.58%	24.40%	21.20%	19.69%	22.22%	21.15%	24.78%	22.50%	23.15%	23.03%	17.32%	23.35%	21.46%	32.63%	22.21%	18.19%	60.48%	18.32%	34.05%	24.14%	25.86%	21.68%	25.76%	18.75%	25.17%	22.03%	22.90%	22.13%	21.02%	23.70%	23.40%	24.03%	22.06%	22.10%	28.06%	18.47%	19.73%	23.49%	21.05%	25.38%	25.02%	16.00%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	423	6	12	10	8	6	8	10	4	13	8	14	6	5	8	15	4	3	9	7	4	9	6	9	13	14	10	4	3	8	5	8	9	8	6	13	3	6	5	7	5	7	12	9	2	8	12	8	1	1	6	4	9	5	7	19	2					
		0.85%	0.63%	1.17%	0.82%	0.85%	0.50%	0.88%	1.27%	0.71%	1.53%	0.79%	1.19%	0.57%	0.47%	1.07%	1.39%	0.40%	0.69%	0.82%	0.56%	0.35%	0.73%	0.68%	0.94%	1.03%	1.41%	0.92%	0.65%	0.57%	0.71%	0.60%	0.91%	0.74%	1.08%	1.88%	1.80%	0.33%	0.70%	0.50%	1.22%	0.52%	0.62%	0.87%	0.81%	0.26%	1.06%	1.51%	0.95%	0.19%	0.32%	1.18%	0.90%	0.92%	0.63%	1.06%	1.43%	2.67%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
