Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Сретенская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007	УИК №3008	УИК №3009	УИК №3010	УИК №3011	УИК №3012	УИК №3013	УИК №3014	УИК №3015	УИК №3016	УИК №3017	УИК №3018	УИК №3019	УИК №3020	УИК №3021	УИК №3022	УИК №3023	УИК №3024	УИК №3025	УИК №3026	УИК №3027	УИК №3028	УИК №3029	УИК №3030	УИК №3031	УИК №3032	УИК №3033	УИК №3034	УИК №3035	УИК №3036	УИК №3037	УИК №3038	УИК №3039	УИК №3040									
		1.14%	1.90%	0.42%	0.00%	0.80%	4.85%	1.79%	0.00%	1.14%	0.85%	0.56%	1.06%	1.91%	0.00%	2.74%	0.00%	5.00%	2.04%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	0.00%	1.42%	3.25%	1.92%	0.00%	3.03%	0.00%	0.00%	1.52%	0.00%	1.49%	3.70%	0.00%	0.62%	0.00%	1.53%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	256	16	7	2	13	3	11	7	3	5	37	17	7	12	5	3	7	3	4	6	8	3	13	2	2	0	7	6	8	0	2	6	8	0	2	0	0	3	7	11	0									
		3.75%	5.08%	2.95%	2.33%	5.18%	1.82%	2.82%	4.67%	1.70%	2.12%	6.90%	2.58%	3.35%	5.63%	6.85%	2.01%	5.00%	2.04%	1.88%	6.98%	2.97%	8.11%	7.78%	5.56%	3.39%	0.00%	5.69%	3.85%	5.37%	0.00%	4.17%	6.06%	4.06%	0.00%	2.99%	0.00%	0.00%	1.85%	4.24%	4.21%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	160	6	4	0	8	6	12	4	1	2	11	28	1	5	8	5	5	7	4	2	5	1	9	0	0	2	2	3	0	0	0	0	5	0	1	0	0	4	4	5	0									
		2.35%	1.90%	1.69%	0.00%	3.19%	3.64%	3.08%	2.67%	0.57%	0.85%	2.05%	4.24%	0.48%	2.35%	10.96%	3.36%	3.57%	4.76%	1.88%	2.33%	1.86%	2.70%	5.39%	0.00%	0.00%	1.42%	1.63%	1.92%	0.00%	0.00%	0.00%	0.00%	2.54%	0.00%	1.49%	0.00%	0.00%	2.47%	2.42%	1.92%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2708	94	77	36	82	54	133	54	70	80	125	223	87	62	23	63	51	99	99	36	118	18	76	17	24	72	55	69	51	15	20	46	111	17	34	42	53	81	73	147	21									
		39.70%	29.84%	32.49%	41.86%	32.67%	32.73%	34.10%	36.00%	39.77%	33.90%	23.32%	33.79%	41.63%	29.11%	31.51%	42.28%	36.43%	67.35%	46.48%	41.86%	43.87%	48.65%	45.51%	47.22%	40.68%	51.06%	44.72%	44.23%	34.23%	45.45%	41.67%	46.46%	56.35%	41.46%	50.75%	51.85%	75.71%	50.00%	44.24%	56.32%	75.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	34	2	1	3	3	0	1	0	3	1	1	4	2	0	1	0	0	0	1	0	1	0	3	0	1	0	0	0	3	0	0	0	1	0	0	0	0	0	1	1	0									
		0.50%	0.63%	0.42%	3.49%	1.20%	0.00%	0.26%	0.00%	1.70%	0.42%	0.19%	0.61%	0.96%	0.00%	1.37%	0.00%	0.00%	0.00%	0.47%	0.00%	0.37%	0.00%	1.80%	0.00%	1.69%	0.00%	0.00%	0.00%	2.01%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.38%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	17	0	0	0	1	0	1	0	0	2	2	0	2	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0									
		0.25%	0.00%	0.00%	0.00%	0.40%	0.00%	0.26%	0.00%	0.00%	0.85%	0.37%	0.00%	0.96%	0.00%	0.00%	0.00%	1.43%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.67%	0.00%	0.00%	1.01%	0.51%	0.00%	0.00%	1.23%	0.00%	0.62%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1752	109	67	29	70	46	130	27	48	90	123	155	58	52	10	50	40	14	55	17	75	13	41	6	12	40	26	49	41	6	9	27	31	17	14	25	10	30	38	50	2									
		25.69%	34.60%	28.27%	33.72%	27.89%	27.88%	33.33%	18.00%	27.27%	38.14%	22.95%	23.48%	27.75%	24.41%	13.70%	33.56%	28.57%	9.52%	25.82%	19.77%	27.88%	35.14%	24.55%	16.67%	20.34%	28.37%	21.14%	31.41%	27.52%	18.18%	18.75%	27.27%	15.74%	41.46%	20.90%	30.86%	14.29%	18.52%	23.03%	19.16%	7.14%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	26	1	2	1	0	0	0	3	0	2	2	3	1	0	1	2	0	1	1	2	0	0	1	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0									
		0.38%	0.32%	0.84%	1.16%	0.00%	0.00%	0.00%	2.00%	0.00%	0.85%	0.37%	0.45%	0.48%	0.00%	1.37%	1.34%	0.00%	0.68%	0.47%	2.33%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	1.34%	0.00%	0.00%	1.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	29	3	1	0	0	0	1	0	0	4	1	6	0	1	0	0	0	0	2	1	3	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	2	0									
		0.43%	0.95%	0.42%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	1.69%	0.19%	0.91%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.94%	1.16%	1.12%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.03%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.77%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0									
		0.15%	0.32%	0.00%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.68%	1.41%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.49%	1.23%	0.00%	0.62%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	37	2	0	1	4	2	5	0	0	0	5	5	1	4	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0									
		0.54%	0.63%	0.00%	1.16%	1.59%	1.21%	1.28%	0.00%	0.00%	0.00%	0.93%	0.76%	0.48%	1.88%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.37%	0.00%	0.00%	2.78%	0.00%	0.00%	0.00%	0.64%	0.00%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	1.23%	0.00%	0.62%	0.00%	0.38%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1318	58	64	0	58	37	75	38	32	35	196	163	33	67	9	17	18	13	22	18	36	0	17	10	13	22	23	13	34	9	14	16	32	7	12	6	4	31	31	31	4									
		19.32%	18.41%	27.00%	0.00%	23.11%	22.42%	19.23%	25.33%	18.18%	14.83%	36.57%	24.70%	15.79%	31.46%	12.33%	11.41%	12.86%	8.84%	10.33%	20.93%	13.38%	0.00%	10.18%	27.78%	22.03%	15.60%	18.70%	8.33%	22.82%	27.27%	29.17%	16.16%	16.24%	17.07%	17.91%	7.41%	5.71%	19.14%	18.79%	11.88%	14.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	1	0	0	3	1	4	1	3	3	1	6	3	2	3	2	0	1	1	0	9	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	4	2	3	0									
		0.84%	0.32%	0.00%	0.00%	1.20%	0.61%	1.03%	0.67%	1.70%	1.27%	0.19%	0.91%	1.44%	0.94%	4.11%	1.34%	0.00%	0.68%	0.47%	0.00%	3.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.64%	0.67%	3.03%	0.00%	0.00%	0.00%	0.00%	1.49%	0.00%	0.00%	2.47%	1.21%	1.15%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	204	5	4	14	4	8	4	10	10	9	17	39	3	5	4	4	7	3	13	3	4	2	5	0	0	1	6	7	2	0	1	0	2	0	1	0	3	0	3	1	0									
		2.99%	1.59%	1.69%	16.28%	1.59%	4.85%	1.03%	6.67%	5.68%	3.81%	3.17%	5.91%	1.44%	2.35%	5.48%	2.68%	5.00%	2.04%	6.10%	3.49%	1.49%	5.41%	2.99%	0.00%	0.00%	0.71%	4.88%	4.49%	1.34%	0.00%	2.08%	0.00%	1.02%	0.00%	1.49%	0.00%	4.29%	0.00%	1.82%	0.38%	0.00%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
