Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																				
Дата голосования: 02.12.2007																																																				
																																																				
"Наименование Избирательной комиссии:    Магнитогорск, Ленинская"																																																				
																																																				
Сводная таблица результатов выборов																																																				
																																																				
		Сумма	УИК №1313	УИК №1314	УИК №1315	УИК №1316	УИК №1317	УИК №1318	УИК №1319	УИК №1320	УИК №1321	УИК №1322	УИК №1323	УИК №1324	УИК №1325	УИК №1326	УИК №1327	УИК №1328	УИК №1329	УИК №1330	УИК №1331	УИК №1332	УИК №1333	УИК №1334	УИК №1335	УИК №1336	УИК №1337	УИК №1338	УИК №1339	УИК №1340	УИК №1341	УИК №1342	УИК №1343	УИК №1344	УИК №1345	УИК №1346	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357					
		0.78%	0.78%	0.18%	0.34%	0.21%	0.11%	0.55%	0.35%	0.46%	0.66%	0.98%	0.56%	0.63%	0.09%	0.00%	0.46%	1.60%	0.43%	2.04%	0.71%	0.75%	0.69%	0.40%	0.67%	0.35%	0.59%	0.48%	0.87%	1.16%	0.79%	0.58%	1.03%	1.85%	1.83%	0.87%	1.44%	0.94%	1.15%	0.90%	0.85%	0.64%	0.65%	0.85%	1.55%	1.43%	1.48%					
23	6.Политическая партия «Партия социальной справедливости»	170	5	4	2	2	3	2	5	3	6	2	3	4	4	3	5	2	3	4	2	2	6	2	5	3	5	6	4	6	7	5	0	1	4	6	1	3	3	8	1	4	5	3	6	5	5					
		0.27%	0.56%	0.24%	0.11%	0.41%	0.16%	0.14%	0.44%	0.17%	0.33%	0.14%	0.19%	0.23%	0.36%	0.34%	0.33%	0.64%	0.26%	0.48%	0.18%	0.13%	0.38%	0.13%	0.28%	0.35%	0.29%	0.58%	0.22%	0.37%	0.37%	0.36%	0.00%	0.14%	0.29%	0.37%	0.07%	0.17%	0.20%	0.60%	0.07%	0.23%	0.36%	0.18%	0.32%	0.31%	0.32%					
24	7.Политическая партия «Либерально-демократическая партия России»	6894	123	234	235	55	231	213	153	207	189	135	176	195	161	119	135	38	110	106	140	164	190	211	162	145	173	96	205	171	172	122	127	58	120	180	137	194	162	108	153	174	104	135	153	142	181					
		10.85%	13.77%	13.82%	13.40%	11.32%	12.21%	14.76%	13.46%	12.02%	10.40%	9.48%	11.00%	11.23%	14.36%	13.52%	8.86%	12.18%	9.51%	12.74%	12.44%	10.30%	11.89%	14.21%	8.99%	16.98%	10.20%	9.22%	11.15%	10.45%	9.11%	8.83%	10.90%	8.26%	8.79%	11.15%	8.97%	10.76%	10.99%	8.08%	10.86%	10.18%	7.46%	8.21%	8.20%	8.84%	11.65%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7358	79	191	163	41	221	159	110	192	169	158	199	171	101	91	145	33	136	83	156	190	192	120	225	57	195	143	212	238	250	170	159	73	196	211	218	242	201	167	158	194	186	216	258	211	78					
		11.58%	8.85%	11.28%	9.29%	8.44%	11.68%	11.02%	9.67%	11.15%	9.30%	11.10%	12.44%	9.84%	9.01%	10.34%	9.52%	10.58%	11.75%	9.98%	13.87%	11.93%	12.02%	8.08%	12.49%	6.67%	11.50%	13.74%	11.53%	14.55%	13.23%	12.31%	13.65%	10.40%	14.36%	13.07%	14.28%	13.42%	13.64%	12.49%	11.21%	11.35%	13.34%	13.14%	13.83%	13.13%	5.02%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	587	6	13	16	4	17	14	8	7	13	12	15	18	14	12	15	4	12	6	13	12	22	16	16	9	18	9	12	14	12	6	14	7	12	22	11	18	12	19	13	13	26	11	14	22	8					
		0.92%	0.67%	0.77%	0.91%	0.82%	0.90%	0.97%	0.70%	0.41%	0.72%	0.84%	0.94%	1.04%	1.25%	1.36%	0.98%	1.28%	1.04%	0.72%	1.16%	0.75%	1.38%	1.08%	0.89%	1.05%	1.06%	0.86%	0.65%	0.86%	0.64%	0.43%	1.20%	0.99%	0.88%	1.36%	0.72%	0.99%	0.81%	1.42%	0.92%	0.76%	1.87%	0.67%	0.75%	1.37%	0.51%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	39794	606	1095	1192	334	1219	875	731	1066	1137	885	1004	1077	743	525	1025	181	728	512	651	988	1005	1006	1142	531	1051	653	1171	1002	1165	854	674	447	805	925	958	1096	853	839	906	1114	886	1003	1065	961	1108					
		62.64%	67.86%	64.68%	67.96%	68.72%	64.43%	60.64%	64.29%	61.90%	62.58%	62.15%	62.75%	62.00%	66.28%	59.66%	67.30%	58.01%	62.92%	61.54%	57.87%	62.06%	62.89%	67.74%	63.41%	62.18%	61.97%	62.73%	63.68%	61.25%	61.67%	61.84%	57.85%	63.68%	58.97%	57.28%	62.74%	60.79%	57.87%	62.75%	64.30%	65.15%	63.56%	61.01%	57.10%	59.80%	71.30%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	979	4	6	9	4	19	14	10	17	17	20	33	12	15	3	24	10	28	22	22	23	18	15	28	15	21	10	24	15	27	32	31	13	37	58	28	31	23	23	20	19	20	33	63	44	19					
		1.54%	0.45%	0.35%	0.51%	0.82%	1.00%	0.97%	0.88%	0.99%	0.94%	1.40%	2.06%	0.69%	1.34%	0.34%	1.58%	3.21%	2.42%	2.64%	1.96%	1.44%	1.13%	1.01%	1.55%	1.76%	1.24%	0.96%	1.31%	0.92%	1.43%	2.32%	2.66%	1.85%	2.71%	3.59%	1.83%	1.72%	1.56%	1.72%	1.42%	1.11%	1.43%	2.01%	3.38%	2.74%	1.22%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
