Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Родинская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №1395									
		3.65%	1.32%	5.77%	4.40%	3.21%	3.94%	4.97%	4.86%	5.13%	3.70%	4.65%	0.00%	3.03%	2.58%	2.65%	2.16%	6.39%	4.18%	5.34%	3.68%	4.02%	5.03%	5.21%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	132	1	2	2	9	11	3	8	0	6	4	0	7	19	18	13	6	14	2	2	3	0	2									
		1.62%	0.44%	0.96%	2.20%	1.93%	1.74%	1.86%	2.05%	0.00%	1.85%	3.10%	0.00%	0.88%	2.22%	2.28%	1.56%	1.67%	2.55%	0.76%	1.47%	1.72%	0.00%	0.61%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3419	114	83	37	280	239	85	182	35	152	53	37	284	319	301	287	132	193	133	70	81	169	153									
		42.01%	50.00%	39.90%	40.66%	59.96%	37.70%	52.80%	46.55%	44.87%	46.91%	41.09%	71.15%	35.86%	37.35%	38.05%	34.50%	36.67%	35.09%	50.76%	51.47%	46.55%	56.71%	46.93%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	14	0	0	0	1	2	0	1	0	2	0	0	1	2	3	0	0	1	0	0	0	0	1									
		0.17%	0.00%	0.00%	0.00%	0.21%	0.32%	0.00%	0.26%	0.00%	0.62%	0.00%	0.00%	0.13%	0.23%	0.38%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.31%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	2	1	0	1	0	0	0	0	0	1	0	1	1	2	0	0	0	0	0	1	0	0									
		0.12%	0.88%	0.48%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.13%	0.12%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1303	29	30	12	50	137	15	48	3	66	31	7	166	134	153	134	57	111	18	12	18	34	38									
		16.01%	12.72%	14.42%	13.19%	10.71%	21.61%	9.32%	12.28%	3.85%	20.37%	24.03%	13.46%	20.96%	15.69%	19.34%	16.11%	15.83%	20.18%	6.87%	8.82%	10.34%	11.41%	11.66%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	1	1	0	2	2	0	0	0	1	1	0	3	1	2	0	0	1	0	1	0	0	1									
		0.21%	0.44%	0.48%	0.00%	0.43%	0.32%	0.00%	0.00%	0.00%	0.31%	0.78%	0.00%	0.38%	0.12%	0.25%	0.00%	0.00%	0.18%	0.00%	0.74%	0.00%	0.00%	0.31%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	2	1	1	1	2	0	1	0	0	0	0	2	10	2	5	0	3	0	0	0	0	0									
		0.37%	0.88%	0.48%	1.10%	0.21%	0.32%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.25%	1.17%	0.25%	0.60%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	0	0	0	1	1	1	1	0	0	0	0	0	3	1	1	1	0	0	0	0	2	1									
		0.16%	0.00%	0.00%	0.00%	0.21%	0.16%	0.62%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.13%	0.12%	0.28%	0.00%	0.00%	0.00%	0.00%	0.67%	0.31%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	4	0	0	3	5	0	2	0	1	1	0	4	5	5	7	1	1	0	0	0	3	0									
		0.52%	1.75%	0.00%	0.00%	0.64%	0.79%	0.00%	0.51%	0.00%	0.31%	0.78%	0.00%	0.51%	0.59%	0.63%	0.84%	0.28%	0.18%	0.00%	0.00%	0.00%	1.01%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1207	19	55	21	57	99	29	66	30	41	17	2	79	116	95	139	50	123	29	20	34	36	50									
		14.83%	8.33%	26.44%	23.08%	12.21%	15.62%	18.01%	16.88%	38.46%	12.65%	13.18%	3.85%	9.97%	13.58%	12.01%	16.71%	13.89%	22.36%	11.07%	14.71%	19.54%	12.08%	15.34%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	0	0	1	2	2	0	0	0	0	0	2	0	2	4	1	1	1	0	0	0	1									
		0.21%	0.00%	0.00%	0.00%	0.21%	0.32%	1.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.25%	0.48%	0.28%	0.18%	0.38%	0.00%	0.00%	0.00%	0.31%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1370	47	10	4	33	80	17	51	4	38	14	6	178	197	168	200	71	67	54	19	29	29	54									
		16.83%	20.61%	4.81%	4.40%	7.07%	12.62%	10.56%	13.04%	5.13%	11.73%	10.85%	11.54%	22.47%	23.07%	21.24%	24.04%	19.72%	12.18%	20.61%	13.97%	16.67%	9.73%	16.56%									
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
																																	
