Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
"Наименование Избирательной комиссии:    Грозный, Ленинская"																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №438	УИК №439	УИК №440	УИК №459	УИК №460	УИК №465	УИК №466	УИК №467									
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	81	2	4	5	3	5	3	4	6	7	3	4	2	5	3	4	2	5	3	1	4	3	1	0	2									
		0.19%	0.17%	0.17%	0.21%	0.13%	0.18%	0.16%	0.16%	0.24%	0.29%	0.14%	0.17%	0.13%	0.23%	0.15%	0.20%	0.19%	0.18%	0.16%	0.16%	0.23%	0.23%	0.68%	0.00%	1.06%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	555	10	30	49	47	30	19	24	42	31	21	30	19	18	37	42	11	42	12	9	20	6	3	2	1									
		1.31%	0.86%	1.30%	2.09%	2.03%	1.10%	0.99%	0.96%	1.65%	1.27%	0.98%	1.29%	1.20%	0.84%	1.81%	2.12%	1.03%	1.50%	0.65%	1.43%	1.13%	0.46%	2.03%	0.85%	0.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	42	2	3	2	1	3	1	4	2	1	1	2	1	3	2	1	2	3	2	0	2	1	2	1	0									
		0.10%	0.17%	0.13%	0.09%	0.04%	0.11%	0.05%	0.16%	0.08%	0.04%	0.05%	0.09%	0.06%	0.14%	0.10%	0.05%	0.19%	0.11%	0.11%	0.00%	0.11%	0.08%	1.35%	0.42%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	41273	1134	2246	2272	2249	2659	1871	2436	2463	2379	2088	2251	1539	2089	1980	1918	1031	2739	1791	605	1723	1268	139	224	179									
		97.30%	97.67%	97.61%	96.85%	97.02%	97.61%	97.55%	97.71%	96.82%	97.50%	97.66%	97.11%	97.22%	97.66%	97.06%	96.67%	96.72%	97.54%	97.55%	96.18%	97.51%	98.14%	93.92%	94.92%	95.21%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	1	0	1	0	2	1	0	1	0	1	0	1	0	1	1	2	0	1	0	0	1	0	2	1									
		0.04%	0.09%	0.00%	0.04%	0.00%	0.07%	0.05%	0.00%	0.04%	0.00%	0.05%	0.00%	0.06%	0.00%	0.05%	0.05%	0.19%	0.00%	0.05%	0.00%	0.00%	0.08%	0.00%	0.85%	0.53%									
24	"6. Политическая партия ""Гражданская Платформа"""	5	0	1	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0									
		0.01%	0.00%	0.04%	0.00%	0.04%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0									
		0.02%	0.09%	0.00%	0.04%	0.00%	0.00%	0.05%	0.00%	0.04%	0.00%	0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.04%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	25	1	2	0	1	2	0	1	2	1	0	2	1	2	0	1	1	0	2	1	1	1	0	2	1									
		0.06%	0.09%	0.09%	0.00%	0.04%	0.07%	0.00%	0.04%	0.08%	0.04%	0.00%	0.09%	0.06%	0.09%	0.00%	0.05%	0.09%	0.00%	0.11%	0.16%	0.06%	0.08%	0.00%	0.85%	0.53%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	23	0	1	1	0	1	1	1	1	0	2	1	2	1	1	0	0	1	1	2	2	2	1	0	1									
		0.05%	0.00%	0.04%	0.04%	0.00%	0.04%	0.05%	0.04%	0.04%	0.00%	0.09%	0.04%	0.13%	0.05%	0.05%	0.00%	0.00%	0.04%	0.05%	0.32%	0.11%	0.15%	0.68%	0.00%	0.53%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	9	0	0	1	0	0	1	0	1	0	1	0	1	0	0	1	0	0	1	0	0	1	0	1	0									
		0.02%	0.00%	0.00%	0.04%	0.00%	0.00%	0.05%	0.00%	0.04%	0.00%	0.05%	0.00%	0.06%	0.00%	0.00%	0.05%	0.00%	0.00%	0.05%	0.00%	0.00%	0.08%	0.00%	0.42%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0									
		0.01%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.06%	0.00%	0.00%	0.05%	0.00%	0.00%	0.05%	0.00%	0.00%	0.08%	0.00%	0.42%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	94	3	4	6	5	4	6	5	7	5	6	5	3	4	3	4	3	4	5	3	4	2	0	2	1									
		0.22%	0.26%	0.17%	0.26%	0.22%	0.15%	0.31%	0.20%	0.28%	0.20%	0.28%	0.22%	0.19%	0.19%	0.15%	0.20%	0.28%	0.14%	0.27%	0.48%	0.23%	0.15%	0.00%	0.85%	0.53%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	271	7	9	8	11	16	14	16	18	14	14	21	13	16	12	11	14	12	17	7	11	6	1	1	2									
		0.64%	0.60%	0.39%	0.34%	0.47%	0.59%	0.73%	0.64%	0.71%	0.57%	0.65%	0.91%	0.82%	0.75%	0.59%	0.55%	1.31%	0.43%	0.93%	1.11%	0.62%	0.46%	0.68%	0.42%	1.06%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
