Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																						
Дата голосования: 07.12.2003 0:00:00																						
																						
Наименование Избирательной комиссии:    Усть-Янская																						
																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																						
																						
		Сумма	УИК №622	УИК №623	УИК №624	УИК №625	УИК №626	УИК №627	УИК №628	УИК №629	УИК №630	УИК №631	УИК №632	УИК №633	УИК №634	УИК №635	УИК №636					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	"1. ""ЕДИНЕНИЕ"""	106	18	0	8	11	0	13	0	4	9	23	9	10	1	0	0					
		2.61%	4.68%	0.0%	1.17%	1.77%	0.0%	2.27%	0.0%	2.08%	2.99%	4.00%	6.20%	3.47%	2.08%	0.0%	0.0%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	394	88	8	80	86	7	30	0	7	0	50	10	25	2	1	0					
		9.71%	22.91%	21.62%	11.76%	13.91%	11.11%	5.25%	0.0%	3.64%	0.0%	8.71%	6.89%	8.68%	4.16%	1.81%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	128	9	3	15	21	6	16	0	2	16	19	5	11	1	2	2					
		3.15%	2.34%	8.10%	2.20%	3.39%	9.52%	2.80%	0.0%	1.04%	5.31%	3.31%	3.44%	3.81%	2.08%	3.63%	3.38%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	83	3	2	24	28	0	15	0	1	5	3	1	0	0	0	1					
		2.04%	0.78%	5.40%	3.52%	4.53%	0.0%	2.62%	0.0%	0.52%	1.66%	0.52%	0.68%	0.0%	0.0%	0.0%	1.69%					
22	"5. ""За Русь Святую"""	11	1	0	0	4	0	3	0	0	0	3	0	0	0	0	0					
		0.27%	0.26%	0.0%	0.0%	0.64%	0.0%	0.52%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	7	1	0	1	0	0	1	0	0	1	0	0	2	1	0	0					
		0.17%	0.26%	0.0%	0.14%	0.0%	0.0%	0.17%	0.0%	0.0%	0.33%	0.0%	0.0%	0.69%	2.08%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	14	3	1	5	1	0	2	0	0	0	1	0	0	0	1	0					
		0.34%	0.78%	2.70%	0.73%	0.16%	0.0%	0.35%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	1.81%	0.0%					
25	"8. ""Народно-республиканская партия России"""	5	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0					
		0.12%	0.26%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.0%	0.33%	0.17%	0.0%	0.34%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	6	0	0	3	2	0	0	0	0	0	1	0	0	0	0	0					
		0.14%	0.0%	0.0%	0.44%	0.32%	0.0%	0.0%	0.0%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	45	11	4	9	4	0	4	0	0	1	7	0	3	2	0	0					
		1.10%	2.86%	10.81%	1.32%	0.64%	0.0%	0.70%	0.0%	0.0%	0.33%	1.21%	0.0%	1.04%	4.16%	0.0%	0.0%					
28	"11. ""Истинные патриоты России"""	6	0	0	1	2	0	0	1	0	0	0	0	1	1	0	0					
		0.14%	0.0%	0.0%	0.14%	0.32%	0.0%	0.0%	2.5%	0.0%	0.0%	0.0%	0.0%	0.34%	2.08%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	20	1	0	4	3	0	2	0	0	1	4	0	3	0	0	2					
		0.49%	0.26%	0.0%	0.58%	0.48%	0.0%	0.35%	0.0%	0.0%	0.33%	0.69%	0.0%	1.04%	0.0%	0.0%	3.38%					
30	"13. ""Демократическая партия России"""	11	1	0	1	0	1	4	0	0	1	0	0	2	1	0	0					
		0.27%	0.26%	0.0%	0.14%	0.0%	1.58%	0.70%	0.0%	0.0%	0.33%	0.0%	0.0%	0.69%	2.08%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	20	2	0	2	1	0	5	0	1	0	7	0	1	1	0	0					
		0.49%	0.52%	0.0%	0.29%	0.16%	0.0%	0.87%	0.0%	0.52%	0.0%	1.21%	0.0%	0.34%	2.08%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	7	1	0	2	0	0	1	0	0	0	1	0	1	1	0	0					
		0.17%	0.26%	0.0%	0.29%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%	0.17%	0.0%	0.34%	2.08%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	312	19	2	72	47	5	54	0	16	30	35	13	9	5	3	2					
		7.69%	4.94%	5.40%	10.58%	7.60%	7.93%	9.45%	0.0%	8.33%	9.96%	6.09%	8.96%	3.12%	10.41%	5.45%	3.38%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	21	1	0	3	2	0	0	0	0	2	5	1	6	0	0	1					
		0.51%	0.26%	0.0%	0.44%	0.32%	0.0%	0.0%	0.0%	0.0%	0.66%	0.87%	0.68%	2.08%	0.0%	0.0%	1.69%					
35	"18. ""ЛДПР"""	344	4	4	98	58	1	84	1	4	36	3	5	4	1	21	20					
		8.48%	1.04%	10.81%	14.41%	9.38%	1.58%	14.71%	2.5%	2.08%	11.96%	0.52%	3.44%	1.38%	2.08%	38.18%	33.89%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	154	16	0	12	16	13	8	0	14	5	20	15	17	12	3	3					
		3.79%	4.16%	0.0%	1.76%	2.58%	20.63%	1.40%	0.0%	7.29%	1.66%	3.48%	10.34%	5.90%	25.0%	5.45%	5.08%					
37	"20. ""Политическая партия ""Единая Россия"""	1582	153	12	215	234	10	239	38	59	144	266	59	96	17	18	22					
		39.01%	39.84%	32.43%	31.61%	37.86%	15.87%	41.85%	95.0%	30.72%	47.84%	46.34%	40.68%	33.33%	35.41%	32.72%	37.28%					
38	"21. ""Российская Конституционно-демократическая партия"""	14	0	0	4	4	0	2	0	1	2	0	1	0	0	0	0					
		0.34%	0.0%	0.0%	0.58%	0.64%	0.0%	0.35%	0.0%	0.52%	0.66%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	11	0	0	2	1	0	2	0	0	1	4	1	0	0	0	0					
		0.27%	0.0%	0.0%	0.29%	0.16%	0.0%	0.35%	0.0%	0.0%	0.33%	0.69%	0.68%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	554	46	0	64	57	17	61	0	77	36	97	15	75	1	5	3					
		13.66%	11.97%	0.0%	9.41%	9.22%	26.98%	10.68%	0.0%	40.10%	11.96%	16.89%	10.34%	26.04%	2.08%	9.09%	5.08%					
																						
41	Против всех	157	5	1	48	33	1	14	0	6	10	17	8	9	1	1	3					
		3.87%	1.30%	2.70%	7.05%	5.33%	1.58%	2.45%	0.0%	3.12%	3.32%	2.96%	5.51%	3.12%	2.08%	1.81%	5.08%					
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
