Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																					
Дата голосования: 18.09.2016																																																					
																																																					
Наименование Избирательной комиссии:    Железногорская городская																																																					
																																																					
Сводная таблица итогов голосования по федеральному избирательному округу																																																					
																																																					
		Сумма	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №2198	УИК №2322									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1420	30	40	30	30	40	30	50	30	30	30	40	40	30	30	30	30	30	30	30	30	30	30	50	50	40	40	50	50	40	50	30	30	30	20	20	30	40	40	20	20	50	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	673	27	23	8	14	18	18	27	13	15	14	14	16	11	16	4	7	2	13	15	11	22	17	30	30	24	26	28	23	24	28	3	20	23	4	3	12	28	16	2	0	24	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	350	9	24	5	3	13	51	18	7	15	9	5	6	4	6	5	8	1	7	5	5	5	1	4	5	21	12	5	9	7	5	7	11	7	7	1	7	9	7	4	4	3	3									
14	Число погашенных неиспользованных открепительных удостоверений	747	3	17	22	16	22	12	23	17	15	16	26	24	19	14	26	23	28	17	15	19	8	13	20	20	16	14	22	27	16	22	27	10	7	16	17	18	12	24	18	20	26	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	53	4	4	1	0	0	0	5	1	3	0	1	2	1	0	4	0	0	1	2	1	2	1	1	4	2	2	0	1	2	0	1	0	0	1	0	0	0	1	0	0	5	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																					
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	927	34	31	21	12	26	39	43	25	13	20	24	15	13	17	22	15	9	15	34	27	23	21	27	26	41	40	36	23	26	28	8	15	22	5	8	22	30	29	4	0	35	3									
		2.76%	2.34%	3.18%	2.69%	1.59%	2.83%	4.41%	5.19%	2.87%	1.37%	2.82%	3.13%	1.96%	1.93%	2.47%	2.93%	2.76%	1.77%	1.67%	3.59%	4.29%	3.27%	3.07%	2.24%	2.54%	3.51%	3.42%	2.96%	1.97%	2.26%	2.40%	4.02%	2.29%	2.82%	2.63%	3.62%	2.26%	2.65%	3.71%	1.77%	0.00%	2.81%	3.80%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1071	45	20	27	28	31	25	26	32	32	24	17	34	23	17	14	17	21	34	24	22	19	20	39	28	23	34	41	46	40	29	7	28	36	8	11	39	49	16	10	3	31	1									
		3.19%	3.10%	2.05%	3.46%	3.70%	3.37%	2.83%	3.14%	3.68%	3.36%	3.39%	2.22%	4.44%	3.41%	2.47%	1.86%	3.13%	4.13%	3.78%	2.53%	3.49%	2.70%	2.92%	3.23%	2.74%	1.97%	2.91%	3.37%	3.93%	3.48%	2.49%	3.52%	4.27%	4.62%	4.21%	4.98%	4.00%	4.32%	2.05%	4.42%	3.16%	2.49%	1.27%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	865	26	32	18	15	21	23	21	25	18	12	18	24	12	26	21	20	20	22	33	16	20	20	37	30	28	25	38	28	29	27	1	17	20	3	3	25	27	23	5	0	31	5									
		2.58%	1.79%	3.28%	2.30%	1.98%	2.28%	2.60%	2.54%	2.87%	1.89%	1.69%	2.35%	3.13%	1.78%	3.78%	2.80%	3.68%	3.94%	2.44%	3.48%	2.54%	2.84%	2.92%	3.06%	2.94%	2.40%	2.14%	3.12%	2.39%	2.52%	2.31%	0.50%	2.60%	2.57%	1.58%	1.36%	2.56%	2.38%	2.94%	2.21%	0.00%	2.49%	6.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11956	603	329	292	269	310	310	335	258	355	239	258	270	225	250	281	207	158	325	298	201	257	212	416	353	446	434	423	399	428	386	75	246	272	71	79	364	405	282	102	67	445	21									
		35.64%	41.59%	33.74%	37.39%	35.54%	33.70%	35.07%	40.46%	29.66%	37.29%	33.71%	33.64%	35.25%	33.33%	36.34%	37.42%	38.05%	31.10%	36.11%	31.43%	31.90%	36.51%	30.95%	34.44%	34.54%	38.15%	37.13%	34.76%	34.10%	37.25%	33.08%	37.69%	37.56%	34.92%	37.37%	35.75%	37.33%	35.75%	36.06%	45.13%	70.53%	35.74%	26.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	475	24	14	15	8	14	15	8	15	11	7	15	6	11	8	5	6	7	13	5	10	8	7	18	22	24	21	28	14	20	17	0	5	6	3	3	14	25	4	2	0	16	1									
		1.42%	1.66%	1.44%	1.92%	1.06%	1.52%	1.70%	0.97%	1.72%	1.16%	0.99%	1.96%	0.78%	1.63%	1.16%	0.67%	1.10%	1.38%	1.44%	0.53%	1.59%	1.14%	1.02%	1.49%	2.15%	2.05%	1.80%	2.30%	1.20%	1.74%	1.46%	0.00%	0.76%	0.77%	1.58%	1.36%	1.44%	2.21%	0.51%	0.88%	0.00%	1.29%	1.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	65	6	1	2	0	0	2	4	2	2	3	4	2	0	1	1	0	2	3	2	1	1	1	6	0	1	1	1	1	2	1	1	1	0	0	0	4	0	2	1	0	3	0									
		0.19%	0.41%	0.10%	0.26%	0.00%	0.00%	0.23%	0.48%	0.23%	0.21%	0.42%	0.52%	0.26%	0.00%	0.15%	0.13%	0.00%	0.39%	0.33%	0.21%	0.16%	0.14%	0.15%	0.50%	0.00%	0.09%	0.09%	0.08%	0.09%	0.17%	0.09%	0.50%	0.15%	0.00%	0.00%	0.00%	0.41%	0.00%	0.26%	0.44%	0.00%	0.24%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	8172	377	249	192	186	179	194	156	211	191	157	186	202	199	181	200	134	124	256	263	158	173	166	318	271	282	296	292	262	256	318	49	168	219	44	61	206	201	219	50	12	291	23									
		24.36%	26.00%	25.54%	24.58%	24.57%	19.46%	21.95%	18.84%	24.25%	20.06%	22.14%	24.25%	26.37%	29.48%	26.31%	26.63%	24.63%	24.41%	28.44%	27.74%	25.08%	24.57%	24.23%	26.32%	26.52%	24.12%	25.32%	23.99%	22.39%	22.28%	27.25%	24.62%	25.65%	28.11%	23.16%	27.60%	21.13%	17.74%	28.01%	22.12%	12.63%	23.37%	29.11%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	295	6	12	8	7	7	5	9	10	9	10	3	6	5	6	5	2	5	6	9	6	4	5	7	7	11	9	17	14	8	13	1	3	3	3	1	8	21	10	1	0	12	1									
		0.88%	0.41%	1.23%	1.02%	0.92%	0.76%	0.57%	1.09%	1.15%	0.95%	1.41%	0.39%	0.78%	0.74%	0.87%	0.67%	0.37%	0.98%	0.67%	0.95%	0.95%	0.57%	0.73%	0.58%	0.68%	0.94%	0.77%	1.40%	1.20%	0.70%	1.11%	0.50%	0.46%	0.39%	1.58%	0.45%	0.82%	1.85%	1.28%	0.44%	0.00%	0.96%	1.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	415	15	12	9	11	15	10	11	10	15	4	13	7	10	4	6	8	4	8	8	8	3	10	18	12	17	18	24	20	25	19	4	7	4	2	1	8	10	4	1	0	20	0									
		1.24%	1.03%	1.23%	1.15%	1.45%	1.63%	1.13%	1.33%	1.15%	1.58%	0.56%	1.69%	0.91%	1.48%	0.58%	0.80%	1.47%	0.79%	0.89%	0.84%	1.27%	0.43%	1.46%	1.49%	1.17%	1.45%	1.54%	1.97%	1.71%	2.18%	1.63%	2.01%	1.07%	0.51%	1.05%	0.45%	0.82%	0.88%	0.51%	0.44%	0.00%	1.61%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	1	0	1	0	2	2	1	4	0	2	0	0	0	2	1	0	1	0	1	0	0	0	1	1	0	2	1	0	0	0	0	0	1	0	2	0	0	1	0	1	0									
		0.08%	0.00%	0.10%	0.00%	0.13%	0.00%	0.23%	0.24%	0.11%	0.42%	0.00%	0.26%	0.00%	0.00%	0.00%	0.27%	0.18%	0.00%	0.11%	0.00%	0.16%	0.00%	0.00%	0.00%	0.10%	0.09%	0.00%	0.16%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.21%	0.00%	0.00%	0.44%	0.00%	0.08%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	914	33	36	24	24	39	37	29	22	33	29	31	15	18	16	16	9	9	17	28	21	18	24	36	19	41	26	32	43	29	32	5	16	7	2	3	10	29	14	6	1	33	2									
		2.72%	2.28%	3.69%	3.07%	3.17%	4.24%	4.19%	3.50%	2.53%	3.47%	4.09%	4.04%	1.96%	2.67%	2.33%	2.13%	1.65%	1.77%	1.89%	2.95%	3.33%	2.56%	3.50%	2.98%	1.86%	3.51%	2.22%	2.63%	3.68%	2.52%	2.74%	2.51%	2.44%	0.90%	1.05%	1.36%	1.03%	2.56%	1.79%	2.65%	1.05%	2.65%	2.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4813	162	131	102	100	175	137	97	160	175	110	105	99	103	89	97	76	90	128	153	99	103	121	152	134	143	148	133	191	139	168	27	84	111	26	37	164	210	106	30	9	176	13									
		14.35%	11.17%	13.44%	13.06%	13.21%	19.02%	15.50%	11.71%	18.39%	18.38%	15.51%	13.69%	12.92%	15.26%	12.94%	12.92%	13.97%	17.72%	14.22%	16.14%	15.71%	14.63%	17.66%	12.58%	13.11%	12.23%	12.66%	10.93%	16.32%	12.10%	14.40%	13.57%	12.82%	14.25%	13.68%	16.74%	16.82%	18.53%	13.55%	13.27%	9.47%	14.14%	16.46%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	1047	32	22	18	39	22	28	31	30	22	28	20	28	17	29	18	13	21	12	26	17	26	25	40	29	39	33	57	39	44	42	12	14	13	6	4	35	39	25	3	0	49	0									
		3.12%	2.21%	2.26%	2.30%	5.15%	2.39%	3.17%	3.74%	3.45%	2.31%	3.95%	2.61%	3.66%	2.52%	4.22%	2.40%	2.39%	4.13%	1.33%	2.74%	2.70%	3.69%	3.65%	3.31%	2.84%	3.34%	2.82%	4.68%	3.33%	3.83%	3.60%	6.03%	2.14%	1.67%	3.16%	1.81%	3.59%	3.44%	3.20%	1.33%	0.00%	3.94%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1640	39	56	32	39	51	34	27	54	51	47	43	27	26	24	35	25	25	38	39	27	37	36	69	70	50	57	78	70	74	65	8	26	31	12	3	46	54	32	2	2	73	6									
		4.89%	2.69%	5.74%	4.10%	5.15%	5.54%	3.85%	3.26%	6.21%	5.36%	6.63%	5.61%	3.52%	3.85%	3.49%	4.66%	4.60%	4.92%	4.22%	4.11%	4.29%	5.26%	5.26%	5.71%	6.85%	4.28%	4.88%	6.41%	5.98%	6.44%	5.57%	4.02%	3.97%	3.98%	6.32%	1.36%	4.72%	4.77%	4.09%	0.88%	2.11%	5.86%	7.59%									
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
																																																					
