7	Число избирательных бюллетеней в переносных ящиках для голосования	1149	21	16	10	23	25	18	22	28	36	30	11	18	25	40	20	24	22	14	20	12	19	14	18	27	18	14	14	20	16	15	25	22	48	12	24	18	25	41	27	25	10	5	16	15	18	25	18	12	11	25	19	1	16	23	14	0	35	9	0					
8	Число бюллетеней в стационарных ящиках для голосования	76830	1149	1429	1098	1247	1216	1203	819	1453	1919	1891	1475	1576	1460	1446	1739	1473	1734	1361	1187	1562	1712	1655	1888	1470	1367	1874	1739	1440	1232	850	875	1140	1203	985	1231	1002	1428	1806	1288	1340	1240	725	1015	1013	1001	1270	1296	1170	983	854	1363	877	1103	1395	1167	362	1237	862	1935					
9	Число недействительных избирательных бюллетеней	1204	22	25	23	27	29	21	17	23	18	21	18	23	23	22	25	27	23	15	12	26	22	26	30	20	26	49	0	0	18	11	50	19	23	20	18	20	25	40	23	24	26	14	13	11	18	15	28	16	23	32	24	4	14	8	13	1	26	14	0					
10	Число действительных избирательных бюллетеней	76775	1148	1420	1085	1243	1212	1200	824	1458	1937	1900	1468	1571	1462	1464	1734	1470	1733	1360	1195	1548	1709	1643	1876	1477	1359	1839	1753	1460	1230	854	850	1143	1228	977	1237	1000	1428	1807	1292	1341	1224	716	1018	1017	1001	1280	1286	1166	971	847	1358	874	1105	1410	1168	361	1246	857	1935					
11	Число полученных открепительных  удостоверений	2116	40	50	44	45	35	41	35	30	30	40	30	35	30	35	55	45	35	40	40	40	40	40	45	40	40	50	35	20	30	20	25	40	36	30	50	30	40	50	40	40	56	25	40	35	35	40	40	35	28	30	40	20	25	35	34	0	52	30	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1909	30	50	44	41	34	33	33	24	25	38	29	34	30	30	47	45	32	38	38	37	37	34	45	38	35	49	35	15	20	19	18	37	35	26	45	23	37	49	36	29	55	20	33	28	19	38	37	34	28	23	40	20	22	28	34	0	52	24	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	951	24	17	7	9	7	14	15	35	9	27	21	10	10	10	13	19	9	6	7	14	18	10	14	19	25	10	23	29	19	17	16	25	18	12	12	8	43	29	29	38	10	6	17	5	13	19	25	5	10	13	10	11	16	16	16	32	15	15	0					
14	Число неиспользованных открепительных удостоверений	207	10	0	0	4	1	8	2	6	5	2	1	1	0	5	8	0	3	2	2	3	3	6	0	2	5	1	0	5	10	1	7	3	1	4	5	7	3	1	4	11	1	5	7	7	16	2	3	1	0	7	0	0	3	7	0	0	0	6	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	84	3	8	2	1	0	1	0	0	0	1	1	1	1	2	3	1	0	0	0	2	1	5	2	1	1	2	1	0	2	0	2	2	0	2	2	1	3	1	0	1	2	1	2	1	4	0	3	2	3	3	2	1	1	0	0	0	2	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																		
18	Богданов Андрей Владимирович	1152	36	34	18	13	19	22	13	21	24	24	7	27	23	2	23	10	18	4	5	7	28	20	29	35	39	36	20	0	28	24	0	22	14	22	24	0	30	38	24	20	21	8	25	30	16	32	27	17	11	10	23	4	15	16	26	9	30	19	10					
		1.48%	3.08%	2.35%	1.62%	1.02%	1.53%	1.80%	1.55%	1.42%	1.23%	1.25%	0.47%	1.69%	1.55%	0.13%	1.31%	0.67%	1.03%	0.29%	0.41%	0.44%	1.62%	1.20%	1.52%	2.34%	2.82%	1.91%	1.14%	0.00%	2.24%	2.77%	0.00%	1.89%	1.12%	2.21%	1.91%	0.00%	2.06%	2.06%	1.83%	1.47%	1.68%	1.10%	2.42%	2.92%	1.57%	2.47%	2.05%	1.44%	1.11%	1.14%	1.66%	0.46%	1.34%	1.13%	2.20%	2.49%	2.36%	2.18%	0.52%					
19	Жириновский Владимир Вольфович	4848	77	94	84	85	117	109	57	83	76	94	15	93	62	17	101	35	74	17	12	17	79	81	90	98	120	105	119	30	121	58	100	86	106	79	112	50	117	145	120	105	89	56	104	85	84	120	111	97	82	59	113	72	105	106	86	21	97	71	50					
		6.22%	6.58%	6.51%	7.58%	6.69%	9.43%	8.93%	6.78%	5.60%	3.89%	4.89%	1.01%	5.83%	4.18%	1.14%	5.74%	2.34%	4.21%	1.24%	0.99%	1.08%	4.56%	4.85%	4.72%	6.55%	8.66%	5.56%	6.79%	2.05%	9.70%	6.71%	11.11%	7.40%	8.47%	7.92%	8.92%	4.90%	8.05%	7.85%	9.13%	7.69%	7.12%	7.67%	10.09%	8.27%	8.24%	9.27%	8.45%	8.21%	8.25%	6.71%	8.18%	8.20%	9.38%	7.48%	7.28%	5.80%	7.63%	8.15%	2.58%					
20	Зюганов Геннадий Андреевич	12164	299	335	222	296	228	243	158	250	304	314	55	173	203	48	214	57	245	53	46	58	217	209	288	360	285	128	287	30	237	188	50	266	266	197	261	20	315	316	289	308	230	162	193	221	214	274	284	255	157	172	309	80	213	202	249	86	251	159	135					
		15.60%	25.56%	23.18%	20.04%	23.31%	18.37%	19.90%	18.79%	16.88%	15.55%	16.35%	3.70%	10.85%	13.67%	3.23%	12.17%	3.81%	13.95%	3.85%	3.81%	3.68%	12.54%	12.52%	15.11%	24.05%	20.58%	6.78%	16.37%	2.05%	18.99%	21.73%	5.56%	22.89%	21.26%	19.76%	20.80%	1.96%	21.68%	17.11%	21.98%	22.56%	18.40%	22.19%	18.72%	21.50%	21.00%	21.16%	21.61%	21.57%	15.79%	19.57%	22.36%	9.11%	19.03%	14.25%	21.08%	23.76%	19.73%	18.25%	6.98%					
21	Медведев Дмитрий Анатольевич	58611	736	957	761	849	848	826	596	1104	1533	1468	1391	1278	1174	1397	1396	1368	1396	1286	1132	1466	1385	1333	1469	984	915	1570	1327	1400	844	584	700	769	842	679	840	930	966	1308	859	908	884	490	696	681	687	854	864	797	721	606	913	718	772	1086	807	245	868	608	1740					
		75.16%	62.91%	66.23%	68.68%	66.85%	68.33%	67.65%	70.87%	74.54%	78.41%	76.42%	93.61%	80.18%	79.06%	94.01%	79.36%	91.38%	79.50%	93.53%	93.79%	93.14%	80.01%	79.87%	77.07%	65.73%	66.06%	83.16%	75.70%	95.89%	67.63%	67.51%	77.78%	66.18%	67.31%	68.10%	66.93%	91.18%	66.48%	70.82%	65.32%	66.52%	70.72%	67.12%	67.51%	66.25%	67.42%	65.95%	65.75%	67.43%	72.54%	68.94%	66.06%	81.78%	68.99%	76.59%	68.33%	67.68%	68.24%	69.80%	89.92%					
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
																																																																		
