Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Шелеховская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №1840	УИК №1841	УИК №1842	УИК №1843	УИК №1844	УИК №1845	УИК №1846	УИК №1847	УИК №1848									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	945	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	235	2	7	11	4	8	21	23	2	7	16	14	4	8	17	5	3	16	13	7	6	3	6	11	7	4	6	4									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	167	1	2	1	9	13	16	16	3	5	8	4	3	4	10	5	2	7	6	2	7	1	4	14	4	5	5	10									
14	Число погашенных неиспользованных открепительных удостоверений	710	33	28	24	31	27	14	12	33	28	19	21	31	27	18	30	32	19	22	28	29	32	29	24	28	31	29	31									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	18	0	0	1	3	1	3	1	0	2	1	0	2	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																						
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	216	3	13	9	8	14	12	9	2	3	7	14	15	9	11	5	4	14	15	7	6	4	8	12	6	0	4	2									
		1.30%	0.90%	2.24%	1.42%	1.12%	1.63%	1.32%	0.96%	0.75%	0.49%	0.97%	1.41%	1.63%	1.08%	1.15%	0.85%	1.13%	1.40%	1.69%	1.16%	1.20%	1.39%	1.71%	1.73%	1.49%	0.00%	1.45%	1.23%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	480	9	21	16	21	20	18	30	7	14	17	28	27	35	28	22	9	32	18	18	17	7	14	20	12	7	8	5									
		2.89%	2.69%	3.61%	2.52%	2.95%	2.33%	1.98%	3.20%	2.64%	2.30%	2.35%	2.82%	2.94%	4.22%	2.94%	3.75%	2.54%	3.20%	2.03%	2.98%	3.39%	2.44%	2.99%	2.88%	2.99%	5.15%	2.90%	3.07%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	333	8	8	11	19	19	19	25	1	10	22	18	19	12	17	12	8	11	22	7	12	7	6	22	6	4	4	4									
		2.00%	2.39%	1.38%	1.73%	2.66%	2.21%	2.09%	2.67%	0.38%	1.64%	3.04%	1.81%	2.07%	1.45%	1.78%	2.04%	2.26%	1.10%	2.48%	1.16%	2.39%	2.44%	1.28%	3.17%	1.49%	2.94%	1.45%	2.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5165	105	176	200	218	251	294	276	79	144	218	307	269	260	286	173	106	290	280	185	190	110	181	238	140	40	106	43									
		31.08%	31.34%	30.29%	31.50%	30.58%	29.19%	32.41%	29.42%	29.81%	23.68%	30.11%	30.92%	29.30%	31.33%	29.98%	29.47%	29.94%	29.03%	31.60%	30.63%	37.85%	38.33%	38.76%	34.24%	34.83%	29.41%	38.41%	26.38%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	151	4	5	8	8	7	7	9	3	6	7	14	9	9	9	5	8	9	4	4	0	3	2	3	1	2	3	2									
		0.91%	1.19%	0.86%	1.26%	1.12%	0.81%	0.77%	0.96%	1.13%	0.99%	0.97%	1.41%	0.98%	1.08%	0.94%	0.85%	2.26%	0.90%	0.45%	0.66%	0.00%	1.05%	0.43%	0.43%	0.25%	1.47%	1.09%	1.23%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	0	0	2	1	2	2	4	2	1	2	2	3	1	2	1	1	1	1	4	1	2	1	2	0	0	1	0									
		0.23%	0.00%	0.00%	0.31%	0.14%	0.23%	0.22%	0.43%	0.75%	0.16%	0.28%	0.20%	0.33%	0.12%	0.21%	0.17%	0.28%	0.10%	0.11%	0.66%	0.20%	0.70%	0.21%	0.29%	0.00%	0.00%	0.36%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3125	64	106	121	135	137	125	162	36	132	125	178	139	140	182	99	51	160	197	141	122	57	108	162	104	53	55	34									
		18.80%	19.10%	18.24%	19.06%	18.93%	15.93%	13.78%	17.27%	13.58%	21.71%	17.27%	17.93%	15.14%	16.87%	19.08%	16.87%	14.41%	16.02%	22.23%	23.34%	24.30%	19.86%	23.13%	23.31%	25.87%	38.97%	19.93%	20.86%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	108	3	8	2	3	5	8	11	3	8	2	6	6	3	2	5	1	8	6	1	5	0	0	5	2	0	4	1									
		0.65%	0.90%	1.38%	0.31%	0.42%	0.58%	0.88%	1.17%	1.13%	1.32%	0.28%	0.60%	0.65%	0.36%	0.21%	0.85%	0.28%	0.80%	0.68%	0.17%	0.99%	0.00%	0.00%	0.72%	0.50%	0.00%	1.45%	0.61%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	376	7	7	13	22	28	24	20	10	15	17	31	22	17	16	11	9	26	26	13	3	6	6	8	9	1	3	6									
		2.26%	2.09%	1.20%	2.05%	3.09%	3.26%	2.65%	2.13%	3.77%	2.47%	2.35%	3.12%	2.40%	2.05%	1.68%	1.87%	2.54%	2.60%	2.93%	2.15%	0.60%	2.09%	1.28%	1.15%	2.24%	0.74%	1.09%	3.68%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	0	0	0	1	0	1	2	1	1	0	0	0	0	1	1	3	2	1	0	0	0	1	2	1	0	0	0									
		0.11%	0.00%	0.00%	0.00%	0.14%	0.00%	0.11%	0.21%	0.38%	0.16%	0.00%	0.00%	0.00%	0.00%	0.10%	0.17%	0.85%	0.20%	0.11%	0.00%	0.00%	0.00%	0.21%	0.29%	0.25%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	361	7	9	13	13	29	32	16	8	22	11	25	19	11	24	14	12	27	13	15	6	3	7	9	2	2	11	1									
		2.17%	2.09%	1.55%	2.05%	1.82%	3.37%	3.53%	1.71%	3.02%	3.62%	1.52%	2.52%	2.07%	1.33%	2.52%	2.39%	3.39%	2.70%	1.47%	2.48%	1.20%	1.05%	1.50%	1.29%	0.50%	1.47%	3.99%	0.61%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4705	103	187	190	200	266	271	272	67	186	215	248	286	243	280	181	109	319	243	169	114	60	95	171	89	20	62	59									
		28.31%	30.75%	32.19%	29.92%	28.05%	30.93%	29.88%	28.99%	25.28%	30.59%	29.70%	24.97%	31.15%	29.28%	29.35%	30.83%	30.79%	31.93%	27.43%	27.98%	22.71%	20.91%	20.34%	24.60%	22.14%	14.71%	22.46%	36.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	73	0	5	2	4	3	4	2	2	1	6	3	3	4	2	1	0	3	4	7	2	2	3	3	3	1	3	0									
		0.44%	0.00%	0.86%	0.31%	0.56%	0.35%	0.44%	0.21%	0.75%	0.16%	0.83%	0.30%	0.33%	0.48%	0.21%	0.17%	0.00%	0.30%	0.45%	1.16%	0.40%	0.70%	0.64%	0.43%	0.75%	0.74%	1.09%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1049	14	25	44	42	53	61	69	35	43	53	93	83	58	65	42	27	78	33	24	14	13	15	25	19	4	11	6									
		6.31%	4.18%	4.30%	6.93%	5.89%	6.16%	6.73%	7.36%	13.21%	7.07%	7.32%	9.37%	9.04%	6.99%	6.81%	7.16%	7.63%	7.81%	3.72%	3.97%	2.79%	4.53%	3.21%	3.60%	4.73%	2.94%	3.99%	3.68%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
