Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																				
Дата голосования: 07.12.2003 0:00:00																																				
																																				
Наименование Избирательной комиссии:    Волосовская   																																				
																																				
Сводная таблица итогов голосования  по федеральному округу																																				
																																				
		Сумма	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	198	2	0	3	7	1	2	0	4	116	4	5	1	6	0	2	11	1	6	2	3	0	5	1	4	3	0	5	3	1					
14	Число погашенных открепительных удостоверений	442	35	26	29	28	19	16	8	9	14	10	17	10	7	10	11	9	17	18	12	18	12	20	10	15	20	10	20	12	0					
15	Число открепительных удостоверений выданных ТИК	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																				
18	"1. ""ЕДИНЕНИЕ"""	203	6	5	5	10	2	16	3	2	11	5	9	3	4	8	5	14	10	8	8	12	3	15	2	11	7	1	2	13	3					
		1.35%	0.87%	0.48%	0.63%	1.10%	0.70%	1.36%	1.44%	0.52%	1.25%	2.74%	1.57%	1.36%	1.05%	2.79%	0.76%	2.35%	1.87%	1.80%	1.78%	1.75%	0.67%	2.15%	0.92%	2.09%	1.35%	1.51%	0.37%	2.28%	3.94%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	472	36	37	36	32	8	50	11	20	15	2	13	2	1	4	13	11	12	12	13	19	33	19	3	12	24	1	15	17	1					
		3.15%	5.24%	3.59%	4.58%	3.54%	2.80%	4.27%	5.28%	5.29%	1.71%	1.09%	2.27%	0.90%	0.26%	1.39%	1.99%	1.84%	2.25%	2.71%	2.90%	2.78%	7.46%	2.72%	1.38%	2.29%	4.64%	1.51%	2.79%	2.99%	1.31%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	751	69	84	45	48	20	45	7	17	23	8	25	9	10	8	26	32	46	27	19	46	13	24	10	10	18	0	23	31	8					
		5.02%	10.05%	8.17%	5.73%	5.32%	7.01%	3.84%	3.36%	4.49%	2.63%	4.39%	4.37%	4.09%	2.64%	2.79%	3.98%	5.37%	8.63%	6.10%	4.25%	6.73%	2.94%	3.44%	4.60%	1.90%	3.48%	0.0%	4.28%	5.45%	10.52%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	488	28	58	59	49	13	34	0	5	22	3	18	3	17	7	27	24	8	8	10	17	5	17	3	11	11	0	16	12	3					
		3.26%	4.08%	5.64%	7.51%	5.43%	4.56%	2.90%	0.0%	1.32%	2.51%	1.64%	3.15%	1.36%	4.49%	2.44%	4.14%	4.03%	1.50%	1.80%	2.23%	2.48%	1.13%	2.43%	1.38%	2.09%	2.12%	0.0%	2.97%	2.11%	3.94%					
22	"5. ""За Русь Святую"""	78	4	3	3	6	1	5	1	2	7	0	4	0	1	0	6	5	3	6	0	4	1	0	1	1	4	0	1	9	0					
		0.52%	0.58%	0.29%	0.38%	0.66%	0.35%	0.42%	0.48%	0.52%	0.80%	0.0%	0.70%	0.0%	0.26%	0.0%	0.92%	0.84%	0.56%	1.35%	0.0%	0.58%	0.22%	0.0%	0.46%	0.19%	0.77%	0.0%	0.18%	1.58%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	48	0	0	5	3	0	7	0	3	3	0	2	3	4	1	2	1	1	3	0	4	0	1	0	1	1	0	1	2	0					
		0.32%	0.0%	0.0%	0.63%	0.33%	0.0%	0.59%	0.0%	0.79%	0.34%	0.0%	0.35%	1.36%	1.05%	0.34%	0.30%	0.16%	0.18%	0.67%	0.0%	0.58%	0.0%	0.14%	0.0%	0.19%	0.19%	0.0%	0.18%	0.35%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	85	3	4	5	3	4	9	1	2	12	1	2	1	4	3	3	1	3	3	1	1	1	5	0	2	4	0	0	6	1					
		0.56%	0.43%	0.38%	0.63%	0.33%	1.40%	0.76%	0.48%	0.52%	1.37%	0.54%	0.35%	0.45%	1.05%	1.04%	0.46%	0.16%	0.56%	0.67%	0.22%	0.14%	0.22%	0.71%	0.0%	0.38%	0.77%	0.0%	0.0%	1.05%	1.31%					
25	"8. ""Народно-республиканская партия России"""	28	3	0	0	2	0	2	0	1	1	1	3	1	0	1	0	1	1	2	0	2	0	1	1	2	0	0	2	1	0					
		0.18%	0.43%	0.0%	0.0%	0.22%	0.0%	0.17%	0.0%	0.26%	0.11%	0.54%	0.52%	0.45%	0.0%	0.34%	0.0%	0.16%	0.18%	0.45%	0.0%	0.29%	0.0%	0.14%	0.46%	0.38%	0.0%	0.0%	0.37%	0.17%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	31	0	2	0	5	1	1	0	3	3	0	1	1	0	0	3	1	4	1	0	2	0	1	1	0	0	0	0	0	1					
		0.20%	0.0%	0.19%	0.0%	0.55%	0.35%	0.08%	0.0%	0.79%	0.34%	0.0%	0.17%	0.45%	0.0%	0.0%	0.46%	0.16%	0.75%	0.22%	0.0%	0.29%	0.0%	0.14%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	1.31%					
27	"10. ""Аграрная партия России"""	1176	51	57	36	44	11	109	16	25	43	8	31	10	24	16	41	18	136	35	50	45	39	47	21	52	69	5	55	78	4					
		7.86%	7.43%	5.54%	4.58%	4.87%	3.85%	9.32%	7.69%	6.61%	4.91%	4.39%	5.42%	4.54%	6.34%	5.59%	6.28%	3.02%	25.51%	7.91%	11.18%	6.58%	8.82%	6.74%	9.67%	9.92%	13.34%	7.57%	10.24%	13.73%	5.26%					
28	"11. ""Истинные патриоты России"""	20	1	1	2	0	0	2	1	1	1	0	0	0	0	2	1	1	0	0	0	0	1	0	1	2	1	0	1	1	0					
		0.13%	0.14%	0.09%	0.25%	0.0%	0.0%	0.17%	0.48%	0.26%	0.11%	0.0%	0.0%	0.0%	0.0%	0.69%	0.15%	0.16%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.46%	0.38%	0.19%	0.0%	0.18%	0.17%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	195	3	8	12	10	2	34	3	5	12	2	26	0	2	1	7	6	4	4	4	4	3	6	5	6	4	0	11	10	1					
		1.30%	0.43%	0.77%	1.52%	1.10%	0.70%	2.90%	1.44%	1.32%	1.37%	1.09%	4.55%	0.0%	0.52%	0.34%	1.07%	1.00%	0.75%	0.90%	0.89%	0.58%	0.67%	0.86%	2.30%	1.14%	0.77%	0.0%	2.04%	1.76%	1.31%					
30	"13. ""Демократическая партия России"""	24	1	1	0	4	0	1	1	1	2	0	1	0	2	0	0	3	1	0	0	1	1	1	0	1	1	0	1	0	0					
		0.16%	0.14%	0.09%	0.0%	0.44%	0.0%	0.08%	0.48%	0.26%	0.22%	0.0%	0.17%	0.0%	0.52%	0.0%	0.0%	0.50%	0.18%	0.0%	0.0%	0.14%	0.22%	0.14%	0.0%	0.19%	0.19%	0.0%	0.18%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	34	1	0	4	4	0	3	1	0	2	1	0	0	2	0	1	3	0	0	2	1	5	1	1	0	0	0	2	0	0					
		0.22%	0.14%	0.0%	0.50%	0.44%	0.0%	0.25%	0.48%	0.0%	0.22%	0.54%	0.0%	0.0%	0.52%	0.0%	0.15%	0.50%	0.0%	0.0%	0.44%	0.14%	1.13%	0.14%	0.46%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	13	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	1	1					
		0.08%	0.0%	0.09%	0.12%	0.11%	0.35%	0.0%	0.0%	0.26%	0.11%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.18%	0.22%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.18%	0.17%	1.31%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1272	57	98	79	89	25	128	27	31	55	11	45	12	17	12	77	66	25	35	32	80	27	33	18	44	55	7	39	41	7					
		8.50%	8.30%	9.53%	10.06%	9.86%	8.77%	10.94%	12.98%	8.20%	6.29%	6.04%	7.88%	5.45%	4.49%	4.19%	11.80%	11.09%	4.69%	7.91%	7.15%	11.71%	6.10%	4.73%	8.29%	8.39%	10.63%	10.60%	7.26%	7.21%	9.21%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	46	0	1	0	6	0	2	1	2	5	2	1	2	0	0	3	2	0	4	0	2	3	2	0	3	2	0	1	0	2					
		0.30%	0.0%	0.09%	0.0%	0.66%	0.0%	0.17%	0.48%	0.52%	0.57%	1.09%	0.17%	0.90%	0.0%	0.0%	0.46%	0.33%	0.0%	0.90%	0.0%	0.29%	0.67%	0.28%	0.0%	0.57%	0.38%	0.0%	0.18%	0.0%	2.63%					
35	"18. ""ЛДПР"""	1742	78	103	72	110	33	123	21	47	155	25	59	23	26	57	65	67	44	38	67	79	48	86	27	72	62	3	83	66	3					
		11.65%	11.37%	10.01%	9.17%	12.19%	11.57%	10.52%	10.09%	12.43%	17.73%	13.73%	10.33%	10.45%	6.87%	19.93%	9.96%	11.26%	8.25%	8.59%	14.98%	11.56%	10.85%	12.33%	12.44%	13.74%	11.99%	4.54%	15.45%	11.61%	3.94%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	331	20	17	12	16	8	22	2	6	16	9	17	4	7	5	9	23	16	13	7	10	12	21	6	6	12	4	17	10	4					
		2.21%	2.91%	1.65%	1.52%	1.77%	2.80%	1.88%	0.96%	1.58%	1.83%	4.94%	2.97%	1.81%	1.85%	1.74%	1.38%	3.86%	3.00%	2.94%	1.56%	1.46%	2.71%	3.01%	2.76%	1.14%	2.32%	6.06%	3.16%	1.76%	5.26%					
37	"20. ""Политическая партия ""Единая Россия"""	5922	217	389	309	318	110	436	93	150	384	85	221	114	228	125	268	243	158	176	169	258	197	347	78	236	170	28	186	209	20					
		39.61%	31.63%	37.84%	39.36%	35.25%	38.59%	37.29%	44.71%	39.68%	43.93%	46.70%	38.70%	51.81%	60.31%	43.70%	41.10%	40.84%	29.64%	39.81%	37.80%	37.77%	44.57%	49.78%	35.94%	45.03%	32.88%	42.42%	34.63%	36.79%	26.31%					
38	"21. ""Российская Конституционно-демократическая партия"""	53	1	2	2	3	2	2	2	3	5	1	2	1	0	1	2	3	1	3	2	1	1	3	1	4	1	1	2	1	0					
		0.35%	0.14%	0.19%	0.25%	0.33%	0.70%	0.17%	0.96%	0.79%	0.57%	0.54%	0.35%	0.45%	0.0%	0.34%	0.30%	0.50%	0.18%	0.67%	0.44%	0.14%	0.22%	0.43%	0.46%	0.76%	0.19%	1.51%	0.37%	0.17%	0.0%					
39	"22. ""Развитие предпринимательства"""	79	7	14	6	8	4	5	0	1	1	0	2	2	1	0	3	2	3	2	1	4	6	2	1	0	0	0	3	1	0					
		0.52%	1.02%	1.36%	0.76%	0.88%	1.40%	0.42%	0.0%	0.26%	0.11%	0.0%	0.35%	0.90%	0.26%	0.0%	0.46%	0.33%	0.56%	0.45%	0.22%	0.58%	1.35%	0.28%	0.46%	0.0%	0.0%	0.0%	0.55%	0.17%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1114	75	92	65	79	20	66	13	28	54	16	52	19	14	18	52	45	27	35	37	68	30	27	21	26	38	14	40	36	7					
		7.45%	10.93%	8.94%	8.28%	8.75%	7.01%	5.64%	6.25%	7.40%	6.17%	8.79%	9.10%	8.63%	3.70%	6.29%	7.97%	7.56%	5.06%	7.91%	8.27%	9.95%	6.78%	3.87%	9.67%	4.96%	7.35%	21.21%	7.44%	6.33%	9.21%					
																																				
41	Против всех	548	23	47	20	45	8	49	3	18	26	1	26	2	13	14	21	17	18	22	17	18	9	27	11	18	23	2	21	19	10					
		3.66%	3.35%	4.57%	2.54%	4.98%	2.80%	4.19%	1.44%	4.76%	2.97%	0.54%	4.55%	0.90%	3.43%	4.89%	3.22%	2.85%	3.37%	4.97%	3.80%	2.63%	2.03%	3.87%	5.06%	3.43%	4.44%	3.03%	3.91%	3.34%	13.15%					
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
