Выборы Президента Российской Федерации																																										
																																										
Наименование Избирательной комиссии:    Приморско-Ахтарская																																										
																																										
Итоги голосования 																																										
																																										
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035					
11	Число полученных открепительных  удостоверений	620	10	15	15	15	15	20	20	20	15	20	15	20	15	10	30	30	10	10	10	30	10	30	30	10	25	20	20	10	10	30	10	30	10	20	10					
12	Число выданных открепительных удостоверений	270	4	3	11	7	4	18	17	6	5	16	5	10	12	1	14	18	5	5	1	27	6	9	4	4	6	11	10	0	0	28	0	0	0	3	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	124	2	2	9	4	4	4	3	7	5	10	2	9	4	4	8	7	1	3	2	5	0	6	0	1	1	2	5	1	0	7	2	2	0	1	1					
14	Число неиспользованных открепительных удостоверений	350	6	12	4	8	11	2	3	14	10	4	10	10	3	9	16	12	5	5	9	3	4	21	26	6	19	9	10	10	10	2	10	30	10	17	10					
15	"Число открепительных удостоверений, выданных в ТИК"	28	0	0	0	0	2	1	1	1	0	2	2	1	2	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																										
18	. Глазьев Сергей Юрьевич	1063	18	47	52	48	33	72	57	68	40	56	44	68	55	11	27	43	3	11	7	17	13	35	32	4	32	29	21	3	13	35	3	22	5	25	14					
		3.81%	2.64%	4.82%	4.46%	4.98%	4.35%	4.28%	4.09%	4.58%	4.22%	4.25%	4.46%	4.72%	5.02%	2.33%	2.75%	4.42%	1.96%	2.69%	3.00%	2.18%	4.15%	3.04%	2.88%	1.53%	3.33%	3.43%	3.65%	1.91%	3.77%	3.22%	1.44%	2.54%	3.23%	4.84%	3.21%					
19	. Малышкин Олег Александрович	626	16	13	21	19	21	28	26	31	20	26	14	31	20	13	33	31	4	20	6	28	19	17	40	7	27	14	6	0	10	23	5	23	3	4	7					
		2.25%	2.35%	1.33%	1.80%	1.97%	2.77%	1.67%	1.86%	2.09%	2.11%	1.97%	1.42%	2.15%	1.83%	2.75%	3.36%	3.19%	2.61%	4.89%	2.58%	3.59%	6.07%	1.48%	3.60%	2.67%	2.81%	1.65%	1.04%	0.00%	2.90%	2.11%	2.40%	2.66%	1.94%	0.77%	1.61%					
20	. Миронов Сергей Михайлович	160	5	5	6	9	5	7	13	9	6	8	8	10	6	2	2	1	1	2	2	6	0	7	6	2	2	10	1	0	1	6	0	4	0	5	3					
		0.57%	0.73%	0.51%	0.52%	0.93%	0.66%	0.42%	0.93%	0.61%	0.63%	0.61%	0.81%	0.69%	0.55%	0.42%	0.20%	0.10%	0.65%	0.49%	0.86%	0.77%	0.00%	0.61%	0.54%	0.76%	0.21%	1.18%	0.17%	0.00%	0.29%	0.55%	0.00%	0.46%	0.00%	0.97%	0.69%					
21	. Путин Владимир Владимирович	16804	438	529	643	578	471	1055	768	894	559	730	581	863	657	332	664	652	108	244	162	549	196	707	701	159	487	518	345	77	245	709	144	348	98	317	276					
		60.26%	64.32%	54.20%	55.19%	59.96%	62.06%	62.76%	55.05%	60.24%	58.97%	55.43%	58.87%	59.85%	60.00%	70.34%	67.62%	67.08%	70.59%	59.66%	69.53%	70.47%	62.62%	61.48%	63.04%	60.69%	50.73%	61.23%	60.00%	49.04%	71.01%	65.17%	69.23%	40.18%	63.23%	61.32%	63.30%					
22	. Хакамада Ирина Муцуовна	825	17	37	60	34	27	84	54	47	32	54	24	56	28	11	45	25	4	9	5	31	12	10	4	5	18	14	7	3	8	16	3	23	3	9	6					
		2.96%	2.50%	3.79%	5.15%	3.53%	3.56%	5.00%	3.87%	3.17%	3.38%	4.10%	2.43%	3.88%	2.56%	2.33%	4.58%	2.57%	2.61%	2.20%	2.15%	3.98%	3.83%	0.87%	0.36%	1.91%	1.88%	1.65%	1.22%	1.91%	2.32%	1.47%	1.44%	2.66%	1.94%	1.74%	1.38%					
23	. Харитонов Николай Михайлович	7215	153	309	329	246	174	359	389	377	253	368	262	351	266	73	143	170	31	108	33	118	53	345	307	78	368	229	174	71	58	259	51	418	42	139	111					
		25.88%	22.47%	31.66%	28.24%	25.52%	22.92%	21.36%	27.89%	25.40%	26.69%	27.94%	26.55%	24.34%	24.29%	15.47%	14.56%	17.49%	20.26%	26.41%	14.16%	15.15%	16.93%	30.00%	27.61%	29.77%	38.33%	27.07%	30.26%	45.22%	16.81%	23.81%	24.52%	48.27%	27.10%	26.89%	25.46%					
																																										
24	Против всех	961	24	30	43	25	24	68	81	55	28	70	35	51	55	25	63	43	2	11	8	24	17	21	15	3	21	19	12	2	8	24	1	19	3	15	16					
		3.45%	3.52%	3.07%	3.69%	2.59%	3.16%	4.05%	5.81%	3.71%	2.95%	5.32%	3.55%	3.54%	5.02%	5.30%	6.42%	4.42%	1.31%	2.69%	3.43%	3.08%	5.43%	1.83%	1.35%	1.15%	2.19%	2.25%	2.09%	1.27%	2.32%	2.21%	0.48%	2.19%	1.94%	2.90%	3.67%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
