Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Людиновская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №1501	УИК №1502	УИК №1503	УИК №1504	УИК №1505	УИК №1506	УИК №1507	УИК №1508	УИК №1509	УИК №1510	УИК №1511	УИК №1512	УИК №1513	УИК №1514	УИК №1515	УИК №1516	УИК №1517	УИК №1518	УИК №1519	УИК №1520	УИК №1521	УИК №1522	УИК №1523	УИК №1524	УИК №1525	УИК №1526	УИК №1527	УИК №1528	УИК №1529									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	567	22	14	21	36	36	44	19	33	48	33	27	13	25	25	14	27	39	17	30	9	3	5	1	0	0	12	6	5	3									
		3.59%	3.04%	2.48%	2.94%	3.87%	4.43%	3.75%	3.07%	3.66%	4.21%	4.16%	3.65%	4.56%	3.55%	4.69%	2.41%	4.59%	3.42%	3.58%	4.43%	4.76%	3.53%	2.17%	0.71%	0.00%	0.00%	3.60%	4.17%	2.29%	1.89%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	392	17	13	5	21	19	30	22	32	31	16	16	5	16	13	14	26	27	11	23	1	3	3	5	1	0	4	6	7	5									
		2.48%	2.35%	2.30%	0.70%	2.26%	2.34%	2.56%	3.55%	3.55%	2.72%	2.02%	2.16%	1.75%	2.27%	2.44%	2.41%	4.42%	2.37%	2.32%	3.40%	0.53%	3.53%	1.30%	3.55%	0.68%	0.00%	1.20%	4.17%	3.21%	3.14%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6458	255	223	293	351	352	487	230	326	429	269	291	126	318	216	258	198	459	200	250	88	54	137	80	76	43	178	67	114	90									
		40.86%	35.22%	39.47%	40.98%	37.70%	43.35%	41.48%	37.16%	36.18%	37.66%	33.88%	39.32%	44.21%	45.17%	40.53%	44.48%	33.67%	40.30%	42.11%	36.93%	46.56%	63.53%	59.57%	56.74%	51.35%	67.19%	53.45%	46.53%	52.29%	56.60%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	116	6	4	6	8	7	11	5	9	9	4	8	4	4	1	5	3	9	3	5	1	0	3	0	0	0	0	0	1	0									
		0.73%	0.83%	0.71%	0.84%	0.86%	0.86%	0.94%	0.81%	0.99%	0.79%	0.50%	1.08%	1.40%	0.57%	0.19%	0.86%	0.51%	0.79%	0.63%	0.74%	0.53%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	24	0	1	2	1	1	0	0	1	3	1	1	0	0	1	0	2	1	1	2	1	0	0	0	1	0	1	0	2	1									
		0.15%	0.00%	0.18%	0.28%	0.11%	0.12%	0.00%	0.00%	0.11%	0.26%	0.13%	0.14%	0.00%	0.00%	0.19%	0.00%	0.34%	0.09%	0.21%	0.30%	0.53%	0.00%	0.00%	0.00%	0.68%	0.00%	0.30%	0.00%	0.92%	0.63%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3239	154	114	163	192	168	208	140	187	213	161	175	66	127	96	113	110	257	91	196	52	16	46	26	37	11	45	20	31	24									
		20.49%	21.27%	20.18%	22.80%	20.62%	20.69%	17.72%	22.62%	20.75%	18.70%	20.28%	23.65%	23.16%	18.04%	18.01%	19.48%	18.71%	22.56%	19.16%	28.95%	27.51%	18.82%	20.00%	18.44%	25.00%	17.19%	13.51%	13.89%	14.22%	15.09%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	85	4	5	2	5	6	6	5	8	6	5	7	1	0	2	2	3	2	3	3	0	0	1	2	1	0	1	0	2	3									
		0.54%	0.55%	0.88%	0.28%	0.54%	0.74%	0.51%	0.81%	0.89%	0.53%	0.63%	0.95%	0.35%	0.00%	0.38%	0.34%	0.51%	0.18%	0.63%	0.44%	0.00%	0.00%	0.43%	1.42%	0.68%	0.00%	0.30%	0.00%	0.92%	1.89%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	176	7	12	4	9	6	14	7	13	18	14	6	6	7	7	8	4	19	4	3	0	0	0	1	1	1	2	0	2	1									
		1.11%	0.97%	2.12%	0.56%	0.97%	0.74%	1.19%	1.13%	1.44%	1.58%	1.76%	0.81%	2.11%	0.99%	1.31%	1.38%	0.68%	1.67%	0.84%	0.44%	0.00%	0.00%	0.00%	0.71%	0.68%	1.56%	0.60%	0.00%	0.92%	0.63%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	18	1	0	1	0	0	2	1	0	0	2	1	0	0	0	1	0	2	0	3	0	0	0	0	0	0	1	1	1	1									
		0.11%	0.14%	0.00%	0.14%	0.00%	0.00%	0.17%	0.16%	0.00%	0.00%	0.25%	0.14%	0.00%	0.00%	0.00%	0.17%	0.00%	0.18%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.69%	0.46%	0.63%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	150	6	6	6	7	6	17	6	14	15	9	3	5	2	0	4	11	16	1	4	1	0	5	3	1	0	0	1	0	1									
		0.95%	0.83%	1.06%	0.84%	0.75%	0.74%	1.45%	0.97%	1.55%	1.32%	1.13%	0.41%	1.75%	0.28%	0.00%	0.69%	1.87%	1.40%	0.21%	0.59%	0.53%	0.00%	2.17%	2.13%	0.68%	0.00%	0.00%	0.69%	0.00%	0.63%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2970	166	91	148	197	117	231	124	186	235	180	137	43	154	100	111	126	196	88	95	23	9	15	16	20	7	63	35	39	18									
		18.79%	22.93%	16.11%	20.70%	21.16%	14.41%	19.68%	20.03%	20.64%	20.63%	22.67%	18.51%	15.09%	21.88%	18.76%	19.14%	21.43%	17.21%	18.53%	14.03%	12.17%	10.59%	6.52%	11.35%	13.51%	10.94%	18.92%	24.31%	17.89%	11.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	104	5	7	2	6	7	4	6	13	2	5	2	1	5	4	3	5	10	0	7	3	0	1	0	0	1	4	1	0	0									
		0.66%	0.69%	1.24%	0.28%	0.64%	0.86%	0.34%	0.97%	1.44%	0.18%	0.63%	0.27%	0.35%	0.71%	0.75%	0.52%	0.85%	0.88%	0.00%	1.03%	1.59%	0.00%	0.43%	0.00%	0.00%	1.56%	1.20%	0.69%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	940	56	44	42	68	61	74	29	55	76	59	28	7	24	43	28	51	73	43	18	3	0	10	3	9	0	16	7	8	5									
		5.95%	7.73%	7.79%	5.87%	7.30%	7.51%	6.30%	4.68%	6.10%	6.67%	7.43%	3.78%	2.46%	3.41%	8.07%	4.83%	8.67%	6.41%	9.05%	2.66%	1.59%	0.00%	4.35%	2.13%	6.08%	0.00%	4.80%	4.86%	3.67%	3.14%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
