Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Южноуральская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217					
		1.21%	2.22%	1.56%	0.58%	0.43%	1.48%	0.73%	1.68%	1.04%	1.57%	1.55%	1.19%	1.12%	0.88%	1.44%	0.94%	2.03%	0.76%	0.95%	0.99%	1.12%					
23	6.Политическая партия «Партия социальной справедливости»	68	1	1	0	1	1	2	7	3	5	3	6	4	7	2	4	4	0	5	12	0					
		0.31%	0.15%	0.12%	0.00%	0.11%	0.19%	0.24%	0.69%	0.45%	0.52%	0.24%	0.38%	0.28%	0.51%	0.12%	0.25%	0.26%	0.00%	0.34%	0.80%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2283	108	128	58	101	68	81	112	81	103	107	149	127	135	184	184	109	123	144	166	15					
		10.41%	16.00%	15.40%	11.26%	10.92%	12.59%	9.84%	11.09%	12.07%	10.81%	8.73%	9.32%	8.91%	9.89%	10.62%	11.53%	7.13%	8.51%	9.74%	11.05%	16.85%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2732	88	56	64	156	88	85	141	96	98	203	230	211	169	184	168	175	160	191	158	11					
		12.46%	13.04%	6.74%	12.43%	16.86%	16.30%	10.33%	13.96%	14.31%	10.28%	16.57%	14.39%	14.81%	12.38%	10.62%	10.53%	11.45%	11.07%	12.91%	10.52%	12.36%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	316	11	9	8	7	9	13	12	13	5	16	27	12	21	16	23	25	34	32	18	5					
		1.44%	1.63%	1.08%	1.55%	0.76%	1.67%	1.58%	1.19%	1.94%	0.52%	1.31%	1.69%	0.84%	1.54%	0.92%	1.44%	1.64%	2.35%	2.16%	1.20%	5.62%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	11973	400	485	298	507	267	460	541	370	571	612	832	749	732	1010	834	829	768	799	865	44					
		54.60%	59.26%	58.36%	57.86%	54.81%	49.44%	55.89%	53.56%	55.14%	59.92%	49.96%	52.07%	52.56%	53.63%	58.31%	52.26%	54.25%	53.11%	54.02%	57.59%	49.44%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	234	3	9	6	15	3	16	10	10	10	11	14	13	15	19	22	11	10	11	26	0					
		1.07%	0.44%	1.08%	1.17%	1.62%	0.56%	1.94%	0.99%	1.49%	1.05%	0.90%	0.88%	0.91%	1.10%	1.10%	1.38%	0.72%	0.69%	0.74%	1.73%	0.00%					
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
																											
