Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    район Фили-Давыдково																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №2876	УИК №2877	УИК №2878	УИК №2879	УИК №2880	УИК №2881	УИК №2882	УИК №2883	УИК №2884	УИК №2885	УИК №2886	УИК №2887	УИК №2888	УИК №2889	УИК №2890	УИК №2891	УИК №2892	УИК №2893	УИК №2894	УИК №2895	УИК №2896	УИК №2897	УИК №2898	УИК №2899	УИК №2900	УИК №2901	УИК №2902	УИК №2903	УИК №2904									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	1	0	3	0	0	1	1	2	0	2	1	1	1	0	1	1	1	1	1	5	0	0	2	2	3	0	5	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	931	39	1	23	44	34	8	35	41	43	66	41	8	24	32	18	37	46	40	31	40	28	29	38	35	39	12	38	34	27									
		4.20%	3.73%	0.77%	3.56%	8.45%	4.89%	1.17%	3.95%	4.73%	5.28%	7.65%	5.01%	0.96%	5.91%	4.46%	2.06%	5.58%	5.34%	4.34%	4.95%	4.73%	3.81%	4.26%	4.63%	3.74%	4.37%	1.56%	3.81%	4.01%	3.44%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	397	31	0	12	10	7	5	13	7	22	16	15	12	6	11	2	21	28	24	11	21	15	8	18	11	21	9	14	14	13									
		1.79%	2.96%	0.00%	1.86%	1.92%	1.01%	0.73%	1.47%	0.81%	2.70%	1.85%	1.83%	1.44%	1.48%	1.53%	0.23%	3.17%	3.25%	2.61%	1.76%	2.48%	2.04%	1.17%	2.20%	1.18%	2.35%	1.17%	1.40%	1.65%	1.66%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	591	20	0	21	14	22	7	11	29	30	23	26	11	8	24	18	29	24	20	13	13	12	24	24	37	28	16	34	27	26									
		2.66%	1.91%	0.00%	3.25%	2.69%	3.17%	1.03%	1.24%	3.35%	3.68%	2.67%	3.17%	1.32%	1.97%	3.34%	2.06%	4.37%	2.78%	2.17%	2.08%	1.54%	1.63%	3.52%	2.93%	3.96%	3.14%	2.09%	3.41%	3.19%	3.32%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8810	252	113	201	157	240	504	367	291	287	239	249	620	126	322	405	244	304	312	201	255	236	281	384	425	329	322	527	319	298									
		39.72%	24.09%	86.92%	31.11%	30.13%	34.53%	73.90%	41.38%	33.60%	35.21%	27.69%	30.40%	74.25%	31.03%	44.85%	46.34%	36.80%	35.27%	33.88%	32.11%	30.14%	32.15%	41.26%	46.83%	45.45%	36.84%	41.98%	52.81%	37.66%	38.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	356	14	1	14	13	9	5	17	18	17	22	15	16	6	8	8	11	20	11	16	19	9	9	9	18	10	7	13	12	9									
		1.61%	1.34%	0.77%	2.17%	2.50%	1.29%	0.73%	1.92%	2.08%	2.09%	2.55%	1.83%	1.92%	1.48%	1.11%	0.92%	1.66%	2.32%	1.19%	2.56%	2.25%	1.23%	1.32%	1.10%	1.93%	1.12%	0.91%	1.30%	1.42%	1.15%									
24	"6. Политическая партия ""Гражданская Платформа"""	69	4	0	1	2	2	2	8	3	2	2	3	0	3	3	2	1	0	2	1	4	2	6	4	3	0	4	2	2	1									
		0.31%	0.38%	0.00%	0.15%	0.38%	0.29%	0.29%	0.90%	0.35%	0.25%	0.23%	0.37%	0.00%	0.74%	0.42%	0.23%	0.15%	0.00%	0.22%	0.16%	0.47%	0.27%	0.88%	0.49%	0.32%	0.00%	0.52%	0.20%	0.24%	0.13%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2522	51	6	95	61	90	39	115	140	116	75	94	30	40	66	88	110	133	85	73	81	95	81	106	79	138	107	82	103	143									
		11.37%	4.88%	4.62%	14.71%	11.71%	12.95%	5.72%	12.97%	16.17%	14.23%	8.69%	11.48%	3.59%	9.85%	9.19%	10.07%	16.59%	15.43%	9.23%	11.66%	9.57%	12.94%	11.89%	12.93%	8.45%	15.45%	13.95%	8.22%	12.16%	18.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	570	28	0	19	13	24	3	15	21	19	32	39	15	18	26	18	12	21	16	25	30	21	21	16	37	17	8	10	22	24									
		2.57%	2.68%	0.00%	2.94%	2.50%	3.45%	0.44%	1.69%	2.42%	2.33%	3.71%	4.76%	1.80%	4.43%	3.62%	2.06%	1.81%	2.44%	1.74%	3.99%	3.55%	2.86%	3.08%	1.95%	3.96%	1.90%	1.04%	1.00%	2.60%	3.06%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	802	50	0	28	6	30	12	32	37	37	50	41	14	12	18	25	20	31	38	33	44	34	33	27	36	25	18	12	31	28									
		3.62%	4.78%	0.00%	4.33%	1.15%	4.32%	1.76%	3.61%	4.27%	4.54%	5.79%	5.01%	1.68%	2.96%	2.51%	2.86%	3.02%	3.60%	4.13%	5.27%	5.20%	4.63%	4.85%	3.29%	3.85%	2.80%	2.35%	1.20%	3.66%	3.57%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	76	3	0	3	1	3	1	4	1	3	1	0	4	1	4	4	4	0	6	3	5	1	4	5	2	4	1	3	4	1									
		0.34%	0.29%	0.00%	0.46%	0.19%	0.43%	0.15%	0.45%	0.12%	0.37%	0.12%	0.00%	0.48%	0.25%	0.56%	0.46%	0.60%	0.00%	0.65%	0.48%	0.59%	0.14%	0.59%	0.61%	0.21%	0.45%	0.13%	0.30%	0.47%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2291	142	3	106	66	89	21	97	84	71	143	130	43	66	45	70	48	105	137	95	132	92	57	67	61	62	72	49	89	49									
		10.33%	13.58%	2.31%	16.41%	12.67%	12.81%	3.08%	10.94%	9.70%	8.71%	16.57%	15.87%	5.15%	16.26%	6.27%	8.01%	7.24%	12.18%	14.88%	15.18%	15.60%	12.53%	8.37%	8.17%	6.52%	6.94%	9.39%	4.91%	10.51%	6.25%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3195	338	5	90	95	104	49	121	127	99	131	107	37	69	101	155	79	89	133	70	142	121	76	85	139	142	131	128	122	110									
		14.40%	32.31%	3.85%	13.93%	18.23%	14.96%	7.18%	13.64%	14.67%	12.15%	15.18%	13.06%	4.43%	16.99%	14.07%	17.73%	11.92%	10.32%	14.44%	11.18%	16.78%	16.49%	11.16%	10.37%	14.87%	15.90%	17.08%	12.83%	14.40%	14.03%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	100	3	0	0	0	4	3	7	4	2	7	4	3	3	5	6	1	0	5	5	3	5	3	3	10	1	5	1	4	3									
		0.45%	0.29%	0.00%	0.00%	0.00%	0.58%	0.44%	0.79%	0.46%	0.25%	0.81%	0.49%	0.36%	0.74%	0.70%	0.69%	0.15%	0.00%	0.54%	0.80%	0.35%	0.68%	0.44%	0.37%	1.07%	0.11%	0.65%	0.10%	0.47%	0.38%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1168	60	1	29	30	31	11	34	48	54	50	41	10	20	34	45	36	54	83	41	45	56	35	32	34	58	37	71	49	39									
		5.27%	5.74%	0.77%	4.49%	5.76%	4.46%	1.61%	3.83%	5.54%	6.63%	5.79%	5.01%	1.20%	4.93%	4.74%	5.15%	5.43%	6.26%	9.01%	6.55%	5.32%	7.63%	5.14%	3.90%	3.64%	6.49%	4.82%	7.11%	5.79%	4.97%									
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
