Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва														
Дата голосования: 07.12.2003 0:00:00														
														
Наименование Избирательной комиссии:    Бай-Тайгинская														
														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)														
														
		Сумма	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44					
		0.21%	0.35%	0.0%	0.33%	0.25%	0.15%	0.16%	0.15%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	41	8	3	6	4	2	10	8					
		1.09%	0.94%	0.87%	2.03%	1.02%	0.31%	1.67%	1.21%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	26	4	2	5	5	5	3	2					
		0.69%	0.47%	0.58%	1.69%	1.28%	0.78%	0.50%	0.30%					
22	"5. ""За Русь Святую"""	5	1	1	0	1	1	0	1					
		0.13%	0.11%	0.29%	0.0%	0.25%	0.15%	0.0%	0.15%					
23	"6. ""Объединенная Российская партия ""Русь"""	6	0	0	0	1	0	5	0					
		0.15%	0.0%	0.0%	0.0%	0.25%	0.0%	0.83%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	12	2	1	1	2	2	4	0					
		0.31%	0.23%	0.29%	0.33%	0.51%	0.31%	0.67%	0.0%					
25	"8. ""Народно-республиканская партия России"""	1	0	1	0	0	0	0	0					
		0.02%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	3	3	0	0	0	0	0	0					
		0.07%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	26	6	0	4	3	1	11	1					
		0.69%	0.70%	0.0%	1.35%	0.77%	0.15%	1.84%	0.15%					
28	"11. ""Истинные патриоты России"""	2	0	0	0	1	0	1	0					
		0.05%	0.0%	0.0%	0.0%	0.25%	0.0%	0.16%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	7	1	1	0	0	0	3	2					
		0.18%	0.11%	0.29%	0.0%	0.0%	0.0%	0.50%	0.30%					
30	"13. ""Демократическая партия России"""	1	0	0	0	0	0	0	1					
		0.02%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%					
31	"14. ""Великая Россия - Евразийский Союз"""	11	2	0	4	2	0	3	0					
		0.29%	0.23%	0.0%	1.35%	0.51%	0.0%	0.50%	0.0%					
32	"15. ""Партия СЛОН"""	9	1	1	1	2	1	2	1					
		0.23%	0.11%	0.29%	0.33%	0.51%	0.15%	0.33%	0.15%					
33	"16. ""Родина"" (народно-патриотический союз)"""	15	2	2	1	3	0	4	3					
		0.39%	0.23%	0.58%	0.33%	0.77%	0.0%	0.67%	0.45%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	13	5	2	0	1	1	1	3					
		0.34%	0.59%	0.58%	0.0%	0.25%	0.15%	0.16%	0.45%					
35	"18. ""ЛДПР"""	24	4	0	3	5	4	5	3					
		0.63%	0.47%	0.0%	1.01%	1.28%	0.63%	0.83%	0.45%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	38	7	4	1	1	4	17	4					
		1.01%	0.82%	1.17%	0.33%	0.25%	0.63%	2.85%	0.60%					
37	"20. ""Политическая партия ""Единая Россия"""	2955	646	280	223	304	578	408	516					
		78.63%	76.26%	82.11%	75.59%	78.14%	91.16%	68.45%	78.65%					
38	"21. ""Российская Конституционно-демократическая партия"""	21	2	0	3	2	4	5	5					
		0.55%	0.23%	0.0%	1.01%	0.51%	0.63%	0.83%	0.76%					
39	"22. ""Развитие предпринимательства"""	11	1	0	0	1	2	2	5					
		0.29%	0.11%	0.0%	0.0%	0.25%	0.31%	0.33%	0.76%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	161	58	9	12	12	7	37	26					
		4.28%	6.84%	2.63%	4.06%	3.08%	1.10%	6.20%	3.96%					
														
41	Против всех	27	7	1	2	2	4	5	6					
		0.71%	0.82%	0.29%	0.67%	0.51%	0.63%	0.83%	0.91%					
														
														
														
														
														
														
														
														
														
														
														
														
														
														
														
