Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Красноярск, Железнодорожная"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №2281									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	376	8	4	9	11	9	9	14	13	6	8	19	12	9	12	7	10	6	6	13	17	16	16	9	13	16	18	18	11	1	12	26	18	0									
		1.57%	1.65%	0.52%	1.76%	1.47%	1.43%	1.98%	1.76%	1.66%	0.91%	1.22%	2.47%	1.25%	1.50%	1.53%	0.98%	1.62%	0.82%	0.97%	1.65%	2.03%	2.05%	1.94%	0.99%	1.49%	1.91%	2.34%	2.15%	1.39%	0.41%	1.63%	1.73%	2.07%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	466	7	5	28	17	9	12	18	24	9	14	21	24	9	9	10	6	17	13	10	13	16	19	15	28	20	11	21	17	7	11	6	20	0									
		1.95%	1.44%	0.65%	5.47%	2.28%	1.43%	2.64%	2.26%	3.07%	1.36%	2.14%	2.73%	2.49%	1.50%	1.15%	1.40%	0.97%	2.32%	2.09%	1.27%	1.56%	2.05%	2.30%	1.64%	3.21%	2.39%	1.43%	2.50%	2.15%	2.85%	1.49%	0.40%	2.30%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	57	0	2	1	2	1	2	1	2	2	0	2	2	0	2	4	2	2	1	3	4	0	2	2	3	1	1	0	0	3	1	7	2	0									
		0.24%	0.00%	0.26%	0.20%	0.27%	0.16%	0.44%	0.13%	0.26%	0.30%	0.00%	0.26%	0.21%	0.00%	0.25%	0.56%	0.32%	0.27%	0.16%	0.38%	0.48%	0.00%	0.24%	0.22%	0.34%	0.12%	0.13%	0.00%	0.00%	1.22%	0.14%	0.47%	0.23%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	810	10	18	32	25	28	25	40	26	16	20	32	27	10	22	24	24	19	19	22	45	26	42	32	26	33	38	22	32	9	23	11	31	1									
		3.38%	2.06%	2.32%	6.25%	3.35%	4.46%	5.49%	5.03%	3.33%	2.42%	3.06%	4.16%	2.80%	1.66%	2.80%	3.37%	3.88%	2.59%	3.06%	2.78%	5.38%	3.32%	5.09%	3.51%	2.99%	3.95%	4.94%	2.62%	4.05%	3.66%	3.12%	0.73%	3.56%	3.57%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3379	77	90	82	112	125	63	123	121	107	105	122	128	107	122	84	91	109	105	120	155	109	110	137	111	132	101	115	114	23	89	60	120	10									
		14.12%	15.84%	11.61%	16.02%	14.99%	19.90%	13.85%	15.47%	15.49%	16.16%	16.06%	15.84%	13.29%	17.77%	15.52%	11.78%	14.72%	14.85%	16.91%	15.19%	18.54%	13.94%	13.33%	15.02%	12.74%	15.79%	13.13%	13.71%	14.43%	9.35%	12.06%	3.99%	13.79%	35.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	2535	46	79	41	96	62	40	101	101	78	65	80	102	61	74	73	67	97	61	76	88	63	82	112	104	85	92	75	97	16	74	144	102	1									
		10.59%	9.47%	10.19%	8.01%	12.85%	9.87%	8.79%	12.70%	12.93%	11.78%	9.94%	10.39%	10.59%	10.13%	9.41%	10.24%	10.84%	13.22%	9.82%	9.62%	10.53%	8.06%	9.94%	12.28%	11.94%	10.17%	11.96%	8.94%	12.28%	6.50%	10.03%	9.57%	11.72%	3.57%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1631	27	45	27	46	34	36	46	65	55	34	48	80	31	47	34	40	50	44	71	57	58	66	69	66	74	43	88	73	11	57	41	67	1									
		6.81%	5.56%	5.81%	5.27%	6.16%	5.41%	7.91%	5.79%	8.32%	8.31%	5.20%	6.23%	8.31%	5.15%	5.98%	4.77%	6.47%	6.81%	7.09%	8.99%	6.82%	7.42%	8.00%	7.57%	7.58%	8.85%	5.59%	10.49%	9.24%	4.47%	7.72%	2.72%	7.70%	3.57%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
