Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Качугская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759					
23	"6. ""Объединенная Российская партия ""Русь"""	12	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0					
		0.14%	0.0%	0.0%	1.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.78%	0.0%	0.0%	0.0%	0.0%	0.0%	1.88%	0.0%	0.0%	1.33%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.90%	0.89%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	23	3	3	1	3	0	0	2	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1					
		0.28%	0.57%	0.48%	0.67%	0.74%	0.0%	0.0%	0.58%	0.0%	0.36%	1.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	1.88%	0.0%	0.0%	1.33%	0.0%	0.0%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.72%	0.78%	0.0%	0.0%	0.52%					
25	"8. ""Народно-республиканская партия России"""	11	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0					
		0.13%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.66%	0.0%	0.46%	2.94%	0.0%	0.0%	0.0%	0.0%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	0.45%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.56%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	16	1	0	1	0	0	2	0	0	1	0	0	1	2	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0					
		0.19%	0.19%	0.0%	0.67%	0.0%	0.0%	1.69%	0.0%	0.0%	0.36%	0.0%	0.0%	0.89%	4.87%	0.0%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.78%	0.34%	0.72%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	612	27	41	9	32	4	10	31	12	30	2	10	4	7	10	2	11	32	2	27	2	9	10	35	5	9	12	11	4	19	6	17	2	0	0	15	6	20	8	7	20	7	11	1	15	58					
		7.61%	5.15%	6.64%	6.08%	7.98%	2.18%	8.47%	9.03%	4.61%	10.98%	3.12%	10.41%	3.57%	17.07%	8.69%	3.22%	9.56%	5.92%	3.77%	12.55%	2.56%	12.0%	14.08%	8.13%	7.35%	8.73%	10.52%	11.34%	2.87%	5.32%	5.04%	8.09%	2.94%	0.0%	0.0%	6.75%	6.18%	10.47%	6.66%	5.51%	6.80%	5.10%	8.59%	0.90%	13.39%	30.20%					
28	"11. ""Истинные патриоты России"""	11	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0					
		0.13%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.38%	0.0%	0.0%	0.0%	0.89%	0.0%	0.0%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.40%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	67	4	3	4	2	1	1	3	3	1	0	3	0	0	0	0	1	7	0	0	3	0	2	4	1	0	2	0	1	2	0	0	0	1	1	4	3	3	0	0	2	2	0	1	2	0					
		0.83%	0.76%	0.48%	2.70%	0.49%	0.54%	0.84%	0.87%	1.15%	0.36%	0.0%	3.12%	0.0%	0.0%	0.0%	0.0%	0.86%	1.29%	0.0%	0.0%	3.84%	0.0%	2.81%	0.93%	1.47%	0.0%	1.75%	0.0%	0.71%	0.56%	0.0%	0.0%	0.0%	1.40%	3.57%	1.80%	3.09%	1.57%	0.0%	0.0%	0.68%	1.45%	0.0%	0.90%	1.78%	0.0%					
30	"13. ""Демократическая партия России"""	23	1	2	2	0	0	0	0	0	2	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	3	0	0	1	0					
		0.28%	0.19%	0.32%	1.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.0%	0.0%	2.43%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	1.28%	0.0%	0.0%	0.0%	0.0%	2.91%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.35%	2.06%	0.0%	0.0%	0.0%	0.0%	2.18%	0.0%	0.0%	0.89%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	22	2	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	0	2	0	0	2	0	1					
		0.27%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.87%	0.38%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	1.39%	0.0%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	1.03%	0.0%	0.0%	0.84%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	1.66%	0.0%	0.68%	0.0%	0.0%	1.81%	0.0%	0.52%					
32	"15. ""Партия СЛОН"""	16	2	1	1	0	0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1					
		0.19%	0.38%	0.16%	0.67%	0.0%	0.0%	0.84%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	2.43%	0.86%	0.0%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	2.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.83%	0.0%	0.34%	0.0%	0.0%	0.90%	0.0%	0.52%					
33	"16. ""Родина"" (народно-патриотический союз)"""	429	51	92	15	19	14	10	25	12	14	0	0	2	1	0	1	2	25	0	3	6	2	1	14	1	2	5	1	7	9	1	13	1	0	3	17	2	11	2	3	11	3	4	3	2	19					
		5.33%	9.73%	14.91%	10.13%	4.73%	7.65%	8.47%	7.28%	4.61%	5.12%	0.0%	0.0%	1.78%	2.43%	0.0%	1.61%	1.73%	4.62%	0.0%	1.39%	7.69%	2.66%	1.40%	3.25%	1.47%	1.94%	4.38%	1.03%	5.03%	2.52%	0.84%	6.19%	1.47%	0.0%	10.71%	7.65%	2.06%	5.75%	1.66%	2.36%	3.74%	2.18%	3.12%	2.72%	1.78%	9.89%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	53	3	1	1	2	0	0	1	4	1	0	0	0	0	3	0	1	3	0	1	0	0	0	5	0	2	0	0	1	5	0	4	0	0	0	4	1	1	1	0	3	1	0	1	0	3					
		0.65%	0.57%	0.16%	0.67%	0.49%	0.0%	0.0%	0.29%	1.53%	0.36%	0.0%	0.0%	0.0%	0.0%	2.60%	0.0%	0.86%	0.55%	0.0%	0.46%	0.0%	0.0%	0.0%	1.16%	0.0%	1.94%	0.0%	0.0%	0.71%	1.40%	0.0%	1.90%	0.0%	0.0%	0.0%	1.80%	1.03%	0.52%	0.83%	0.0%	1.02%	0.72%	0.0%	0.90%	0.0%	1.56%					
35	"18. ""ЛДПР"""	1141	67	96	20	82	22	26	69	26	40	1	10	36	1	15	6	14	72	1	40	23	11	7	50	6	10	15	18	13	47	37	15	1	2	5	15	12	22	34	15	36	24	36	9	6	28					
		14.19%	12.78%	15.55%	13.51%	20.44%	12.02%	22.03%	20.11%	10.0%	14.65%	1.56%	10.41%	32.14%	2.43%	13.04%	9.67%	12.17%	13.33%	1.88%	18.60%	29.48%	14.66%	9.85%	11.62%	8.82%	9.70%	13.15%	18.55%	9.35%	13.16%	31.09%	7.14%	1.47%	2.81%	17.85%	6.75%	12.37%	11.51%	28.33%	11.81%	12.24%	17.51%	28.12%	8.18%	5.35%	14.58%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	167	12	17	1	13	10	3	9	5	2	0	3	2	2	5	1	4	4	0	5	3	1	0	9	0	2	0	1	0	17	0	3	0	0	0	6	1	7	0	2	7	2	4	3	0	1					
		2.07%	2.29%	2.75%	0.67%	3.24%	5.46%	2.54%	2.62%	1.92%	0.73%	0.0%	3.12%	1.78%	4.87%	4.34%	1.61%	3.47%	0.74%	0.0%	2.32%	3.84%	1.33%	0.0%	2.09%	0.0%	1.94%	0.0%	1.03%	0.0%	4.76%	0.0%	1.42%	0.0%	0.0%	0.0%	2.70%	1.03%	3.66%	0.0%	1.57%	2.38%	1.45%	3.12%	2.72%	0.0%	0.52%					
37	"20. ""Политическая партия ""Единая Россия"""	3171	171	180	51	134	70	32	125	106	116	41	37	48	3	50	32	41	276	19	62	21	31	31	162	46	58	39	50	95	157	45	77	54	40	3	87	55	67	39	63	108	60	24	55	56	54					
		39.45%	32.63%	29.17%	34.45%	33.41%	38.25%	27.11%	36.44%	40.76%	42.49%	64.06%	38.54%	42.85%	7.31%	43.47%	51.61%	35.65%	51.11%	35.84%	28.83%	26.92%	41.33%	43.66%	37.67%	67.64%	56.31%	34.21%	51.54%	68.34%	43.97%	37.81%	36.66%	79.41%	56.33%	10.71%	39.18%	56.70%	35.07%	32.5%	49.60%	36.73%	43.79%	18.75%	49.99%	49.99%	28.12%					
38	"21. ""Российская Конституционно-демократическая партия"""	17	0	5	0	3	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	0					
		0.21%	0.0%	0.81%	0.0%	0.74%	1.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	1.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	1.56%	0.90%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	15	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	1	1	2	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	0	0					
		0.18%	0.0%	0.0%	0.67%	0.0%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	1.61%	0.0%	0.37%	0.0%	0.46%	0.0%	1.33%	1.40%	0.46%	0.0%	0.0%	0.87%	0.0%	0.0%	0.0%	0.0%	0.0%	1.47%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1393	92	112	20	64	37	17	45	49	31	12	23	10	21	13	10	28	60	19	55	9	11	14	104	2	11	20	8	5	78	15	58	6	13	12	50	4	33	28	20	73	20	28	17	19	17					
		17.33%	17.55%	18.15%	13.51%	15.96%	20.21%	14.40%	13.11%	18.84%	11.35%	18.75%	23.95%	8.92%	51.21%	11.30%	16.12%	24.34%	11.11%	35.84%	25.58%	11.53%	14.66%	19.71%	24.18%	2.94%	10.67%	17.54%	8.24%	3.59%	21.84%	12.60%	27.61%	8.82%	18.30%	42.85%	22.52%	4.12%	17.27%	23.33%	15.74%	24.82%	14.59%	21.87%	15.45%	16.96%	8.85%					
																																																				
41	Против всех	175	21	21	4	12	3	4	1	13	15	1	2	0	0	3	0	1	4	1	3	1	1	1	4	1	1	3	0	1	6	2	3	1	3	3	3	4	7	2	0	3	4	3	5	3	1					
		2.17%	4.00%	3.40%	2.70%	2.99%	1.63%	3.38%	0.29%	5.0%	5.49%	1.56%	2.08%	0.0%	0.0%	2.60%	0.0%	0.86%	0.74%	1.88%	1.39%	1.28%	1.33%	1.40%	0.93%	1.47%	0.97%	2.63%	0.0%	0.71%	1.68%	1.68%	1.42%	1.47%	4.22%	10.71%	1.35%	4.12%	3.66%	1.66%	0.0%	1.02%	2.91%	2.34%	4.54%	2.67%	0.52%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
