Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Павловская																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	333	11	7	18	4	18	5	17	11	21	1	3	30	12	9	6	0	8	10	10	9	5	10	3	20	2	5	3	1	0	3	0	0	4	10	2	5	2	5	0	10	5	4	4	0	6	2	6	6									
		1.54%	1.89%	1.23%	2.95%	1.17%	3.62%	0.56%	2.23%	2.34%	2.51%	0.57%	0.57%	3.04%	2.29%	1.18%	2.15%	0.00%	1.48%	2.04%	2.17%	1.75%	1.15%	2.67%	1.42%	2.52%	0.45%	1.73%	0.53%	0.59%	0.00%	0.94%	0.00%	0.00%	0.73%	2.42%	0.46%	1.68%	1.00%	1.28%	0.00%	1.27%	2.33%	1.66%	0.76%	0.00%	0.75%	1.14%	1.42%	1.60%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	10938	183	278	205	167	177	363	379	143	272	99	221	325	204	386	119	139	248	271	258	246	251	183	136	331	330	126	353	99	19	200	139	351	292	230	263	188	127	256	161	473	79	162	386	185	518	73	201	143									
		50.49%	31.44%	49.03%	33.55%	48.69%	35.61%	40.74%	49.80%	30.43%	32.54%	56.57%	42.02%	32.89%	38.86%	50.72%	42.65%	65.57%	45.84%	55.19%	56.09%	47.95%	57.57%	48.93%	64.45%	41.64%	74.16%	43.60%	61.93%	58.24%	33.33%	62.50%	51.67%	79.77%	53.19%	55.69%	60.18%	63.09%	63.50%	65.47%	75.59%	59.87%	36.74%	67.22%	72.97%	89.81%	64.67%	41.48%	47.41%	38.03%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	81	3	0	8	1	2	1	3	2	8	1	1	6	0	4	2	0	2	3	3	4	2	0	0	3	1	3	1	0	0	0	2	0	0	0	6	3	1	0	3	1	0	0	0	0	0	0	0	1									
		0.37%	0.52%	0.00%	1.31%	0.29%	0.40%	0.11%	0.39%	0.43%	0.96%	0.57%	0.19%	0.61%	0.00%	0.53%	0.72%	0.00%	0.37%	0.61%	0.65%	0.78%	0.46%	0.00%	0.00%	0.38%	0.22%	1.04%	0.18%	0.00%	0.00%	0.00%	0.74%	0.00%	0.00%	0.00%	1.37%	1.01%	0.50%	0.00%	1.41%	0.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	0	0	1	1	1	1	0	0	1	0	0	0	1	2	1	0	1	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0									
		0.09%	0.00%	0.00%	0.16%	0.29%	0.20%	0.11%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.19%	0.26%	0.36%	0.00%	0.18%	0.20%	0.00%	0.00%	0.23%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.25%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3039	88	53	92	54	95	137	106	84	124	32	56	146	75	153	53	31	119	79	51	84	65	67	36	161	33	33	57	33	9	38	25	12	77	58	54	34	31	52	25	99	29	29	45	5	93	34	32	61									
		14.03%	15.12%	9.35%	15.06%	15.74%	19.11%	15.38%	13.93%	17.87%	14.83%	18.29%	10.65%	14.78%	14.29%	20.11%	18.99%	14.62%	21.99%	16.09%	11.09%	16.37%	14.91%	17.91%	17.06%	20.25%	7.42%	11.42%	10.00%	19.41%	15.79%	11.88%	9.29%	2.73%	14.03%	14.04%	12.36%	11.41%	15.50%	13.30%	11.74%	12.53%	13.49%	12.03%	8.51%	2.43%	11.61%	19.32%	7.55%	16.22%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	83	10	1	14	3	1	2	1	2	7	0	5	4	4	4	0	0	2	2	2	1	2	2	0	1	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	1	1	0	0	5									
		0.38%	1.72%	0.18%	2.29%	0.87%	0.20%	0.22%	0.13%	0.43%	0.84%	0.00%	0.95%	0.40%	0.76%	0.53%	0.00%	0.00%	0.37%	0.41%	0.43%	0.19%	0.46%	0.53%	0.00%	0.13%	0.00%	0.35%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.49%	0.12%	0.00%	0.00%	1.33%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	139	17	4	8	3	3	13	9	1	5	1	2	10	8	3	0	0	1	5	1	3	1	5	1	7	2	2	1	0	1	0	0	0	1	0	3	1	0	0	0	2	1	2	2	0	2	2	1	5									
		0.64%	2.92%	0.71%	1.31%	0.87%	0.60%	1.46%	1.18%	0.21%	0.60%	0.57%	0.38%	1.01%	1.52%	0.39%	0.00%	0.00%	0.18%	1.02%	0.22%	0.58%	0.23%	1.34%	0.47%	0.88%	0.45%	0.69%	0.18%	0.00%	1.75%	0.00%	0.00%	0.00%	0.18%	0.00%	0.69%	0.34%	0.00%	0.00%	0.00%	0.25%	0.47%	0.83%	0.38%	0.00%	0.25%	1.14%	0.24%	1.33%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	3	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	0	2	0	0	1									
		0.09%	0.52%	0.00%	0.00%	0.00%	0.20%	0.11%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.25%	0.47%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.27%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	144	8	3	12	4	5	17	5	3	7	1	1	11	4	1	3	0	4	4	2	2	1	5	0	5	1	3	3	0	1	1	0	0	7	0	2	1	0	0	0	2	0	0	2	0	9	0	2	2									
		0.66%	1.37%	0.53%	1.96%	1.17%	1.01%	1.91%	0.66%	0.64%	0.84%	0.57%	0.19%	1.11%	0.76%	0.13%	1.08%	0.00%	0.74%	0.81%	0.43%	0.39%	0.23%	1.34%	0.00%	0.63%	0.22%	1.04%	0.53%	0.00%	1.75%	0.31%	0.00%	0.00%	1.28%	0.00%	0.46%	0.34%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.38%	0.00%	1.12%	0.00%	0.47%	0.53%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4419	155	143	163	63	126	216	144	112	231	21	151	245	153	137	69	27	86	78	91	123	75	61	16	165	51	70	81	22	17	58	90	74	116	85	80	47	24	63	15	114	53	29	68	8	111	48	153	91									
		20.40%	26.63%	25.22%	26.68%	18.37%	25.35%	24.24%	18.92%	23.83%	27.63%	12.00%	28.71%	24.80%	29.14%	18.00%	24.73%	12.74%	15.90%	15.89%	19.78%	23.98%	17.20%	16.31%	7.58%	20.75%	11.46%	24.22%	14.21%	12.94%	29.82%	18.13%	33.46%	16.82%	21.13%	20.58%	18.31%	15.77%	12.00%	16.11%	7.04%	14.43%	24.65%	12.03%	12.85%	3.88%	13.86%	27.27%	36.08%	24.20%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	373	33	9	19	14	15	18	30	13	25	5	9	33	7	8	2	2	7	0	5	5	7	4	0	21	2	15	15	1	1	2	0	0	1	3	0	2	4	0	0	10	1	0	2	0	10	4	5	4									
		1.72%	5.67%	1.59%	3.11%	4.08%	3.02%	2.02%	3.94%	2.77%	2.99%	2.86%	1.71%	3.34%	1.33%	1.05%	0.72%	0.94%	1.29%	0.00%	1.09%	0.97%	1.61%	1.07%	0.00%	2.64%	0.45%	5.19%	2.63%	0.59%	1.75%	0.63%	0.00%	0.00%	0.18%	0.73%	0.00%	0.67%	2.00%	0.00%	0.00%	1.27%	0.47%	0.00%	0.38%	0.00%	1.25%	2.27%	1.18%	1.06%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	876	35	27	36	14	19	63	31	43	73	1	54	77	29	19	10	2	23	14	12	5	13	13	5	32	4	6	8	2	1	2	3	2	24	13	16	9	1	9	9	18	29	6	6	6	16	1	6	29									
		4.04%	6.01%	4.76%	5.89%	4.08%	3.82%	7.07%	4.07%	9.15%	8.73%	0.57%	10.27%	7.79%	5.52%	2.50%	3.58%	0.94%	4.25%	2.85%	2.61%	0.97%	2.98%	3.48%	2.37%	4.03%	0.90%	2.08%	1.40%	1.18%	1.75%	0.63%	1.12%	0.45%	4.37%	3.15%	3.66%	3.02%	0.50%	2.30%	4.23%	2.28%	13.49%	2.49%	1.13%	2.91%	1.99%	0.57%	1.42%	7.71%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
