Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Гиагинская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1850	191	123	188	126	119	101	114	64	19	39	12	10	71	106	83	57	78	135	16	65	13	43	65	12									
		16.73%	18.89%	15.24%	15.28%	14.88%	15.22%	18.95%	20.65%	10.56%	20.00%	8.97%	11.32%	28.57%	15.74%	20.91%	19.35%	23.95%	16.35%	24.91%	14.29%	20.90%	13.98%	15.25%	12.77%	17.39%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	36	2	5	9	3	3	1	2	0	0	0	0	0	0	0	0	1	3	0	0	3	0	3	1	0									
		0.33%	0.20%	0.62%	0.73%	0.35%	0.38%	0.19%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	0.63%	0.00%	0.00%	0.96%	0.00%	1.06%	0.20%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	48	9	3	3	5	2	0	4	0	0	4	2	0	0	2	1	0	1	7	0	3	1	0	1	0									
		0.43%	0.89%	0.37%	0.24%	0.59%	0.26%	0.00%	0.72%	0.00%	0.00%	0.92%	1.89%	0.00%	0.00%	0.39%	0.23%	0.00%	0.21%	1.29%	0.00%	0.96%	1.08%	0.00%	0.20%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	1	0	1	3	3	2	2	0	0	0	0	0	3	0	1	0	2	1	0	0	0	1	0	0									
		0.18%	0.10%	0.00%	0.08%	0.35%	0.38%	0.38%	0.36%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.23%	0.00%	0.42%	0.18%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	43	2	4	5	6	1	1	1	1	0	1	0	0	4	4	2	2	4	1	0	1	0	3	0	0									
		0.39%	0.20%	0.50%	0.41%	0.71%	0.13%	0.19%	0.18%	0.17%	0.00%	0.23%	0.00%	0.00%	0.89%	0.79%	0.47%	0.84%	0.84%	0.18%	0.00%	0.32%	0.00%	1.06%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1734	158	114	212	150	136	72	118	89	13	68	20	3	59	61	66	34	74	58	16	51	8	40	100	14									
		15.68%	15.63%	14.13%	17.24%	17.71%	17.39%	13.51%	21.38%	14.69%	13.68%	15.63%	18.87%	8.57%	13.08%	12.03%	15.38%	14.29%	15.51%	10.70%	14.29%	16.40%	8.60%	14.18%	19.65%	20.29%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	34	1	4	2	2	5	0	1	0	0	0	0	0	4	2	1	2	3	1	0	1	0	2	2	1									
		0.31%	0.10%	0.50%	0.16%	0.24%	0.64%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	0.39%	0.23%	0.84%	0.63%	0.18%	0.00%	0.32%	0.00%	0.71%	0.39%	1.45%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	226	32	13	29	17	17	12	14	16	6	7	1	0	14	9	12	4	5	1	1	3	2	4	4	3									
		2.04%	3.17%	1.61%	2.36%	2.01%	2.17%	2.25%	2.54%	2.64%	6.32%	1.61%	0.94%	0.00%	3.10%	1.78%	2.80%	1.68%	1.05%	0.18%	0.89%	0.96%	2.15%	1.42%	0.79%	4.35%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
