Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																									
Дата голосования: 02.12.2007																																									
																																									
Наименование Избирательной комиссии:    Чаинская																																									
																																									
Сводная таблица результатов выборов																																									
																																									
		Сумма	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767					
		0.54%	0.47%	0.00%	0.30%	0.00%	0.00%	0.57%	1.07%	0.00%	1.09%	0.00%	0.93%	0.34%	0.51%	0.93%	0.26%	0.00%	0.00%	0.00%	0.00%	1.42%	0.95%	0.00%	2.22%	0.00%	0.00%	0.58%	1.54%	0.68%	0.89%	0.67%	0.00%	0.00%	0.67%	0.64%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	5106	169	17	245	61	88	119	252	209	212	48	94	224	138	260	267	30	17	146	47	152	54	107	56	84	71	126	50	96	291	197	253	264	371	291					
		70.21%	79.34%	89.47%	74.70%	72.62%	77.88%	68.00%	67.20%	80.69%	77.09%	84.21%	87.85%	75.17%	70.05%	80.50%	70.08%	85.71%	56.67%	71.22%	66.20%	72.04%	51.43%	76.98%	62.22%	68.85%	71.72%	73.68%	76.92%	65.31%	64.67%	66.33%	69.32%	65.51%	62.35%	62.18%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	32	0	0	2	1	1	1	0	0	0	0	0	0	2	0	2	0	1	1	0	1	0	1	0	0	0	2	1	1	4	3	0	5	1	2					
		0.44%	0.00%	0.00%	0.61%	1.19%	0.88%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	0.00%	0.52%	0.00%	3.33%	0.49%	0.00%	0.47%	0.00%	0.72%	0.00%	0.00%	0.00%	1.17%	1.54%	0.68%	0.89%	1.01%	0.00%	1.24%	0.17%	0.43%					
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
