Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																			
Дата голосования: 07.12.2003 0:00:00																																																			
																																																			
Наименование Избирательной комиссии:    Суворовская																																																			
																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																			
																																																			
		Сумма	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686					
		0.26%	0.43%	0.45%	0.11%	0.17%	0.34%	0.29%	0.20%	0.45%	0.0%	0.0%	0.16%	0.0%	0.0%	0.27%	0.0%	0.43%	0.17%	0.0%	0.0%	0.56%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.2%	0.38%	1.45%	0.40%	0.62%	0.0%	1.12%	1.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	60	5	3	2	5	5	5	4	6	0	0	0	1	2	3	0	0	0	0	0	5	1	0	1	0	0	0	1	0	0	2	1	0	1	1	3	0	1	0	0	1	0	0	1	0					
		0.34%	0.72%	0.45%	0.22%	0.44%	0.58%	0.36%	0.27%	0.54%	0.0%	0.0%	0.0%	0.34%	0.75%	0.41%	0.0%	0.0%	0.0%	0.0%	0.0%	0.93%	0.86%	0.0%	0.47%	0.0%	0.0%	0.0%	0.65%	0.0%	0.0%	0.39%	0.2%	0.0%	0.36%	0.40%	1.86%	0.0%	0.56%	0.0%	0.0%	0.59%	0.0%	0.0%	0.64%	0.0%					
27	"10. ""Аграрная партия России"""	713	16	35	23	23	18	40	49	32	4	9	21	5	11	14	12	6	32	10	13	26	5	13	19	4	13	32	9	22	0	30	16	16	14	19	14	6	12	14	12	11	9	11	8	5					
		4.08%	2.32%	5.29%	2.54%	2.04%	2.09%	2.90%	3.39%	2.92%	7.40%	4.26%	3.54%	1.71%	4.13%	1.91%	1.64%	2.59%	5.47%	4.14%	4.43%	4.87%	4.34%	7.34%	9.00%	2.19%	11.11%	37.20%	5.92%	12.08%	0.0%	5.90%	3.2%	6.17%	5.09%	7.72%	8.69%	2.79%	6.77%	4.82%	8.69%	6.58%	12.85%	22.91%	5.12%	7.46%					
28	"11. ""Истинные патриоты России"""	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0					
		0.04%	0.0%	0.15%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.94%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.62%	0.0%	0.0%	0.0%	1.44%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	295	18	9	17	21	14	17	34	14	2	6	10	3	7	14	17	5	17	9	2	10	1	1	1	0	0	0	2	3	0	8	7	4	1	2	2	5	0	7	0	1	0	0	4	0					
		1.68%	2.61%	1.36%	1.87%	1.86%	1.63%	1.23%	2.35%	1.28%	3.70%	2.84%	1.68%	1.03%	2.63%	1.91%	2.33%	2.16%	2.90%	3.73%	0.68%	1.87%	0.86%	0.56%	0.47%	0.0%	0.0%	0.0%	1.31%	1.64%	0.0%	1.57%	1.4%	1.54%	0.36%	0.81%	1.24%	2.32%	0.0%	2.41%	0.0%	0.59%	0.0%	0.0%	2.56%	0.0%					
30	"13. ""Демократическая партия России"""	59	2	1	5	2	5	4	2	1	0	3	0	0	2	4	5	0	1	1	2	3	0	1	0	0	0	1	0	0	0	3	3	2	0	0	1	2	1	1	0	0	0	1	0	0					
		0.33%	0.29%	0.15%	0.55%	0.17%	0.58%	0.29%	0.13%	0.09%	0.0%	1.42%	0.0%	0.0%	0.75%	0.54%	0.68%	0.0%	0.17%	0.41%	0.68%	0.56%	0.0%	0.56%	0.0%	0.0%	0.0%	1.16%	0.0%	0.0%	0.0%	0.59%	0.6%	0.77%	0.0%	0.0%	0.62%	0.93%	0.56%	0.34%	0.0%	0.0%	0.0%	2.08%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	29	0	1	0	0	1	2	3	2	0	0	1	0	1	3	2	0	1	0	0	0	0	0	2	1	0	0	1	1	0	0	1	0	1	2	0	1	0	2	0	0	0	0	0	0					
		0.16%	0.0%	0.15%	0.0%	0.0%	0.11%	0.14%	0.20%	0.18%	0.0%	0.0%	0.16%	0.0%	0.37%	0.41%	0.27%	0.0%	0.17%	0.0%	0.0%	0.0%	0.0%	0.0%	0.94%	0.54%	0.0%	0.0%	0.65%	0.54%	0.0%	0.0%	0.2%	0.0%	0.36%	0.81%	0.0%	0.46%	0.0%	0.68%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	9	0	0	1	1	0	2	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.05%	0.0%	0.0%	0.11%	0.08%	0.0%	0.14%	0.06%	0.09%	0.0%	0.0%	0.0%	0.0%	0.37%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.54%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	2132	103	114	154	186	103	207	207	173	5	23	48	27	14	101	98	17	86	33	26	32	9	8	15	17	3	4	13	12	3	48	76	19	14	17	8	17	10	41	0	9	7	11	14	0					
		12.21%	14.97%	17.24%	17.01%	16.51%	12.00%	15.01%	14.34%	15.82%	9.25%	10.90%	8.09%	9.27%	5.26%	13.83%	13.44%	7.35%	14.70%	13.69%	8.87%	6.00%	7.82%	4.51%	7.10%	9.34%	2.56%	4.65%	8.55%	6.59%	6.25%	9.44%	15.2%	7.33%	5.09%	6.91%	4.96%	7.90%	5.64%	14.13%	0.0%	5.38%	9.99%	22.91%	8.97%	0.0%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	0	0	4	5	1	2	5	1	0	0	0	3	1	5	0	2	2	0	3	3	0	0	0	1	2	1	0	0	0	1	0	2	1	1	1	1	0	1	0	6	0	0	2	1					
		0.33%	0.0%	0.0%	0.44%	0.44%	0.11%	0.14%	0.34%	0.09%	0.0%	0.0%	0.0%	1.03%	0.37%	0.68%	0.0%	0.86%	0.34%	0.0%	1.02%	0.56%	0.0%	0.0%	0.0%	0.54%	1.70%	1.16%	0.0%	0.0%	0.0%	0.19%	0.0%	0.77%	0.36%	0.40%	0.62%	0.46%	0.0%	0.34%	0.0%	3.59%	0.0%	0.0%	1.28%	1.49%					
35	"18. ""ЛДПР"""	2292	105	103	95	147	145	203	246	132	7	26	65	47	33	72	101	42	52	39	25	71	14	27	21	9	18	4	8	30	2	77	62	26	26	37	14	44	23	34	14	9	14	0	21	2					
		13.12%	15.26%	15.58%	10.49%	13.05%	16.89%	14.72%	17.04%	12.07%	12.96%	12.32%	10.96%	16.15%	12.40%	9.86%	13.85%	18.18%	8.88%	16.18%	8.53%	13.32%	12.17%	15.25%	9.95%	4.94%	15.38%	4.65%	5.26%	16.48%	4.16%	15.15%	12.4%	10.03%	9.45%	15.04%	8.69%	20.46%	12.99%	11.72%	10.14%	5.38%	19.99%	0.0%	13.46%	2.98%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	261	8	11	10	16	9	21	15	12	3	1	5	5	2	11	5	5	8	0	7	13	2	4	7	8	3	0	1	5	0	5	11	16	8	4	5	3	1	0	0	3	0	3	4	1					
		1.49%	1.16%	1.66%	1.10%	1.42%	1.04%	1.52%	1.03%	1.09%	5.55%	0.47%	0.84%	1.71%	0.75%	1.50%	0.68%	2.16%	1.36%	0.0%	2.38%	2.43%	1.73%	2.25%	3.31%	4.39%	2.56%	0.0%	0.65%	2.74%	0.0%	0.98%	2.2%	6.17%	2.90%	1.62%	3.10%	1.39%	0.56%	0.0%	0.0%	1.79%	0.0%	6.25%	2.56%	1.49%					
37	"20. ""Политическая партия ""Единая Россия"""	4986	144	105	216	282	206	338	368	281	6	36	222	99	69	211	216	72	193	66	128	213	36	78	53	65	48	24	36	58	24	166	152	103	124	112	58	65	65	75	34	39	13	17	31	39					
		28.56%	20.93%	15.88%	23.86%	25.04%	24.00%	24.51%	25.50%	25.70%	11.11%	17.06%	37.43%	34.02%	25.93%	28.90%	29.62%	31.16%	32.99%	27.38%	43.68%	39.96%	31.30%	44.06%	25.11%	35.71%	41.02%	27.90%	23.68%	31.86%	50.0%	32.67%	30.4%	39.76%	45.09%	45.52%	36.02%	30.23%	36.72%	25.86%	24.63%	23.35%	18.57%	35.41%	19.87%	58.20%					
38	"21. ""Российская Конституционно-демократическая партия"""	30	1	1	0	2	0	4	0	3	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	2	2	0	2	1	0	1	0	2	0	0	0	1	1	0					
		0.17%	0.14%	0.15%	0.0%	0.17%	0.0%	0.29%	0.0%	0.27%	0.0%	0.47%	0.0%	0.0%	0.0%	0.13%	0.0%	0.43%	0.17%	0.0%	0.34%	0.18%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.39%	0.4%	0.0%	0.72%	0.40%	0.0%	0.46%	0.0%	0.68%	0.0%	0.0%	0.0%	2.08%	0.64%	0.0%					
39	"22. ""Развитие предпринимательства"""	33	5	0	2	5	2	3	4	2	0	0	2	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0					
		0.18%	0.72%	0.0%	0.22%	0.44%	0.23%	0.21%	0.27%	0.18%	0.0%	0.0%	0.33%	0.0%	0.0%	0.13%	0.27%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.85%	0.0%	0.0%	0.0%	4.16%	0.0%	0.0%	0.0%	0.36%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.59%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2677	92	119	142	143	107	149	173	160	13	53	106	38	67	116	97	45	102	44	47	64	24	26	44	61	9	14	64	25	9	45	72	42	24	20	25	29	21	52	67	62	17	2	39	7					
		15.33%	13.37%	18.00%	15.69%	12.69%	12.47%	10.80%	11.98%	14.63%	24.07%	25.11%	17.87%	13.05%	25.18%	15.89%	13.30%	19.48%	17.43%	18.25%	16.04%	12.00%	20.86%	14.68%	20.85%	33.51%	7.69%	16.27%	42.10%	13.73%	18.75%	8.85%	14.4%	16.21%	8.72%	8.13%	15.52%	13.48%	11.86%	17.93%	48.55%	37.12%	24.28%	4.16%	25.0%	10.44%					
																																																			
41	Против всех	1120	60	44	79	107	66	120	102	67	2	23	21	20	7	35	52	3	28	10	7	36	3	5	15	4	7	4	5	8	5	26	32	15	9	9	3	23	8	19	3	9	3	0	9	7					
		6.41%	8.72%	6.65%	8.72%	9.50%	7.69%	8.70%	7.06%	6.12%	3.70%	10.90%	3.54%	6.87%	2.63%	4.79%	7.13%	1.29%	4.78%	4.14%	2.38%	6.75%	2.60%	2.82%	7.10%	2.19%	5.98%	4.65%	3.28%	4.39%	10.41%	5.11%	6.4%	5.79%	3.27%	3.65%	1.86%	10.69%	4.51%	6.55%	2.17%	5.38%	4.28%	0.0%	5.76%	10.44%					
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
