Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Исилькульская																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №712	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	500	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	10	5	6	6	13	5	5	5	5	3	5	5	10	5	10	5	3	5	5	10	5	3	3	10	5	10	23	20	5	5	5	5	5	5	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	122	5	7	1	1	2	1	5	7	8	10	6	5	0	3	1	0	1	0	0	1	0	12	0	0	1	2	0	0	0	0	1	6	0	0	0	3	4	0	3	0	10	0	5	1	6	0	1	1	0	0	0	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	136	3	6	14	2	5	6	5	9	7	11	2	1	2	3	1	6	2	2	1	1	1	2	1	1	1	1	1	1	1	0	2	7	1	0	2	0	1	1	1	1	1	1	1	3	6	2	2	1	0	1	0	3									
14	Число погашенных неиспользованных открепительных удостоверений	378	10	8	14	14	13	14	10	8	7	5	9	10	15	12	14	15	14	10	5	5	6	1	5	5	4	3	3	5	5	10	4	4	5	3	5	2	6	5	0	3	0	5	5	22	14	5	4	4	5	5	5	8									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	86	2	10	1	3	4	2	4	11	5	4	4	2	2	5	1	4	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	7	0	1	0	0	0	0	3									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	127	4	4	6	3	6	4	7	4	3	7	3	4	3	0	3	4	4	5	1	0	1	7	0	0	3	0	0	0	1	1	4	5	0	4	0	0	2	0	0	0	0	0	0	3	12	0	2	0	2	0	0	5									
		0.85%	1.16%	0.78%	1.49%	0.64%	1.42%	0.91%	1.29%	0.81%	0.64%	1.41%	0.61%	0.90%	0.68%	0.00%	0.94%	1.52%	1.47%	1.47%	1.54%	0.00%	1.14%	1.11%	0.00%	0.00%	2.83%	0.00%	0.00%	0.00%	0.59%	0.24%	1.63%	1.04%	0.00%	4.71%	0.00%	0.00%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	1.54%	0.00%	1.46%	0.00%	1.47%	0.00%	0.00%	0.90%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	629	14	21	22	27	22	16	26	24	19	19	33	21	20	13	18	11	19	12	4	1	1	30	4	8	5	4	0	0	8	10	6	31	3	2	3	7	12	3	8	4	23	5	6	14	28	8	4	6	8	4	1	11									
		4.19%	4.06%	4.11%	5.47%	5.72%	5.20%	3.64%	4.80%	4.89%	4.04%	3.83%	6.76%	4.74%	4.51%	4.74%	5.63%	4.18%	6.99%	3.53%	6.15%	1.69%	1.14%	4.76%	1.83%	5.52%	4.72%	1.90%	0.00%	0.00%	4.71%	2.36%	2.45%	6.42%	3.09%	2.35%	2.11%	5.04%	3.46%	2.44%	17.78%	9.30%	6.74%	5.68%	2.11%	3.80%	3.59%	3.20%	2.92%	4.23%	5.88%	3.10%	0.66%	1.97%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	216	9	7	12	5	6	13	8	9	8	10	6	7	3	1	9	4	4	8	0	1	1	9	1	0	0	0	3	2	4	3	1	18	1	1	1	1	7	4	0	0	3	0	1	3	7	3	0	5	2	1	2	2									
		1.44%	2.61%	1.37%	2.99%	1.06%	1.42%	2.95%	1.48%	1.83%	1.70%	2.02%	1.23%	1.58%	0.68%	0.36%	2.81%	1.52%	1.47%	2.35%	0.00%	1.69%	1.14%	1.43%	0.46%	0.00%	0.00%	0.00%	1.96%	0.99%	2.35%	0.71%	0.41%	3.73%	1.03%	1.18%	0.70%	0.72%	2.02%	3.25%	0.00%	0.00%	0.88%	0.00%	0.35%	0.82%	0.90%	1.20%	0.00%	3.52%	1.47%	0.78%	1.32%	0.36%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8007	158	211	159	188	174	174	196	205	199	223	164	173	198	124	154	148	133	174	36	41	51	275	179	99	66	184	131	146	117	253	189	238	74	48	109	98	215	85	26	14	170	55	231	241	482	162	102	71	77	98	125	364									
		53.32%	45.80%	41.29%	39.55%	39.83%	41.13%	39.55%	36.16%	41.75%	42.34%	44.96%	33.61%	39.05%	44.70%	45.26%	48.13%	56.27%	48.90%	51.18%	55.38%	69.49%	57.95%	43.65%	82.11%	68.28%	62.26%	87.62%	85.62%	72.64%	68.82%	59.67%	77.14%	49.28%	76.29%	56.47%	76.76%	70.50%	61.96%	69.11%	57.78%	32.56%	49.85%	62.50%	81.05%	65.49%	61.79%	64.80%	74.45%	50.00%	56.62%	75.97%	82.24%	65.35%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	44	0	2	3	0	1	2	1	4	3	0	0	1	2	1	1	0	0	3	1	0	0	1	0	0	0	0	0	2	0	1	0	1	2	1	0	0	0	0	0	0	1	0	0	3	3	1	1	0	1	0	0	1									
		0.29%	0.00%	0.39%	0.75%	0.00%	0.24%	0.45%	0.18%	0.81%	0.64%	0.00%	0.00%	0.23%	0.45%	0.36%	0.31%	0.00%	0.00%	0.88%	1.54%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.24%	0.00%	0.21%	2.06%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.82%	0.38%	0.40%	0.73%	0.00%	0.74%	0.00%	0.00%	0.18%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	0	1	0	2	1	1	1	1	1	1	0	3	0	1	0	0	0	1	0	1	0	1	0	2	0	0	0	0	0	1	0	3	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	1	0	2									
		0.20%	0.00%	0.20%	0.00%	0.42%	0.24%	0.23%	0.18%	0.20%	0.21%	0.20%	0.00%	0.68%	0.00%	0.36%	0.00%	0.00%	0.00%	0.29%	0.00%	1.69%	0.00%	0.16%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.62%	0.00%	1.18%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.78%	0.00%	0.36%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2412	61	126	87	110	82	59	102	120	80	83	136	99	93	65	61	42	67	70	9	9	13	105	11	0	9	6	6	27	20	75	21	68	10	7	24	16	32	17	3	4	33	7	16	37	81	40	19	27	31	9	14	63									
		16.06%	17.68%	24.66%	21.64%	23.31%	19.39%	13.41%	18.82%	24.44%	17.02%	16.73%	27.87%	22.35%	20.99%	23.72%	19.06%	15.97%	24.63%	20.59%	13.85%	15.25%	14.77%	16.67%	5.05%	0.00%	8.49%	2.86%	3.92%	13.43%	11.76%	17.69%	8.57%	14.08%	10.31%	8.24%	16.90%	11.51%	9.22%	13.82%	6.67%	9.30%	9.68%	7.95%	5.61%	10.05%	10.38%	16.00%	13.87%	19.01%	22.79%	6.98%	9.21%	11.31%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	67	3	8	3	4	3	6	6	3	1	0	3	2	3	4	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	1	2	0	0	1	2	3	0	1	0	0	0	0									
		0.45%	0.87%	1.57%	0.75%	0.85%	0.71%	1.36%	1.11%	0.61%	0.21%	0.00%	0.61%	0.45%	0.68%	1.46%	0.00%	0.00%	0.00%	0.88%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.41%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	2.33%	0.59%	0.00%	0.00%	0.27%	0.26%	1.20%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	127	2	8	2	8	3	7	5	7	3	5	2	3	8	5	2	3	2	1	0	0	2	6	0	0	0	0	0	0	0	1	0	10	0	0	0	0	2	2	0	1	1	0	2	1	12	3	1	1	0	1	1	4									
		0.85%	0.58%	1.57%	0.50%	1.69%	0.71%	1.59%	0.92%	1.43%	0.64%	1.01%	0.41%	0.68%	1.81%	1.82%	0.63%	1.14%	0.74%	0.29%	0.00%	0.00%	2.27%	0.95%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	2.07%	0.00%	0.00%	0.00%	0.00%	0.58%	1.63%	0.00%	2.33%	0.29%	0.00%	0.70%	0.27%	1.54%	1.20%	0.73%	0.70%	0.00%	0.78%	0.66%	0.72%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	17	0	1	1	1	0	2	0	0	0	0	1	0	0	0	1	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2									
		0.11%	0.00%	0.20%	0.25%	0.21%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.31%	0.00%	0.37%	0.59%	0.00%	0.00%	0.00%	0.00%	0.46%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	95	0	8	4	7	2	4	4	5	6	4	0	4	5	1	3	2	0	1	0	0	0	1	0	0	0	0	0	2	1	1	1	5	0	0	1	0	0	0	0	0	1	0	1	2	17	0	0	1	0	0	0	1									
		0.63%	0.00%	1.57%	0.99%	1.48%	0.47%	0.91%	0.74%	1.02%	1.28%	0.81%	0.00%	0.90%	1.13%	0.36%	0.94%	0.76%	0.00%	0.29%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.99%	0.59%	0.24%	0.41%	1.04%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.35%	0.54%	2.18%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.18%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2476	68	88	88	70	98	126	141	89	104	121	107	89	78	49	48	42	31	53	13	4	11	159	18	33	18	16	10	21	14	62	18	62	7	10	3	6	62	10	7	19	95	12	18	49	83	16	8	18	15	15	9	65									
		16.49%	19.71%	17.22%	21.89%	14.83%	23.17%	28.64%	26.01%	18.13%	22.13%	24.40%	21.93%	20.09%	17.61%	17.88%	15.00%	15.97%	11.40%	15.59%	20.00%	6.78%	12.50%	25.24%	8.26%	22.76%	16.98%	7.62%	6.54%	10.45%	8.24%	14.62%	7.35%	12.84%	7.22%	11.76%	2.11%	4.32%	17.87%	8.13%	15.56%	44.19%	27.86%	13.64%	6.32%	13.32%	10.64%	6.40%	5.84%	12.68%	11.03%	11.63%	5.92%	11.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	1	1	2	14	1	0	2	1	1	1	4	3	0	1	2	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	1	1	0	0	0	0	0	3									
		0.31%	0.29%	0.20%	0.50%	2.97%	0.24%	0.00%	0.37%	0.20%	0.21%	0.20%	0.82%	0.68%	0.00%	0.36%	0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.13%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	327	10	6	7	26	16	13	28	9	24	13	13	15	18	3	5	3	5	2	1	0	3	13	0	0	0	0	0	1	2	6	4	17	0	2	0	0	8	2	0	0	3	2	2	6	24	3	0	4	0	0	0	8									
		2.18%	2.90%	1.17%	1.74%	5.51%	3.78%	2.95%	5.17%	1.83%	5.11%	2.62%	2.66%	3.39%	4.06%	1.09%	1.56%	1.14%	1.84%	0.59%	1.54%	0.00%	3.41%	2.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	1.18%	1.42%	1.63%	3.52%	0.00%	2.35%	0.00%	0.00%	2.31%	1.63%	0.00%	0.00%	0.88%	2.27%	0.70%	1.63%	3.08%	1.20%	0.00%	2.82%	0.00%	0.00%	0.00%	1.44%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
